TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.811296	0.006564	0.013454	0.014868	0.016240	0.013000	0.017184	0.003859	0.011701	0.015905	0.012133	0.010317	0.007077	0.023858	0.022542
I	0.973925	0.014533	0.001628	0.003112	0.001295	0.000237	0.000591	0.000058	0.000204	0.000265	0.000224	0.000270	0.000153	0.001449	0.002055
heard	0.910810	0.031590	0.005091	0.025904	0.018905	0.001868	0.000884	0.000036	0.000548	0.000437	0.000222	0.000793	0.000395	0.001476	0.001042
from	0.585171	0.145395	0.135058	0.064929	0.040919	0.011959	0.005442	0.000936	0.000847	0.001026	0.000670	0.000347	0.000585	0.004226	0.002488
none	0.480570	0.224890	0.073468	0.051113	0.141103	0.011497	0.008637	0.001357	0.000219	0.000554	0.000703	0.000529	0.000212	0.001988	0.003159
of	0.252476	0.048258	0.088423	0.431947	0.095315	0.027776	0.043081	0.004214	0.003832	0.000862	0.000994	0.000371	0.000231	0.000584	0.001635
the	0.268122	0.026651	0.023712	0.169360	0.358701	0.056107	0.069179	0.013183	0.008684	0.003494	0.000834	0.000400	0.000320	0.000542	0.000710
representatives	0.329375	0.032472	0.007133	0.036489	0.306181	0.135581	0.097858	0.034715	0.011096	0.005911	0.000791	0.000470	0.000468	0.000991	0.000470
from	0.138801	0.015583	0.061318	0.050838	0.117507	0.104332	0.313854	0.128894	0.039813	0.020038	0.004239	0.001622	0.000404	0.001311	0.001445
the	0.237073	0.007032	0.007889	0.037404	0.072731	0.043565	0.259399	0.160957	0.088323	0.051349	0.020272	0.006827	0.002498	0.001659	0.003022
power	0.174929	0.014743	0.011529	0.022602	0.067804	0.046317	0.072443	0.148334	0.299732	0.071329	0.019955	0.028408	0.007547	0.010902	0.003426
generation	0.255711	0.007645	0.011717	0.010458	0.010962	0.023396	0.034858	0.064102	0.306819	0.141324	0.071269	0.018490	0.019642	0.016783	0.006825
sector	0.232588	0.009435	0.003844	0.014641	0.006874	0.010019	0.058039	0.029186	0.284656	0.167732	0.089755	0.041534	0.016126	0.022348	0.013222
.	0.201744	0.002160	0.003240	0.004951	0.007172	0.002484	0.016861	0.024383	0.078699	0.122305	0.098188	0.197895	0.060150	0.088020	0.091748
[SEP]	0.938373	0.000298	0.000243	0.000673	0.001776	0.000276	0.000514	0.000158	0.006373	0.005850	0.002653	0.005180	0.004358	0.017845	0.015430
