TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.107459	0.043373	0.105336	0.164900	0.132027	0.047454	0.044868	0.060314	0.078661	0.025143	0.012608	0.017075	0.038391	0.028033	0.094357
I	0.009095	0.019078	0.014153	0.014006	0.012008	0.002890	0.006035	0.011438	0.007437	0.008607	0.018479	0.014947	0.012937	0.014976	0.833915
heard	0.033406	0.015627	0.079647	0.055986	0.022670	0.006611	0.012236	0.017649	0.011324	0.009304	0.006507	0.008116	0.012495	0.017057	0.691366
from	0.008510	0.003820	0.008662	0.022919	0.008912	0.003171	0.003457	0.010638	0.004146	0.003617	0.005059	0.002272	0.003690	0.008646	0.902482
none	0.003261	0.002942	0.003892	0.004896	0.007267	0.002832	0.003123	0.009255	0.004002	0.005278	0.004455	0.002947	0.010365	0.009511	0.925976
of	0.001581	0.000840	0.000650	0.001770	0.002053	0.001087	0.000882	0.003409	0.001700	0.001777	0.001371	0.000929	0.002864	0.003237	0.975852
the	0.003847	0.003419	0.004902	0.005237	0.005224	0.002812	0.004496	0.009772	0.004276	0.007294	0.009312	0.009138	0.010459	0.006045	0.913768
representatives	0.016003	0.007655	0.019516	0.028831	0.010851	0.006848	0.015859	0.059123	0.016005	0.012972	0.006833	0.007219	0.012936	0.014232	0.765119
from	0.005676	0.002641	0.004946	0.008019	0.007542	0.003998	0.004881	0.014192	0.013566	0.008807	0.010502	0.006795	0.008394	0.009465	0.890575
the	0.002461	0.003113	0.003245	0.001517	0.003535	0.001312	0.002058	0.003922	0.003835	0.008142	0.019770	0.017134	0.008719	0.005752	0.915485
power	0.003249	0.004973	0.002181	0.000544	0.002227	0.000531	0.001420	0.002601	0.001615	0.006272	0.037297	0.032667	0.005690	0.005165	0.893570
generation	0.001255	0.002971	0.001113	0.000238	0.001095	0.000209	0.000827	0.002335	0.001148	0.005446	0.024258	0.041598	0.005824	0.003983	0.907701
sector	0.004919	0.004615	0.005091	0.003294	0.003757	0.002327	0.005375	0.015392	0.008327	0.015466	0.009167	0.007620	0.016268	0.009883	0.888499
.	0.039355	0.057621	0.031810	0.029020	0.040340	0.009860	0.011636	0.014976	0.012833	0.011311	0.013176	0.007330	0.010671	0.054721	0.655340
[SEP]	0.068125	0.089424	0.080026	0.075347	0.081869	0.061917	0.058301	0.056668	0.063989	0.050133	0.043975	0.045307	0.047895	0.082624	0.094402
