TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.061191	0.030257	0.015775	0.001319	0.001101	0.000632	0.003965	0.020396	0.001378	0.004958	0.048141	0.016497	0.031156	0.009542	0.753691
I	0.147386	0.027926	0.080082	0.006245	0.002261	0.005619	0.025179	0.031858	0.007864	0.025830	0.020898	0.011901	0.046172	0.039875	0.520906
heard	0.147810	0.004725	0.112924	0.024452	0.007839	0.005477	0.009226	0.095418	0.011258	0.013169	0.004877	0.001897	0.019229	0.031016	0.510684
from	0.026235	0.011680	0.056762	0.000692	0.003598	0.001169	0.012035	0.022988	0.000649	0.014821	0.004972	0.004231	0.005081	0.015912	0.819171
none	0.062498	0.001048	0.005290	0.000501	0.000170	0.001035	0.004262	0.002865	0.000532	0.005344	0.000547	0.000253	0.000978	0.026098	0.888580
of	0.044617	0.002191	0.004120	0.000129	0.000358	0.000216	0.004037	0.004251	0.000138	0.004870	0.000387	0.000748	0.000764	0.015817	0.917358
the	0.064575	0.004648	0.006113	0.000583	0.000456	0.000930	0.006963	0.009628	0.000788	0.008482	0.004593	0.005923	0.005428	0.031872	0.849018
representatives	0.097526	0.011059	0.014379	0.002452	0.001233	0.004011	0.018231	0.028595	0.008003	0.019873	0.084943	0.042726	0.041167	0.040863	0.584939
from	0.083232	0.013257	0.012916	0.001109	0.002691	0.001854	0.010476	0.025934	0.001660	0.013685	0.018623	0.034649	0.022753	0.023643	0.733517
the	0.077246	0.005136	0.007276	0.001637	0.000637	0.001594	0.006710	0.009678	0.001655	0.008750	0.007479	0.006759	0.007482	0.041646	0.816316
power	0.063453	0.015559	0.003527	0.001043	0.001016	0.001035	0.003913	0.010855	0.001743	0.005721	0.080665	0.052392	0.050860	0.023498	0.684719
generation	0.091949	0.019969	0.002677	0.000763	0.001034	0.002541	0.011588	0.002689	0.000523	0.012436	0.041174	0.011719	0.006959	0.106296	0.687682
sector	0.164367	0.052676	0.004445	0.001093	0.001020	0.004013	0.018070	0.012419	0.001586	0.022936	0.064447	0.021048	0.007827	0.045317	0.578735
.	0.103935	0.060571	0.012666	0.009910	0.001402	0.005906	0.015036	0.013133	0.005657	0.019844	0.012160	0.003204	0.014029	0.044339	0.678208
[SEP]	0.141154	0.003287	0.002535	0.001173	0.000860	0.001443	0.004044	0.001106	0.000846	0.005021	0.002410	0.000982	0.000791	0.067808	0.766540
