TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.031983	0.065439	0.060261	0.067613	0.069325	0.068606	0.045231	0.049563	0.070933	0.048678	0.068249	0.084164	0.044054	0.185303	0.040597
I	0.085946	0.110234	0.070033	0.057563	0.042445	0.073137	0.066309	0.071297	0.046060	0.062496	0.030227	0.036723	0.078697	0.050447	0.118385
heard	0.242386	0.090066	0.055855	0.065238	0.025382	0.074721	0.037709	0.032653	0.065108	0.038565	0.025435	0.046427	0.032120	0.059770	0.108567
from	0.093807	0.089440	0.050323	0.037295	0.049255	0.060205	0.062912	0.075607	0.041247	0.072367	0.070171	0.035929	0.036113	0.043297	0.182033
none	0.170988	0.121367	0.065167	0.026756	0.053839	0.025500	0.033544	0.035795	0.024855	0.032558	0.058364	0.044426	0.067726	0.039173	0.199941
of	0.077703	0.054553	0.050893	0.044381	0.051992	0.072076	0.051470	0.060118	0.048696	0.059904	0.077279	0.042037	0.078260	0.061200	0.169438
the	0.094972	0.155649	0.052423	0.041876	0.049988	0.054965	0.051572	0.036584	0.037747	0.055456	0.042851	0.059142	0.055160	0.044185	0.167429
representatives	0.180619	0.063619	0.248558	0.031971	0.013623	0.042206	0.020194	0.081616	0.033759	0.022451	0.078389	0.046014	0.047546	0.024673	0.064763
from	0.080041	0.110114	0.049532	0.038620	0.052091	0.057974	0.063252	0.102485	0.038872	0.073738	0.066969	0.038565	0.043028	0.041887	0.142833
the	0.069393	0.159799	0.053802	0.046544	0.056231	0.051414	0.064576	0.043140	0.038226	0.066468	0.048376	0.058195	0.064331	0.048724	0.130780
power	0.102884	0.160506	0.218417	0.026234	0.016456	0.065539	0.012165	0.060675	0.025066	0.013249	0.036823	0.081517	0.078252	0.036475	0.065743
generation	0.044124	0.121834	0.292896	0.015563	0.027317	0.024512	0.033805	0.089934	0.014367	0.036140	0.135175	0.016844	0.100844	0.007539	0.039107
sector	0.093822	0.118013	0.316332	0.016040	0.032440	0.037621	0.008622	0.078864	0.012797	0.007843	0.038251	0.046133	0.029394	0.010549	0.153279
.	0.042190	0.049612	0.041386	0.043529	0.054504	0.057328	0.089089	0.088188	0.046535	0.106448	0.054662	0.050053	0.046848	0.096252	0.133377
[SEP]	0.056134	0.095182	0.046455	0.073699	0.060465	0.049570	0.108537	0.037372	0.042901	0.079516	0.025853	0.036330	0.042982	0.090809	0.154195
