TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.069761	0.018388	0.042778	0.004085	0.016392	0.001621	0.006312	0.023081	0.002810	0.005235	0.001454	0.002060	0.002094	0.050835	0.753092
I	0.034630	0.036393	0.133918	0.022123	0.046945	0.019098	0.018755	0.025136	0.006248	0.015985	0.003808	0.006877	0.011537	0.059765	0.558782
heard	0.064998	0.041312	0.395193	0.032265	0.075248	0.002922	0.018224	0.111493	0.014930	0.015074	0.001162	0.001484	0.011518	0.041348	0.172828
from	0.000865	0.001879	0.976758	0.000180	0.006623	0.000524	0.002552	0.007802	0.000017	0.000341	0.000043	0.000292	0.000028	0.000426	0.001670
none	0.020156	0.049095	0.095440	0.033255	0.055218	0.025344	0.046376	0.027161	0.010535	0.015197	0.006049	0.016408	0.018261	0.016228	0.565276
of	0.003812	0.008046	0.199621	0.016989	0.574556	0.003356	0.008189	0.135739	0.007614	0.004505	0.001382	0.002587	0.002302	0.003736	0.027566
the	0.005401	0.012083	0.332280	0.020818	0.216804	0.007695	0.006627	0.255612	0.021945	0.005727	0.003741	0.004789	0.011369	0.004883	0.090226
representatives	0.057777	0.015828	0.071180	0.007766	0.011426	0.010211	0.023344	0.180292	0.041148	0.012446	0.013594	0.013574	0.012531	0.024192	0.504691
from	0.001608	0.002059	0.154892	0.000137	0.017013	0.000693	0.005554	0.791673	0.002484	0.003164	0.001336	0.008096	0.003233	0.000880	0.007178
the	0.004875	0.008209	0.069103	0.009342	0.070902	0.007947	0.005560	0.461479	0.078220	0.012403	0.018825	0.015735	0.122088	0.005615	0.109697
power	0.011221	0.005107	0.001246	0.000795	0.002265	0.002831	0.008456	0.024916	0.037101	0.020167	0.029643	0.321943	0.170574	0.023032	0.340704
generation	0.007718	0.001921	0.000558	0.000886	0.000794	0.002607	0.009816	0.013899	0.018034	0.013003	0.065932	0.139595	0.084718	0.017268	0.623250
sector	0.005087	0.006922	0.010055	0.005193	0.003867	0.001996	0.003289	0.334792	0.068557	0.006042	0.014811	0.004480	0.036648	0.004717	0.493545
.	0.018444	0.021236	0.103490	0.026799	0.029781	0.007747	0.008678	0.036544	0.009320	0.006613	0.001497	0.001948	0.011835	0.018843	0.697225
[SEP]	0.002825	0.001742	0.004388	0.000607	0.001611	0.000509	0.000506	0.002973	0.000510	0.000443	0.000361	0.000443	0.000841	0.003779	0.978462
