TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.051380	0.061671	0.051255	0.019347	0.089493	0.044457	0.045686	0.174636	0.028271	0.043182	0.032138	0.073769	0.121441	0.110628	0.052645
I	0.135852	0.084621	0.009117	0.015579	0.002518	0.103064	0.112282	0.027374	0.010833	0.101108	0.019744	0.009552	0.002878	0.237784	0.127693
heard	0.189656	0.043740	0.002440	0.009186	0.001385	0.080895	0.105090	0.005247	0.007098	0.100626	0.005846	0.005272	0.004578	0.240573	0.198368
from	0.182987	0.010470	0.001538	0.001712	0.000407	0.097523	0.128487	0.001239	0.001240	0.152742	0.008706	0.001978	0.000528	0.238020	0.172424
none	0.411037	0.010376	0.003372	0.003671	0.000134	0.008802	0.059924	0.001180	0.003435	0.058165	0.008641	0.002071	0.001302	0.099967	0.327922
of	0.151727	0.009335	0.002667	0.012068	0.001347	0.069713	0.144426	0.002337	0.010133	0.127685	0.014500	0.009862	0.007234	0.236348	0.200616
the	0.101498	0.010611	0.008055	0.016807	0.004053	0.119162	0.149755	0.007330	0.016195	0.153034	0.012415	0.006756	0.009081	0.249188	0.136059
representatives	0.285325	0.126854	0.003965	0.010212	0.001944	0.031309	0.077744	0.003979	0.013076	0.089772	0.014530	0.004196	0.002790	0.087713	0.246590
from	0.319705	0.029302	0.003148	0.002632	0.001143	0.060304	0.081128	0.003890	0.002805	0.102035	0.029003	0.005938	0.001944	0.140757	0.216266
the	0.105383	0.017445	0.015015	0.019484	0.011452	0.106547	0.128410	0.016530	0.018897	0.127832	0.032174	0.014369	0.026282	0.226605	0.133577
power	0.323703	0.141649	0.003743	0.015614	0.013700	0.020362	0.058459	0.009922	0.030698	0.052897	0.016806	0.024526	0.031264	0.060238	0.196421
generation	0.304169	0.077124	0.005474	0.005914	0.012833	0.030782	0.045336	0.004981	0.010193	0.042839	0.050455	0.010869	0.024066	0.079378	0.295588
sector	0.244856	0.039135	0.004212	0.010795	0.006039	0.031047	0.060259	0.016848	0.018031	0.058629	0.191837	0.026385	0.006833	0.076649	0.208443
.	0.052786	0.024125	0.112924	0.030294	0.076668	0.051273	0.034418	0.095268	0.041431	0.034898	0.037563	0.073868	0.166129	0.105635	0.062720
[SEP]	0.299731	0.017774	0.022852	0.015194	0.012458	0.018941	0.018603	0.024634	0.023912	0.016972	0.016665	0.019629	0.023809	0.081299	0.387529
