TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.278954	0.019252	0.018667	0.012871	0.004595	0.002792	0.008137	0.014161	0.007780	0.012576	0.021164	0.027638	0.040024	0.040839	0.490550
I	0.051780	0.029133	0.027505	0.040954	0.035862	0.005491	0.032895	0.028733	0.010410	0.008559	0.003598	0.002366	0.001664	0.206382	0.514666
heard	0.029921	0.020618	0.097184	0.059267	0.093664	0.006957	0.011292	0.086550	0.011087	0.001732	0.003677	0.001965	0.001106	0.161447	0.413532
from	0.022889	0.009119	0.066279	0.119741	0.025855	0.018837	0.014298	0.053612	0.081278	0.010526	0.008348	0.006565	0.004022	0.320069	0.238560
none	0.013334	0.037781	0.019082	0.031842	0.027862	0.020584	0.031483	0.022038	0.081699	0.012419	0.002506	0.003897	0.005129	0.233528	0.456815
of	0.017590	0.018142	0.018395	0.108542	0.030564	0.023437	0.030977	0.045495	0.210791	0.040296	0.010831	0.020748	0.009996	0.211975	0.202221
the	0.018238	0.033174	0.033547	0.034644	0.055263	0.024976	0.076068	0.076460	0.089819	0.109952	0.025332	0.058009	0.027801	0.188041	0.148675
representatives	0.018874	0.011313	0.058700	0.008175	0.100363	0.007757	0.028307	0.104556	0.016735	0.022627	0.026261	0.027636	0.032213	0.069131	0.467353
from	0.016507	0.003846	0.013229	0.040323	0.014831	0.012030	0.011603	0.095702	0.100761	0.035477	0.024045	0.030427	0.032124	0.132648	0.436447
the	0.020259	0.024305	0.017857	0.018276	0.027263	0.013310	0.055606	0.053770	0.059291	0.145003	0.060681	0.128033	0.061991	0.084592	0.229763
power	0.016598	0.007420	0.009461	0.004030	0.003606	0.001946	0.011105	0.043194	0.015864	0.043406	0.113249	0.155659	0.052270	0.032891	0.489303
generation	0.019163	0.006200	0.011077	0.003046	0.006561	0.004387	0.018218	0.041998	0.010041	0.055567	0.121376	0.078690	0.078658	0.033663	0.511355
sector	0.025436	0.009741	0.013080	0.010374	0.007713	0.006751	0.026439	0.054002	0.014041	0.033111	0.033979	0.059573	0.192416	0.051113	0.462231
.	0.027803	0.029255	0.030326	0.027241	0.022834	0.007143	0.016437	0.029999	0.019422	0.017042	0.047236	0.046976	0.057375	0.097364	0.523548
[SEP]	0.022661	0.005535	0.005931	0.002592	0.008164	0.000392	0.000730	0.001784	0.001767	0.001150	0.002173	0.002190	0.002967	0.027549	0.914414
