TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.113854	0.021707	0.010716	0.002958	0.001420	0.000376	0.001688	0.002518	0.000425	0.001390	0.000698	0.000139	0.000961	0.010131	0.831019
I	0.002229	0.016212	0.823229	0.066931	0.009773	0.001353	0.005109	0.001633	0.000149	0.000856	0.000078	0.000155	0.000075	0.001104	0.071114
heard	0.005662	0.025205	0.054743	0.409555	0.105857	0.005813	0.012574	0.005751	0.004127	0.005692	0.002234	0.001456	0.001683	0.071029	0.288618
from	0.009346	0.012321	0.011499	0.038218	0.047630	0.005605	0.022138	0.004756	0.002812	0.008254	0.002313	0.000765	0.000338	0.045881	0.788122
none	0.012530	0.011183	0.008516	0.006160	0.017345	0.019005	0.021003	0.011977	0.003073	0.009637	0.005619	0.002634	0.000967	0.021469	0.848882
of	0.005247	0.010182	0.024342	0.012648	0.038816	0.012529	0.059258	0.057274	0.027563	0.036362	0.003123	0.000449	0.000620	0.033098	0.678489
the	0.004048	0.017140	0.022933	0.015555	0.022911	0.006104	0.024765	0.146257	0.114001	0.033560	0.006227	0.000609	0.006586	0.028899	0.550405
representatives	0.004412	0.003686	0.002647	0.010532	0.013155	0.002527	0.009589	0.017091	0.058517	0.026018	0.001957	0.000561	0.001177	0.023894	0.824237
from	0.005364	0.003386	0.000671	0.000534	0.004797	0.000233	0.001132	0.001867	0.003278	0.016617	0.002875	0.001402	0.001351	0.023334	0.933158
the	0.005714	0.006443	0.000900	0.000414	0.003337	0.000221	0.000541	0.004399	0.003778	0.013829	0.007531	0.005445	0.163078	0.042985	0.741384
power	0.009512	0.002931	0.000655	0.000413	0.002604	0.000262	0.000463	0.002172	0.005764	0.011554	0.020327	0.091602	0.397792	0.019767	0.434181
generation	0.011875	0.006119	0.000436	0.001003	0.003522	0.000139	0.000413	0.001420	0.003596	0.009790	0.010616	0.039886	0.229782	0.040219	0.641185
sector	0.012690	0.005511	0.002803	0.000777	0.003828	0.000431	0.001107	0.002242	0.003127	0.008145	0.001662	0.002176	0.006092	0.035058	0.914352
.	0.096310	0.100442	0.038281	0.021415	0.004643	0.001604	0.005292	0.003386	0.001857	0.002511	0.001672	0.001452	0.001314	0.020498	0.699323
[SEP]	0.088562	0.012284	0.006840	0.005603	0.003846	0.001394	0.005570	0.004517	0.002742	0.005953	0.004762	0.006710	0.007037	0.010253	0.833926
