TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.027530	0.006133	0.002402	0.002095	0.001632	0.001239	0.001682	0.001270	0.000818	0.000793	0.000281	0.000963	0.002441	0.001634	0.000824	0.001628	0.001903	0.000549	0.000413	0.002158	0.004749	0.003056	0.007076	0.002857	0.002918	0.006586	0.003042	0.003635	0.000694	0.001947	0.000429	0.000972	0.004448	0.001570	0.001328	0.001299	0.002660	0.002868	0.001378	0.003377	0.002818	0.005845	0.003033	0.001459	0.001538	0.004174	0.003660	0.001513	0.006579	0.003598	0.006535	0.002334	0.003782	0.002663	0.002402	0.003317	0.005313	0.004151	0.005806	0.006068	0.007816	0.006082	0.006868	0.001409	0.002662	0.001440	0.002954	0.001807	0.007033	0.004145	0.041768	0.724151
EPA	0.114440	0.003230	0.000367	0.000213	0.000179	0.000176	0.000072	0.000025	0.000030	0.000053	0.000013	0.000068	0.000073	0.000052	0.000089	0.000199	0.000055	0.000013	0.000015	0.000044	0.000080	0.000080	0.000044	0.000015	0.000021	0.000149	0.000297	0.000316	0.000020	0.000017	0.000050	0.000099	0.000111	0.000039	0.000011	0.000035	0.000043	0.000017	0.000005	0.000074	0.000022	0.000045	0.000049	0.000086	0.000029	0.000067	0.000230	0.000659	0.000250	0.000067	0.000005	0.000014	0.000010	0.000002	0.000005	0.000004	0.000015	0.000033	0.000044	0.000139	0.000146	0.000078	0.000073	0.000008	0.000005	0.000007	0.000006	0.000001	0.000001	0.000000	0.000371	0.876599
has	0.545425	0.167607	0.024611	0.007271	0.003576	0.002526	0.000606	0.000189	0.000194	0.000991	0.000218	0.001342	0.001336	0.000458	0.001114	0.001553	0.002136	0.000390	0.000073	0.000057	0.000256	0.000085	0.000053	0.000009	0.000046	0.000308	0.000248	0.000363	0.000143	0.000115	0.000169	0.000543	0.000530	0.000139	0.000029	0.000027	0.000139	0.000046	0.000006	0.000053	0.000021	0.000203	0.000188	0.000390	0.000678	0.000364	0.002540	0.002684	0.002771	0.000406	0.000036	0.000060	0.000010	0.000002	0.000001	0.000002	0.000008	0.000010	0.000012	0.000047	0.000047	0.000105	0.000046	0.000009	0.000007	0.000006	0.000003	0.000000	0.000000	0.000000	0.000071	0.224291
determined	0.205593	0.265962	0.290157	0.043722	0.015154	0.008122	0.002689	0.001028	0.001124	0.001528	0.000804	0.001097	0.000617	0.000924	0.004565	0.006134	0.004673	0.000739	0.000550	0.000260	0.000529	0.000103	0.000059	0.000007	0.000024	0.000060	0.000059	0.000022	0.000020	0.000048	0.000145	0.000229	0.000381	0.000203	0.000045	0.000027	0.000101	0.000106	0.000015	0.000005	0.000003	0.000067	0.000055	0.000044	0.000062	0.000206	0.000670	0.000930	0.004752	0.002898	0.000601	0.000475	0.000057	0.000022	0.000005	0.000003	0.000003	0.000003	0.000008	0.000046	0.000029	0.000034	0.000017	0.000010	0.000009	0.000019	0.000012	0.000001	0.000000	0.000000	0.000031	0.131296
that	0.060858	0.099658	0.181212	0.378161	0.029086	0.037799	0.006596	0.001543	0.000877	0.001507	0.000284	0.000203	0.000187	0.000329	0.002117	0.010657	0.014014	0.002741	0.002501	0.001560	0.000592	0.000160	0.000118	0.000017	0.000010	0.000004	0.000010	0.000002	0.000003	0.000003	0.000028	0.000099	0.000352	0.000179	0.000073	0.000117	0.000162	0.000144	0.000025	0.000001	0.000001	0.000009	0.000006	0.000004	0.000003	0.000007	0.000036	0.000068	0.001904	0.000922	0.001502	0.000392	0.000080	0.000015	0.000017	0.000003	0.000001	0.000000	0.000001	0.000011	0.000003	0.000005	0.000002	0.000007	0.000002	0.000008	0.000012	0.000002	0.000000	0.000000	0.000010	0.160978
the	0.038114	0.010687	0.028816	0.336057	0.193015	0.101115	0.020688	0.008561	0.003793	0.001686	0.000394	0.000343	0.000285	0.000272	0.001026	0.008472	0.006744	0.001341	0.001129	0.003700	0.004641	0.000361	0.000494	0.000119	0.000026	0.000027	0.000012	0.000011	0.000003	0.000005	0.000014	0.000074	0.000352	0.000500	0.000217	0.000439	0.000870	0.000347	0.000120	0.000029	0.000012	0.000020	0.000022	0.000005	0.000013	0.000011	0.000069	0.000104	0.001226	0.001162	0.001590	0.000589	0.001127	0.000134	0.000093	0.000047	0.000017	0.000002	0.000010	0.000066	0.000010	0.000008	0.000007	0.000010	0.000017	0.000011	0.000013	0.000008	0.000006	0.000001	0.000055	0.218638
impacts	0.011539	0.004478	0.002718	0.020760	0.084867	0.515218	0.033790	0.016988	0.017471	0.007402	0.000598	0.000488	0.000245	0.000119	0.000580	0.001562	0.001421	0.004732	0.001349	0.002215	0.007276	0.002032	0.003242	0.000406	0.000179	0.000087	0.000026	0.000019	0.000008	0.000007	0.000009	0.000041	0.000169	0.000349	0.000087	0.000380	0.001867	0.000772	0.000160	0.000130	0.000090	0.000035	0.000012	0.000001	0.000007	0.000003	0.000009	0.000025	0.000704	0.000179	0.000165	0.000411	0.000643	0.000125	0.000240	0.000128	0.000163	0.000017	0.000058	0.000128	0.000025	0.000015	0.000011	0.000006	0.000016	0.000015	0.000024	0.000024	0.000022	0.000014	0.000119	0.250781
would	0.003873	0.001592	0.002308	0.136376	0.359150	0.370995	0.054487	0.003296	0.002657	0.004836	0.000424	0.000179	0.000176	0.000051	0.001342	0.004674	0.005445	0.001673	0.001596	0.003220	0.015472	0.002534	0.001189	0.000236	0.000117	0.000033	0.000008	0.000003	0.000002	0.000002	0.000004	0.000039	0.000065	0.000150	0.000106	0.000162	0.000221	0.000620	0.000156	0.000020	0.000008	0.000016	0.000002	0.000000	0.000002	0.000001	0.000003	0.000005	0.000100	0.000038	0.000181	0.000128	0.000124	0.000769	0.000149	0.000062	0.000034	0.000006	0.000006	0.000007	0.000002	0.000003	0.000001	0.000001	0.000001	0.000004	0.000025	0.000003	0.000006	0.000007	0.000016	0.018797
be	0.004424	0.002627	0.001259	0.068055	0.207783	0.337511	0.279979	0.023046	0.010544	0.016598	0.004202	0.001348	0.000187	0.000122	0.001223	0.002924	0.000236	0.000204	0.000363	0.001522	0.004998	0.001674	0.003218	0.000805	0.000197	0.000048	0.000014	0.000009	0.000004	0.000001	0.000004	0.000012	0.000012	0.000053	0.000010	0.000031	0.000184	0.000339	0.000269	0.000016	0.000016	0.000028	0.000004	0.000000	0.000001	0.000000	0.000001	0.000003	0.000050	0.000014	0.000035	0.000124	0.000073	0.000302	0.000195	0.000104	0.000049	0.000008	0.000020	0.000019	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000010	0.000001	0.000003	0.000003	0.000014	0.022862
minimal	0.008424	0.002210	0.000568	0.020702	0.068782	0.046493	0.055158	0.194074	0.108011	0.017340	0.010310	0.002836	0.000387	0.000212	0.001297	0.002512	0.000281	0.000055	0.000041	0.000477	0.004596	0.001526	0.002000	0.001093	0.000232	0.000139	0.000094	0.000011	0.000005	0.000001	0.000001	0.000019	0.000018	0.000011	0.000003	0.000010	0.000071	0.000043	0.000158	0.000049	0.000025	0.000082	0.000007	0.000002	0.000000	0.000001	0.000000	0.000001	0.000041	0.000009	0.000016	0.000037	0.000063	0.000114	0.000065	0.000139	0.000126	0.000059	0.000043	0.000241	0.000012	0.000003	0.000001	0.000001	0.000000	0.000000	0.000006	0.000002	0.000001	0.000001	0.000043	0.448609
