TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.046209	0.000259	0.000096	0.000032	0.000033	0.000139	0.000061	0.000017	0.000004	0.000022	0.000012	0.000017	0.000003	0.000004	0.000010	0.000249	0.000052	0.000010	0.000029	0.000087	0.000111	0.000065	0.000008	0.000013	0.000008	0.000026	0.000046	0.000018	0.000022	0.000010	0.000008	0.000035	0.000129	0.000021	0.000028	0.000104	0.000075	0.000346	0.000093	0.000062	0.000171	0.000193	0.000064	0.000066	0.000047	0.000028	0.000017	0.000191	0.000150	0.000424	0.000105	0.000209	0.000107	0.000013	0.000055	0.000012	0.000005	0.000031	0.000033	0.000015	0.000006	0.000170	0.000029	0.000033	0.000016	0.000012	0.000054	0.000098	0.000223	0.000235	0.018072	0.930543
EPA	0.001989	0.002996	0.000594	0.000521	0.000164	0.000656	0.000265	0.000188	0.000285	0.000313	0.000019	0.000144	0.000019	0.000048	0.000215	0.000757	0.000059	0.000090	0.000156	0.000211	0.000313	0.000352	0.000080	0.000002	0.000014	0.000026	0.000113	0.000028	0.000005	0.000011	0.000010	0.000053	0.000184	0.000062	0.000045	0.000046	0.000053	0.000032	0.000040	0.000019	0.000033	0.000088	0.000088	0.000066	0.000042	0.000028	0.000007	0.000053	0.000088	0.000178	0.000145	0.000384	0.000053	0.000046	0.000017	0.000011	0.000008	0.000012	0.000011	0.000029	0.000007	0.000034	0.000010	0.000003	0.000004	0.000006	0.000039	0.000035	0.000021	0.000014	0.005617	0.981650
has	0.001111	0.009768	0.010116	0.006730	0.000956	0.000545	0.000133	0.000150	0.000023	0.000173	0.000013	0.000016	0.000001	0.000007	0.000025	0.000310	0.000130	0.000015	0.000022	0.000053	0.000134	0.000346	0.000029	0.000047	0.000010	0.000052	0.000088	0.000016	0.000005	0.000006	0.000011	0.000016	0.000195	0.000023	0.000006	0.000055	0.000003	0.000033	0.000023	0.000003	0.000006	0.000006	0.000012	0.000021	0.000017	0.000028	0.000007	0.000060	0.000040	0.000092	0.000079	0.000024	0.000006	0.000001	0.000001	0.000001	0.000000	0.000001	0.000002	0.000004	0.000001	0.000011	0.000001	0.000003	0.000002	0.000007	0.000002	0.000000	0.000002	0.000001	0.000994	0.967172
determined	0.000749	0.017342	0.012766	0.005872	0.002210	0.002000	0.000717	0.000104	0.000041	0.000094	0.000012	0.000007	0.000001	0.000021	0.000054	0.000383	0.000054	0.000008	0.000028	0.000110	0.000073	0.000567	0.000010	0.000009	0.000024	0.000050	0.000097	0.000007	0.000002	0.000002	0.000002	0.000030	0.000695	0.000031	0.000014	0.000085	0.000009	0.000138	0.000041	0.000009	0.000004	0.000010	0.000011	0.000008	0.000010	0.000015	0.000001	0.000014	0.000036	0.000062	0.000055	0.000107	0.000006	0.000003	0.000006	0.000003	0.000000	0.000001	0.000002	0.000016	0.000003	0.000015	0.000001	0.000002	0.000001	0.000001	0.000002	0.000000	0.000001	0.000001	0.000665	0.954472
that	0.002205	0.002552	0.005776	0.019002	0.024985	0.011200	0.000819	0.000886	0.000349	0.000175	0.000055	0.000016	0.000004	0.000018	0.000057	0.002850	0.001197	0.000156	0.000270	0.002293	0.001470	0.001178	0.000026	0.000012	0.000026	0.000024	0.000036	0.000003	0.000002	0.000001	0.000001	0.000012	0.000327	0.000098	0.000074	0.000339	0.000016	0.000690	0.000044	0.000019	0.000014	0.000053	0.000021	0.000022	0.000014	0.000016	0.000001	0.000034	0.000035	0.000706	0.000949	0.000673	0.000060	0.000012	0.000084	0.000011	0.000001	0.000005	0.000005	0.000007	0.000002	0.000017	0.000001	0.000003	0.000001	0.000002	0.000004	0.000004	0.000009	0.000005	0.001109	0.916855
the	0.002375	0.000567	0.000300	0.001939	0.005730	0.008816	0.005628	0.000555	0.000275	0.000763	0.000022	0.000031	0.000002	0.000028	0.000120	0.001204	0.000284	0.000063	0.000064	0.000524	0.000224	0.000315	0.000106	0.000003	0.000021	0.000029	0.000040	0.000010	0.000002	0.000001	0.000003	0.000023	0.000238	0.000021	0.000026	0.000061	0.000062	0.000352	0.000023	0.000009	0.000011	0.000014	0.000021	0.000021	0.000016	0.000015	0.000002	0.000016	0.000017	0.000099	0.000169	0.000122	0.000029	0.000079	0.000031	0.000009	0.000003	0.000005	0.000006	0.000010	0.000002	0.000028	0.000002	0.000002	0.000001	0.000005	0.000009	0.000006	0.000008	0.000004	0.001153	0.967225
impacts	0.001117	0.001240	0.000094	0.000200	0.000361	0.006507	0.002330	0.001146	0.000987	0.002340	0.000086	0.000475	0.000023	0.000058	0.000571	0.000157	0.000007	0.000010	0.000025	0.000169	0.000110	0.000043	0.000055	0.000001	0.000002	0.000004	0.000014	0.000005	0.000002	0.000001	0.000001	0.000018	0.000070	0.000005	0.000005	0.000005	0.000050	0.000039	0.000033	0.000040	0.000111	0.000266	0.000024	0.000008	0.000018	0.000004	0.000001	0.000014	0.000065	0.000049	0.000046	0.000104	0.000016	0.000036	0.000035	0.000037	0.000017	0.000017	0.000072	0.000058	0.000005	0.000017	0.000006	0.000003	0.000002	0.000002	0.000052	0.000027	0.000030	0.000007	0.001870	0.978573
would	0.001425	0.000331	0.000238	0.000253	0.003433	0.005781	0.014983	0.001702	0.000417	0.000498	0.000041	0.000065	0.000002	0.000011	0.000085	0.000643	0.000099	0.000012	0.000005	0.000105	0.000075	0.000213	0.000135	0.000130	0.000068	0.000025	0.000021	0.000006	0.000001	0.000002	0.000001	0.000010	0.000028	0.000005	0.000006	0.000046	0.000057	0.000245	0.000060	0.000035	0.000015	0.000018	0.000006	0.000002	0.000003	0.000003	0.000000	0.000002	0.000002	0.000034	0.000066	0.000030	0.000029	0.000048	0.000132	0.000093	0.000046	0.000047	0.000011	0.000036	0.000002	0.000002	0.000001	0.000000	0.000002	0.000001	0.000004	0.000001	0.000003	0.000002	0.004537	0.963525
be	0.001221	0.002964	0.000676	0.001063	0.008351	0.029802	0.066961	0.002695	0.000685	0.001294	0.000125	0.000188	0.000009	0.000174	0.000520	0.000579	0.000383	0.000153	0.000020	0.000302	0.000415	0.001368	0.000498	0.000109	0.000431	0.000126	0.000155	0.000025	0.000009	0.000016	0.000011	0.000129	0.000185	0.000053	0.000020	0.000074	0.000088	0.000352	0.000304	0.000076	0.000056	0.000115	0.000031	0.000012	0.000023	0.000027	0.000003	0.000014	0.000017	0.000034	0.000098	0.000133	0.000060	0.000063	0.000360	0.000211	0.000113	0.000174	0.000031	0.000270	0.000023	0.000014	0.000002	0.000003	0.000009	0.000008	0.000013	0.000002	0.000007	0.000004	0.003277	0.872184
minimal	0.001042	0.001405	0.001569	0.000624	0.002368	0.018985	0.004453	0.003187	0.001092	0.000282	0.000282	0.000230	0.000040	0.000142	0.000180	0.000740	0.000029	0.000014	0.000060	0.000167	0.000092	0.000999	0.000106	0.000016	0.000081	0.000020	0.000024	0.000004	0.000002	0.000001	0.000000	0.000007	0.000011	0.000016	0.000009	0.000026	0.000023	0.000102	0.000187	0.000031	0.000017	0.000034	0.000033	0.000012	0.000009	0.000006	0.000001	0.000006	0.000002	0.000099	0.000092	0.000184	0.000075	0.000027	0.000419	0.000201	0.000045	0.000070	0.000018	0.000026	0.000005	0.000004	0.000001	0.000002	0.000001	0.000000	0.000002	0.000001	0.000007	0.000005	0.003483	0.956463
or	0.018129	0.000183	0.000120	0.000166	0.000867	0.002872	0.000388	0.004089	0.012832	0.026284	0.014959	0.006029	0.000609	0.000334	0.004175	0.001119	0.000005	0.000002	0.000014	0.000029	0.000093	0.000855	0.000046	0.000014	0.000031	0.000023	0.000057	0.000020	0.000004	0.000002	0.000001	0.000013	0.000009	0.000002	0.000011	0.000012	0.000003	0.000012	0.000016	0.000009	0.000016	0.000013	0.000024	0.000013	0.000005	0.000001	0.000000	0.000002	0.000003	0.000010	0.000006	0.000034	0.000007	0.000038	0.000054	0.000015	0.000163	0.000378	0.000147	0.000084	0.000028	0.000067	0.000005	0.000002	0.000001	0.000000	0.000006	0.000009	0.000003	0.000002	0.011048	0.893377
