TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.502620	0.009678	0.011229	0.006435	0.010096	0.009964	0.003565	0.006496	0.003343	0.001739	0.004478	0.005388	0.004736	0.007139	0.006655	0.005295	0.011465	0.005088	0.005505	0.005049	0.011230	0.007141	0.004992	0.007848	0.006982	0.007924	0.007736	0.006069	0.007450	0.008115	0.010430	0.010249	0.005415	0.007191	0.010661	0.011587	0.007268	0.006180	0.005674	0.009466	0.003750	0.004634	0.005246	0.008137	0.002741	0.004057	0.008501	0.008621	0.005875	0.006604	0.004255	0.005310	0.005617	0.003519	0.006090	0.003889	0.003299	0.005445	0.004373	0.004402	0.006981	0.004697	0.004951	0.007370	0.007441	0.008478	0.010791	0.005504	0.004712	0.004346	0.020476	0.024318
EPA	0.617642	0.022960	0.075139	0.089401	0.130897	0.024132	0.007311	0.005030	0.000864	0.000204	0.000866	0.000690	0.001297	0.000434	0.001689	0.001248	0.000513	0.000232	0.000111	0.000562	0.000059	0.000021	0.000069	0.000010	0.000004	0.000004	0.000014	0.000021	0.000028	0.000077	0.000546	0.001094	0.000209	0.000073	0.000945	0.001582	0.000759	0.000074	0.000158	0.000245	0.000027	0.000012	0.000038	0.000128	0.000012	0.000028	0.000356	0.000865	0.000279	0.000125	0.000350	0.000655	0.000085	0.000017	0.000080	0.000068	0.000013	0.000009	0.000032	0.000066	0.000035	0.000042	0.000101	0.001217	0.000787	0.000838	0.001163	0.000688	0.000267	0.000099	0.000844	0.003460
has	0.032986	0.002411	0.023177	0.067692	0.726665	0.058194	0.011554	0.013588	0.053779	0.001229	0.000121	0.000965	0.000462	0.000089	0.000117	0.000574	0.000617	0.000263	0.000046	0.000518	0.000090	0.000019	0.000008	0.000002	0.000001	0.000000	0.000000	0.000001	0.000010	0.000008	0.000017	0.000123	0.000177	0.000091	0.000094	0.000405	0.000774	0.000108	0.000058	0.000071	0.000116	0.000010	0.000004	0.000017	0.000030	0.000021	0.000008	0.000124	0.000327	0.000457	0.000286	0.000293	0.000198	0.000060	0.000010	0.000032	0.000015	0.000002	0.000001	0.000006	0.000003	0.000007	0.000001	0.000051	0.000164	0.000112	0.000069	0.000164	0.000060	0.000049	0.000023	0.000173
determined	0.117345	0.008668	0.056101	0.006326	0.256762	0.322826	0.074068	0.037771	0.058576	0.022915	0.003606	0.000820	0.010890	0.001274	0.001055	0.000443	0.002313	0.001317	0.000229	0.000767	0.001027	0.000465	0.000141	0.000010	0.000028	0.000013	0.000003	0.000002	0.000019	0.000015	0.000018	0.000049	0.000405	0.000283	0.000136	0.000094	0.002415	0.002231	0.000349	0.000159	0.000331	0.000367	0.000018	0.000010	0.000029	0.000092	0.000014	0.000018	0.000309	0.001187	0.000407	0.000330	0.000679	0.002211	0.000079	0.000083	0.000046	0.000031	0.000005	0.000005	0.000005	0.000021	0.000003	0.000014	0.000029	0.000258	0.000072	0.000050	0.000142	0.000419	0.000610	0.000191
that	0.031652	0.001573	0.094506	0.015853	0.033428	0.096748	0.200390	0.371058	0.060503	0.020110	0.051838	0.004055	0.000492	0.000780	0.001549	0.000842	0.000346	0.000430	0.000703	0.000882	0.000254	0.000389	0.000562	0.000052	0.000012	0.000014	0.000011	0.000002	0.000002	0.000022	0.000024	0.000015	0.000044	0.000090	0.000269	0.000073	0.000122	0.000716	0.001019	0.000512	0.000062	0.000229	0.000161	0.000013	0.000004	0.000052	0.000023	0.000012	0.000020	0.000810	0.000389	0.000714	0.000184	0.000867	0.000536	0.000052	0.000037	0.000035	0.000016	0.000008	0.000001	0.000004	0.000003	0.000006	0.000016	0.000046	0.000357	0.000076	0.000012	0.000114	0.001498	0.001704
the	0.079656	0.001808	0.008013	0.023245	0.045237	0.038747	0.139971	0.441857	0.122579	0.009849	0.045498	0.020639	0.002701	0.001943	0.001433	0.001475	0.000308	0.000201	0.000275	0.001419	0.000214	0.000158	0.000684	0.000497	0.000050	0.000023	0.000021	0.000022	0.000016	0.000026	0.000029	0.000032	0.000007	0.000008	0.000040	0.000193	0.000176	0.000194	0.000864	0.002166	0.000415	0.000516	0.000237	0.000203	0.000019	0.000028	0.000036	0.000040	0.000047	0.000026	0.000045	0.000639	0.000125	0.000084	0.000555	0.000513	0.000108	0.000030	0.000026	0.000111	0.000003	0.000001	0.000002	0.000016	0.000034	0.000011	0.000048	0.000033	0.000007	0.000063	0.000252	0.003452
impacts	0.856993	0.000568	0.000349	0.002419	0.014440	0.010875	0.005581	0.030766	0.051435	0.006935	0.005439	0.004689	0.003809	0.000581	0.000443	0.000094	0.000257	0.000048	0.000014	0.000057	0.000168	0.000053	0.000109	0.000070	0.000058	0.000016	0.000004	0.000009	0.000016	0.000004	0.000004	0.000003	0.000008	0.000001	0.000001	0.000007	0.000376	0.000026	0.000051	0.000229	0.000354	0.000242	0.000054	0.000037	0.000026	0.000008	0.000002	0.000005	0.000037	0.000008	0.000003	0.000015	0.000052	0.000028	0.000048	0.000622	0.000229	0.000033	0.000018	0.000223	0.000017	0.000005	0.000001	0.000003	0.000010	0.000006	0.000004	0.000003	0.000008	0.000018	0.000061	0.000815
would	0.075782	0.000707	0.001327	0.000844	0.004192	0.014475	0.013166	0.034687	0.265281	0.151540	0.305629	0.068985	0.021012	0.023433	0.003031	0.001128	0.000774	0.000590	0.000239	0.000160	0.000310	0.000690	0.000352	0.000209	0.000480	0.000267	0.000092	0.000047	0.000118	0.000139	0.000014	0.000007	0.000003	0.000022	0.000002	0.000002	0.000046	0.000195	0.000222	0.000191	0.001196	0.001976	0.001186	0.000166	0.000276	0.000468	0.000011	0.000007	0.000014	0.000055	0.000027	0.000023	0.000049	0.000557	0.000237	0.000268	0.000950	0.000887	0.000255	0.000237	0.000042	0.000062	0.000005	0.000003	0.000017	0.000010	0.000001	0.000002	0.000004	0.000046	0.000093	0.000479
be	0.117527	0.000166	0.000975	0.001068	0.000132	0.000966	0.008598	0.007175	0.012325	0.072552	0.574959	0.062137	0.010618	0.059199	0.065173	0.001448	0.000168	0.000299	0.000100	0.000171	0.000016	0.000057	0.000266	0.000040	0.000030	0.000092	0.000075	0.000017	0.000039	0.000098	0.000034	0.000007	0.000001	0.000001	0.000001	0.000000	0.000002	0.000010	0.000062	0.000027	0.000195	0.000612	0.000759	0.000080	0.000090	0.000153	0.000034	0.000003	0.000004	0.000006	0.000004	0.000003	0.000002	0.000024	0.000075	0.000052	0.000192	0.000190	0.000443	0.000197	0.000017	0.000072	0.000004	0.000004	0.000004	0.000003	0.000001	0.000000	0.000000	0.000001	0.000011	0.000134
minimal	0.472779	0.000286	0.000220	0.000993	0.000159	0.000506	0.002288	0.005567	0.008187	0.019426	0.075079	0.258256	0.057020	0.032380	0.057735	0.003909	0.000372	0.000246	0.000119	0.000412	0.000014	0.000049	0.000412	0.000075	0.000055	0.000034	0.000359	0.000138	0.000063	0.000076	0.000079	0.000015	0.000010	0.000000	0.000000	0.000001	0.000008	0.000003	0.000014	0.000024	0.000077	0.000110	0.000251	0.000598	0.000085	0.000111	0.000025	0.000043	0.000019	0.000001	0.000001	0.000005	0.000001	0.000000	0.000036	0.000176	0.000018	0.000075	0.000126	0.000632	0.000038	0.000027	0.000006	0.000014	0.000010	0.000002	0.000003	0.000000	0.000000	0.000000	0.000002	0.000139
