TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.009091	0.001449	0.003162	0.003961	0.006842	0.010482	0.001664	0.001740	0.005725	0.000865	0.007316	0.002644	0.004047	0.001689	0.010490	0.003150	0.016170	0.001630	0.004928	0.000947	0.037321	0.010602	0.000680	0.006685	0.007395	0.015083	0.013809	0.001406	0.000875	0.002689	0.003873	0.003260	0.000528	0.000623	0.004059	0.008489	0.000382	0.001006	0.000879	0.010691	0.001434	0.003112	0.001115	0.007113	0.000513	0.000281	0.006074	0.005311	0.000285	0.000535	0.000409	0.000942	0.003894	0.000909	0.007534	0.000636	0.004204	0.009987	0.001324	0.000954	0.011217	0.002393	0.001864	0.001320	0.002497	0.004041	0.003596	0.002802	0.000992	0.001725	0.238559	0.444097
EPA	0.021984	0.011898	0.011551	0.005982	0.004672	0.020154	0.002302	0.001008	0.001561	0.001005	0.002120	0.001701	0.000930	0.001328	0.005437	0.006551	0.024885	0.000522	0.010855	0.003723	0.040113	0.010605	0.000565	0.003662	0.002532	0.004617	0.009720	0.000835	0.000241	0.000301	0.004073	0.002682	0.001277	0.000640	0.001401	0.007728	0.001554	0.002314	0.000504	0.004722	0.003109	0.005094	0.000380	0.007288	0.002697	0.001104	0.004383	0.009964	0.001912	0.001335	0.001036	0.002146	0.002689	0.000423	0.004024	0.000144	0.000381	0.003847	0.001571	0.001307	0.002145	0.000731	0.000743	0.000417	0.000316	0.002124	0.001532	0.000539	0.001248	0.000263	0.048732	0.646123
has	0.083086	0.017794	0.024894	0.017609	0.007469	0.015777	0.002710	0.015618	0.016100	0.002776	0.000920	0.001486	0.000798	0.000962	0.003023	0.005644	0.019608	0.000428	0.001088	0.001127	0.020600	0.005969	0.001105	0.001379	0.001161	0.002207	0.002628	0.000533	0.000366	0.000325	0.001224	0.003925	0.001383	0.000552	0.000732	0.001239	0.000644	0.001887	0.001131	0.000947	0.000536	0.000593	0.000543	0.001702	0.001286	0.000658	0.001208	0.002724	0.001185	0.004320	0.001847	0.001787	0.002521	0.000871	0.000899	0.000294	0.000120	0.000631	0.001052	0.000770	0.001766	0.000502	0.000493	0.000489	0.000257	0.000465	0.001825	0.000173	0.000158	0.000178	0.014067	0.665228
determined	0.095567	0.005438	0.014016	0.022880	0.036516	0.012810	0.006673	0.010284	0.020746	0.001661	0.000356	0.000532	0.004583	0.004255	0.009535	0.039414	0.016448	0.000543	0.000663	0.015326	0.018049	0.004761	0.002963	0.000597	0.003970	0.001719	0.001331	0.000399	0.000242	0.000226	0.000558	0.001878	0.001981	0.002298	0.002199	0.001928	0.001013	0.002124	0.001575	0.001890	0.000107	0.000314	0.000281	0.000518	0.000247	0.000129	0.000513	0.000760	0.001180	0.003718	0.008516	0.001996	0.006602	0.007649	0.001068	0.001353	0.000538	0.000355	0.000337	0.000413	0.001078	0.000284	0.000378	0.000445	0.000293	0.000507	0.001587	0.000473	0.000505	0.000506	0.009729	0.577674
that	0.136286	0.003153	0.004183	0.005451	0.095412	0.030889	0.001828	0.004019	0.009039	0.000618	0.000220	0.000410	0.001961	0.000961	0.005077	0.165627	0.017540	0.000618	0.001498	0.007489	0.033438	0.013287	0.000512	0.000749	0.003192	0.001961	0.002636	0.000317	0.000076	0.000051	0.000256	0.002018	0.000441	0.000974	0.004957	0.003879	0.000709	0.000666	0.000716	0.003109	0.000078	0.000208	0.000119	0.000860	0.000070	0.000036	0.000641	0.001054	0.000378	0.000783	0.003157	0.001342	0.004261	0.001185	0.001379	0.000110	0.000290	0.000552	0.000128	0.000072	0.001056	0.000085	0.000228	0.000122	0.000062	0.000168	0.000578	0.000242	0.000100	0.000097	0.005724	0.408612
the	0.138429	0.004613	0.004455	0.005504	0.062568	0.185454	0.005348	0.006046	0.012382	0.003585	0.000864	0.003936	0.001748	0.000419	0.005121	0.055722	0.025591	0.002618	0.014451	0.003750	0.034083	0.046814	0.000678	0.002440	0.001865	0.003769	0.015092	0.000713	0.000089	0.000128	0.000259	0.002823	0.000435	0.000607	0.003429	0.016197	0.001336	0.001244	0.000734	0.003596	0.000620	0.000328	0.000228	0.005559	0.000286	0.000098	0.002061	0.008582	0.000483	0.000497	0.002421	0.003002	0.002125	0.001385	0.010925	0.000210	0.000657	0.008263	0.000881	0.000418	0.002945	0.000673	0.000705	0.000183	0.000210	0.000207	0.000725	0.000334	0.000269	0.000229	0.009450	0.256108
impacts	0.039086	0.016861	0.010454	0.012663	0.023072	0.056144	0.005637	0.025926	0.033780	0.001946	0.004240	0.001271	0.002093	0.001364	0.027290	0.008597	0.007335	0.001511	0.005596	0.009189	0.039073	0.012470	0.003746	0.006653	0.002430	0.003388	0.003683	0.000786	0.000317	0.000632	0.000906	0.002241	0.004202	0.002969	0.004046	0.003928	0.003902	0.006698	0.001871	0.008270	0.001738	0.004814	0.000632	0.001318	0.000944	0.000453	0.003166	0.003261	0.001886	0.005696	0.003015	0.010071	0.006582	0.005404	0.004630	0.001984	0.003969	0.003555	0.003127	0.009547	0.005783	0.000919	0.001068	0.000462	0.000876	0.001335	0.003159	0.004063	0.000493	0.001844	0.021150	0.476783
would	0.069183	0.010913	0.020991	0.027153	0.045715	0.032284	0.011693	0.085756	0.050631	0.005099	0.001906	0.003946	0.005462	0.004409	0.019805	0.089172	0.012961	0.000741	0.000849	0.010750	0.036096	0.012151	0.002207	0.005901	0.003947	0.002696	0.001624	0.000642	0.000522	0.000422	0.000728	0.007621	0.002614	0.006110	0.003120	0.001725	0.001857	0.004045	0.003216	0.002106	0.000184	0.000804	0.000321	0.000359	0.000150	0.000063	0.000625	0.000587	0.001148	0.015754	0.004923	0.003840	0.014091	0.004127	0.001702	0.001780	0.001247	0.000545	0.000781	0.003488	0.002378	0.000232	0.000528	0.000486	0.000415	0.000407	0.004328	0.000824	0.000154	0.000352	0.015084	0.309522
be	0.126764	0.003885	0.006307	0.014722	0.036091	0.045163	0.013857	0.017458	0.128692	0.002587	0.002123	0.001677	0.007465	0.000659	0.016996	0.036503	0.003628	0.000929	0.001586	0.004743	0.030502	0.022254	0.002942	0.003791	0.003219	0.004186	0.004332	0.001005	0.000274	0.000502	0.000636	0.009476	0.000978	0.001505	0.004486	0.003301	0.000845	0.001121	0.001500	0.002752	0.000187	0.000992	0.000200	0.000394	0.000107	0.000015	0.000345	0.000385	0.000761	0.001179	0.002043	0.002497	0.001427	0.004332	0.001726	0.000538	0.001397	0.000749	0.000537	0.001122	0.001476	0.000244	0.000382	0.000119	0.000196	0.000174	0.002144	0.000376	0.000039	0.000192	0.005455	0.396827
minimal	0.044906	0.003256	0.001111	0.005348	0.006391	0.059290	0.011781	0.011910	0.027952	0.010734	0.013433	0.003426	0.016641	0.002405	0.033656	0.009158	0.004573	0.002274	0.010188	0.008986	0.016299	0.017794	0.006574	0.006225	0.006615	0.006985	0.008881	0.001238	0.000700	0.001089	0.000829	0.003251	0.003397	0.000953	0.001646	0.006280	0.001375	0.002191	0.001343	0.007781	0.001934	0.001325	0.000629	0.003154	0.000840	0.000362	0.002590	0.001696	0.001432	0.000704	0.000767	0.001450	0.002868	0.003553	0.007955	0.002609	0.004683	0.011614	0.003422	0.004298	0.005799	0.001866	0.001038	0.000626	0.000979	0.001245	0.005087	0.009480	0.000622	0.001659	0.026662	0.498180
or	0.043098	0.001566	0.002294	0.000891	0.001971	0.009712	0.006258	0.030838	0.028501	0.017422	0.193259	0.010693	0.004957	0.003012	0.019061	0.007020	0.014374	0.011376	0.006921	0.000426	0.019779	0.009268	0.001838	0.013135	0.006485	0.004983	0.004354	0.000968	0.001796	0.000805	0.000486	0.001663	0.000864	0.000385	0.000637	0.000652	0.000383	0.001264	0.000751	0.003720	0.002056	0.000640	0.003172	0.002390	0.000879	0.000216	0.001251	0.000408	0.000463	0.000696	0.000165	0.000391	0.000675	0.000281	0.001161	0.000251	0.001407	0.005895	0.002198	0.001028	0.012554	0.001853	0.000915	0.000943	0.000298	0.000313	0.001365	0.002939	0.000123	0.000488	0.016322	0.448397
none	0.026301	0.006230	0.002634	0.001140	0.002034	0.010789	0.001901	0.005790	0.007117	0.003730	0.017396	0.011907	0.023860	0.008418	0.016447	0.007868	0.003224	0.003610	0.004356	0.001378	0.007357	0.013363	0.001340	0.003707	0.006986	0.003583	0.007123	0.005886	0.003413	0.002503	0.001923	0.001045	0.000975	0.000182	0.000571	0.001564	0.000307	0.000480	0.000506	0.001708	0.000809	0.000910	0.000581	0.001079	0.000856	0.000081	0.000578	0.000643	0.000482	0.000442	0.000327	0.000849	0.000542	0.000478	0.000806	0.000075	0.000648	0.002023	0.001075	0.000726	0.005465	0.001866	0.003894	0.002427	0.001209	0.001194	0.001173	0.004265	0.000586	0.000317	0.023769	0.709174
##xi	0.036303	0.009382	0.006730	0.001107	0.003491	0.006502	0.003989	0.002258	0.005667	0.002920	0.026734	0.024803	0.069825	0.018575	0.017006	0.013476	0.013532	0.005863	0.002891	0.001333	0.005715	0.005208	0.004114	0.007307	0.028647	0.004509	0.006315	0.008684	0.010979	0.010525	0.005918	0.001097	0.000774	0.000747	0.000658	0.001439	0.001380	0.001118	0.000593	0.001774	0.000731	0.001028	0.001482	0.000855	0.000229	0.000188	0.001382	0.001418	0.002272	0.000593	0.000438	0.000867	0.000807	0.000566	0.001439	0.000871	0.002295	0.002429	0.001346	0.001617	0.003669	0.001379	0.008224	0.008331	0.006770	0.003410	0.001015	0.001949	0.000442	0.000735	0.027563	0.533773
##sten	0.035325	0.005835	0.003135	0.004700	0.002798	0.003768	0.005828	0.003305	0.005506	0.005528	0.003735	0.004568	0.028786	0.016466	0.040771	0.009255	0.015612	0.002883	0.001751	0.004658	0.008721	0.004236	0.003506	0.004181	0.006775	0.004280	0.003709	0.002110	0.004282	0.002626	0.009770	0.003849	0.002774	0.001408	0.001272	0.001723	0.001047	0.001406	0.001275	0.002458	0.001348	0.002679	0.000632	0.001393	0.001071	0.000553	0.000970	0.000998	0.001540	0.000938	0.001182	0.001245	0.001835	0.001758	0.001583	0.001776	0.001775	0.001667	0.001747	0.003545	0.003462	0.003213	0.002356	0.005278	0.002532	0.010243	0.008854	0.005424	0.001068	0.002452	0.032898	0.616368
##t	0.045590	0.001971	0.001587	0.002548	0.006492	0.016714	0.006179	0.009370	0.015742	0.004101	0.004459	0.002329	0.006183	0.001859	0.227703	0.008921	0.015114	0.002095	0.001811	0.005560	0.028614	0.014329	0.001216	0.007775	0.012641	0.008963	0.008070	0.000842	0.001342	0.001224	0.001965	0.026635	0.002183	0.001120	0.001043	0.001600	0.000530	0.001827	0.000540	0.002758	0.000169	0.000427	0.001259	0.002552	0.000510	0.000769	0.004337	0.002135	0.000948	0.000450	0.000455	0.000987	0.000975	0.001041	0.001799	0.001285	0.002299	0.004297	0.003767	0.001702	0.005777	0.000942	0.000884	0.001539	0.000961	0.001367	0.037258	0.002342	0.000086	0.005281	0.026476	0.373378
because	0.044338	0.007696	0.010133	0.016132	0.043552	0.018185	0.009614	0.026809	0.015274	0.003060	0.005953	0.006820	0.004239	0.006500	0.012204	0.063512	0.037169	0.003277	0.003353	0.004674	0.089257	0.019801	0.001167	0.004753	0.005080	0.005778	0.005710	0.003168	0.000702	0.000537	0.000894	0.006367	0.002802	0.004935	0.003247	0.001022	0.001608	0.000917	0.000560	0.001856	0.000118	0.000711	0.001179	0.000521	0.000630	0.000394	0.000575	0.000904	0.001618	0.005601	0.002172	0.001260	0.002409	0.000864	0.000486	0.000817	0.000972	0.000819	0.000763	0.001905	0.009943	0.001361	0.002723	0.000883	0.000389	0.000698	0.003747	0.003893	0.000432	0.000561	0.036744	0.411252
,	0.016880	0.003016	0.002268	0.007146	0.030151	0.014849	0.007738	0.008270	0.002579	0.005766	0.008073	0.005588	0.008126	0.005030	0.011655	0.169270	0.119977	0.009552	0.006865	0.005736	0.088467	0.027791	0.007749	0.004373	0.015360	0.011877	0.006849	0.000581	0.001936	0.000293	0.001122	0.016856	0.001121	0.001182	0.001998	0.001901	0.001150	0.001017	0.000305	0.000737	0.000074	0.000351	0.000405	0.000745	0.000221	0.000089	0.000882	0.000417	0.000481	0.000466	0.000468	0.000242	0.000526	0.000054	0.000342	0.000117	0.000177	0.000339	0.000096	0.000319	0.002199	0.000439	0.000325	0.001555	0.000147	0.000394	0.002299	0.000737	0.000134	0.000441	0.032452	0.310865
among	0.020205	0.003847	0.001904	0.006558	0.015165	0.012423	0.007023	0.003574	0.004558	0.005770	0.002085	0.004832	0.014743	0.012292	0.007243	0.324731	0.014090	0.005419	0.008797	0.005415	0.013937	0.033083	0.005285	0.000887	0.018178	0.010035	0.009613	0.004842	0.000996	0.000354	0.001194	0.003938	0.001652	0.001171	0.008406	0.004473	0.001520	0.002148	0.000808	0.003731	0.000524	0.000316	0.000775	0.000566	0.000424	0.000072	0.000294	0.000330	0.000589	0.000486	0.001996	0.000745	0.000967	0.000575	0.000376	0.000195	0.000280	0.000401	0.000261	0.000406	0.006649	0.000716	0.001703	0.000821	0.000177	0.000456	0.001102	0.018550	0.002014	0.000782	0.024392	0.325135
other	0.133685	0.009085	0.002310	0.004633	0.006576	0.007403	0.010286	0.002097	0.005205	0.007232	0.001905	0.003418	0.006418	0.001370	0.006373	0.060259	0.025814	0.012187	0.033538	0.007188	0.027630	0.016360	0.007571	0.003946	0.003721	0.009526	0.011965	0.004244	0.000524	0.000733	0.001866	0.011836	0.003091	0.002317	0.002270	0.002333	0.004782	0.001888	0.001068	0.001740	0.001593	0.001708	0.000622	0.000577	0.001026	0.000251	0.000467	0.000550	0.001949	0.000246	0.000472	0.000713	0.000089	0.000341	0.000221	0.000330	0.000368	0.000593	0.001402	0.000829	0.001178	0.002184	0.001316	0.000313	0.000223	0.000587	0.001252	0.002823	0.000703	0.000629	0.006570	0.501482
reasons	0.034541	0.005194	0.003070	0.026762	0.021354	0.017466	0.032918	0.007196	0.010938	0.015963	0.001585	0.002896	0.007019	0.003093	0.022372	0.052835	0.016321	0.004746	0.014170	0.030751	0.058293	0.024323	0.029105	0.003869	0.021172	0.027100	0.012912	0.006861	0.001353	0.001667	0.004144	0.050367	0.018771	0.005413	0.007537	0.006698	0.010902	0.014178	0.002988	0.004726	0.001521	0.003549	0.001797	0.001251	0.001950	0.001558	0.001724	0.001474	0.002617	0.001083	0.002971	0.001789	0.001150	0.002330	0.000852	0.005155	0.001327	0.001058	0.001476	0.004707	0.005031	0.001368	0.002660	0.000766	0.000596	0.001796	0.016136	0.006902	0.001062	0.004523	0.013393	0.260856
,	0.024879	0.000822	0.002870	0.005485	0.014746	0.006354	0.006404	0.003494	0.002955	0.001280	0.002693	0.001568	0.000938	0.000995	0.002360	0.047550	0.406364	0.006670	0.003889	0.003851	0.174527	0.013682	0.004690	0.015632	0.009213	0.010664	0.003352	0.000551	0.000486	0.000255	0.000635	0.012979	0.002150	0.004528	0.004712	0.001787	0.006664	0.002588	0.000748	0.001430	0.000088	0.000539	0.000137	0.000095	0.000031	0.000051	0.000272	0.000137	0.000316	0.000459	0.000302	0.000319	0.000377	0.000043	0.000101	0.000196	0.000125	0.000062	0.000030	0.000325	0.000683	0.000146	0.000124	0.000163	0.000059	0.000098	0.000935	0.000345	0.000125	0.000227	0.009378	0.166271
the	0.088091	0.001541	0.000653	0.002841	0.016703	0.061802	0.010185	0.001666	0.002991	0.001812	0.000282	0.001734	0.000797	0.000285	0.002001	0.042552	0.040644	0.007745	0.014158	0.011020	0.110506	0.188651	0.003128	0.007267	0.005729	0.020302	0.042677	0.002037	0.000234	0.000451	0.000635	0.013941	0.002464	0.001398	0.008923	0.028955	0.007987	0.002657	0.000920	0.004716	0.000329	0.000399	0.000095	0.001476	0.000110	0.000049	0.000499	0.002011	0.000346	0.000162	0.000521	0.000599	0.000299	0.000329	0.002085	0.000243	0.000152	0.001664	0.000160	0.000230	0.000896	0.000620	0.000308	0.000078	0.000095	0.000100	0.000861	0.000289	0.000370	0.000373	0.011021	0.210152
phase	0.013405	0.004402	0.001899	0.005141	0.005090	0.028523	0.017284	0.002392	0.003948	0.004623	0.001597	0.004639	0.003998	0.002100	0.007871	0.008064	0.032359	0.006614	0.011288	0.010557	0.050285	0.053420	0.011966	0.010179	0.012029	0.027520	0.018631	0.004631	0.000876	0.002386	0.001974	0.010228	0.011851	0.003105	0.013773	0.021073	0.013276	0.023360	0.005015	0.020963	0.006321	0.004429	0.001288	0.002716	0.000997	0.001210	0.002605	0.001537	0.001411	0.000921	0.001442	0.001762	0.001939	0.002773	0.003281	0.002681	0.001845	0.002785	0.001729	0.005677	0.005684	0.001853	0.001173	0.000336	0.000775	0.000668	0.003622	0.012900	0.004881	0.002888	0.036512	0.387022
-	0.042313	0.001412	0.000865	0.001593	0.004402	0.006842	0.020515	0.003079	0.002622	0.006456	0.005051	0.002185	0.002013	0.000580	0.009403	0.011081	0.053986	0.010721	0.002738	0.001962	0.125813	0.048821	0.014637	0.047539	0.014785	0.015925	0.006713	0.003114	0.002696	0.001679	0.001109	0.105284	0.007186	0.005061	0.007688	0.002131	0.028079	0.017562	0.003563	0.004010	0.000318	0.001374	0.001050	0.000254	0.000214	0.000139	0.000419	0.000081	0.001787	0.000487	0.000141	0.000429	0.000496	0.000067	0.000159	0.000839	0.000368	0.000118	0.000280	0.000621	0.002015	0.000976	0.000311	0.000224	0.000115	0.000068	0.006315	0.000515	0.000145	0.000810	0.009712	0.315939
in	0.023592	0.001059	0.000485	0.001481	0.006730	0.017880	0.025843	0.001822	0.004198	0.001851	0.001798	0.001743	0.001813	0.001143	0.012846	0.007518	0.008281	0.003707	0.001456	0.004289	0.114543	0.095838	0.008899	0.010006	0.072845	0.023376	0.014327	0.006831	0.002297	0.004353	0.002169	0.048432	0.006911	0.001859	0.035398	0.013484	0.005880	0.009940	0.001600	0.019052	0.000396	0.001379	0.001813	0.001094	0.000264	0.000183	0.000966	0.000332	0.000676	0.000456	0.000404	0.000313	0.000865	0.000486	0.001273	0.000526	0.000952	0.000504	0.000184	0.000689	0.001988	0.000349	0.000613	0.000224	0.000410	0.000226	0.005888	0.001520	0.000271	0.001593	0.021404	0.324183
of	0.029765	0.000598	0.000621	0.001689	0.012917	0.010890	0.011208	0.001182	0.004430	0.000916	0.000748	0.001114	0.002039	0.000245	0.006950	0.012856	0.043571	0.006242	0.001207	0.004192	0.210806	0.040549	0.010441	0.039452	0.031193	0.124054	0.015042	0.002061	0.000645	0.001210	0.000878	0.035015	0.003855	0.004047	0.020167	0.006624	0.005379	0.002198	0.001951	0.031371	0.000303	0.001415	0.001753	0.001512	0.000181	0.000224	0.004892	0.000564	0.000348	0.000148	0.000182	0.000179	0.000413	0.000398	0.000655	0.000983	0.001573	0.000700	0.000220	0.000283	0.001829	0.000320	0.000163	0.000058	0.000075	0.000050	0.001651	0.000615	0.000131	0.001148	0.023419	0.213302
the	0.063458	0.000795	0.000378	0.001273	0.004552	0.021086	0.003771	0.001285	0.004788	0.000949	0.000631	0.001938	0.000609	0.000231	0.002242	0.006286	0.038082	0.001835	0.003909	0.002895	0.159341	0.130308	0.001264	0.022612	0.008004	0.080862	0.073335	0.003190	0.000429	0.001234	0.000973	0.014821	0.002449	0.001058	0.008971	0.021571	0.003585	0.001810	0.001015	0.020475	0.000532	0.001066	0.000477	0.008405	0.000310	0.000233	0.002798	0.005374	0.000227	0.000114	0.000176	0.000402	0.000217	0.000298	0.002569	0.000334	0.000543	0.006058	0.000469	0.000278	0.001417	0.000906	0.000311	0.000047	0.000076	0.000065	0.000698	0.000296	0.000093	0.000344	0.014676	0.231896
re	0.083250	0.003598	0.001327	0.000764	0.003017	0.007152	0.001198	0.001091	0.003389	0.000406	0.003110	0.010583	0.006209	0.001861	0.007989	0.005439	0.005560	0.001246	0.008347	0.002764	0.034042	0.064502	0.001836	0.012352	0.016730	0.019461	0.099472	0.052309	0.004170	0.015144	0.018582	0.012815	0.003785	0.001113	0.013492	0.014838	0.003973	0.004946	0.001605	0.013757	0.002078	0.003903	0.000732	0.002017	0.000739	0.000228	0.000927	0.002694	0.001220	0.000494	0.000477	0.001101	0.000648	0.000482	0.000998	0.000204	0.000596	0.001826	0.001195	0.000781	0.002368	0.003298	0.004986	0.000449	0.001006	0.001250	0.001080	0.001638	0.000789	0.000543	0.017485	0.374545
##man	0.022519	0.000743	0.001050	0.000437	0.000508	0.001071	0.000413	0.001134	0.001279	0.000494	0.005723	0.008038	0.049930	0.010099	0.017540	0.001114	0.005345	0.003648	0.002301	0.000702	0.006901	0.010171	0.002164	0.012417	0.011250	0.029357	0.023771	0.015121	0.026108	0.039633	0.016206	0.004280	0.000998	0.000556	0.004384	0.003686	0.000472	0.001643	0.001553	0.007639	0.001238	0.001759	0.000486	0.000912	0.000426	0.000062	0.001048	0.000491	0.000192	0.000244	0.000073	0.000167	0.000419	0.000135	0.000266	0.000209	0.000621	0.000500	0.000167	0.000160	0.001933	0.000802	0.001589	0.002140	0.002099	0.000946	0.000876	0.000773	0.000181	0.000275	0.020664	0.605750
##uf	0.018123	0.001948	0.000840	0.000261	0.000419	0.001003	0.001977	0.000280	0.000488	0.001748	0.001618	0.008636	0.077567	0.033735	0.014031	0.005419	0.021129	0.010418	0.003068	0.000746	0.012852	0.011817	0.004341	0.017567	0.074821	0.037646	0.017831	0.022734	0.054111	0.011323	0.021313	0.008186	0.002716	0.001536	0.007535	0.007751	0.003270	0.006123	0.004196	0.009417	0.002030	0.001173	0.004680	0.004951	0.000607	0.000297	0.002379	0.000787	0.002167	0.000122	0.000233	0.000165	0.000219	0.000172	0.000414	0.000438	0.000876	0.001127	0.000168	0.000142	0.002775	0.000685	0.002779	0.006428	0.001024	0.001607	0.001779	0.000775	0.000941	0.000381	0.018598	0.398542
##act	0.015746	0.004138	0.001370	0.000554	0.001356	0.002564	0.001032	0.001430	0.000909	0.000254	0.000729	0.002878	0.013849	0.010873	0.033863	0.005798	0.009024	0.001227	0.001767	0.002281	0.024189	0.028629	0.002268	0.017675	0.036028	0.020200	0.039177	0.007056	0.010903	0.007177	0.019412	0.009687	0.004033	0.002620	0.007132	0.009561	0.002557	0.007575	0.001391	0.012712	0.000892	0.001416	0.000594	0.001967	0.000272	0.000317	0.001633	0.002691	0.001527	0.000433	0.000286	0.000586	0.000722	0.000255	0.000466	0.000423	0.000360	0.001139	0.000374	0.000576	0.001915	0.000299	0.000849	0.001419	0.000692	0.001487	0.003307	0.000581	0.000378	0.001046	0.027172	0.562302
