TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.010703	0.046321	0.008464	0.004983	0.005353	0.018561	0.013974	0.004506	0.002436	0.003458	0.005061	0.000951	0.000861	0.000464	0.002682	0.012741	0.002578	0.003048	0.002265	0.002535	0.003619	0.004042	0.010022	0.001469	0.002047	0.002997	0.015235	0.006040	0.001043	0.000465	0.000974	0.018767	0.011636	0.001607	0.002749	0.004994	0.018070	0.006162	0.004150	0.020829	0.014069	0.007684	0.002217	0.001857	0.001923	0.004827	0.001950	0.016194	0.027232	0.006288	0.004635	0.022322	0.004183	0.015351	0.003779	0.007268	0.011918	0.006237	0.007630	0.011118	0.021782	0.025608	0.005218	0.000588	0.000281	0.000317	0.010010	0.015174	0.005392	0.005260	0.101996	0.340830
EPA	0.016608	0.180991	0.000093	0.001199	0.000963	0.001790	0.003562	0.000238	0.000322	0.000168	0.000026	0.000031	0.000024	0.000076	0.000170	0.003897	0.000259	0.000051	0.000026	0.000707	0.001077	0.000966	0.000437	0.000123	0.000390	0.001019	0.006455	0.000679	0.000090	0.000051	0.000136	0.000921	0.002791	0.000110	0.000081	0.002015	0.010748	0.000260	0.000395	0.000170	0.000118	0.000426	0.000075	0.000063	0.000041	0.000120	0.000268	0.004397	0.007449	0.000561	0.002043	0.000316	0.000421	0.000238	0.000418	0.000249	0.000093	0.000269	0.000650	0.000399	0.000983	0.018198	0.005090	0.000593	0.000353	0.000977	0.007697	0.000818	0.000380	0.001024	0.017862	0.687295
has	0.013971	0.014117	0.167893	0.026861	0.008834	0.000587	0.000634	0.002343	0.000297	0.000555	0.000014	0.000055	0.000003	0.000073	0.000105	0.003327	0.000421	0.000076	0.000125	0.000424	0.000643	0.000474	0.000478	0.000026	0.000105	0.000060	0.000413	0.000020	0.000003	0.000004	0.000003	0.000098	0.001050	0.000075	0.000015	0.000198	0.001535	0.000200	0.000213	0.000052	0.000015	0.000143	0.000129	0.000063	0.000189	0.000208	0.000038	0.000234	0.001681	0.004006	0.000575	0.000555	0.000513	0.000091	0.000084	0.000082	0.000016	0.000052	0.000354	0.000325	0.000067	0.000575	0.000005	0.000011	0.000005	0.000009	0.000121	0.000511	0.000100	0.000264	0.013155	0.729442
determined	0.009027	0.031497	0.012658	0.122848	0.027284	0.008705	0.006441	0.003778	0.000969	0.000984	0.000156	0.000071	0.000006	0.000121	0.000478	0.002337	0.000273	0.000228	0.000282	0.001214	0.000636	0.000661	0.002454	0.000057	0.000336	0.000372	0.003024	0.000093	0.000009	0.000008	0.000009	0.001491	0.008554	0.000195	0.000085	0.000966	0.017558	0.000734	0.000214	0.000046	0.000039	0.000144	0.000165	0.000264	0.001419	0.000296	0.000057	0.001016	0.004402	0.001735	0.000372	0.000638	0.000283	0.000111	0.000109	0.000289	0.000052	0.000142	0.001069	0.001443	0.000223	0.005856	0.000033	0.000021	0.000012	0.000029	0.000494	0.000299	0.000616	0.000751	0.009693	0.701062
that	0.027143	0.018435	0.018775	0.165994	0.185121	0.014233	0.007536	0.013752	0.002490	0.001989	0.000084	0.000232	0.000012	0.000194	0.001678	0.014961	0.000892	0.000313	0.001160	0.014744	0.006326	0.007448	0.001539	0.000020	0.000320	0.000459	0.007632	0.000139	0.000014	0.000006	0.000008	0.000404	0.011354	0.000294	0.000182	0.003156	0.007624	0.001788	0.000596	0.000160	0.000080	0.000185	0.000382	0.000670	0.002665	0.000775	0.000162	0.002878	0.007051	0.008288	0.001321	0.005320	0.001640	0.000854	0.000760	0.000790	0.000160	0.000577	0.003051	0.003533	0.000724	0.003787	0.000075	0.000066	0.000021	0.000054	0.000742	0.001117	0.000672	0.001470	0.012686	0.398242
the	0.059104	0.008513	0.000707	0.004396	0.008459	0.045118	0.013952	0.009196	0.007607	0.005772	0.000183	0.000392	0.000058	0.000274	0.002661	0.006324	0.000374	0.000643	0.000914	0.004078	0.007650	0.025296	0.012089	0.000296	0.003873	0.008673	0.058133	0.001241	0.000038	0.000050	0.000097	0.003343	0.031895	0.003762	0.003684	0.014416	0.018004	0.003911	0.006058	0.001902	0.000123	0.000145	0.003522	0.006887	0.009619	0.000917	0.001310	0.009927	0.035554	0.025056	0.010557	0.007911	0.007544	0.006643	0.010181	0.002101	0.000241	0.000874	0.002769	0.002220	0.009699	0.008432	0.005129	0.000618	0.000537	0.000783	0.014121	0.003848	0.000689	0.001194	0.034506	0.393208
impacts	0.023907	0.030035	0.000128	0.001268	0.002261	0.008697	0.073280	0.010010	0.010749	0.003260	0.000133	0.000306	0.000044	0.000163	0.001483	0.013054	0.000051	0.000187	0.000267	0.003121	0.006811	0.031514	0.004778	0.000351	0.006637	0.025245	0.023300	0.002893	0.000103	0.000059	0.000152	0.004616	0.007722	0.006593	0.010468	0.027350	0.026299	0.004636	0.004563	0.006387	0.000168	0.000231	0.002768	0.001115	0.001062	0.000542	0.001964	0.004238	0.012766	0.023721	0.040086	0.005797	0.010421	0.012841	0.007954	0.001597	0.000690	0.001004	0.003115	0.000566	0.005245	0.003856	0.008206	0.000609	0.000352	0.000657	0.006431	0.008065	0.001982	0.005284	0.033866	0.409924
would	0.025746	0.004130	0.001709	0.006132	0.029982	0.006745	0.002775	0.144034	0.005118	0.001308	0.000664	0.000162	0.000054	0.000329	0.001342	0.009757	0.000604	0.000448	0.001788	0.016909	0.007294	0.004809	0.002731	0.000458	0.001832	0.000475	0.001744	0.000063	0.000008	0.000007	0.000026	0.000913	0.009799	0.000484	0.000352	0.003085	0.003555	0.010141	0.000767	0.000390	0.000106	0.000063	0.000277	0.000420	0.000784	0.000754	0.000559	0.002677	0.003792	0.211413	0.016097	0.002968	0.020817	0.005635	0.004507	0.001020	0.000426	0.000640	0.001202	0.001580	0.001704	0.000727	0.000121	0.000050	0.000025	0.000093	0.001521	0.010383	0.000569	0.001418	0.029923	0.369056
be	0.026634	0.002109	0.001804	0.003807	0.007036	0.012194	0.018724	0.024807	0.019917	0.038429	0.000503	0.003995	0.000273	0.001601	0.010893	0.003719	0.000637	0.000149	0.000874	0.015727	0.002202	0.003468	0.005348	0.000107	0.002395	0.000336	0.003119	0.000655	0.000035	0.000038	0.000036	0.001432	0.023062	0.001284	0.000814	0.006685	0.042512	0.090010	0.002649	0.000209	0.000505	0.000504	0.001507	0.001986	0.009719	0.001141	0.000285	0.002004	0.007637	0.051871	0.007586	0.005150	0.006391	0.003287	0.004185	0.003871	0.000715	0.000866	0.005301	0.006697	0.001088	0.007927	0.001179	0.000221	0.000115	0.000200	0.003150	0.022369	0.013126	0.015497	0.015167	0.418526
minimal	0.018718	0.001458	0.000158	0.000301	0.000522	0.004849	0.006437	0.003608	0.010529	0.081264	0.000133	0.006012	0.000356	0.002493	0.007810	0.001731	0.000085	0.000044	0.000158	0.001019	0.002912	0.002617	0.000654	0.000088	0.000290	0.000683	0.001863	0.000196	0.000019	0.000015	0.000028	0.000187	0.006880	0.000503	0.001168	0.016387	0.007085	0.024569	0.002223	0.000346	0.001209	0.000170	0.000608	0.000736	0.001514	0.000830	0.000432	0.000549	0.001150	0.008283	0.006147	0.001532	0.001580	0.000768	0.001184	0.000391	0.000125	0.000342	0.001187	0.000639	0.000905	0.001795	0.000364	0.000101	0.000040	0.000144	0.000730	0.010120	0.009515	0.019561	0.015422	0.695525
