TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.130113	0.000799	0.001474	0.000544	0.000831	0.000987	0.001190	0.000447	0.000904	0.000724	0.000252	0.001728	0.000533	0.000493	0.001231	0.000226	0.000047	0.000013	0.000007	0.000035	0.000026	0.000128	0.000162	0.000075	0.004288	0.000255	0.000217	0.000413	0.000323	0.000934	0.000531	0.001827	0.001299	0.000037	0.000079	0.000250	0.000316	0.000877	0.000086	0.000346	0.001255	0.001433	0.001019	0.000237	0.000081	0.000094	0.000147	0.000292	0.000373	0.007054	0.000706	0.000351	0.001112	0.001241	0.000567	0.000234	0.000266	0.001054	0.000145	0.000544	0.002957	0.000847	0.000484	0.000571	0.001644	0.000773	0.007222	0.001545	0.000176	0.000172	0.001822	0.808536
EPA	0.000414	0.000394	0.000662	0.002870	0.001842	0.003263	0.000169	0.000172	0.000102	0.000166	0.000034	0.000263	0.000026	0.000082	0.000250	0.001511	0.000033	0.000019	0.000060	0.000155	0.000138	0.000493	0.000007	0.000024	0.000139	0.000250	0.001762	0.000305	0.000020	0.000027	0.000092	0.000107	0.000026	0.000208	0.000098	0.000220	0.000039	0.000027	0.000014	0.000172	0.000070	0.000007	0.000305	0.000220	0.000010	0.000002	0.000035	0.000648	0.000058	0.000255	0.000226	0.000068	0.000056	0.000077	0.000177	0.000021	0.000044	0.000199	0.000012	0.000010	0.000382	0.000039	0.000068	0.000033	0.000039	0.000242	0.000069	0.000054	0.000003	0.000005	0.000328	0.979582
has	0.003530	0.011525	0.024572	0.308872	0.149017	0.047922	0.004568	0.017532	0.008276	0.006031	0.000812	0.006209	0.000537	0.001350	0.002217	0.040110	0.000501	0.000839	0.001981	0.005020	0.004279	0.003253	0.000322	0.000157	0.000554	0.000956	0.003048	0.000190	0.000015	0.000014	0.000040	0.000062	0.001252	0.000908	0.000732	0.002053	0.000567	0.001351	0.000340	0.002403	0.000063	0.000096	0.003451	0.001293	0.000052	0.000011	0.000400	0.002297	0.000394	0.004692	0.006459	0.000913	0.000779	0.000902	0.002428	0.000128	0.000300	0.000947	0.000043	0.000051	0.000962	0.000240	0.000033	0.000015	0.000013	0.000078	0.000028	0.000171	0.000035	0.000035	0.002920	0.305857
determined	0.003458	0.001783	0.000789	0.000779	0.032012	0.040426	0.026195	0.307608	0.212140	0.089040	0.006695	0.095550	0.002989	0.004429	0.045218	0.007847	0.000215	0.000094	0.000125	0.002868	0.001623	0.002513	0.001883	0.000543	0.000184	0.001903	0.001452	0.000168	0.000040	0.000059	0.000046	0.000025	0.000633	0.000191	0.000594	0.001545	0.001789	0.001633	0.000060	0.000874	0.000130	0.000102	0.000302	0.000206	0.000008	0.000002	0.000134	0.000140	0.000027	0.027027	0.004596	0.002002	0.000606	0.001315	0.001945	0.000367	0.000254	0.001915	0.000094	0.000253	0.000941	0.000064	0.000009	0.000018	0.000015	0.000039	0.000064	0.000242	0.000072	0.000039	0.001421	0.057630
that	0.003637	0.001140	0.000552	0.000470	0.002745	0.034824	0.047031	0.530611	0.140890	0.054197	0.059438	0.044701	0.001848	0.005717	0.023753	0.018151	0.000170	0.000123	0.000023	0.001144	0.000293	0.001690	0.001875	0.000930	0.000393	0.002148	0.002121	0.000208	0.000041	0.000036	0.000037	0.000047	0.000300	0.000202	0.000213	0.000210	0.000595	0.000340	0.000026	0.000355	0.000045	0.000053	0.000113	0.000072	0.000004	0.000002	0.000039	0.000103	0.000040	0.007289	0.001083	0.000203	0.000045	0.000112	0.000318	0.000090	0.000236	0.000480	0.000154	0.000239	0.000376	0.000028	0.000006	0.000008	0.000008	0.000013	0.000018	0.000067	0.000010	0.000007	0.000542	0.004974
the	0.006498	0.011018	0.001317	0.000432	0.000732	0.034344	0.677296	0.070772	0.008186	0.021716	0.003935	0.001730	0.000267	0.001836	0.006761	0.005190	0.000291	0.000113	0.000046	0.003604	0.000017	0.001381	0.003849	0.001889	0.063665	0.009352	0.003140	0.000454	0.000018	0.000029	0.000052	0.000302	0.004317	0.000191	0.000031	0.000074	0.000435	0.000677	0.000341	0.000109	0.000015	0.000040	0.000090	0.000068	0.000008	0.000051	0.000060	0.000104	0.000623	0.000218	0.000065	0.000071	0.000003	0.000019	0.000048	0.000895	0.000096	0.000067	0.000196	0.000881	0.000209	0.000021	0.000007	0.000003	0.000007	0.000017	0.000063	0.000003	0.000015	0.000002	0.000231	0.049398
impacts	0.001307	0.000953	0.000955	0.000269	0.000306	0.005771	0.012350	0.004629	0.000730	0.001075	0.001215	0.001902	0.000251	0.003328	0.001105	0.000821	0.000024	0.000005	0.000011	0.000484	0.000011	0.000450	0.000065	0.000126	0.000267	0.000766	0.004769	0.000693	0.000064	0.000086	0.000156	0.001242	0.001612	0.000026	0.000011	0.000121	0.000137	0.000043	0.000024	0.000065	0.000209	0.001481	0.000175	0.000066	0.000002	0.000001	0.000005	0.000204	0.000202	0.000640	0.000109	0.000055	0.000006	0.000061	0.000078	0.000012	0.000050	0.000356	0.000086	0.000353	0.000737	0.000235	0.000061	0.000038	0.000052	0.000159	0.001516	0.000092	0.000059	0.000007	0.000550	0.944117
would	0.000993	0.000223	0.000072	0.000289	0.000979	0.016803	0.120966	0.009890	0.018010	0.082404	0.015275	0.103863	0.009075	0.067006	0.490191	0.012630	0.000127	0.000025	0.000079	0.003580	0.000074	0.001009	0.000588	0.000117	0.000930	0.001286	0.003794	0.000755	0.000272	0.000510	0.000294	0.000358	0.002506	0.000156	0.000338	0.000179	0.000140	0.000088	0.000056	0.000222	0.000030	0.000041	0.000045	0.000072	0.000008	0.000009	0.000033	0.000207	0.000054	0.000409	0.000659	0.000065	0.000008	0.000064	0.000062	0.000122	0.000097	0.000114	0.000018	0.000294	0.000342	0.000087	0.000024	0.000037	0.000072	0.000110	0.000168	0.000081	0.000108	0.000050	0.000322	0.030031
be	0.000518	0.000019	0.000009	0.000018	0.000066	0.000464	0.005218	0.001130	0.000651	0.104335	0.002514	0.048372	0.004482	0.020356	0.797684	0.004784	0.000014	0.000005	0.000004	0.005632	0.000001	0.000055	0.000118	0.000028	0.000369	0.000104	0.000093	0.000065	0.000045	0.000435	0.000065	0.000056	0.000120	0.000027	0.000022	0.000010	0.000003	0.000048	0.000004	0.000009	0.000004	0.000010	0.000001	0.000001	0.000001	0.000006	0.000002	0.000004	0.000001	0.000013	0.000006	0.000005	0.000000	0.000003	0.000002	0.000004	0.000003	0.000006	0.000002	0.000059	0.000030	0.000017	0.000004	0.000013	0.000125	0.000026	0.000145	0.000013	0.000021	0.000011	0.000038	0.001475
minimal	0.004129	0.003627	0.000778	0.000141	0.000353	0.015065	0.228445	0.002401	0.004244	0.024700	0.012431	0.199800	0.104570	0.086787	0.055726	0.006183	0.000324	0.000145	0.000220	0.010089	0.000066	0.000952	0.000272	0.000273	0.001313	0.000644	0.001672	0.001808	0.002179	0.005260	0.000842	0.001795	0.005538	0.000046	0.000016	0.000073	0.000101	0.000691	0.000015	0.000032	0.000109	0.000050	0.000025	0.000037	0.000037	0.000001	0.000016	0.000128	0.000229	0.000165	0.000155	0.000045	0.000005	0.000004	0.000007	0.000007	0.000001	0.000018	0.000014	0.000289	0.000253	0.000334	0.000328	0.001625	0.005335	0.000860	0.000746	0.000128	0.001782	0.002495	0.001825	0.199203
or	0.000533	0.000120	0.000133	0.000098	0.000262	0.001330	0.002481	0.007376	0.003920	0.016126	0.006209	0.114987	0.005034	0.168851	0.650771	0.011440	0.000063	0.000034	0.000062	0.001211	0.000047	0.000145	0.000009	0.000006	0.000020	0.000025	0.000133	0.000010	0.000002	0.000005	0.000004	0.000037	0.000107	0.000053	0.000065	0.000017	0.000002	0.000004	0.000000	0.000004	0.000001	0.000001	0.000003	0.000006	0.000003	0.000004	0.000014	0.000036	0.000010	0.000178	0.000152	0.000008	0.000002	0.000003	0.000005	0.000001	0.000004	0.000011	0.000009	0.000021	0.000041	0.000022	0.000002	0.000002	0.000007	0.000016	0.000024	0.000074	0.000012	0.000024	0.000126	0.007441
