TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.645914	0.012184	0.007903	0.001626	0.001339	0.002341	0.002501	0.000720	0.000614	0.000990	0.001107	0.000610	0.000680	0.000525	0.000328	0.002491	0.000901	0.000744	0.000206	0.000603	0.001882	0.001088	0.001029	0.000223	0.000317	0.000406	0.001294	0.000517	0.001951	0.000820	0.000403	0.000950	0.001495	0.000996	0.000361	0.001602	0.006503	0.003674	0.000506	0.000651	0.006653	0.007989	0.002298	0.001506	0.001732	0.003200	0.000974	0.005194	0.007105	0.008046	0.001133	0.001256	0.001696	0.000783	0.001874	0.002234	0.000589	0.002346	0.002342	0.003048	0.001778	0.006544	0.000996	0.003558	0.001452	0.001033	0.001926	0.004956	0.000978	0.000948	0.017049	0.185787
EPA	0.001119	0.001176	0.016976	0.002959	0.005619	0.013259	0.006960	0.010144	0.002046	0.001111	0.009741	0.001582	0.002325	0.000936	0.002798	0.002778	0.006179	0.001847	0.004774	0.002215	0.009185	0.010826	0.005549	0.009370	0.006065	0.013064	0.030703	0.003928	0.004153	0.002281	0.000849	0.018736	0.001681	0.004319	0.002784	0.014761	0.007114	0.003592	0.002397	0.007877	0.003258	0.008285	0.006376	0.015176	0.002462	0.025569	0.011399	0.025417	0.017396	0.032552	0.003701	0.006103	0.012580	0.003348	0.010962	0.003950	0.005187	0.025204	0.005531	0.009565	0.017748	0.029637	0.007589	0.007854	0.002984	0.001932	0.007861	0.003392	0.008126	0.005348	0.050920	0.366814
has	0.001460	0.015956	0.014148	0.020329	0.018711	0.091356	0.006449	0.034017	0.023132	0.004814	0.022913	0.002113	0.000945	0.002628	0.003432	0.023268	0.003108	0.002714	0.006295	0.007041	0.009949	0.055282	0.007870	0.010256	0.005839	0.026874	0.084541	0.006239	0.002842	0.000479	0.001699	0.010957	0.037442	0.015857	0.007225	0.036678	0.009040	0.010013	0.012122	0.008171	0.002275	0.002483	0.008635	0.022085	0.005853	0.005916	0.016511	0.048198	0.012046	0.037260	0.014370	0.023701	0.008404	0.001768	0.011245	0.001116	0.000702	0.012444	0.002236	0.001267	0.007422	0.002737	0.002963	0.002159	0.000318	0.001650	0.002366	0.004064	0.000550	0.000762	0.011053	0.061234
determined	0.001991	0.001699	0.056659	0.003522	0.008458	0.023779	0.007873	0.033747	0.016440	0.004059	0.021474	0.001064	0.001536	0.004911	0.008361	0.064508	0.002034	0.005124	0.008044	0.033633	0.004030	0.022460	0.006055	0.006093	0.004553	0.010324	0.018841	0.001485	0.001019	0.000524	0.000500	0.006403	0.005105	0.026821	0.018339	0.022516	0.002616	0.015570	0.011389	0.008203	0.000821	0.001120	0.014223	0.007157	0.001631	0.011708	0.006916	0.010560	0.006793	0.033375	0.026787	0.006225	0.008270	0.005667	0.007798	0.003910	0.002511	0.010863	0.003081	0.003528	0.004700	0.000523	0.000836	0.000869	0.000472	0.000779	0.000973	0.004379	0.001001	0.001595	0.016301	0.292865
that	0.000987	0.010490	0.019712	0.008815	0.013602	0.094588	0.026097	0.032641	0.013463	0.006078	0.019098	0.003447	0.001845	0.002141	0.003713	0.032645	0.006578	0.007018	0.004406	0.009579	0.006582	0.036720	0.016551	0.019220	0.006911	0.018294	0.040612	0.009211	0.004901	0.001848	0.002246	0.016305	0.017624	0.007344	0.005236	0.023466	0.011873	0.033615	0.007745	0.008643	0.003405	0.003750	0.010719	0.011037	0.002345	0.010962	0.010076	0.031088	0.012229	0.015134	0.007012	0.006276	0.008666	0.002375	0.012315	0.002540	0.002252	0.010663	0.004466	0.002352	0.010732	0.003772	0.004472	0.002642	0.001111	0.002078	0.003088	0.003227	0.001455	0.000702	0.022666	0.162502
the	0.001239	0.030878	0.092044	0.016128	0.026667	0.034018	0.066796	0.027285	0.011397	0.026124	0.026272	0.010514	0.003950	0.006607	0.017406	0.032505	0.006395	0.005502	0.006707	0.021607	0.008619	0.014305	0.008752	0.008449	0.007620	0.010466	0.021396	0.007350	0.004894	0.002384	0.001790	0.014907	0.015794	0.004835	0.003147	0.011451	0.017313	0.019655	0.004279	0.011677	0.012019	0.017625	0.007656	0.007398	0.002401	0.008373	0.005583	0.016432	0.015067	0.017029	0.005571	0.008703	0.005703	0.003942	0.005179	0.003762	0.002536	0.005872	0.002612	0.008782	0.008022	0.010727	0.003940	0.002893	0.001580	0.001666	0.004952	0.003813	0.004783	0.002968	0.018379	0.104907
impacts	0.001233	0.023444	0.003822	0.005383	0.009104	0.028909	0.005205	0.014697	0.011021	0.024244	0.011642	0.014534	0.004738	0.012154	0.005894	0.012458	0.001251	0.000746	0.000557	0.001465	0.003155	0.006770	0.015522	0.002112	0.003914	0.008054	0.013678	0.016249	0.016943	0.002545	0.004734	0.038351	0.036827	0.000582	0.000662	0.003663	0.045687	0.039755	0.007218	0.011763	0.018290	0.030470	0.002997	0.003253	0.001475	0.002700	0.002111	0.007626	0.009143	0.004346	0.006548	0.009020	0.006162	0.001399	0.002678	0.002048	0.001166	0.004138	0.002978	0.009992	0.022341	0.041817	0.005860	0.008303	0.001156	0.002254	0.009711	0.001609	0.002949	0.001141	0.011951	0.291682
would	0.000522	0.014257	0.060322	0.010973	0.009248	0.064983	0.052783	0.006815	0.015237	0.014755	0.020774	0.007845	0.002743	0.002710	0.007900	0.039316	0.002698	0.008120	0.012202	0.013701	0.006922	0.021387	0.007456	0.010028	0.012692	0.019037	0.029957	0.001884	0.001131	0.000984	0.000995	0.012306	0.012648	0.006391	0.007150	0.022159	0.007189	0.011108	0.004566	0.006932	0.001983	0.003801	0.011042	0.007948	0.001153	0.002813	0.009061	0.020312	0.004531	0.011215	0.004746	0.002623	0.003641	0.003353	0.008197	0.002032	0.002703	0.008120	0.002825	0.005252	0.009755	0.003324	0.001194	0.000851	0.000720	0.000913	0.003264	0.004370	0.001259	0.001597	0.021282	0.263293
be	0.001465	0.016372	0.035431	0.016382	0.013936	0.081428	0.050404	0.021545	0.009243	0.009643	0.026389	0.006863	0.003471	0.003608	0.009439	0.036867	0.002062	0.008447	0.010250	0.019112	0.006644	0.020895	0.005522	0.005153	0.006450	0.013917	0.029394	0.002860	0.000739	0.001413	0.001180	0.008161	0.011422	0.003007	0.004155	0.021101	0.009314	0.006570	0.004452	0.006741	0.001930	0.003316	0.009330	0.005123	0.001013	0.001503	0.004796	0.016338	0.007018	0.008688	0.008056	0.007505	0.007913	0.002797	0.009599	0.001141	0.002134	0.007427	0.002689	0.005055	0.016730	0.004865	0.002427	0.000744	0.001968	0.001339	0.004247	0.004688	0.001345	0.000873	0.019708	0.276251
minimal	0.000544	0.004221	0.009767	0.005033	0.012086	0.045943	0.034986	0.038898	0.009623	0.004322	0.015137	0.008288	0.005226	0.002423	0.008307	0.042656	0.002056	0.005664	0.003313	0.019491	0.002969	0.012282	0.003216	0.001437	0.004524	0.007339	0.010805	0.001374	0.000664	0.001007	0.000568	0.002255	0.002952	0.001523	0.002213	0.008461	0.005750	0.001879	0.001793	0.004083	0.000643	0.000765	0.003662	0.001576	0.000330	0.000430	0.001312	0.003974	0.002465	0.002862	0.002757	0.003569	0.003582	0.000727	0.003284	0.000236	0.000922	0.002548	0.000683	0.001499	0.004241	0.001018	0.000630	0.000439	0.000731	0.000492	0.000715	0.002362	0.001028	0.000399	0.016455	0.578588
