TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.038866	0.072645	0.004288	0.004133	0.007314	0.003497	0.019843	0.000641	0.002133	0.003619	0.001652	0.001116	0.001817	0.008593	0.002027	0.005729	0.000936	0.000665	0.001047	0.011862	0.001987	0.001650	0.016241	0.001495	0.002024	0.001911	0.004708	0.002267	0.002050	0.001639	0.002922	0.011979	0.013730	0.001265	0.000487	0.002791	0.012191	0.014569	0.003072	0.002085	0.002522	0.010375	0.002452	0.000731	0.002581	0.008167	0.002061	0.006771	0.028616	0.002776	0.002203	0.006826	0.001875	0.001106	0.001316	0.005405	0.000841	0.002132	0.007759	0.017319	0.004117	0.004883	0.001317	0.001464	0.000923	0.002377	0.006941	0.002104	0.002705	0.008113	0.010180	0.547558
EPA	0.003118	0.027469	0.002042	0.002261	0.000110	0.000116	0.000893	0.000158	0.000199	0.000399	0.000534	0.001411	0.001256	0.006509	0.000821	0.001260	0.000564	0.001226	0.000380	0.004965	0.000718	0.000159	0.004182	0.002157	0.000451	0.000788	0.000406	0.000184	0.001086	0.000624	0.003609	0.002607	0.007965	0.000700	0.000227	0.000204	0.006848	0.002017	0.000639	0.000410	0.000191	0.000338	0.000399	0.000043	0.000331	0.000853	0.000362	0.000208	0.002307	0.000480	0.000532	0.000471	0.000414	0.000128	0.000089	0.000361	0.000254	0.000183	0.000305	0.002051	0.000426	0.004061	0.000205	0.001153	0.000775	0.004485	0.000674	0.000765	0.000353	0.010710	0.002895	0.871529
has	0.020669	0.058726	0.015072	0.033773	0.006873	0.002141	0.003441	0.000602	0.000759	0.000973	0.002908	0.000340	0.001009	0.001594	0.002184	0.004926	0.002548	0.005381	0.004881	0.053834	0.001817	0.003848	0.002331	0.001717	0.002565	0.006497	0.005783	0.000227	0.000481	0.000141	0.000415	0.001849	0.003440	0.011607	0.000636	0.004428	0.000662	0.001116	0.002531	0.003123	0.000106	0.000286	0.000357	0.000752	0.000836	0.003881	0.001492	0.002584	0.001628	0.002357	0.000884	0.001109	0.002003	0.000050	0.000611	0.000229	0.000129	0.000949	0.000824	0.000895	0.000852	0.000217	0.000036	0.000139	0.000047	0.000181	0.000142	0.000255	0.000054	0.004071	0.003163	0.691033
determined	0.023018	0.080253	0.070138	0.016897	0.003687	0.003118	0.000816	0.001082	0.001346	0.000526	0.004131	0.000377	0.000318	0.003782	0.002327	0.014036	0.003740	0.006761	0.002303	0.039866	0.002737	0.002250	0.006789	0.003679	0.005763	0.006397	0.003684	0.000777	0.000346	0.000358	0.000465	0.001952	0.003836	0.001269	0.001426	0.003366	0.002604	0.002373	0.001059	0.001897	0.000017	0.000015	0.000590	0.000949	0.000365	0.000807	0.001070	0.001025	0.001824	0.005524	0.001051	0.001936	0.001655	0.000526	0.000626	0.000326	0.000255	0.000597	0.000760	0.000587	0.000317	0.000048	0.000092	0.000091	0.000106	0.000104	0.000217	0.000168	0.000034	0.001079	0.002164	0.643528
that	0.008805	0.039909	0.033137	0.378577	0.001023	0.007201	0.004377	0.015825	0.003620	0.005392	0.006506	0.001424	0.003019	0.012275	0.002408	0.053147	0.019620	0.002870	0.001982	0.125644	0.001320	0.006344	0.012329	0.007604	0.007539	0.004094	0.002559	0.000181	0.000710	0.000288	0.006416	0.000442	0.036388	0.008895	0.000948	0.002860	0.003289	0.004042	0.009048	0.001130	0.000137	0.000130	0.000590	0.001157	0.004600	0.002451	0.001047	0.001190	0.001734	0.006186	0.003314	0.005055	0.000733	0.000300	0.001434	0.000550	0.000536	0.000755	0.001386	0.000625	0.000180	0.000292	0.000033	0.000208	0.000100	0.001351	0.000244	0.000173	0.000062	0.000406	0.001766	0.118086
the	0.002259	0.053691	0.003940	0.026022	0.004929	0.005115	0.080723	0.013135	0.009484	0.069566	0.012686	0.017977	0.007133	0.051929	0.005940	0.030633	0.001396	0.002971	0.003899	0.022868	0.003861	0.001258	0.070118	0.004109	0.007543	0.009016	0.003340	0.004488	0.008084	0.012203	0.009206	0.006559	0.034073	0.009921	0.001579	0.001263	0.019913	0.035553	0.003398	0.001877	0.001140	0.001040	0.003102	0.000751	0.005637	0.004148	0.003753	0.002266	0.023119	0.009072	0.007166	0.003265	0.002043	0.003464	0.000995	0.035764	0.003330	0.000922	0.008543	0.008003	0.003807	0.002025	0.001638	0.003323	0.004286	0.002307	0.004116	0.001915	0.001306	0.013351	0.001685	0.159058
impacts	0.011968	0.021464	0.000398	0.000188	0.000276	0.003734	0.039870	0.000780	0.001216	0.011294	0.002668	0.007982	0.014223	0.019503	0.002889	0.002534	0.001174	0.000047	0.000115	0.003377	0.001299	0.000509	0.004099	0.002546	0.002758	0.000985	0.001611	0.002225	0.009406	0.026137	0.015871	0.010808	0.010280	0.000424	0.000145	0.000445	0.030924	0.003536	0.002390	0.001167	0.001029	0.001013	0.001197	0.000544	0.000990	0.000853	0.001030	0.001664	0.011727	0.000512	0.000500	0.000520	0.000519	0.000658	0.000933	0.000239	0.000998	0.000633	0.001789	0.005432	0.002106	0.003564	0.002241	0.008346	0.012167	0.005937	0.005756	0.000805	0.004863	0.004136	0.005361	0.638675
would	0.019167	0.023523	0.002248	0.027330	0.002644	0.003805	0.022245	0.006526	0.002155	0.016023	0.004737	0.002591	0.001759	0.013970	0.001732	0.007003	0.010141	0.005240	0.017287	0.081872	0.005489	0.002379	0.029131	0.004031	0.005305	0.009274	0.003020	0.001941	0.003655	0.000974	0.003234	0.003711	0.012492	0.017664	0.001125	0.001428	0.001787	0.006458	0.002833	0.001557	0.000408	0.000430	0.000997	0.001407	0.013479	0.021950	0.003324	0.001681	0.004443	0.005379	0.002133	0.002195	0.001739	0.002136	0.001143	0.011244	0.001347	0.001071	0.007408	0.001828	0.000807	0.000937	0.000533	0.001594	0.000323	0.001124	0.001261	0.000599	0.000250	0.001290	0.005261	0.510789
be	0.004043	0.005908	0.000732	0.007312	0.003962	0.012503	0.034784	0.012235	0.003517	0.069799	0.009457	0.073885	0.014705	0.081605	0.003948	0.012944	0.003377	0.011793	0.007256	0.070394	0.002563	0.001911	0.118416	0.001166	0.001474	0.004132	0.002322	0.002086	0.001888	0.002008	0.001419	0.006406	0.031265	0.011793	0.000951	0.001154	0.005093	0.005227	0.005517	0.001811	0.001588	0.000797	0.001017	0.000659	0.003362	0.002998	0.001803	0.000810	0.004524	0.001212	0.001654	0.000591	0.000830	0.001462	0.000778	0.011557	0.001287	0.000986	0.005692	0.009891	0.002227	0.001121	0.000912	0.000831	0.000877	0.000494	0.001290	0.002463	0.001136	0.001669	0.001387	0.279334
minimal	0.002184	0.007469	0.001179	0.001328	0.001429	0.003564	0.016344	0.002521	0.007216	0.013432	0.002438	0.015652	0.005861	0.075654	0.006730	0.004603	0.000866	0.000310	0.000376	0.011944	0.001872	0.000562	0.009354	0.000419	0.003892	0.002140	0.000835	0.000349	0.003874	0.001893	0.000986	0.002783	0.010022	0.000342	0.000507	0.000285	0.001905	0.006519	0.001097	0.001006	0.001051	0.002279	0.000651	0.000161	0.000609	0.000539	0.000718	0.000351	0.001662	0.001011	0.001188	0.000330	0.000406	0.000369	0.000145	0.000955	0.000329	0.000162	0.000648	0.000701	0.001210	0.000215	0.000194	0.001443	0.000678	0.000315	0.003140	0.000661	0.000342	0.000785	0.000857	0.744153
