TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.072983	0.000604	0.000453	0.000701	0.000664	0.000533	0.000110	0.000102	0.000160	0.000172	0.000044	0.000021	0.000033	0.000095	0.000086	0.001514	0.000175	0.000121	0.000150	0.000110	0.001202	0.001111	0.000102	0.000332	0.000219	0.000564	0.000503	0.000152	0.000070	0.000192	0.000108	0.000286	0.000255	0.000454	0.001214	0.001732	0.000733	0.000956	0.001273	0.001537	0.001473	0.000941	0.001314	0.000976	0.001446	0.000261	0.000301	0.001229	0.000417	0.000852	0.001551	0.000706	0.000924	0.001642	0.000554	0.000156	0.000584	0.000629	0.000627	0.000298	0.001013	0.000922	0.000307	0.000093	0.000269	0.000160	0.000205	0.000527	0.000940	0.000589	0.008441	0.877823
EPA	0.007939	0.000354	0.000349	0.000096	0.000169	0.001505	0.000047	0.000081	0.000056	0.000016	0.000304	0.000010	0.000005	0.000001	0.000005	0.000092	0.000178	0.000083	0.000022	0.000024	0.000097	0.000126	0.000029	0.000019	0.000007	0.000032	0.000065	0.000048	0.000029	0.000038	0.000043	0.000122	0.000073	0.000128	0.000073	0.000131	0.000134	0.000020	0.000067	0.000051	0.000065	0.000067	0.000137	0.000119	0.000036	0.000022	0.000129	0.000686	0.000057	0.000167	0.000129	0.000176	0.000037	0.000014	0.000022	0.000003	0.000004	0.000022	0.000009	0.000018	0.000050	0.000063	0.000035	0.000025	0.000020	0.000015	0.000012	0.000013	0.000002	0.000001	0.000525	0.984654
has	0.002234	0.052597	0.053675	0.001793	0.000940	0.002511	0.000183	0.000839	0.000097	0.000231	0.000150	0.000010	0.000008	0.000021	0.000034	0.000598	0.000565	0.000187	0.000421	0.000014	0.000158	0.000212	0.000007	0.000083	0.000014	0.000060	0.000101	0.000021	0.000047	0.000012	0.000014	0.000093	0.000064	0.000124	0.000312	0.000195	0.000018	0.000015	0.000003	0.000004	0.000074	0.000106	0.000184	0.000186	0.000215	0.000013	0.000058	0.000646	0.000108	0.001113	0.000058	0.000114	0.000031	0.000001	0.000014	0.000000	0.000003	0.000005	0.000003	0.000009	0.000008	0.000022	0.000004	0.000018	0.000006	0.000009	0.000005	0.000001	0.000001	0.000001	0.000313	0.878004
determined	0.002599	0.004665	0.098072	0.002650	0.002066	0.004373	0.000230	0.000427	0.000490	0.000358	0.000249	0.000053	0.000007	0.000126	0.000100	0.001306	0.001126	0.000154	0.000212	0.000022	0.000137	0.000955	0.000017	0.000077	0.000006	0.000014	0.000118	0.000011	0.000017	0.000003	0.000004	0.000020	0.000036	0.000111	0.000783	0.000840	0.000016	0.000021	0.000006	0.000003	0.000005	0.000012	0.000021	0.000059	0.000029	0.000010	0.000014	0.000183	0.000046	0.000741	0.000111	0.000065	0.000135	0.000010	0.000102	0.000001	0.000003	0.000005	0.000002	0.000004	0.000016	0.000011	0.000003	0.000012	0.000002	0.000004	0.000002	0.000005	0.000001	0.000001	0.000387	0.875522
that	0.001433	0.017420	0.016914	0.109787	0.017310	0.008952	0.005856	0.001923	0.000799	0.000971	0.000034	0.000016	0.000003	0.000127	0.000139	0.009223	0.001905	0.000086	0.000416	0.001568	0.001365	0.000602	0.000034	0.000133	0.000034	0.000030	0.000013	0.000003	0.000001	0.000000	0.000003	0.000007	0.000123	0.000838	0.001210	0.000432	0.000219	0.000254	0.000468	0.000023	0.000009	0.000029	0.000058	0.000009	0.000011	0.000019	0.000013	0.000040	0.000117	0.000496	0.000556	0.000858	0.000244	0.000158	0.000075	0.000013	0.000030	0.000004	0.000011	0.000006	0.000008	0.000012	0.000002	0.000002	0.000001	0.000005	0.000007	0.000008	0.000010	0.000005	0.000469	0.796039
the	0.002220	0.001418	0.001071	0.027659	0.028143	0.007863	0.004881	0.000758	0.000485	0.001153	0.000063	0.000032	0.000005	0.000065	0.000221	0.004504	0.000397	0.000127	0.000133	0.001303	0.003345	0.000501	0.000201	0.000249	0.000072	0.000220	0.000007	0.000005	0.000001	0.000002	0.000001	0.000013	0.000054	0.000203	0.000499	0.000102	0.000220	0.000414	0.000347	0.000049	0.000014	0.000054	0.000083	0.000003	0.000005	0.000014	0.000024	0.000007	0.000030	0.000027	0.000073	0.000406	0.000274	0.000584	0.000036	0.000028	0.000104	0.000010	0.000019	0.000018	0.000013	0.000008	0.000005	0.000002	0.000007	0.000003	0.000016	0.000003	0.000007	0.000003	0.000904	0.908208
impacts	0.003102	0.000478	0.000179	0.000247	0.002638	0.042351	0.003961	0.001548	0.000857	0.000860	0.000712	0.000060	0.000008	0.000004	0.000039	0.000158	0.000150	0.000026	0.000033	0.000105	0.000432	0.000415	0.000337	0.000218	0.000022	0.000025	0.000016	0.000005	0.000004	0.000001	0.000001	0.000007	0.000006	0.000002	0.000010	0.000028	0.000090	0.000024	0.000023	0.000026	0.000048	0.000017	0.000006	0.000003	0.000001	0.000000	0.000001	0.000005	0.000003	0.000006	0.000006	0.000033	0.000023	0.000037	0.000119	0.000028	0.000018	0.000067	0.000029	0.000024	0.000010	0.000006	0.000004	0.000004	0.000004	0.000003	0.000003	0.000004	0.000014	0.000003	0.000553	0.939712
would	0.001602	0.000636	0.004632	0.003369	0.018918	0.008028	0.024790	0.025893	0.008467	0.003423	0.000262	0.000063	0.000017	0.000311	0.000136	0.024499	0.000064	0.000011	0.000008	0.000051	0.001039	0.002076	0.000275	0.001860	0.000151	0.000075	0.000020	0.000001	0.000001	0.000000	0.000000	0.000000	0.000005	0.000009	0.000019	0.000011	0.000008	0.000017	0.000044	0.000029	0.000014	0.000020	0.000025	0.000003	0.000001	0.000000	0.000000	0.000001	0.000000	0.000025	0.000025	0.000023	0.000085	0.000077	0.000049	0.000043	0.000223	0.000072	0.000031	0.000038	0.000006	0.000002	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000007	0.000001	0.000755	0.867650
be	0.002768	0.000455	0.002019	0.002032	0.025852	0.012119	0.020386	0.085511	0.027063	0.005258	0.003184	0.000428	0.000057	0.000170	0.000108	0.004582	0.000127	0.000013	0.000006	0.000081	0.000782	0.001644	0.000505	0.001163	0.000078	0.000231	0.000070	0.000015	0.000035	0.000003	0.000000	0.000002	0.000013	0.000015	0.000064	0.000012	0.000013	0.000017	0.000089	0.000088	0.000018	0.000011	0.000114	0.000005	0.000003	0.000001	0.000001	0.000001	0.000001	0.000055	0.000067	0.000008	0.000128	0.000301	0.000134	0.000072	0.000581	0.000166	0.000187	0.000053	0.000062	0.000010	0.000002	0.000007	0.000002	0.000000	0.000001	0.000009	0.000026	0.000004	0.000669	0.800242
minimal	0.001796	0.000122	0.000356	0.000332	0.001300	0.002279	0.001320	0.023230	0.054900	0.002082	0.024648	0.000073	0.000015	0.000069	0.000299	0.001669	0.000122	0.000035	0.000003	0.000021	0.000066	0.000733	0.000068	0.000525	0.000029	0.000028	0.000043	0.000001	0.000002	0.000000	0.000000	0.000004	0.000001	0.000004	0.000004	0.000005	0.000006	0.000010	0.000080	0.000046	0.000004	0.000014	0.000051	0.000015	0.000001	0.000000	0.000001	0.000002	0.000001	0.000068	0.000060	0.000008	0.000060	0.000189	0.000140	0.000020	0.000200	0.000740	0.000077	0.000053	0.000265	0.000018	0.000000	0.000001	0.000000	0.000000	0.000001	0.000006	0.000001	0.000001	0.000447	0.881229
