TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.084018	0.015326	0.012236	0.008210	0.007781	0.007837	0.006963	0.005478	0.003791	0.002808	0.001350	0.004055	0.002507	0.011318	0.005088	0.011835	0.003186	0.001252	0.001355	0.004170	0.003920	0.002707	0.002197	0.001168	0.002240	0.001430	0.002585	0.000931	0.001051	0.002307	0.002608	0.001910	0.003973	0.002044	0.000803	0.001477	0.002031	0.004073	0.001182	0.001010	0.000662	0.001249	0.000924	0.000904	0.000407	0.000810	0.000678	0.002886	0.004089	0.003525	0.002731	0.002908	0.000819	0.002022	0.000966	0.000911	0.000678	0.001496	0.001067	0.001971	0.001028	0.001202	0.000641	0.000752	0.001281	0.001115	0.000954	0.001217	0.000640	0.000536	0.005373	0.711348
EPA	0.045305	0.002357	0.017768	0.004809	0.017205	0.059268	0.009010	0.003692	0.002034	0.002864	0.000642	0.001684	0.003400	0.007471	0.003523	0.010090	0.011886	0.002750	0.003452	0.001105	0.011098	0.008908	0.001234	0.000709	0.003945	0.001465	0.004911	0.000520	0.000828	0.001587	0.000237	0.000804	0.000662	0.001426	0.000851	0.002828	0.000201	0.001548	0.000467	0.001294	0.001017	0.001267	0.000688	0.001283	0.000499	0.002396	0.000811	0.018257	0.006076	0.007075	0.002853	0.016643	0.001211	0.001493	0.002308	0.000151	0.000399	0.001775	0.000645	0.001143	0.000433	0.000194	0.000526	0.000830	0.001050	0.000194	0.000463	0.000229	0.000287	0.000075	0.002533	0.669359
has	0.044858	0.013345	0.019067	0.083909	0.087477	0.170371	0.007649	0.060371	0.011586	0.004974	0.002706	0.006396	0.000871	0.003021	0.003988	0.072283	0.030259	0.007106	0.020264	0.010247	0.035941	0.012190	0.001226	0.001294	0.001488	0.001541	0.001688	0.000111	0.000054	0.000086	0.000250	0.000181	0.001547	0.003693	0.000239	0.002466	0.000573	0.000336	0.000488	0.000507	0.000074	0.000109	0.000174	0.000545	0.000119	0.000047	0.000358	0.004518	0.001715	0.022648	0.003235	0.008899	0.001817	0.000334	0.000876	0.000027	0.000080	0.000290	0.000048	0.000130	0.000147	0.000061	0.000056	0.000048	0.000048	0.000141	0.000080	0.000050	0.000007	0.000006	0.001335	0.225326
determined	0.057990	0.001179	0.026720	0.032115	0.074466	0.034521	0.012826	0.045855	0.030035	0.056794	0.007090	0.004605	0.001718	0.011675	0.005277	0.346837	0.020952	0.006804	0.008298	0.044662	0.029312	0.005275	0.000540	0.004130	0.002215	0.003030	0.000969	0.000113	0.000015	0.000105	0.000055	0.000107	0.000985	0.011195	0.001058	0.000678	0.000085	0.002621	0.001931	0.001733	0.000028	0.000083	0.000311	0.000108	0.000019	0.000057	0.000119	0.000498	0.001337	0.003106	0.011398	0.001238	0.002565	0.000661	0.000467	0.000159	0.000511	0.000290	0.000166	0.000437	0.000628	0.000013	0.000028	0.000008	0.000065	0.000036	0.000061	0.000328	0.000020	0.000011	0.001192	0.077479
that	0.039275	0.001771	0.007197	0.034951	0.029343	0.104437	0.020932	0.068754	0.058680	0.037691	0.061867	0.014477	0.004030	0.008413	0.017733	0.219110	0.029803	0.008801	0.003818	0.022366	0.075973	0.010202	0.003398	0.015977	0.007751	0.011082	0.005493	0.000439	0.000101	0.000485	0.000262	0.000334	0.002485	0.004157	0.000182	0.000358	0.000456	0.001200	0.000939	0.001214	0.000043	0.000243	0.001081	0.000219	0.000050	0.000109	0.000332	0.000694	0.000322	0.002492	0.000509	0.000961	0.000850	0.000406	0.000438	0.000335	0.000963	0.000716	0.000323	0.000620	0.002408	0.000087	0.000065	0.000022	0.000090	0.000056	0.000099	0.000081	0.000020	0.000020	0.001794	0.047612
the	0.020015	0.003418	0.012441	0.010356	0.038576	0.101923	0.054925	0.095063	0.071251	0.078789	0.083031	0.037765	0.005970	0.007159	0.007092	0.128452	0.009903	0.002719	0.006450	0.003186	0.028416	0.006103	0.002627	0.034052	0.002149	0.008594	0.006818	0.000333	0.000168	0.000172	0.000089	0.000278	0.000572	0.001294	0.000227	0.000350	0.001145	0.004384	0.000596	0.001542	0.000381	0.000768	0.001057	0.000339	0.000011	0.000014	0.000331	0.000810	0.000211	0.000757	0.000401	0.001473	0.000279	0.000676	0.001691	0.000970	0.001534	0.004645	0.001117	0.001134	0.003262	0.000185	0.000061	0.000033	0.000029	0.000037	0.000066	0.000144	0.000011	0.000050	0.001484	0.097646
impacts	0.051033	0.000991	0.001897	0.004682	0.003741	0.025009	0.002224	0.010758	0.058727	0.246522	0.105264	0.057785	0.016880	0.005831	0.019666	0.100505	0.005867	0.000963	0.000216	0.007273	0.012850	0.005061	0.016308	0.025344	0.005347	0.012808	0.007116	0.000723	0.000557	0.000614	0.000138	0.003062	0.007606	0.000839	0.000221	0.000209	0.002116	0.012243	0.000521	0.001331	0.001953	0.008470	0.000750	0.000154	0.000081	0.000339	0.000177	0.000316	0.001517	0.000093	0.000435	0.000187	0.000251	0.000346	0.001036	0.011275	0.001984	0.002701	0.002236	0.017680	0.009051	0.003805	0.000117	0.000066	0.000071	0.000030	0.000364	0.000576	0.000061	0.000085	0.001747	0.091199
would	0.025471	0.001575	0.006997	0.015022	0.007320	0.011006	0.004673	0.002701	0.007714	0.011985	0.029196	0.016095	0.003826	0.004470	0.017618	0.661337	0.040283	0.004999	0.002007	0.044330	0.018007	0.006721	0.000405	0.004837	0.001884	0.007632	0.008373	0.000115	0.000404	0.000368	0.000395	0.000567	0.002662	0.003504	0.000094	0.000224	0.000063	0.000053	0.000149	0.000076	0.000025	0.000115	0.000223	0.000216	0.000029	0.000088	0.000238	0.000814	0.000132	0.000567	0.000100	0.000094	0.000060	0.000013	0.000119	0.000013	0.000042	0.000317	0.000083	0.000292	0.000562	0.000202	0.000019	0.000041	0.000031	0.000036	0.000139	0.000066	0.000010	0.000015	0.001166	0.018978
be	0.032339	0.000588	0.005124	0.006270	0.008771	0.010524	0.017463	0.016592	0.022412	0.014347	0.095602	0.031523	0.042747	0.014229	0.067666	0.518416	0.020353	0.002627	0.000837	0.004839	0.014932	0.001248	0.000639	0.003459	0.001287	0.006112	0.003213	0.000390	0.000213	0.000249	0.000552	0.001225	0.003726	0.000498	0.000022	0.000047	0.000108	0.000284	0.000037	0.000102	0.000021	0.000486	0.000602	0.000088	0.000026	0.000128	0.000356	0.000452	0.000249	0.000632	0.000197	0.000145	0.000037	0.000067	0.000077	0.000173	0.000315	0.000427	0.000556	0.001525	0.002570	0.000125	0.000132	0.000030	0.000029	0.000069	0.000276	0.000087	0.000007	0.000030	0.000638	0.017834
minimal	0.028395	0.001236	0.001015	0.026773	0.014561	0.028596	0.050005	0.026690	0.034560	0.024308	0.169279	0.071941	0.025907	0.008420	0.032774	0.153339	0.017301	0.009630	0.002155	0.007653	0.006099	0.002576	0.004089	0.001312	0.004905	0.002997	0.003353	0.001549	0.000239	0.000277	0.000236	0.000931	0.000284	0.000112	0.000016	0.000039	0.000050	0.000030	0.000016	0.000122	0.000409	0.001097	0.000031	0.000062	0.000050	0.000121	0.000063	0.000137	0.000218	0.000049	0.000008	0.000009	0.000011	0.000065	0.000075	0.000617	0.000839	0.000305	0.009406	0.004870	0.001297	0.000598	0.000297	0.000018	0.000020	0.000021	0.000064	0.000029	0.000059	0.000017	0.000166	0.215200
