TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.058203	0.003162	0.012302	0.013209	0.002904	0.031729	0.014008	0.006530	0.005086	0.003728	0.001769	0.002462	0.000070	0.001335	0.004260	0.028605	0.001728	0.015090	0.004921	0.030841	0.008673	0.020447	0.004900	0.002672	0.004204	0.018720	0.005594	0.001618	0.000398	0.000860	0.001412	0.006399	0.003122	0.002905	0.002694	0.001992	0.001139	0.017556	0.002102	0.000420	0.000862	0.000371	0.003844	0.002382	0.002797	0.000691	0.001013	0.005709	0.004614	0.012065	0.001555	0.000646	0.000745	0.007440	0.001566	0.002351	0.001431	0.002959	0.006997	0.001920	0.002727	0.003293	0.001701	0.000692	0.001440	0.001731	0.003173	0.031628	0.008370	0.019897	0.250721	0.262899
EPA	0.007753	0.019237	0.071273	0.057569	0.018101	0.018018	0.021291	0.026183	0.011401	0.006345	0.010555	0.007479	0.000643	0.007527	0.005160	0.025257	0.006988	0.003669	0.004323	0.016999	0.008293	0.004909	0.008965	0.007449	0.012683	0.013891	0.008119	0.005298	0.000742	0.001752	0.002140	0.005362	0.008215	0.005228	0.001611	0.000804	0.002137	0.003959	0.000810	0.001533	0.004157	0.002882	0.001450	0.001244	0.001782	0.001825	0.001827	0.004504	0.005565	0.013174	0.002510	0.006461	0.001202	0.004015	0.002034	0.004961	0.002962	0.002150	0.004149	0.002076	0.000800	0.001692	0.002248	0.000879	0.002179	0.002044	0.002992	0.001915	0.003859	0.003008	0.223563	0.234224
has	0.005166	0.019518	0.043926	0.011343	0.002876	0.000708	0.000361	0.000552	0.000087	0.000068	0.000310	0.000017	0.000007	0.000014	0.000025	0.004049	0.000109	0.000471	0.000660	0.000446	0.000036	0.000006	0.000016	0.000007	0.000005	0.000005	0.000032	0.000013	0.000009	0.000008	0.000009	0.000016	0.000007	0.000017	0.000003	0.000003	0.000018	0.000007	0.000001	0.000012	0.000146	0.000154	0.000015	0.000008	0.000012	0.000028	0.000014	0.000113	0.000139	0.000194	0.000019	0.000648	0.000007	0.000010	0.000017	0.000015	0.000003	0.000008	0.000012	0.000034	0.000002	0.000033	0.000008	0.000013	0.000007	0.000009	0.000014	0.000009	0.000018	0.000012	0.404976	0.502358
determined	0.000858	0.005252	0.095791	0.013572	0.003072	0.000197	0.000103	0.000509	0.000116	0.000025	0.000360	0.000005	0.000002	0.000010	0.000009	0.002012	0.000025	0.000130	0.000226	0.000174	0.000008	0.000002	0.000007	0.000007	0.000002	0.000001	0.000003	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000002	0.000000	0.000000	0.000002	0.000001	0.000000	0.000000	0.000005	0.000004	0.000001	0.000001	0.000002	0.000002	0.000002	0.000007	0.000013	0.000059	0.000002	0.000025	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000002	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.382183	0.495193
that	0.000598	0.011243	0.007480	0.007863	0.001478	0.000695	0.000531	0.000288	0.000171	0.000120	0.000519	0.000013	0.000003	0.000022	0.000014	0.000974	0.000025	0.000116	0.000105	0.000214	0.000010	0.000001	0.000013	0.000006	0.000003	0.000002	0.000013	0.000002	0.000001	0.000001	0.000002	0.000003	0.000005	0.000001	0.000000	0.000000	0.000008	0.000001	0.000000	0.000001	0.000006	0.000010	0.000001	0.000000	0.000001	0.000003	0.000001	0.000018	0.000069	0.000057	0.000008	0.000038	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000003	0.000000	0.000009	0.000001	0.000001	0.000001	0.000002	0.000002	0.000000	0.000002	0.000001	0.406962	0.560250
the	0.001283	0.004475	0.003310	0.005238	0.006346	0.016085	0.006085	0.004888	0.003757	0.002626	0.003149	0.001137	0.000152	0.000567	0.001217	0.002411	0.000147	0.001043	0.000226	0.000923	0.000252	0.000155	0.000231	0.000197	0.000201	0.000341	0.000566	0.000047	0.000019	0.000008	0.000032	0.000078	0.000247	0.000056	0.000021	0.000010	0.000086	0.000022	0.000013	0.000011	0.000019	0.000022	0.000023	0.000020	0.000012	0.000024	0.000036	0.000206	0.000444	0.000503	0.000136	0.000087	0.000010	0.000023	0.000028	0.000024	0.000010	0.000008	0.000015	0.000032	0.000008	0.000047	0.000012	0.000013	0.000006	0.000018	0.000029	0.000028	0.000068	0.000024	0.396828	0.533577
impacts	0.000653	0.001066	0.003284	0.013653	0.025174	0.140068	0.032618	0.079185	0.100182	0.118195	0.053173	0.119397	0.009085	0.032698	0.107739	0.009167	0.000503	0.000416	0.001165	0.002710	0.002143	0.003491	0.001860	0.001184	0.000896	0.002738	0.002212	0.000061	0.000044	0.000055	0.000038	0.000097	0.000505	0.000277	0.000306	0.000507	0.000204	0.000107	0.000310	0.000048	0.000066	0.000043	0.000046	0.000112	0.000054	0.000049	0.000058	0.000203	0.000170	0.001697	0.000751	0.000541	0.000079	0.000406	0.000533	0.000150	0.000068	0.000196	0.000208	0.000073	0.000026	0.000039	0.000020	0.000025	0.000032	0.000031	0.000037	0.000588	0.000069	0.000092	0.057142	0.069178
would	0.001045	0.013395	0.008585	0.022638	0.026147	0.045195	0.004940	0.009609	0.005615	0.002093	0.013401	0.001019	0.000269	0.000927	0.000354	0.009019	0.000165	0.000225	0.000429	0.000369	0.000487	0.000508	0.000284	0.000110	0.000073	0.000125	0.001910	0.000066	0.000023	0.000012	0.000012	0.000057	0.000078	0.000035	0.000027	0.000048	0.000079	0.000006	0.000006	0.000013	0.000064	0.000053	0.000005	0.000014	0.000025	0.000023	0.000015	0.000716	0.000313	0.000761	0.000388	0.000437	0.000017	0.000035	0.000098	0.000047	0.000004	0.000029	0.000098	0.000046	0.000003	0.000098	0.000016	0.000013	0.000009	0.000010	0.000014	0.000021	0.000009	0.000005	0.359830	0.467389
be	0.000896	0.003510	0.004059	0.007579	0.024857	0.015745	0.002485	0.012393	0.005085	0.001241	0.005003	0.000919	0.000105	0.000454	0.000245	0.012877	0.000058	0.000120	0.000143	0.000910	0.000749	0.000175	0.000138	0.000056	0.000061	0.000085	0.000258	0.000013	0.000004	0.000003	0.000003	0.000014	0.000023	0.000044	0.000022	0.000012	0.000026	0.000007	0.000002	0.000005	0.000011	0.000015	0.000003	0.000004	0.000006	0.000011	0.000008	0.000124	0.000147	0.003131	0.000849	0.000432	0.000026	0.000026	0.000053	0.000031	0.000003	0.000005	0.000011	0.000019	0.000001	0.000008	0.000004	0.000003	0.000002	0.000004	0.000005	0.000011	0.000014	0.000005	0.388054	0.506591
minimal	0.001111	0.001061	0.008282	0.014043	0.030984	0.010171	0.002474	0.022433	0.032724	0.004564	0.148745	0.005658	0.002654	0.007751	0.004062	0.046472	0.000209	0.000529	0.001427	0.003110	0.001944	0.001117	0.000634	0.000349	0.000287	0.000367	0.000450	0.000035	0.000008	0.000008	0.000004	0.000035	0.000032	0.000178	0.000133	0.000090	0.000034	0.000008	0.000011	0.000011	0.000011	0.000010	0.000005	0.000010	0.000009	0.000006	0.000007	0.000045	0.000032	0.002885	0.001036	0.000135	0.000057	0.000086	0.000103	0.000036	0.000010	0.000038	0.000089	0.000026	0.000004	0.000019	0.000007	0.000004	0.000003	0.000004	0.000005	0.000050	0.000006	0.000009	0.280613	0.360441
