TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.005906	0.001306	0.000899	0.000238	0.000075	0.000168	0.000201	0.000031	0.000011	0.000261	0.000007	0.000109	0.000054	0.000005	0.000130	0.002172	0.000111	0.000200	0.000727	0.002007	0.000836	0.000774	0.000339	0.000167	0.000403	0.000041	0.000231	0.000191	0.000048	0.000039	0.000040	0.000080	0.000939	0.000203	0.000394	0.000795	0.000766	0.001021	0.000176	0.000222	0.000858	0.001218	0.000312	0.000839	0.000469	0.000278	0.000133	0.001033	0.002311	0.017876	0.005598	0.012337	0.016271	0.002812	0.003055	0.000729	0.000666	0.002221	0.001364	0.000688	0.000543	0.003250	0.002051	0.000532	0.000241	0.000090	0.003206	0.013376	0.003721	0.016464	0.525908	0.337228
EPA	0.019401	0.001743	0.000432	0.000081	0.000106	0.000542	0.000149	0.000068	0.000039	0.000213	0.000050	0.000547	0.000009	0.000033	0.000156	0.000563	0.000038	0.000087	0.000125	0.000263	0.000370	0.000144	0.000024	0.000001	0.000014	0.000011	0.000114	0.000121	0.000003	0.000005	0.000011	0.000290	0.000056	0.000032	0.000064	0.000023	0.000022	0.000013	0.000001	0.000002	0.000071	0.000057	0.000011	0.000039	0.000017	0.000051	0.000044	0.000352	0.000776	0.000348	0.000111	0.000054	0.000034	0.000024	0.000009	0.000005	0.000001	0.000013	0.000021	0.000047	0.000008	0.000046	0.000057	0.000003	0.000004	0.000011	0.000100	0.000043	0.000046	0.000049	0.002024	0.969557
has	0.004129	0.573545	0.058596	0.000909	0.000436	0.002732	0.003813	0.000183	0.000023	0.000484	0.000018	0.000196	0.000020	0.000017	0.000328	0.000277	0.000084	0.000107	0.000115	0.000248	0.000096	0.000217	0.000072	0.000031	0.000339	0.000043	0.000073	0.000117	0.000026	0.000010	0.000032	0.000169	0.000934	0.000050	0.000020	0.000012	0.000176	0.000249	0.000010	0.000003	0.000024	0.000090	0.000013	0.000018	0.000090	0.000170	0.000007	0.000107	0.001981	0.000497	0.000028	0.000151	0.000012	0.000000	0.000001	0.000002	0.000000	0.000001	0.000004	0.000019	0.000002	0.000095	0.000009	0.000009	0.000002	0.000008	0.000011	0.000000	0.000003	0.000007	0.000313	0.347382
determined	0.000789	0.263749	0.538235	0.007264	0.000946	0.002723	0.000938	0.000261	0.000192	0.000170	0.000131	0.000071	0.000007	0.000015	0.000297	0.000333	0.000047	0.000133	0.000191	0.000052	0.000077	0.000334	0.000017	0.000003	0.000026	0.000020	0.000037	0.000011	0.000002	0.000002	0.000006	0.000045	0.000266	0.000043	0.000076	0.000033	0.000087	0.000163	0.000010	0.000012	0.000005	0.000010	0.000017	0.000011	0.000031	0.000005	0.000005	0.000018	0.000335	0.000995	0.000236	0.000245	0.000083	0.000003	0.000008	0.000001	0.000001	0.000002	0.000003	0.000004	0.000009	0.000086	0.000002	0.000005	0.000002	0.000004	0.000004	0.000003	0.000000	0.000002	0.000084	0.179967
that	0.001163	0.034446	0.158655	0.682394	0.021573	0.007742	0.005460	0.003081	0.000749	0.000735	0.000096	0.000062	0.000004	0.000022	0.000707	0.002256	0.000201	0.000253	0.000335	0.003296	0.002879	0.000198	0.000017	0.000008	0.000056	0.000028	0.000009	0.000006	0.000001	0.000001	0.000002	0.000031	0.000078	0.000449	0.000282	0.000054	0.000060	0.000233	0.000074	0.000005	0.000008	0.000026	0.000008	0.000001	0.000006	0.000003	0.000002	0.000004	0.000048	0.001231	0.001217	0.000379	0.000080	0.000039	0.000013	0.000009	0.000002	0.000001	0.000001	0.000003	0.000001	0.000029	0.000000	0.000001	0.000001	0.000001	0.000003	0.000001	0.000001	0.000002	0.000031	0.069148
the	0.002015	0.004156	0.002504	0.013379	0.051222	0.023554	0.008260	0.005798	0.000929	0.001740	0.000136	0.000556	0.000051	0.000013	0.000424	0.003135	0.000402	0.000106	0.000234	0.001958	0.006818	0.000375	0.000150	0.000071	0.000056	0.000349	0.000055	0.000066	0.000012	0.000035	0.000001	0.000020	0.000078	0.000104	0.000361	0.000050	0.000035	0.000061	0.000060	0.000039	0.000051	0.000103	0.000101	0.000008	0.000012	0.000004	0.000012	0.000003	0.000049	0.000703	0.001437	0.000088	0.000069	0.000515	0.000027	0.000019	0.000011	0.000007	0.000008	0.000011	0.000010	0.000058	0.000013	0.000014	0.000025	0.000002	0.000015	0.000017	0.000013	0.000004	0.000777	0.866442
impacts	0.000667	0.006142	0.000181	0.000246	0.002063	0.074780	0.006129	0.001938	0.000512	0.004920	0.000394	0.005422	0.000083	0.000015	0.000157	0.000145	0.000006	0.000005	0.000052	0.000120	0.000199	0.000079	0.002013	0.000050	0.000008	0.000003	0.000077	0.000087	0.000018	0.000016	0.000002	0.000085	0.000014	0.000003	0.000005	0.000013	0.000419	0.000020	0.000010	0.000015	0.000981	0.000094	0.000003	0.000008	0.000052	0.000002	0.000000	0.000018	0.000338	0.000034	0.000051	0.000053	0.000004	0.000027	0.000068	0.000059	0.000005	0.000032	0.000162	0.000139	0.000006	0.000147	0.000043	0.000011	0.000018	0.000004	0.000020	0.000025	0.000142	0.000017	0.000137	0.890185
would	0.000368	0.004423	0.000181	0.000214	0.001658	0.008601	0.103800	0.009827	0.001685	0.026010	0.000588	0.002746	0.000138	0.000093	0.000801	0.000786	0.000012	0.000016	0.000015	0.000648	0.000148	0.000151	0.001447	0.000118	0.000175	0.000019	0.000017	0.000008	0.000002	0.000002	0.000003	0.000026	0.000183	0.000018	0.000003	0.000002	0.000128	0.000308	0.000589	0.000052	0.000243	0.000426	0.000014	0.000005	0.000008	0.000010	0.000001	0.000005	0.000027	0.000031	0.000018	0.000107	0.000008	0.000017	0.000032	0.000431	0.000181	0.000123	0.000062	0.000543	0.000004	0.000023	0.000001	0.000001	0.000001	0.000003	0.000033	0.000002	0.000020	0.000034	0.000176	0.831400
be	0.000252	0.019882	0.001734	0.002855	0.006672	0.020069	0.543497	0.236253	0.026063	0.021958	0.006485	0.004794	0.000246	0.000353	0.002709	0.003195	0.000151	0.000089	0.000037	0.001713	0.000733	0.000634	0.002538	0.000254	0.000661	0.000135	0.000047	0.000017	0.000011	0.000007	0.000005	0.000090	0.001473	0.000129	0.000006	0.000002	0.000127	0.000441	0.001509	0.000099	0.000045	0.000321	0.000063	0.000015	0.000013	0.000012	0.000001	0.000004	0.000059	0.000196	0.000137	0.000457	0.000085	0.000053	0.000093	0.000770	0.000350	0.000228	0.000047	0.000485	0.000012	0.000064	0.000002	0.000004	0.000005	0.000005	0.000075	0.000005	0.000008	0.000018	0.000039	0.088406
minimal	0.000247	0.004899	0.001382	0.002278	0.003878	0.015837	0.026885	0.013707	0.062463	0.005260	0.015947	0.002271	0.000099	0.000098	0.000623	0.000883	0.000135	0.000027	0.000020	0.000133	0.000119	0.000216	0.000188	0.000038	0.000033	0.000078	0.000119	0.000018	0.000009	0.000004	0.000001	0.000063	0.000156	0.000010	0.000011	0.000012	0.000225	0.000169	0.000136	0.000076	0.000078	0.000200	0.000085	0.000068	0.000021	0.000002	0.000001	0.000007	0.000145	0.000144	0.000104	0.000092	0.000027	0.000053	0.000169	0.000159	0.000210	0.000884	0.000131	0.000125	0.000052	0.000192	0.000003	0.000003	0.000002	0.000001	0.000022	0.000004	0.000002	0.000003	0.000033	0.838225
