TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.130222	0.013275	0.000099	0.000050	0.000022	0.000597	0.004419	0.000631	0.000063	0.000169	0.000064	0.000061	0.000026	0.000088	0.000064	0.000120	0.000022	0.000022	0.000008	0.000084	0.000038	0.000088	0.000313	0.000028	0.000048	0.000083	0.000361	0.001124	0.000330	0.000151	0.000372	0.006924	0.001441	0.000023	0.000029	0.000069	0.003368	0.000652	0.000108	0.000214	0.003279	0.005029	0.000243	0.000065	0.000119	0.000299	0.000039	0.000322	0.004709	0.001117	0.000157	0.001839	0.000170	0.000189	0.000097	0.000140	0.000078	0.000038	0.000094	0.001435	0.000206	0.002649	0.001398	0.000371	0.000184	0.000446	0.004551	0.001008	0.000207	0.000290	0.109011	0.694349
EPA	0.000760	0.031221	0.000266	0.000903	0.000298	0.003980	0.030273	0.008621	0.003964	0.002580	0.007327	0.004112	0.002049	0.001754	0.001836	0.001304	0.000328	0.000402	0.000169	0.000439	0.000726	0.000367	0.001087	0.000119	0.000293	0.000581	0.002895	0.028491	0.020492	0.007693	0.016174	0.022120	0.007414	0.000839	0.001135	0.000235	0.013444	0.001175	0.000208	0.001108	0.010286	0.011987	0.002411	0.000767	0.000853	0.000361	0.000612	0.001793	0.008812	0.002362	0.001441	0.003160	0.001444	0.003028	0.001060	0.001728	0.000676	0.000333	0.001630	0.001525	0.002930	0.040644	0.036517	0.021550	0.007082	0.012247	0.050737	0.003834	0.001962	0.002492	0.112620	0.421937
has	0.001079	0.055215	0.005831	0.026469	0.021653	0.047096	0.060782	0.195831	0.054826	0.011356	0.041184	0.005706	0.001798	0.001515	0.009325	0.046565	0.001908	0.004211	0.002431	0.004266	0.007120	0.005655	0.000855	0.000139	0.000774	0.001173	0.009333	0.000607	0.000220	0.000128	0.000502	0.001834	0.000582	0.002206	0.002359	0.001283	0.001560	0.000557	0.000246	0.000585	0.004940	0.004638	0.000760	0.001074	0.000975	0.000322	0.001188	0.010706	0.002567	0.080383	0.011897	0.013238	0.005788	0.008434	0.007833	0.002661	0.001594	0.004095	0.009925	0.001117	0.000859	0.009626	0.000600	0.000413	0.000169	0.000368	0.001604	0.022416	0.001666	0.004870	0.037600	0.108906
determined	0.000395	0.099272	0.001936	0.003811	0.002869	0.031482	0.216256	0.167016	0.044060	0.045630	0.066497	0.008102	0.002346	0.003145	0.023216	0.016819	0.000134	0.000436	0.000236	0.004137	0.001650	0.001205	0.001533	0.000052	0.000370	0.000323	0.003431	0.000404	0.000159	0.000082	0.000178	0.001232	0.002221	0.000725	0.000663	0.000198	0.001868	0.000798	0.000031	0.000177	0.002093	0.003813	0.000110	0.000110	0.000144	0.000239	0.000114	0.000760	0.001002	0.053254	0.009593	0.018582	0.005163	0.007806	0.004257	0.002839	0.001032	0.001263	0.002058	0.001747	0.000237	0.003647	0.000182	0.000109	0.000065	0.000085	0.000606	0.008014	0.000695	0.001736	0.022041	0.091508
that	0.000285	0.048091	0.002864	0.006619	0.004026	0.052589	0.269032	0.128107	0.043097	0.060685	0.121432	0.015376	0.001250	0.005633	0.027686	0.023074	0.000158	0.000715	0.000658	0.012463	0.002030	0.003244	0.003377	0.000101	0.000893	0.000357	0.004956	0.000286	0.000066	0.000062	0.000120	0.001111	0.002062	0.001354	0.001050	0.000416	0.000557	0.001251	0.000090	0.000117	0.001783	0.003574	0.000150	0.000247	0.000423	0.000523	0.000127	0.001205	0.001303	0.041352	0.011734	0.015188	0.003537	0.008957	0.006093	0.003732	0.000862	0.001745	0.004545	0.002511	0.000197	0.002138	0.000094	0.000047	0.000049	0.000050	0.000367	0.012334	0.001112	0.003197	0.005405	0.018079
the	0.000163	0.081011	0.000204	0.000388	0.000147	0.009482	0.450713	0.013376	0.004374	0.010901	0.011027	0.020502	0.005002	0.017350	0.010505	0.000648	0.000070	0.000109	0.000038	0.001858	0.000187	0.000569	0.005733	0.000204	0.000794	0.001229	0.005317	0.025855	0.002634	0.001971	0.003655	0.050432	0.064063	0.000487	0.000379	0.000171	0.011599	0.002631	0.000271	0.000462	0.002849	0.011075	0.000444	0.000252	0.000540	0.001103	0.000290	0.000852	0.017270	0.002952	0.001861	0.003086	0.000787	0.001364	0.000384	0.001546	0.000369	0.000230	0.003748	0.006082	0.001710	0.010231	0.004596	0.000733	0.000563	0.000873	0.011712	0.000979	0.004909	0.002776	0.017118	0.070201
impacts	0.000466	0.128086	0.000293	0.000529	0.000277	0.004359	0.064993	0.009592	0.002903	0.007493	0.016947	0.019615	0.007625	0.032696	0.012475	0.001564	0.000102	0.000309	0.000093	0.001247	0.000443	0.000571	0.002417	0.000423	0.000736	0.002170	0.004682	0.023742	0.005294	0.002274	0.005217	0.028478	0.025310	0.000795	0.000834	0.000240	0.017568	0.001631	0.000186	0.000577	0.004601	0.014824	0.000343	0.000150	0.000161	0.000610	0.000145	0.000460	0.006888	0.006367	0.005476	0.006991	0.002461	0.002592	0.000763	0.001799	0.001106	0.000415	0.001317	0.005401	0.001295	0.008333	0.002900	0.001131	0.000541	0.000848	0.003314	0.001343	0.001526	0.001208	0.079083	0.400354
would	0.000590	0.054246	0.001245	0.001268	0.001325	0.056420	0.274097	0.027509	0.024815	0.032760	0.063777	0.017995	0.005299	0.014006	0.030105	0.013944	0.000454	0.002827	0.002218	0.018681	0.001471	0.009557	0.003662	0.000384	0.001822	0.003106	0.019779	0.001884	0.000118	0.000130	0.000162	0.003778	0.008028	0.003517	0.002528	0.001993	0.001073	0.001063	0.000384	0.000338	0.003509	0.002378	0.000376	0.000422	0.000741	0.001143	0.000637	0.002818	0.003248	0.029208	0.022148	0.009225	0.003589	0.003931	0.002116	0.001762	0.000861	0.002342	0.014935	0.002696	0.000604	0.002293	0.000242	0.000032	0.000037	0.000052	0.000475	0.014613	0.003691	0.004971	0.034524	0.122020
be	0.000233	0.063982	0.000413	0.000928	0.000478	0.018237	0.404941	0.034313	0.005830	0.029291	0.010495	0.022756	0.006701	0.030433	0.040308	0.002240	0.000083	0.000260	0.000210	0.013012	0.000467	0.002916	0.008166	0.000456	0.002431	0.001769	0.009818	0.004263	0.000634	0.000617	0.000597	0.009853	0.064378	0.000946	0.000978	0.000784	0.012215	0.011910	0.000425	0.000704	0.005458	0.008940	0.000356	0.000337	0.000666	0.001739	0.000299	0.000950	0.005133	0.015367	0.009783	0.015407	0.003032	0.003995	0.001389	0.004076	0.000946	0.000769	0.005793	0.005630	0.000485	0.010776	0.000775	0.000229	0.000236	0.000216	0.001380	0.004357	0.014614	0.013564	0.010821	0.033010
minimal	0.000327	0.047370	0.000368	0.000610	0.000294	0.011176	0.251462	0.016380	0.002544	0.006634	0.003954	0.012430	0.005299	0.014260	0.007678	0.001070	0.000031	0.000147	0.000105	0.002799	0.000306	0.000303	0.001846	0.000154	0.000385	0.000977	0.002485	0.004347	0.001775	0.000858	0.001505	0.010814	0.014172	0.000225	0.000157	0.000130	0.005334	0.001564	0.000056	0.000098	0.002473	0.013679	0.000058	0.000052	0.000086	0.000525	0.000060	0.000192	0.001691	0.003061	0.002413	0.003459	0.000871	0.001017	0.000463	0.002292	0.000314	0.000084	0.000321	0.000872	0.000220	0.002241	0.000939	0.000798	0.000385	0.000658	0.001943	0.000379	0.001513	0.001278	0.079692	0.443543
or	0.000335	0.016278	0.000399	0.000567	0.000657	0.008103	0.042645	0.010179	0.005060	0.059045	0.003422	0.066971	0.032875	0.046536	0.089952	0.005088	0.000155	0.000419	0.000434	0.004451	0.000295	0.000494	0.000192	0.000103	0.000121	0.000305	0.001056	0.000597	0.000177	0.000176	0.000096	0.000665	0.000425	0.000162	0.000129	0.000138	0.000915	0.000147	0.000025	0.000062	0.001558	0.002378	0.000018	0.000020	0.000035	0.000057	0.000051	0.000229	0.000645	0.005807	0.002920	0.001304	0.000414	0.000516	0.000370	0.000413	0.000105	0.000185	0.000913	0.000259	0.000087	0.002813	0.000237	0.000107	0.000074	0.000056	0.000173	0.001011	0.001369	0.000973	0.088391	0.486665
