TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.085162	0.006566	0.009730	0.033064	0.019789	0.008626	0.001902	0.004018	0.006430	0.001006	0.002029	0.002966	0.001621	0.001446	0.003032	0.004188	0.002494	0.001817	0.001063	0.000596	0.003793	0.003618	0.001201	0.001194	0.002593	0.001490	0.001995	0.001529	0.000627	0.001438	0.000895	0.001096	0.002401	0.004408	0.002884	0.002827	0.001023	0.003204	0.004404	0.001579	0.001104	0.002865	0.001341	0.001505	0.000782	0.000561	0.001755	0.003651	0.002443	0.004561	0.002234	0.004670	0.001389	0.001975	0.002491	0.002205	0.001529	0.002111	0.001196	0.003771	0.002345	0.001599	0.001507	0.000457	0.000994	0.000675	0.001747	0.002686	0.001449	0.000514	0.010969	0.689177
EPA	0.082705	0.003735	0.022304	0.425687	0.084626	0.012502	0.000737	0.001036	0.002655	0.000139	0.000367	0.000456	0.000329	0.000307	0.002940	0.005820	0.003937	0.000890	0.000708	0.000313	0.004765	0.001488	0.000254	0.000044	0.000280	0.001278	0.001096	0.000232	0.000144	0.000341	0.000857	0.001608	0.001242	0.002548	0.003476	0.003274	0.000356	0.000585	0.001455	0.000832	0.000141	0.000193	0.000234	0.000627	0.000085	0.000059	0.003613	0.007429	0.002075	0.001775	0.011249	0.000690	0.001073	0.001035	0.000858	0.000192	0.000154	0.000349	0.000063	0.000668	0.000475	0.000502	0.000324	0.000225	0.000284	0.000332	0.000758	0.000731	0.000075	0.000012	0.001312	0.284064
has	0.170207	0.008648	0.006204	0.426258	0.104508	0.041737	0.002515	0.001352	0.002396	0.000551	0.000585	0.001485	0.000435	0.000278	0.001312	0.004050	0.007005	0.001541	0.001756	0.000627	0.004455	0.000641	0.000151	0.000037	0.000046	0.000081	0.000123	0.000069	0.000046	0.000176	0.000037	0.000137	0.001473	0.001397	0.000547	0.001666	0.000978	0.000542	0.001046	0.000221	0.000120	0.000049	0.000035	0.000371	0.000064	0.000039	0.000362	0.002100	0.001613	0.000236	0.001084	0.000470	0.000172	0.000048	0.000208	0.000051	0.000023	0.000062	0.000008	0.000106	0.000025	0.000326	0.000034	0.000028	0.000247	0.000015	0.000046	0.000049	0.000017	0.000001	0.000158	0.194519
determined	0.159176	0.001182	0.002809	0.007482	0.125013	0.167527	0.029379	0.180429	0.139085	0.016464	0.003116	0.002536	0.004103	0.002737	0.002269	0.007528	0.004703	0.001031	0.000456	0.000786	0.016376	0.003534	0.002042	0.000671	0.000703	0.000379	0.000350	0.000085	0.000205	0.000249	0.000055	0.000022	0.000664	0.000224	0.000117	0.000586	0.000973	0.001591	0.000379	0.001341	0.000390	0.000193	0.000119	0.000112	0.000044	0.000021	0.000040	0.000291	0.000668	0.001895	0.000368	0.000343	0.004408	0.001255	0.001297	0.001244	0.000870	0.000734	0.000182	0.000822	0.000046	0.000041	0.000016	0.000019	0.000131	0.000033	0.000042	0.000052	0.000100	0.000021	0.000537	0.095308
that	0.052370	0.000569	0.004899	0.009981	0.009898	0.085551	0.150402	0.489248	0.112307	0.011660	0.005474	0.001193	0.000830	0.000626	0.009094	0.002268	0.001559	0.000440	0.000519	0.002591	0.009681	0.002524	0.007047	0.001382	0.000514	0.000480	0.000396	0.000053	0.000036	0.000120	0.000051	0.000039	0.000224	0.000299	0.000035	0.000148	0.000357	0.002243	0.001145	0.000473	0.000224	0.000649	0.000053	0.000020	0.000018	0.000042	0.000015	0.000078	0.000718	0.000564	0.000175	0.000137	0.000727	0.000594	0.000963	0.001598	0.000633	0.000355	0.000296	0.001745	0.000027	0.000015	0.000006	0.000004	0.000020	0.000015	0.000099	0.000040	0.000019	0.000054	0.000798	0.010572
the	0.066736	0.002542	0.005844	0.040657	0.032439	0.033391	0.325631	0.249939	0.075564	0.018493	0.017069	0.003433	0.001022	0.000350	0.006378	0.002589	0.001451	0.000609	0.000847	0.002992	0.006918	0.000946	0.014508	0.003689	0.001718	0.001649	0.000488	0.000206	0.000094	0.000174	0.000043	0.000047	0.000400	0.000098	0.000045	0.000080	0.000875	0.001767	0.001767	0.001540	0.000282	0.000867	0.000134	0.000064	0.000045	0.000168	0.000070	0.000093	0.002147	0.000138	0.000130	0.000154	0.000578	0.000439	0.001049	0.010449	0.001685	0.000624	0.000718	0.011116	0.000135	0.000053	0.000024	0.000022	0.000039	0.000009	0.000141	0.000024	0.000016	0.000022	0.000755	0.042782
impacts	0.054848	0.000063	0.000368	0.002952	0.007391	0.010490	0.005466	0.063932	0.056259	0.012137	0.005712	0.002431	0.001621	0.000646	0.010578	0.002609	0.000535	0.000047	0.000016	0.000312	0.005164	0.001777	0.001002	0.003875	0.008168	0.004721	0.002983	0.000196	0.000172	0.000183	0.000090	0.000157	0.000178	0.000019	0.000019	0.000088	0.000093	0.000248	0.000575	0.001601	0.000577	0.001231	0.000146	0.000112	0.000007	0.000022	0.000033	0.000124	0.000260	0.000043	0.000030	0.000250	0.000495	0.000447	0.001123	0.001108	0.001448	0.001963	0.001042	0.008078	0.000973	0.000053	0.000013	0.000012	0.000031	0.000010	0.000056	0.000076	0.000125	0.000094	0.000948	0.709348
would	0.023567	0.000109	0.000135	0.002753	0.007027	0.013258	0.047013	0.005622	0.058928	0.524308	0.073468	0.067332	0.032047	0.006763	0.026902	0.015506	0.001670	0.000241	0.000145	0.000516	0.003056	0.001576	0.004491	0.002359	0.002722	0.003651	0.002746	0.000719	0.001400	0.001329	0.000079	0.000083	0.000321	0.000013	0.000004	0.000013	0.000087	0.000270	0.000242	0.000227	0.001288	0.000751	0.000115	0.000095	0.000078	0.000074	0.000017	0.000054	0.000211	0.000008	0.000013	0.000016	0.000082	0.000159	0.000442	0.002201	0.000432	0.002361	0.001615	0.011422	0.000794	0.000904	0.000048	0.000022	0.000081	0.000009	0.000028	0.000013	0.000090	0.000063	0.000365	0.043449
be	0.009153	0.000113	0.000342	0.001693	0.000716	0.001837	0.032056	0.032874	0.016923	0.296209	0.048865	0.016584	0.014375	0.024609	0.426915	0.029304	0.000658	0.000129	0.000019	0.000384	0.000341	0.000142	0.000833	0.000476	0.001883	0.001356	0.000829	0.000079	0.000210	0.002183	0.000123	0.000710	0.000374	0.000011	0.000002	0.000002	0.000010	0.000214	0.000169	0.000025	0.000193	0.001097	0.000109	0.000024	0.000023	0.000099	0.000019	0.000024	0.000140	0.000021	0.000007	0.000004	0.000010	0.000019	0.000050	0.000319	0.000236	0.000253	0.000689	0.023526	0.000313	0.000546	0.000013	0.000006	0.000067	0.000005	0.000119	0.000009	0.000015	0.000089	0.000139	0.008090
minimal	0.038267	0.000033	0.000151	0.000371	0.000205	0.000630	0.004066	0.005666	0.006332	0.007010	0.093436	0.083053	0.007655	0.011106	0.245538	0.154697	0.001196	0.000115	0.000038	0.000325	0.000312	0.000143	0.000066	0.000142	0.000253	0.000806	0.003545	0.000241	0.000046	0.000609	0.000306	0.000722	0.000272	0.000002	0.000001	0.000002	0.000001	0.000012	0.000005	0.000004	0.000008	0.000103	0.000033	0.000050	0.000002	0.000012	0.000024	0.000082	0.000063	0.000008	0.000001	0.000001	0.000001	0.000001	0.000017	0.000028	0.000022	0.000229	0.000571	0.006505	0.000837	0.000244	0.000083	0.000009	0.000037	0.000007	0.000088	0.000012	0.000003	0.000004	0.000223	0.323314
or	0.011744	0.000100	0.000147	0.001110	0.000095	0.000221	0.001529	0.004758	0.006713	0.008201	0.071099	0.016189	0.039745	0.014370	0.642311	0.112140	0.008829	0.000524	0.000040	0.000100	0.000213	0.000038	0.000038	0.000187	0.000460	0.000922	0.001131	0.000146	0.000323	0.000971	0.000381	0.018006	0.000121	0.000002	0.000000	0.000001	0.000002	0.000004	0.000002	0.000005	0.000010	0.000035	0.000032	0.000106	0.000013	0.000029	0.000068	0.000136	0.000096	0.000028	0.000004	0.000001	0.000001	0.000002	0.000009	0.000031	0.000037	0.000164	0.000507	0.009508	0.002871	0.001198	0.000068	0.000057	0.000152	0.000018	0.001023	0.000014	0.000001	0.000010	0.000160	0.020692
none	0.010432	0.000089	0.000248	0.000479	0.000273	0.000232	0.001856	0.000676	0.003158	0.007330	0.022074	0.007297	0.025712	0.065934	0.610843	0.110933	0.012162	0.001579	0.000124	0.000739	0.000962	0.000181	0.000177	0.000089	0.000910	0.001329	0.001680	0.000131	0.001949	0.003904	0.003703	0.014373	0.000464	0.000046	0.000005	0.000004	0.000005	0.000007	0.000006	0.000007	0.000024	0.000034	0.000022	0.000030	0.000022	0.000063	0.000045	0.000066	0.000107	0.000018	0.000003	0.000000	0.000001	0.000002	0.000003	0.000015	0.000038	0.000065	0.000159	0.001345	0.001214	0.001901	0.000058	0.000158	0.000299	0.000154	0.001455	0.000046	0.000019	0.000069	0.000292	0.080166
