TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.014760	0.027545	0.005865	0.013828	0.007888	0.011034	0.024017	0.004648	0.003130	0.043105	0.005290	0.007190	0.005136	0.005244	0.014285	0.009956	0.017057	0.008564	0.005188	0.016227	0.025420	0.007763	0.030765	0.011017	0.008300	0.012381	0.008985	0.003772	0.009477	0.021355	0.005898	0.010317	0.015128	0.031513	0.008723	0.007920	0.026937	0.029648	0.022056	0.009590	0.031960	0.035534	0.013868	0.010238	0.015247	0.008521	0.011018	0.010229	0.009721	0.005728	0.008374	0.007486	0.013526	0.006021	0.008969	0.031857	0.003872	0.012653	0.007381	0.023072	0.008990	0.022484	0.003711	0.007112	0.019482	0.005650	0.005497	0.008979	0.005537	0.021305	0.040544	0.018510
EPA	0.035810	0.006903	0.025956	0.027593	0.016922	0.029342	0.011050	0.023093	0.019655	0.005949	0.001806	0.000524	0.001436	0.000290	0.005531	0.001802	0.051332	0.003998	0.008344	0.009847	0.096226	0.014584	0.018065	0.003027	0.012532	0.043430	0.016934	0.007769	0.001882	0.001192	0.007670	0.005615	0.028971	0.002919	0.013131	0.013639	0.011038	0.010624	0.008033	0.016482	0.008669	0.022759	0.002450	0.010991	0.003405	0.010966	0.030787	0.022508	0.033552	0.015467	0.002680	0.002536	0.013692	0.001407	0.010052	0.001572	0.002933	0.018423	0.007653	0.006390	0.006895	0.007191	0.006017	0.001324	0.000744	0.004679	0.009346	0.001868	0.002707	0.004517	0.071950	0.032929
has	0.078010	0.007916	0.112124	0.007995	0.002802	0.024772	0.005797	0.038533	0.016267	0.000324	0.001058	0.000319	0.001575	0.000644	0.001187	0.000248	0.051001	0.001718	0.001328	0.001618	0.078855	0.025270	0.002613	0.002019	0.018764	0.057117	0.027040	0.005795	0.002501	0.000570	0.001599	0.000231	0.002147	0.000532	0.007242	0.020319	0.002764	0.001637	0.004525	0.011635	0.000320	0.002644	0.002355	0.015866	0.000768	0.003546	0.038601	0.022809	0.006809	0.047863	0.000450	0.000414	0.014834	0.000987	0.014469	0.000308	0.001153	0.019137	0.002117	0.001182	0.006287	0.002345	0.004021	0.001761	0.000404	0.001008	0.001263	0.001640	0.000242	0.000499	0.063831	0.091656
determined	0.150421	0.005642	0.019384	0.002492	0.002541	0.049092	0.011510	0.005075	0.005799	0.000774	0.003361	0.000168	0.001423	0.001987	0.002122	0.000633	0.056413	0.000704	0.002451	0.001986	0.081769	0.027513	0.004617	0.002624	0.011391	0.049882	0.038420	0.002758	0.001664	0.000281	0.002562	0.000414	0.006901	0.000873	0.002502	0.023370	0.004692	0.002374	0.002496	0.008145	0.000256	0.001051	0.000686	0.018685	0.000508	0.001434	0.028727	0.032054	0.005417	0.005324	0.000410	0.000392	0.012136	0.001290	0.018867	0.001029	0.001464	0.025778	0.001668	0.000497	0.003541	0.001608	0.001560	0.001027	0.000183	0.001345	0.001163	0.001466	0.000937	0.001127	0.113491	0.115652
that	0.061036	0.001452	0.008853	0.001580	0.002764	0.090048	0.002191	0.001519	0.003067	0.000475	0.004336	0.000409	0.000643	0.001070	0.001931	0.000263	0.098128	0.000485	0.001218	0.000430	0.107554	0.070702	0.000553	0.004404	0.011059	0.058335	0.071807	0.002214	0.001235	0.000356	0.000216	0.000269	0.001171	0.000221	0.002096	0.044858	0.002220	0.000187	0.000685	0.008466	0.000101	0.000401	0.000359	0.036217	0.000097	0.000307	0.030802	0.045730	0.000620	0.002224	0.000102	0.000166	0.011137	0.000251	0.037327	0.000259	0.000358	0.037988	0.000251	0.000319	0.003678	0.000891	0.001205	0.000758	0.000216	0.000143	0.000450	0.000225	0.000415	0.000455	0.069831	0.046215
the	0.023527	0.002719	0.002902	0.002782	0.007012	0.055153	0.003079	0.003978	0.002067	0.004257	0.009102	0.001494	0.000429	0.001805	0.004345	0.000958	0.095021	0.001935	0.007068	0.001160	0.112289	0.040848	0.002409	0.008754	0.010401	0.066667	0.052584	0.002405	0.001494	0.000508	0.000604	0.001070	0.003767	0.003419	0.005264	0.033737	0.004520	0.002014	0.002674	0.015625	0.001873	0.008556	0.001222	0.030831	0.000680	0.001104	0.037928	0.039340	0.001547	0.003084	0.000869	0.001162	0.017534	0.001289	0.032023	0.001426	0.000840	0.042211	0.001681	0.002585	0.005493	0.002072	0.001742	0.001047	0.000409	0.000444	0.000622	0.001532	0.000470	0.000841	0.130521	0.025172
impacts	0.098668	0.004832	0.028124	0.019248	0.005530	0.037307	0.004752	0.010919	0.009014	0.000525	0.002834	0.001633	0.000713	0.000636	0.002680	0.002419	0.073661	0.000634	0.008418	0.003462	0.090721	0.017762	0.001378	0.009942	0.008293	0.031248	0.024191	0.009800	0.002433	0.001341	0.003306	0.001822	0.004168	0.002549	0.008594	0.019026	0.006166	0.003795	0.003559	0.014871	0.001809	0.003646	0.002665	0.013821	0.000741	0.003403	0.030953	0.022490	0.046727	0.012092	0.002285	0.000714	0.012183	0.004540	0.015933	0.001341	0.001609	0.019096	0.009385	0.005125	0.004152	0.000841	0.006612	0.002084	0.000898	0.002185	0.004235	0.001944	0.007524	0.013693	0.077738	0.086564
would	0.075643	0.002150	0.015881	0.001009	0.000709	0.091913	0.003586	0.002398	0.005149	0.000697	0.003213	0.000307	0.001130	0.006304	0.001421	0.000176	0.077117	0.000263	0.000562	0.000476	0.065530	0.060783	0.001280	0.003320	0.013187	0.033921	0.077804	0.002097	0.000541	0.000140	0.000936	0.000070	0.003073	0.000269	0.002182	0.056654	0.006423	0.000736	0.000613	0.013290	0.000068	0.000592	0.000916	0.035814	0.000110	0.000604	0.024719	0.043591	0.000792	0.003195	0.000191	0.000051	0.022201	0.000731	0.053569	0.000397	0.000505	0.037840	0.000471	0.000599	0.002313	0.000996	0.001125	0.000359	0.000082	0.000534	0.000203	0.000528	0.001827	0.000582	0.071907	0.059630
be	0.124086	0.000864	0.011218	0.000942	0.001771	0.066781	0.001838	0.004158	0.004841	0.000358	0.010314	0.000273	0.000792	0.002056	0.001665	0.000447	0.090190	0.001022	0.001722	0.000323	0.081842	0.051655	0.000533	0.003650	0.020827	0.046059	0.052205	0.001467	0.000494	0.000085	0.000507	0.000123	0.001139	0.000355	0.003138	0.034346	0.002064	0.000365	0.000737	0.015528	0.000094	0.000337	0.000678	0.026971	0.000061	0.000391	0.029883	0.027212	0.000459	0.003442	0.000295	0.000095	0.021106	0.000937	0.035006	0.000176	0.000784	0.032803	0.000233	0.000315	0.003433	0.000322	0.000953	0.000357	0.000060	0.000280	0.000245	0.000520	0.000646	0.000092	0.088073	0.080960
minimal	0.125042	0.000665	0.000869	0.000338	0.001604	0.063851	0.002258	0.000993	0.001749	0.000181	0.003663	0.000407	0.000197	0.001883	0.001479	0.000851	0.078215	0.000159	0.002766	0.000622	0.101937	0.049856	0.001295	0.003825	0.007341	0.030216	0.059845	0.001971	0.000279	0.000159	0.000608	0.000102	0.000454	0.000577	0.001134	0.034053	0.001474	0.000455	0.000157	0.013431	0.000204	0.000379	0.000503	0.024698	0.000046	0.000180	0.020329	0.022425	0.000479	0.000645	0.000164	0.000034	0.008102	0.000438	0.025415	0.000408	0.000377	0.032444	0.000737	0.000264	0.002903	0.000082	0.001078	0.000175	0.000105	0.000248	0.000043	0.000470	0.001371	0.000322	0.177279	0.080693
