TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.249714	0.017265	0.015194	0.020809	0.020626	0.016630	0.010245	0.011714	0.016996	0.011770	0.034114	0.029558	0.023288	0.016292	0.004994	0.017187	0.015343	0.018322	0.011075	0.011017	0.013640	0.008600	0.012792	0.009582	0.014810	0.008811	0.007925	0.008967	0.003490	0.010613	0.015931	0.004908	0.004604	0.007504	0.012189	0.007298	0.010944	0.007279	0.010537	0.008019	0.009809	0.008968	0.010989	0.006593	0.005735	0.006575	0.007014	0.006005	0.009722	0.009732	0.006414	0.006594	0.006970	0.006776	0.005598	0.005388	0.008406	0.005331	0.008029	0.007741	0.008982	0.006635	0.006130	0.002339	0.007324	0.012756	0.006405	0.013456	0.008587	0.004841	0.008155	0.005403
EPA	0.099829	0.176286	0.079257	0.144615	0.039750	0.022052	0.042780	0.019613	0.012612	0.024647	0.025107	0.026002	0.078877	0.026887	0.011044	0.016409	0.009032	0.019811	0.007874	0.011720	0.003128	0.001464	0.022156	0.003058	0.002165	0.001454	0.001613	0.003337	0.004847	0.002299	0.005636	0.001520	0.003766	0.001606	0.001036	0.000719	0.001489	0.001107	0.002263	0.000516	0.001053	0.001017	0.001235	0.000587	0.001314	0.000670	0.000623	0.000644	0.003629	0.001635	0.001395	0.000513	0.000315	0.000381	0.000253	0.000488	0.000376	0.000268	0.000695	0.005142	0.000767	0.002288	0.001134	0.003097	0.001456	0.002209	0.001517	0.001148	0.002896	0.001487	0.000122	0.000268
has	0.005745	0.062934	0.039352	0.176674	0.467020	0.041454	0.003479	0.057529	0.012534	0.011701	0.006594	0.015001	0.009329	0.006525	0.005624	0.019056	0.006325	0.004948	0.001677	0.001787	0.002354	0.001374	0.002230	0.001643	0.001126	0.002468	0.000641	0.001566	0.002559	0.001521	0.002913	0.001303	0.000544	0.001012	0.000674	0.000707	0.000971	0.000179	0.000406	0.000593	0.000160	0.000278	0.000430	0.000328	0.000359	0.000221	0.000867	0.000436	0.000444	0.000820	0.000553	0.000540	0.000648	0.000537	0.000131	0.000027	0.000859	0.000223	0.000078	0.000413	0.000430	0.000351	0.000610	0.000967	0.001093	0.002192	0.000553	0.000408	0.001200	0.001412	0.000253	0.000113
determined	0.015575	0.142666	0.276938	0.080756	0.160232	0.061470	0.034979	0.022408	0.039743	0.013391	0.022067	0.012699	0.019312	0.010413	0.008788	0.007723	0.004650	0.007657	0.002556	0.002151	0.002058	0.001489	0.002114	0.001368	0.001273	0.001567	0.000669	0.001222	0.001272	0.001424	0.001757	0.000747	0.001389	0.001813	0.002355	0.000827	0.001101	0.000985	0.001725	0.000518	0.000508	0.000822	0.000457	0.000228	0.000581	0.000695	0.000875	0.000362	0.000310	0.002576	0.000888	0.000765	0.000523	0.000613	0.000211	0.000165	0.000617	0.000235	0.000221	0.000541	0.000552	0.000643	0.000990	0.000845	0.000878	0.001539	0.001538	0.001600	0.002240	0.002381	0.000572	0.000181
that	0.005583	0.049306	0.225474	0.182474	0.066964	0.186795	0.045983	0.028887	0.022910	0.012439	0.048091	0.020251	0.010484	0.009741	0.015400	0.004751	0.004696	0.006349	0.004071	0.003959	0.002173	0.002358	0.001243	0.002781	0.000524	0.000775	0.001092	0.000772	0.000707	0.001029	0.001760	0.000831	0.000475	0.000899	0.002168	0.002194	0.001053	0.000613	0.001569	0.000564	0.000536	0.000615	0.000220	0.000417	0.000209	0.000393	0.000720	0.000623	0.000205	0.000532	0.000751	0.000973	0.000303	0.000277	0.000532	0.000171	0.000212	0.000219	0.000246	0.000201	0.000137	0.000275	0.000540	0.000870	0.000697	0.001180	0.002433	0.000819	0.000949	0.001817	0.001504	0.000236
the	0.006024	0.044245	0.139840	0.257622	0.157214	0.096442	0.070352	0.075449	0.037362	0.013871	0.020186	0.017874	0.006417	0.005575	0.004528	0.004951	0.002928	0.002387	0.001773	0.004169	0.001892	0.000600	0.000824	0.002297	0.000300	0.000201	0.000162	0.000160	0.000314	0.000507	0.000459	0.000751	0.000542	0.000769	0.000915	0.001261	0.001502	0.000995	0.002513	0.000674	0.000507	0.000248	0.000199	0.000133	0.000176	0.000078	0.000154	0.000169	0.000152	0.000498	0.000644	0.000877	0.000289	0.000183	0.000141	0.000138	0.000130	0.000039	0.000040	0.000137	0.000058	0.000081	0.000053	0.000312	0.000619	0.000402	0.001162	0.001268	0.001451	0.001303	0.001190	0.000321
impacts	0.028749	0.068215	0.050124	0.169187	0.229712	0.121430	0.039972	0.092532	0.050760	0.044615	0.011716	0.011898	0.004827	0.005820	0.002123	0.004697	0.002812	0.001844	0.002056	0.004134	0.002385	0.001580	0.003624	0.002416	0.001183	0.000528	0.000420	0.000558	0.001104	0.000478	0.000684	0.000845	0.001129	0.001165	0.000912	0.002129	0.004019	0.002945	0.004276	0.001333	0.001771	0.000925	0.000519	0.000325	0.000394	0.000099	0.000123	0.000188	0.000629	0.000837	0.000769	0.001030	0.000423	0.000949	0.000185	0.000107	0.000411	0.000102	0.000110	0.000157	0.000108	0.000126	0.000074	0.000264	0.000269	0.000484	0.000332	0.000419	0.005114	0.000967	0.000601	0.000251
would	0.003625	0.036852	0.146810	0.043312	0.208524	0.248424	0.066932	0.039962	0.063352	0.029906	0.027885	0.014656	0.008708	0.005186	0.009901	0.005703	0.001829	0.004176	0.001917	0.001311	0.001734	0.003693	0.001150	0.003825	0.001153	0.000910	0.000680	0.000180	0.000242	0.000262	0.000403	0.000253	0.000157	0.000299	0.000893	0.001062	0.000677	0.001046	0.002759	0.000993	0.000738	0.000953	0.000349	0.000285	0.000229	0.000137	0.000153	0.000116	0.000061	0.000168	0.000174	0.000387	0.000280	0.000332	0.000393	0.000056	0.000231	0.000212	0.000052	0.000137	0.000050	0.000038	0.000027	0.000037	0.000061	0.000220	0.000410	0.000126	0.000265	0.000708	0.001035	0.000237
be	0.006862	0.017455	0.079802	0.060489	0.144407	0.248239	0.051425	0.133482	0.043843	0.040272	0.050898	0.042898	0.010585	0.003101	0.010183	0.009954	0.001971	0.001639	0.001701	0.001367	0.001165	0.003416	0.001435	0.003386	0.000676	0.000730	0.001856	0.000307	0.000258	0.000167	0.000430	0.000254	0.000128	0.000343	0.000677	0.001716	0.000451	0.000565	0.004484	0.001957	0.001650	0.002530	0.000847	0.001738	0.000208	0.000184	0.000362	0.000462	0.000090	0.000246	0.000426	0.000700	0.000264	0.000366	0.001044	0.000207	0.000289	0.000499	0.000197	0.000201	0.000069	0.000035	0.000044	0.000058	0.000035	0.000127	0.000185	0.000081	0.000227	0.000195	0.001252	0.000206
minimal	0.088635	0.016022	0.039283	0.047104	0.086231	0.037813	0.058323	0.075446	0.157597	0.025169	0.105911	0.173225	0.015759	0.003294	0.003023	0.016181	0.002688	0.003306	0.002443	0.004682	0.001775	0.000861	0.002455	0.005559	0.001320	0.000601	0.000626	0.000608	0.000183	0.000190	0.000382	0.000335	0.000132	0.000326	0.000444	0.000583	0.000471	0.001018	0.006653	0.001714	0.002120	0.000908	0.001301	0.000667	0.000240	0.000253	0.000215	0.000171	0.000271	0.000430	0.000254	0.000519	0.000220	0.000271	0.000259	0.000338	0.000270	0.000140	0.000241	0.000292	0.000163	0.000046	0.000047	0.000037	0.000056	0.000095	0.000155	0.000334	0.000219	0.000172	0.000672	0.000251
