TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.176105	0.000550	0.000131	0.000236	0.000061	0.000039	0.000073	0.000010	0.000010	0.000070	0.000006	0.000006	0.000009	0.000022	0.000063	0.000178	0.000001	0.000011	0.000003	0.000064	0.000079	0.000016	0.000029	0.000003	0.000066	0.000007	0.000013	0.000005	0.000004	0.000033	0.000057	0.000095	0.000062	0.000001	0.000011	0.000001	0.000028	0.000053	0.000005	0.000026	0.000006	0.000012	0.000030	0.000012	0.000072	0.000031	0.000116	0.000078	0.000467	0.000150	0.000087	0.000027	0.000023	0.000009	0.000011	0.000039	0.000023	0.000014	0.000086	0.000040	0.000080	0.000077	0.000007	0.000014	0.000098	0.000097	0.000079	0.000013	0.000020	0.000097	0.003999	0.815843
EPA	0.001611	0.038671	0.004665	0.004221	0.001965	0.001070	0.002420	0.001832	0.000398	0.001617	0.000391	0.000595	0.000562	0.000576	0.001697	0.001139	0.000464	0.000078	0.000225	0.000244	0.000468	0.000171	0.000268	0.000081	0.000773	0.000341	0.000298	0.000392	0.000035	0.000102	0.000081	0.000333	0.000670	0.000046	0.000083	0.000043	0.000558	0.000096	0.000041	0.000015	0.000166	0.000341	0.000049	0.000073	0.000071	0.000118	0.000041	0.000078	0.000904	0.000223	0.000016	0.000056	0.000011	0.000005	0.000008	0.000037	0.000009	0.000033	0.000124	0.000055	0.000009	0.000453	0.000130	0.000036	0.000078	0.000089	0.000070	0.000013	0.000023	0.000083	0.005662	0.921601
has	0.001935	0.193086	0.039189	0.003197	0.001566	0.000174	0.000229	0.000123	0.000029	0.000557	0.000018	0.000105	0.000037	0.000066	0.000606	0.000811	0.000137	0.000039	0.000015	0.000106	0.000197	0.000043	0.000030	0.000004	0.000054	0.000011	0.000016	0.000004	0.000001	0.000005	0.000002	0.000017	0.000012	0.000002	0.000003	0.000006	0.000017	0.000004	0.000000	0.000000	0.000002	0.000008	0.000000	0.000000	0.000002	0.000005	0.000007	0.000009	0.000057	0.000009	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000006	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.002667	0.754764
determined	0.002147	0.319455	0.213116	0.034011	0.009203	0.002735	0.001692	0.002677	0.000160	0.001020	0.000148	0.000083	0.000074	0.000182	0.001121	0.010408	0.000360	0.000194	0.000472	0.000806	0.000671	0.000379	0.000062	0.000014	0.000288	0.000059	0.000068	0.000009	0.000004	0.000013	0.000007	0.000046	0.000052	0.000009	0.000017	0.000015	0.000057	0.000054	0.000003	0.000001	0.000013	0.000028	0.000007	0.000010	0.000032	0.000044	0.000010	0.000033	0.000073	0.000179	0.000020	0.000032	0.000003	0.000001	0.000001	0.000001	0.000000	0.000001	0.000002	0.000001	0.000000	0.000009	0.000000	0.000001	0.000002	0.000003	0.000001	0.000000	0.000000	0.000001	0.001457	0.396143
that	0.002006	0.291507	0.213771	0.100966	0.018541	0.005350	0.002972	0.007386	0.000503	0.002430	0.000255	0.000084	0.000058	0.000084	0.001111	0.019944	0.000304	0.000221	0.001402	0.001186	0.000686	0.000111	0.000026	0.000005	0.000161	0.000038	0.000028	0.000010	0.000005	0.000011	0.000012	0.000126	0.000105	0.000010	0.000013	0.000018	0.000142	0.000087	0.000002	0.000002	0.000014	0.000047	0.000006	0.000005	0.000016	0.000016	0.000001	0.000013	0.000134	0.000479	0.000023	0.000026	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000004	0.000000	0.000002	0.000002	0.000006	0.000001	0.000000	0.000000	0.000001	0.000850	0.326672
the	0.006178	0.044254	0.023789	0.161982	0.045131	0.034533	0.009776	0.019774	0.002502	0.016778	0.000386	0.000192	0.000083	0.000400	0.001162	0.030576	0.000336	0.000446	0.000406	0.002949	0.000929	0.000406	0.000133	0.000007	0.000187	0.000267	0.000318	0.000128	0.000015	0.000033	0.000090	0.000369	0.000424	0.000087	0.000061	0.000041	0.000154	0.000186	0.000015	0.000024	0.000022	0.000069	0.000058	0.000017	0.000027	0.000023	0.000005	0.000045	0.000660	0.000846	0.000086	0.000029	0.000006	0.000001	0.000001	0.000005	0.000001	0.000001	0.000002	0.000011	0.000004	0.000017	0.000003	0.000002	0.000005	0.000028	0.000009	0.000002	0.000001	0.000002	0.000789	0.591715
impacts	0.003202	0.006315	0.004104	0.086904	0.049334	0.134465	0.034364	0.072991	0.019816	0.145210	0.004347	0.004011	0.001039	0.001302	0.008913	0.012524	0.000718	0.000982	0.000370	0.014164	0.001728	0.001088	0.000566	0.000028	0.000459	0.000713	0.000935	0.000631	0.000056	0.000112	0.000484	0.000870	0.001135	0.000418	0.000352	0.000270	0.001117	0.000771	0.000331	0.000087	0.000076	0.000161	0.000249	0.000071	0.000066	0.000031	0.000042	0.000144	0.001176	0.000864	0.000258	0.000122	0.000042	0.000049	0.000085	0.000256	0.000042	0.000024	0.000042	0.000252	0.000043	0.000119	0.000047	0.000015	0.000049	0.000275	0.000077	0.000016	0.000027	0.000034	0.000821	0.377198
would	0.001409	0.006833	0.002292	0.241261	0.270125	0.225399	0.013487	0.044030	0.013222	0.012307	0.002261	0.000439	0.000058	0.000465	0.001945	0.007647	0.000413	0.001105	0.000331	0.002469	0.002906	0.000299	0.000102	0.000010	0.000104	0.000040	0.000048	0.000010	0.000003	0.000001	0.000005	0.000110	0.000041	0.000032	0.000045	0.000094	0.000346	0.000177	0.000024	0.000015	0.000033	0.000049	0.000008	0.000002	0.000003	0.000002	0.000001	0.000012	0.000039	0.000401	0.000151	0.000101	0.000017	0.000026	0.000083	0.000019	0.000009	0.000008	0.000006	0.000013	0.000003	0.000018	0.000001	0.000001	0.000001	0.000003	0.000011	0.000001	0.000001	0.000000	0.000230	0.146836
be	0.000226	0.002191	0.000748	0.088630	0.136577	0.687385	0.007481	0.027850	0.009099	0.003510	0.001929	0.000147	0.000029	0.000119	0.001206	0.008935	0.000136	0.000410	0.000150	0.001905	0.001406	0.000348	0.000037	0.000003	0.000059	0.000020	0.000032	0.000003	0.000001	0.000001	0.000001	0.000020	0.000008	0.000003	0.000015	0.000048	0.000042	0.000014	0.000002	0.000002	0.000008	0.000011	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000003	0.000077	0.000043	0.000079	0.000008	0.000015	0.000022	0.000004	0.000006	0.000003	0.000002	0.000004	0.000000	0.000003	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000041	0.018942
minimal	0.001150	0.010427	0.005499	0.142471	0.109763	0.423710	0.026611	0.109243	0.023108	0.010928	0.007627	0.000936	0.000205	0.000513	0.005166	0.027001	0.000444	0.000425	0.001158	0.006654	0.002262	0.000679	0.000132	0.000011	0.000115	0.000046	0.000081	0.000014	0.000006	0.000007	0.000007	0.000025	0.000048	0.000040	0.000040	0.000146	0.000316	0.000069	0.000018	0.000004	0.000030	0.000054	0.000002	0.000002	0.000003	0.000001	0.000000	0.000003	0.000017	0.000333	0.000185	0.000208	0.000024	0.000016	0.000053	0.000012	0.000007	0.000009	0.000014	0.000012	0.000002	0.000012	0.000001	0.000001	0.000002	0.000004	0.000003	0.000011	0.000004	0.000002	0.000212	0.081654
or	0.000374	0.002082	0.000876	0.084805	0.171124	0.031530	0.004536	0.228938	0.378716	0.029166	0.028113	0.007676	0.000585	0.000467	0.002470	0.001384	0.000028	0.000094	0.000202	0.000216	0.000812	0.000015	0.000006	0.000001	0.000013	0.000003	0.000002	0.000000	0.000001	0.000000	0.000001	0.000004	0.000007	0.000001	0.000001	0.000002	0.000005	0.000003	0.000002	0.000007	0.000014	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000086	0.000014	0.000007	0.000004	0.000003	0.000007	0.000004	0.000013	0.000012	0.000008	0.000010	0.000002	0.000003	0.000000	0.000000	0.000000	0.000001	0.000001	0.000003	0.000000	0.000000	0.000153	0.025374
none	0.000151	0.002561	0.000403	0.019380	0.034929	0.216646	0.049885	0.381823	0.231385	0.022248	0.019118	0.000835	0.000136	0.000608	0.004648	0.007364	0.000050	0.000059	0.000095	0.000919	0.000499	0.000391	0.000073	0.000006	0.000028	0.000132	0.000132	0.000018	0.000009	0.000002	0.000002	0.000044	0.000151	0.000007	0.000017	0.000008	0.000018	0.000007	0.000007	0.000009	0.000023	0.000025	0.000005	0.000003	0.000002	0.000000	0.000000	0.000001	0.000005	0.000052	0.000022	0.000033	0.000008	0.000010	0.000010	0.000007	0.000016	0.000017	0.000016	0.000017	0.000032	0.000034	0.000003	0.000003	0.000001	0.000002	0.000011	0.000015	0.000001	0.000001	0.000054	0.004762
##xi	0.002040	0.014696	0.001648	0.024133	0.039940	0.071411	0.033211	0.222335	0.204243	0.052476	0.111693	0.023376	0.002750	0.004938	0.012460	0.009958	0.001239	0.001091	0.001094	0.007707	0.013731	0.004359	0.000743	0.000100	0.000541	0.000623	0.001189	0.000274	0.000336	0.000070	0.000045	0.000949	0.000903	0.000080	0.000049	0.000026	0.000091	0.000066	0.000056	0.000060	0.000118	0.000243	0.000151	0.000032	0.000025	0.000012	0.000014	0.000038	0.000126	0.000705	0.000572	0.000285	0.000058	0.000457	0.000446	0.000131	0.000229	0.000584	0.000716	0.000459	0.000328	0.001204	0.000060	0.000183	0.000041	0.000056	0.000208	0.000232	0.000022	0.000013	0.002050	0.123472
