TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.044175	0.001748	0.004141	0.004664	0.003032	0.002012	0.000626	0.001217	0.000535	0.000771	0.000153	0.000148	0.000119	0.000081	0.000477	0.002320	0.000390	0.000171	0.004376	0.001267	0.002550	0.000803	0.000434	0.000300	0.000472	0.000411	0.001261	0.000164	0.000111	0.000146	0.000061	0.000256	0.000623	0.001376	0.002180	0.002766	0.000465	0.000700	0.000246	0.000403	0.000409	0.000579	0.001195	0.004289	0.001289	0.000871	0.001265	0.005750	0.001537	0.007799	0.000342	0.000878	0.000529	0.000418	0.001202	0.000632	0.000966	0.003384	0.004551	0.000826	0.000742	0.000382	0.000192	0.000171	0.000207	0.000110	0.000503	0.000669	0.000439	0.000479	0.001534	0.867710
EPA	0.000808	0.004167	0.001724	0.000381	0.000337	0.000847	0.000293	0.000301	0.000092	0.000055	0.000129	0.000018	0.000030	0.000078	0.000060	0.000315	0.000084	0.000056	0.000077	0.000122	0.000157	0.000296	0.000052	0.000092	0.000132	0.000228	0.000365	0.000028	0.000012	0.000006	0.000011	0.000061	0.000043	0.000199	0.000204	0.000277	0.000139	0.000019	0.000029	0.000090	0.000062	0.000029	0.000084	0.000212	0.000044	0.000017	0.000139	0.000360	0.000148	0.000173	0.000040	0.000178	0.000026	0.000014	0.000084	0.000013	0.000031	0.000133	0.000024	0.000181	0.000105	0.000042	0.000008	0.000013	0.000007	0.000017	0.000031	0.000006	0.000010	0.000006	0.000911	0.984435
has	0.002303	0.068855	0.106247	0.043503	0.007730	0.001523	0.000478	0.000661	0.000442	0.000323	0.000152	0.000108	0.000042	0.000455	0.000300	0.000489	0.000172	0.000078	0.000085	0.000038	0.000104	0.000359	0.000181	0.000034	0.000349	0.000574	0.000380	0.000069	0.000022	0.000039	0.000016	0.000100	0.000030	0.000036	0.000058	0.000196	0.000062	0.000056	0.000025	0.000058	0.000021	0.000014	0.000187	0.000410	0.000129	0.000020	0.000250	0.000323	0.000203	0.000217	0.000067	0.000016	0.000013	0.000011	0.000026	0.000008	0.000005	0.000030	0.000024	0.000026	0.000041	0.000015	0.000002	0.000003	0.000005	0.000003	0.000001	0.000002	0.000002	0.000006	0.000662	0.760525
determined	0.002533	0.103245	0.042644	0.022703	0.011189	0.009807	0.003694	0.004901	0.002304	0.002543	0.000841	0.000144	0.000251	0.000363	0.000466	0.001993	0.000811	0.000503	0.000316	0.000275	0.000495	0.002045	0.001240	0.000096	0.003399	0.003327	0.001629	0.000209	0.000111	0.000067	0.000181	0.000610	0.002272	0.001608	0.000638	0.000920	0.000752	0.000222	0.000337	0.000494	0.000112	0.000075	0.001744	0.001563	0.001600	0.000511	0.002170	0.001057	0.001147	0.000607	0.000195	0.000091	0.000069	0.000081	0.000114	0.000066	0.000095	0.000083	0.000062	0.000103	0.000168	0.000196	0.000011	0.000025	0.000015	0.000053	0.000012	0.000004	0.000008	0.000010	0.001242	0.754531
that	0.006045	0.056571	0.158203	0.055005	0.049385	0.038087	0.013518	0.018711	0.006080	0.002912	0.002924	0.000222	0.000383	0.000201	0.001332	0.037009	0.002104	0.000468	0.001035	0.003050	0.001149	0.003603	0.000388	0.000341	0.000933	0.002657	0.001584	0.000109	0.000087	0.000056	0.000102	0.000236	0.002971	0.000693	0.000621	0.001708	0.000944	0.000827	0.000530	0.000521	0.000099	0.000074	0.002266	0.000904	0.000199	0.000213	0.001837	0.001118	0.000332	0.001450	0.000278	0.000341	0.000080	0.000052	0.000065	0.000038	0.000012	0.000035	0.000018	0.000054	0.000083	0.000104	0.000004	0.000024	0.000014	0.000026	0.000007	0.000007	0.000003	0.000005	0.002111	0.514843
the	0.006393	0.020869	0.022276	0.010688	0.008532	0.063785	0.020916	0.013313	0.009012	0.002790	0.005051	0.000388	0.000593	0.000726	0.002696	0.003445	0.001365	0.000490	0.000310	0.000813	0.000413	0.001363	0.000487	0.000147	0.001182	0.000768	0.002812	0.000820	0.000256	0.000123	0.000303	0.001296	0.003303	0.000650	0.000292	0.000735	0.001093	0.000517	0.000247	0.000403	0.000449	0.000402	0.001508	0.001332	0.000535	0.000618	0.000885	0.004036	0.001563	0.000937	0.000182	0.000206	0.000078	0.000058	0.000101	0.000046	0.000032	0.000080	0.000084	0.000068	0.000159	0.000186	0.000047	0.000042	0.000028	0.000084	0.000128	0.000009	0.000005	0.000004	0.000832	0.773615
impacts	0.000922	0.001395	0.000884	0.000283	0.000315	0.007524	0.003085	0.000599	0.000366	0.000150	0.000118	0.000032	0.000085	0.000026	0.000125	0.000078	0.000008	0.000006	0.000002	0.000038	0.000042	0.000163	0.000033	0.000037	0.000122	0.000033	0.000067	0.000014	0.000004	0.000003	0.000024	0.000029	0.000073	0.000033	0.000020	0.000039	0.000073	0.000016	0.000011	0.000009	0.000007	0.000010	0.000024	0.000017	0.000005	0.000006	0.000012	0.000103	0.000110	0.000105	0.000014	0.000029	0.000011	0.000008	0.000021	0.000012	0.000007	0.000008	0.000006	0.000022	0.000013	0.000006	0.000002	0.000005	0.000006	0.000038	0.000023	0.000001	0.000000	0.000000	0.000065	0.982419
would	0.003405	0.010373	0.012145	0.008600	0.006658	0.070930	0.012209	0.031954	0.006658	0.000640	0.006708	0.000096	0.000578	0.000241	0.001797	0.001738	0.000433	0.000533	0.000166	0.001509	0.000350	0.000618	0.000264	0.000135	0.000507	0.000152	0.000157	0.000038	0.000022	0.000008	0.000138	0.000120	0.000627	0.000493	0.000100	0.000255	0.000422	0.000058	0.000136	0.000116	0.000055	0.000074	0.000449	0.000075	0.000098	0.000059	0.000117	0.000307	0.000176	0.003689	0.000826	0.000509	0.000865	0.000197	0.000170	0.000119	0.000033	0.000026	0.000027	0.000088	0.000186	0.000062	0.000007	0.000023	0.000009	0.000132	0.000058	0.000037	0.000001	0.000001	0.000851	0.808588
be	0.003892	0.003394	0.002964	0.001618	0.002654	0.169847	0.163078	0.022966	0.013836	0.004574	0.012565	0.000679	0.002009	0.000789	0.004936	0.001192	0.001774	0.000987	0.000336	0.005031	0.000830	0.002726	0.002610	0.000635	0.001641	0.000679	0.000268	0.000072	0.000247	0.000040	0.000487	0.000163	0.001290	0.000836	0.000333	0.000797	0.000845	0.000323	0.000315	0.000155	0.000065	0.000035	0.000353	0.000102	0.000188	0.000094	0.000310	0.000161	0.000087	0.001042	0.000394	0.000783	0.000705	0.000857	0.000623	0.000428	0.000119	0.000076	0.000063	0.000147	0.000168	0.000109	0.000021	0.000296	0.000058	0.000672	0.000086	0.000036	0.000011	0.000004	0.001104	0.556394
minimal	0.004020	0.010439	0.013913	0.006959	0.006405	0.084629	0.082106	0.009423	0.007784	0.005394	0.002288	0.000359	0.000272	0.000572	0.002689	0.001751	0.000189	0.000057	0.000360	0.003259	0.000531	0.002759	0.001236	0.000134	0.000370	0.000424	0.000232	0.000046	0.000045	0.000016	0.000102	0.000116	0.001643	0.000075	0.000079	0.000712	0.000905	0.001860	0.000411	0.000112	0.000123	0.000174	0.000174	0.000098	0.000053	0.000049	0.000176	0.000220	0.000279	0.000475	0.000591	0.000271	0.000336	0.000228	0.000330	0.000278	0.000021	0.000058	0.000083	0.000198	0.000130	0.000094	0.000018	0.000045	0.000023	0.000171	0.000085	0.000020	0.000026	0.000036	0.001122	0.739336
or	0.000727	0.001625	0.001996	0.002437	0.016151	0.039067	0.004026	0.003744	0.011990	0.002128	0.025458	0.000376	0.000636	0.000368	0.001287	0.001304	0.000045	0.000066	0.000412	0.001215	0.000364	0.000309	0.000864	0.000016	0.000031	0.000035	0.000038	0.000012	0.000006	0.000003	0.000015	0.000012	0.000027	0.000008	0.000013	0.000101	0.000091	0.000033	0.000131	0.000026	0.000042	0.000014	0.000086	0.000031	0.000008	0.000005	0.000008	0.000043	0.000013	0.000129	0.000039	0.000166	0.000470	0.000097	0.000238	0.000121	0.000031	0.000176	0.000027	0.000115	0.000106	0.000043	0.000006	0.000003	0.000004	0.000019	0.000033	0.000044	0.000007	0.000020	0.000960	0.879701
none	0.001015	0.019630	0.008296	0.018720	0.009836	0.061287	0.034637	0.016192	0.022196	0.035797	0.009363	0.001705	0.000251	0.000851	0.011245	0.000537	0.000295	0.000146	0.000361	0.002461	0.000200	0.001892	0.001362	0.000235	0.000469	0.000297	0.000291	0.000133	0.000033	0.000011	0.000068	0.000122	0.001496	0.000065	0.000022	0.000145	0.000101	0.000565	0.000105	0.000039	0.000076	0.000047	0.000061	0.000032	0.000028	0.000017	0.000020	0.000068	0.000164	0.000247	0.000240	0.000128	0.000345	0.000277	0.000126	0.000589	0.000066	0.000116	0.000338	0.000467	0.000338	0.000222	0.000036	0.000017	0.000009	0.000082	0.000073	0.000039	0.000023	0.000031	0.000973	0.732231
##xi	0.000340	0.000600	0.000559	0.002652	0.001921	0.003111	0.001973	0.000746	0.002311	0.002926	0.001304	0.000349	0.000220	0.000194	0.000946	0.000327	0.000089	0.000034	0.000200	0.000946	0.000065	0.000357	0.000170	0.000081	0.000044	0.000081	0.000123	0.000048	0.000035	0.000015	0.000024	0.000051	0.000125	0.000049	0.000017	0.000065	0.000032	0.000036	0.000042	0.000023	0.000063	0.000014	0.000025	0.000059	0.000031	0.000011	0.000015	0.000072	0.000046	0.000039	0.000102	0.000038	0.000068	0.000070	0.000080	0.000099	0.000059	0.000156	0.000136	0.000288	0.000352	0.000089	0.000020	0.000024	0.000015	0.000024	0.000053	0.000014	0.000027	0.000014	0.000461	0.974207
##sten	0.000504	0.014802	0.002552	0.003963	0.003371	0.035793	0.051133	0.009117	0.010421	0.013481	0.004202	0.000479	0.000713	0.000420	0.002547	0.000700	0.000136	0.000157	0.000053	0.002391	0.000236	0.001038	0.000320	0.000024	0.000275	0.000195	0.000078	0.000009	0.000014	0.000004	0.000017	0.000013	0.000132	0.000156	0.000026	0.000063	0.000081	0.000052	0.000023	0.000034	0.000119	0.000094	0.000043	0.000011	0.000019	0.000006	0.000014	0.000020	0.000064	0.000119	0.000070	0.000079	0.000090	0.000062	0.000077	0.000054	0.000018	0.000038	0.000090	0.000391	0.000029	0.000035	0.000005	0.000016	0.000008	0.000034	0.000036	0.000013	0.000012	0.000010	0.000406	0.838196
##t	0.001478	0.010868	0.006055	0.005726	0.009561	0.136207	0.097260	0.015284	0.018626	0.018724	0.008086	0.000562	0.000252	0.000507	0.004406	0.001367	0.000191	0.000052	0.000146	0.004317	0.000067	0.000661	0.000417	0.000046	0.000133	0.000147	0.000094	0.000018	0.000007	0.000005	0.000019	0.000035	0.000394	0.000024	0.000017	0.000074	0.000111	0.000194	0.000045	0.000071	0.000149	0.000113	0.000100	0.000034	0.000024	0.000020	0.000037	0.000066	0.000146	0.000081	0.000167	0.000247	0.000320	0.000193	0.000228	0.000177	0.000052	0.000123	0.000266	0.000288	0.000179	0.000087	0.000013	0.000007	0.000013	0.000038	0.000045	0.000012	0.000015	0.000009	0.000559	0.653938
because	0.001607	0.038812	0.148636	0.089952	0.102599	0.128316	0.017449	0.074278	0.047495	0.033221	0.025046	0.021227	0.001376	0.011436	0.056748	0.045710	0.000559	0.000145	0.000856	0.021829	0.002926	0.001945	0.000288	0.000116	0.000331	0.000265	0.000293	0.000037	0.000010	0.000024	0.000007	0.000035	0.000048	0.000174	0.000198	0.000622	0.000205	0.000559	0.000277	0.000126	0.000043	0.000078	0.000241	0.000193	0.000056	0.000023	0.000157	0.000561	0.000058	0.002064	0.000845	0.002398	0.000716	0.000696	0.000845	0.000164	0.000175	0.000424	0.000061	0.000133	0.000091	0.000031	0.000013	0.000023	0.000071	0.000030	0.000014	0.000060	0.000028	0.000027	0.000814	0.113086
