TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.241094	0.002653	0.015761	0.016630	0.008941	0.046589	0.040777	0.020155	0.009586	0.012143	0.012328	0.000289	0.000088	0.000739	0.000633	0.020983	0.000574	0.002798	0.009444	0.014667	0.000864	0.001699	0.001312	0.000106	0.000374	0.001006	0.008376	0.000311	0.000084	0.000020	0.000088	0.001171	0.003593	0.000998	0.000963	0.004794	0.005824	0.001735	0.000449	0.001297	0.002954	0.005193	0.002098	0.001176	0.001458	0.004118	0.000631	0.003216	0.003931	0.028088	0.004716	0.009895	0.001671	0.008885	0.005125	0.001829	0.000945	0.003030	0.003152	0.002299	0.002119	0.002358	0.000098	0.000063	0.000039	0.000094	0.000597	0.012926	0.005943	0.005896	0.169668	0.193849
EPA	0.005717	0.186949	0.000290	0.000803	0.000133	0.000467	0.003769	0.001885	0.000354	0.000623	0.002330	0.000543	0.000009	0.000182	0.000114	0.000560	0.000040	0.000012	0.000014	0.000291	0.000148	0.000336	0.000279	0.000022	0.000067	0.000091	0.000213	0.001350	0.000151	0.000039	0.000194	0.001028	0.001296	0.000049	0.000064	0.000189	0.015232	0.002244	0.000110	0.000042	0.005217	0.026534	0.000160	0.000039	0.000138	0.000141	0.000021	0.000192	0.005638	0.001188	0.000135	0.000236	0.000204	0.000623	0.000133	0.000411	0.000048	0.000163	0.000887	0.004109	0.000302	0.044763	0.001290	0.000126	0.000102	0.000196	0.002098	0.000361	0.003315	0.000754	0.292949	0.379297
has	0.002316	0.091666	0.037137	0.041039	0.004914	0.002123	0.000336	0.017048	0.002570	0.000594	0.008677	0.000139	0.000005	0.000082	0.000058	0.012023	0.000244	0.000351	0.000511	0.001862	0.000656	0.001232	0.000087	0.000034	0.000023	0.000142	0.000730	0.000016	0.000002	0.000004	0.000006	0.000084	0.000287	0.001111	0.001371	0.001518	0.000877	0.000781	0.000066	0.000088	0.000402	0.000903	0.000294	0.000070	0.000167	0.000041	0.000071	0.000827	0.001216	0.041494	0.000941	0.000630	0.000551	0.000351	0.000774	0.000199	0.000081	0.000459	0.000588	0.000397	0.000070	0.000783	0.000011	0.000003	0.000006	0.000006	0.000067	0.001500	0.000151	0.000108	0.308642	0.405383
determined	0.003303	0.119032	0.027284	0.150835	0.005957	0.002890	0.001320	0.032914	0.004399	0.004501	0.017432	0.000459	0.000013	0.000251	0.000385	0.023970	0.000060	0.000283	0.000713	0.006768	0.000558	0.000737	0.000490	0.000059	0.000103	0.000222	0.000322	0.000006	0.000004	0.000004	0.000003	0.000069	0.000950	0.001012	0.001206	0.000402	0.001800	0.000358	0.000032	0.000058	0.000202	0.000574	0.000171	0.000020	0.000147	0.000033	0.000025	0.000162	0.000892	0.009271	0.000488	0.000231	0.000143	0.000328	0.000127	0.000096	0.000049	0.000091	0.000108	0.000411	0.000040	0.000992	0.000004	0.000006	0.000005	0.000004	0.000027	0.000505	0.000149	0.000055	0.250915	0.322563
that	0.001969	0.034655	0.008942	0.073979	0.009894	0.010222	0.017512	0.075510	0.009267	0.004657	0.058856	0.001214	0.000026	0.000621	0.000380	0.022980	0.000090	0.000288	0.001040	0.036972	0.000678	0.002249	0.000794	0.000045	0.000078	0.000321	0.002809	0.000050	0.000005	0.000003	0.000006	0.000382	0.003812	0.000314	0.000891	0.000625	0.004269	0.002664	0.000061	0.000189	0.000410	0.001013	0.000198	0.000060	0.000192	0.000044	0.000060	0.000596	0.002366	0.021269	0.001116	0.000479	0.000444	0.000465	0.000856	0.000597	0.000172	0.000367	0.000601	0.001960	0.000196	0.003872	0.000041	0.000011	0.000005	0.000010	0.000253	0.002748	0.000237	0.000339	0.247696	0.322007
the	0.001484	0.054270	0.000151	0.001270	0.000362	0.009554	0.241003	0.016393	0.001802	0.005632	0.012294	0.001413	0.000068	0.000643	0.000718	0.001016	0.000013	0.000009	0.000018	0.001756	0.000084	0.000500	0.000577	0.000021	0.000132	0.000279	0.001174	0.001312	0.000028	0.000013	0.000079	0.003615	0.011110	0.000065	0.000096	0.000150	0.035091	0.003002	0.000187	0.000220	0.001591	0.006247	0.000509	0.000066	0.000452	0.000121	0.000084	0.000351	0.010525	0.001358	0.000284	0.000235	0.000109	0.000434	0.000211	0.000857	0.000097	0.000112	0.001443	0.004914	0.000901	0.046684	0.000632	0.000040	0.000041	0.000085	0.002428	0.000826	0.004295	0.003927	0.209687	0.292849
impacts	0.001364	0.021090	0.000062	0.000582	0.000151	0.002478	0.441713	0.002928	0.000935	0.009392	0.000829	0.001353	0.000125	0.000976	0.000822	0.000620	0.000013	0.000003	0.000004	0.000650	0.000053	0.000353	0.001120	0.000046	0.000055	0.000104	0.000150	0.000186	0.000042	0.000038	0.000057	0.000288	0.008005	0.000035	0.000077	0.000071	0.007978	0.002568	0.000137	0.000030	0.000297	0.000998	0.000144	0.000018	0.000092	0.000062	0.000028	0.000051	0.002300	0.000359	0.000138	0.000063	0.000050	0.000289	0.000092	0.000599	0.000034	0.000033	0.000070	0.001477	0.000241	0.001720	0.000175	0.000040	0.000078	0.000054	0.000598	0.000125	0.005388	0.002316	0.198962	0.275625
would	0.000526	0.005357	0.002937	0.012975	0.001804	0.008984	0.011510	0.204062	0.010927	0.015546	0.055353	0.002067	0.000138	0.001654	0.001112	0.026342	0.000041	0.000225	0.001240	0.035578	0.001224	0.001380	0.000103	0.000011	0.000037	0.000118	0.000783	0.000008	0.000003	0.000002	0.000004	0.000029	0.001446	0.000643	0.000552	0.000728	0.000615	0.000236	0.000060	0.000095	0.000057	0.000156	0.000218	0.000020	0.000174	0.000016	0.000028	0.000116	0.000285	0.079585	0.001713	0.000448	0.000175	0.000283	0.000514	0.000421	0.000063	0.000085	0.000223	0.000132	0.000030	0.000168	0.000005	0.000004	0.000003	0.000004	0.000026	0.007681	0.000243	0.000208	0.210195	0.290265
be	0.000660	0.040574	0.000198	0.004083	0.000527	0.009006	0.155688	0.042399	0.008181	0.023059	0.045956	0.005639	0.000048	0.002454	0.002599	0.006568	0.000019	0.000051	0.000160	0.026337	0.000344	0.001164	0.000498	0.000019	0.000078	0.000291	0.001030	0.000116	0.000005	0.000005	0.000009	0.000413	0.009796	0.000342	0.000524	0.000268	0.010241	0.001466	0.000138	0.000069	0.000224	0.000964	0.000213	0.000016	0.000144	0.000031	0.000023	0.000111	0.001515	0.006307	0.001741	0.000168	0.000269	0.001232	0.000796	0.001844	0.000105	0.000170	0.000796	0.002662	0.000339	0.009503	0.000099	0.000010	0.000011	0.000010	0.000259	0.005562	0.003640	0.002391	0.229963	0.327856
minimal	0.000765	0.003481	0.000203	0.002425	0.000300	0.007196	0.113688	0.018918	0.003261	0.026240	0.015662	0.010373	0.000819	0.009144	0.004331	0.004180	0.000015	0.000123	0.000386	0.005946	0.000325	0.000851	0.001599	0.000051	0.000371	0.000290	0.000607	0.000063	0.000018	0.000017	0.000024	0.000166	0.005579	0.000657	0.000489	0.000337	0.001916	0.000568	0.000075	0.000069	0.000319	0.000475	0.000197	0.000032	0.000414	0.000101	0.000020	0.000030	0.000298	0.002194	0.000297	0.000057	0.000063	0.000297	0.000158	0.001406	0.000057	0.000058	0.000401	0.000528	0.000085	0.001564	0.000038	0.000017	0.000025	0.000027	0.000062	0.000783	0.002455	0.000799	0.309951	0.435260
