TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.022788	0.020933	0.051448	0.027530	0.006403	0.025535	0.029094	0.016978	0.005435	0.003826	0.002971	0.006053	0.001267	0.001425	0.006154	0.016032	0.005049	0.005001	0.005173	0.010672	0.004450	0.007548	0.010866	0.002300	0.008281	0.004690	0.016364	0.007821	0.001567	0.001047	0.001287	0.023718	0.016683	0.005203	0.002879	0.008521	0.020793	0.020690	0.022653	0.013321	0.012208	0.013677	0.002853	0.004762	0.004137	0.003510	0.001378	0.012651	0.022695	0.034445	0.005552	0.029158	0.005502	0.008721	0.004633	0.010251	0.005134	0.009743	0.010501	0.016713	0.019322	0.024949	0.017250	0.002712	0.002133	0.002339	0.029400	0.014953	0.024094	0.021245	0.047529	0.105404
EPA	0.132225	0.006973	0.002918	0.002143	0.000558	0.000561	0.001371	0.001529	0.000359	0.000379	0.000284	0.000126	0.000583	0.000077	0.000220	0.001809	0.000582	0.000493	0.000551	0.001871	0.001719	0.000551	0.005463	0.000217	0.000085	0.000219	0.000531	0.000878	0.001097	0.000831	0.001063	0.011936	0.001523	0.000490	0.000290	0.000145	0.000986	0.002384	0.000243	0.000407	0.003620	0.010882	0.002094	0.000319	0.003995	0.003625	0.001671	0.001805	0.020997	0.001633	0.002235	0.000663	0.001178	0.000883	0.000597	0.002605	0.001000	0.000619	0.003455	0.024825	0.010071	0.004649	0.001915	0.001116	0.001054	0.000953	0.007817	0.000385	0.001985	0.001232	0.064677	0.628777
has	0.213045	0.003360	0.045254	0.027319	0.004433	0.004878	0.001522	0.029598	0.007433	0.000292	0.010519	0.000195	0.000095	0.000307	0.000556	0.050203	0.001459	0.001386	0.003264	0.005674	0.003548	0.002691	0.001061	0.000078	0.000030	0.000135	0.001089	0.000026	0.000013	0.000007	0.000010	0.000105	0.000455	0.002381	0.000442	0.001056	0.000034	0.000137	0.000164	0.001571	0.000417	0.000086	0.000922	0.000669	0.001312	0.000605	0.000444	0.003847	0.002022	0.018993	0.003844	0.002441	0.001912	0.000666	0.001217	0.000948	0.000172	0.001032	0.002028	0.000889	0.000952	0.000214	0.000014	0.000019	0.000007	0.000020	0.000200	0.000585	0.001493	0.001027	0.085230	0.439947
determined	0.114014	0.010796	0.102512	0.004430	0.005621	0.003376	0.020882	0.013647	0.002396	0.001343	0.005485	0.000334	0.000108	0.000273	0.000637	0.036060	0.000778	0.001152	0.001133	0.015196	0.000503	0.002046	0.002073	0.000172	0.000119	0.000067	0.000819	0.000056	0.000041	0.000029	0.000014	0.000289	0.001326	0.002048	0.000376	0.000458	0.000396	0.002756	0.000901	0.000991	0.000395	0.000398	0.001002	0.000303	0.002071	0.000872	0.000138	0.001053	0.005837	0.025629	0.004613	0.001163	0.004495	0.001947	0.000947	0.002740	0.000942	0.001261	0.005605	0.006558	0.000901	0.000494	0.000024	0.000037	0.000023	0.000013	0.000305	0.001837	0.001042	0.002209	0.052026	0.517473
that	0.123747	0.005693	0.100021	0.030898	0.006629	0.019138	0.032439	0.037636	0.015177	0.004076	0.014297	0.001091	0.000199	0.001487	0.004592	0.083674	0.001292	0.003402	0.003548	0.024814	0.002590	0.009956	0.005281	0.000445	0.000506	0.000464	0.005395	0.000149	0.000046	0.000087	0.000033	0.001186	0.003323	0.004875	0.001313	0.003028	0.000417	0.003025	0.001541	0.004851	0.001148	0.000363	0.003708	0.002908	0.004806	0.001605	0.000739	0.006802	0.010616	0.044926	0.010375	0.008981	0.006485	0.005122	0.005652	0.007701	0.002375	0.008425	0.012730	0.004043	0.004111	0.000958	0.000037	0.000045	0.000056	0.000023	0.000642	0.003416	0.002399	0.006170	0.054896	0.215379
the	0.160124	0.002443	0.014306	0.013016	0.004022	0.008196	0.027697	0.021195	0.022989	0.009869	0.006861	0.006648	0.001966	0.003833	0.015047	0.013636	0.000603	0.001051	0.001355	0.005833	0.002187	0.007352	0.003978	0.001803	0.003096	0.005680	0.007884	0.001027	0.000226	0.000780	0.000543	0.020570	0.013131	0.006904	0.002399	0.002586	0.003858	0.026466	0.004716	0.005009	0.002701	0.001417	0.006600	0.003994	0.007307	0.003256	0.003450	0.006596	0.004942	0.015891	0.023302	0.008168	0.012842	0.020551	0.010535	0.013907	0.020756	0.015499	0.019064	0.004862	0.035583	0.012211	0.000515	0.000222	0.000637	0.000466	0.006460	0.003966	0.002095	0.012025	0.099737	0.159561
impacts	0.093519	0.005097	0.001017	0.003467	0.000617	0.003585	0.001452	0.002386	0.005001	0.003883	0.000958	0.004680	0.002017	0.002437	0.022250	0.001339	0.000364	0.000214	0.000330	0.003656	0.000852	0.001740	0.004143	0.000648	0.001671	0.004969	0.006656	0.006643	0.000727	0.002611	0.002846	0.112076	0.046724	0.000775	0.000784	0.000315	0.011622	0.017688	0.000948	0.001606	0.001994	0.002778	0.003282	0.001073	0.004233	0.001104	0.001920	0.004392	0.005984	0.001219	0.011182	0.002315	0.005204	0.003593	0.001497	0.005664	0.005931	0.003060	0.005291	0.006338	0.055744	0.039948	0.005401	0.000781	0.002314	0.001814	0.018092	0.001308	0.001078	0.003488	0.050887	0.356775
would	0.197467	0.005505	0.052631	0.007963	0.004289	0.019724	0.017500	0.002765	0.009339	0.004969	0.007674	0.000875	0.000153	0.001056	0.002651	0.038165	0.002861	0.003087	0.003121	0.031992	0.001996	0.006196	0.002495	0.000777	0.001711	0.002541	0.007592	0.000611	0.000333	0.000201	0.000208	0.001603	0.003129	0.009085	0.003512	0.005125	0.006616	0.003553	0.003815	0.006427	0.000448	0.000265	0.009764	0.002800	0.002719	0.001314	0.001830	0.003792	0.003841	0.023358	0.028406	0.008165	0.021519	0.017969	0.007330	0.006356	0.007118	0.007317	0.004481	0.000721	0.005594	0.004509	0.000193	0.000538	0.000144	0.000136	0.000924	0.009017	0.002365	0.005866	0.075221	0.254665
be	0.175164	0.001906	0.067439	0.008309	0.006580	0.030487	0.049522	0.023888	0.017700	0.006119	0.005614	0.003009	0.000433	0.002660	0.006155	0.023048	0.000678	0.004793	0.001734	0.034680	0.001520	0.008342	0.003544	0.001623	0.002490	0.003222	0.008113	0.001661	0.000405	0.000241	0.000220	0.005714	0.003474	0.009024	0.003117	0.003125	0.005095	0.007712	0.001700	0.002974	0.000356	0.000239	0.007977	0.002362	0.003783	0.001271	0.001645	0.005385	0.003879	0.070582	0.024294	0.003438	0.027090	0.030918	0.011920	0.008886	0.007400	0.011328	0.017896	0.001196	0.009894	0.003197	0.000579	0.000425	0.000169	0.000120	0.002584	0.004536	0.003709	0.004787	0.055839	0.129079
minimal	0.070102	0.002864	0.002541	0.002142	0.000986	0.008763	0.013996	0.001971	0.002230	0.001678	0.003127	0.004731	0.000452	0.000797	0.007828	0.005126	0.001088	0.001063	0.000620	0.009426	0.000809	0.002663	0.004059	0.001291	0.005204	0.001758	0.003800	0.002363	0.000522	0.000639	0.000341	0.005366	0.003187	0.001325	0.000833	0.000557	0.002336	0.005657	0.000598	0.001520	0.000206	0.000248	0.001809	0.000730	0.002993	0.000571	0.000398	0.001003	0.001888	0.002979	0.002925	0.000564	0.006593	0.006198	0.001562	0.003578	0.007843	0.003714	0.006801	0.000922	0.012537	0.013421	0.000751	0.000507	0.000397	0.000165	0.000634	0.000868	0.002314	0.002523	0.045496	0.680507
