TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.698624	0.001721	0.000482	0.003604	0.000224	0.000227	0.001044	0.000562	0.000648	0.000922	0.000608	0.000165	0.005733	0.008709	0.012386	0.000409	0.000790	0.000866	0.000859	0.002802	0.000967	0.000162	0.004398	0.000962	0.000848	0.088543	0.000158	0.000272	0.023623	0.001305	0.002730	0.002705	0.000600	0.001260	0.000615	0.000174	0.004375	0.000720	0.000531	0.000384	0.001049	0.002069	0.000710	0.000138	0.000595	0.000624	0.072753	0.000126	0.001489	0.000937	0.000220	0.000220	0.000267	0.000340	0.000128	0.000730	0.000887	0.000107	0.000966	0.001586	0.001219	0.001441	0.000169	0.017997	0.000981	0.002046	0.004595	0.000395	0.000296	0.006043	0.001963	0.000195
EPA	0.000909	0.016384	0.196259	0.012296	0.016825	0.013685	0.023925	0.031394	0.034768	0.018330	0.022469	0.012377	0.012590	0.002189	0.001649	0.018776	0.036208	0.014761	0.014615	0.028186	0.030159	0.007685	0.008001	0.019998	0.049301	0.016917	0.006934	0.008283	0.003343	0.000664	0.002726	0.006823	0.020371	0.026334	0.019233	0.006468	0.013019	0.010201	0.010947	0.012720	0.005855	0.002070	0.011463	0.004843	0.005828	0.004980	0.010076	0.004353	0.004913	0.009050	0.006913	0.002886	0.007769	0.002316	0.002812	0.004540	0.010041	0.002881	0.010006	0.001729	0.010973	0.013022	0.003422	0.001691	0.000424	0.001531	0.000676	0.015354	0.002586	0.003401	0.003252	0.019622
has	0.003117	0.013817	0.015531	0.037035	0.020087	0.014661	0.016550	0.056250	0.071230	0.090342	0.022015	0.037724	0.002169	0.002168	0.000747	0.027552	0.001709	0.025381	0.015254	0.028242	0.001465	0.007960	0.015028	0.000676	0.003320	0.001653	0.005913	0.014563	0.000871	0.001897	0.004547	0.006556	0.017918	0.029340	0.005506	0.005014	0.025347	0.047171	0.021137	0.011221	0.006912	0.013846	0.007573	0.003984	0.013878	0.013372	0.000830	0.003199	0.012889	0.010234	0.041900	0.008769	0.009056	0.009135	0.002735	0.011404	0.009940	0.002723	0.027965	0.005453	0.004615	0.007354	0.006345	0.000309	0.000984	0.002617	0.001617	0.015305	0.008050	0.000555	0.000417	0.007350
determined	0.001679	0.029647	0.028800	0.012006	0.007169	0.004888	0.061652	0.058092	0.019227	0.114733	0.017032	0.032549	0.004559	0.000819	0.000539	0.012969	0.007488	0.015325	0.011222	0.061358	0.005921	0.002828	0.017485	0.003141	0.006179	0.002175	0.002225	0.005335	0.000865	0.000644	0.007194	0.003914	0.041232	0.017949	0.007797	0.001832	0.026148	0.054508	0.038598	0.009308	0.011001	0.006804	0.009250	0.001597	0.008944	0.005397	0.001435	0.001256	0.011657	0.011748	0.013866	0.002012	0.006679	0.004998	0.001184	0.017503	0.007626	0.001026	0.029285	0.012890	0.004645	0.011348	0.002904	0.000467	0.000366	0.004379	0.000934	0.020168	0.023054	0.001197	0.001204	0.006143
that	0.007106	0.018753	0.013425	0.138192	0.005665	0.009255	0.053053	0.063424	0.022254	0.061670	0.044080	0.030868	0.002376	0.001573	0.002988	0.022403	0.001676	0.022636	0.038262	0.045274	0.001554	0.004705	0.014672	0.001097	0.002256	0.003720	0.003936	0.005514	0.001073	0.002362	0.007190	0.006734	0.021815	0.031748	0.002808	0.003046	0.010469	0.048642	0.017102	0.004143	0.018158	0.014266	0.003802	0.001929	0.018757	0.007350	0.001615	0.001598	0.010638	0.012171	0.012095	0.003009	0.002616	0.008070	0.001530	0.006185	0.003640	0.001324	0.011541	0.009880	0.002540	0.013924	0.002284	0.000459	0.001156	0.003918	0.003118	0.006382	0.006085	0.002468	0.000581	0.007391
the	0.005535	0.039967	0.039081	0.041094	0.015183	0.023740	0.036676	0.048189	0.043154	0.032265	0.050482	0.016504	0.006178	0.002526	0.005755	0.021697	0.017669	0.032299	0.074326	0.018112	0.012992	0.010493	0.012768	0.006948	0.010075	0.006144	0.008880	0.012656	0.002835	0.001700	0.006987	0.007945	0.009946	0.072035	0.007942	0.008205	0.006611	0.014857	0.017014	0.006186	0.013335	0.014536	0.004975	0.005360	0.008277	0.009974	0.003053	0.004709	0.009073	0.005988	0.007621	0.004309	0.003514	0.005725	0.003413	0.005286	0.005281	0.003293	0.011253	0.009114	0.003166	0.004357	0.005414	0.001092	0.000877	0.003253	0.001943	0.006469	0.004889	0.001797	0.007011	0.007991
impacts	0.002272	0.056452	0.144272	0.017563	0.013897	0.011658	0.049798	0.034517	0.011966	0.061777	0.047599	0.066050	0.008586	0.006713	0.001171	0.031224	0.003021	0.014822	0.012750	0.036507	0.002364	0.006003	0.023400	0.002483	0.003177	0.000916	0.004529	0.003522	0.000404	0.001914	0.008126	0.003710	0.016058	0.013912	0.002465	0.003010	0.021931	0.027134	0.009373	0.001550	0.005934	0.012364	0.008408	0.002970	0.020957	0.007857	0.000567	0.002336	0.009171	0.009379	0.007717	0.004355	0.001290	0.005584	0.002318	0.006601	0.004988	0.002075	0.009844	0.004906	0.004430	0.007672	0.001916	0.000249	0.001163	0.006640	0.001196	0.011327	0.030624	0.007985	0.000209	0.008371
would	0.007069	0.017892	0.006021	0.103637	0.003137	0.003325	0.032268	0.033814	0.054438	0.097309	0.047425	0.022489	0.002051	0.002586	0.000621	0.013275	0.001033	0.017116	0.025814	0.054845	0.001014	0.001720	0.014256	0.000507	0.001725	0.001192	0.001362	0.004697	0.000427	0.001311	0.006537	0.006005	0.034241	0.026017	0.001544	0.001242	0.036670	0.055708	0.027028	0.001549	0.017647	0.024046	0.002439	0.000870	0.018117	0.010800	0.000558	0.000632	0.009166	0.011140	0.025449	0.001793	0.000791	0.004540	0.000493	0.019197	0.002015	0.000420	0.019942	0.010509	0.000731	0.025461	0.001276	0.000122	0.000445	0.002814	0.000968	0.005902	0.003775	0.000442	0.000310	0.006272
be	0.016881	0.014480	0.007994	0.135953	0.003855	0.005951	0.031996	0.080637	0.017874	0.059710	0.065239	0.019407	0.001485	0.002498	0.002038	0.012584	0.002809	0.013767	0.027232	0.059825	0.002390	0.002635	0.015081	0.001235	0.002156	0.002926	0.001854	0.003190	0.001211	0.002757	0.006620	0.008023	0.028407	0.026032	0.003424	0.002008	0.013374	0.026031	0.016328	0.003176	0.016801	0.012715	0.006994	0.001527	0.019659	0.008406	0.002117	0.001433	0.013680	0.030622	0.025432	0.001698	0.002372	0.003179	0.001153	0.012332	0.003665	0.000898	0.018119	0.008101	0.002309	0.019215	0.001608	0.000627	0.001661	0.004137	0.002257	0.008861	0.006744	0.002218	0.000810	0.007573
minimal	0.011589	0.052193	0.008712	0.015780	0.001921	0.003506	0.090001	0.018585	0.012070	0.040333	0.014546	0.037422	0.006000	0.001440	0.001292	0.010284	0.002830	0.010205	0.010290	0.055731	0.002530	0.002343	0.080139	0.003398	0.004977	0.003259	0.002053	0.004818	0.000565	0.000726	0.010928	0.006729	0.056380	0.037697	0.005226	0.001733	0.029309	0.140195	0.015784	0.004328	0.008795	0.010072	0.007923	0.001122	0.012862	0.005916	0.001738	0.000927	0.011449	0.005891	0.008702	0.001279	0.002749	0.002834	0.000815	0.016764	0.005524	0.000707	0.006147	0.008411	0.002148	0.023193	0.002072	0.000230	0.000346	0.005268	0.002211	0.012334	0.005608	0.003012	0.000482	0.004620
