TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.029745	0.010412	0.001300	0.002556	0.001327	0.003123	0.003432	0.000940	0.001570	0.001890	0.000602	0.002083	0.000721	0.000688	0.002056	0.003310	0.001742	0.001564	0.000471	0.001567	0.005571	0.002778	0.001249	0.002350	0.002272	0.001356	0.002019	0.001627	0.000467	0.000887	0.000417	0.001856	0.003924	0.001655	0.000806	0.001458	0.002898	0.002750	0.001381	0.000609	0.001198	0.001767	0.001059	0.000781	0.000534	0.000202	0.000975	0.002361	0.005494	0.001407	0.001198	0.001813	0.001162	0.001291	0.001963	0.001187	0.000843	0.001990	0.001097	0.001830	0.004489	0.007558	0.003520	0.001587	0.002959	0.001134	0.003842	0.005800	0.003620	0.003198	0.021292	0.801419
EPA	0.011500	0.015326	0.005511	0.019483	0.007761	0.008881	0.001243	0.000759	0.000533	0.003471	0.000534	0.003261	0.000056	0.000057	0.000512	0.003538	0.000452	0.000118	0.000446	0.000461	0.001671	0.000944	0.000052	0.000045	0.000037	0.000061	0.000468	0.000115	0.000027	0.000034	0.000055	0.000139	0.000397	0.000097	0.000083	0.000561	0.000358	0.000022	0.000050	0.000048	0.000091	0.000058	0.000057	0.000340	0.000029	0.000041	0.000098	0.001370	0.001144	0.000385	0.000157	0.000114	0.000082	0.000068	0.000164	0.000004	0.000014	0.000125	0.000023	0.000013	0.000020	0.003172	0.000093	0.000068	0.000060	0.000164	0.000046	0.000052	0.000010	0.000003	0.001450	0.901322
has	0.006778	0.203090	0.013477	0.044843	0.030587	0.025293	0.013696	0.001896	0.003527	0.002898	0.000216	0.001273	0.000061	0.000099	0.001026	0.005048	0.000614	0.001111	0.002104	0.000960	0.001574	0.000540	0.000098	0.000121	0.000020	0.000018	0.000206	0.000070	0.000018	0.000024	0.000035	0.000057	0.000133	0.000093	0.000059	0.000381	0.000696	0.000119	0.000043	0.000013	0.000035	0.000114	0.000062	0.000126	0.000024	0.000025	0.000027	0.001111	0.001926	0.000248	0.000126	0.000486	0.000074	0.000017	0.000078	0.000008	0.000001	0.000021	0.000007	0.000012	0.000009	0.000037	0.000010	0.000019	0.000023	0.000044	0.000011	0.000001	0.000003	0.000003	0.000093	0.632307
determined	0.013378	0.016768	0.012806	0.071936	0.493951	0.040264	0.006522	0.013588	0.003788	0.004325	0.000979	0.000574	0.000045	0.000357	0.000992	0.009302	0.000373	0.000435	0.001109	0.001440	0.007157	0.001392	0.000130	0.000241	0.000059	0.000064	0.000241	0.000033	0.000005	0.000020	0.000007	0.000043	0.000398	0.000176	0.000021	0.000219	0.000409	0.000057	0.000165	0.000013	0.000026	0.000098	0.000043	0.000035	0.000006	0.000012	0.000014	0.000390	0.000853	0.000869	0.000355	0.000300	0.000324	0.000055	0.000126	0.000020	0.000006	0.000030	0.000024	0.000041	0.000008	0.000014	0.000008	0.000006	0.000030	0.000011	0.000030	0.000003	0.000004	0.000002	0.000688	0.291790
that	0.017497	0.014016	0.004394	0.021231	0.004559	0.108443	0.244895	0.032930	0.028836	0.043502	0.013627	0.007361	0.000300	0.002849	0.003000	0.007410	0.000204	0.000823	0.000546	0.001165	0.000790	0.001831	0.001593	0.001519	0.000433	0.000662	0.001987	0.000411	0.000134	0.000020	0.000051	0.000093	0.001580	0.000302	0.000004	0.000149	0.000856	0.000291	0.000150	0.000188	0.000175	0.000682	0.000065	0.000058	0.000017	0.000018	0.000042	0.000238	0.000707	0.000069	0.000026	0.000325	0.000016	0.000051	0.000530	0.000217	0.000099	0.000437	0.000525	0.000520	0.000077	0.000129	0.000034	0.000083	0.000015	0.000043	0.000026	0.000013	0.000008	0.000009	0.000432	0.423685
the	0.011696	0.032389	0.000766	0.002317	0.008452	0.032085	0.557397	0.039091	0.013426	0.009029	0.002549	0.001179	0.000265	0.000341	0.000951	0.001492	0.000097	0.000653	0.000053	0.000635	0.000589	0.000661	0.008296	0.006026	0.000843	0.002417	0.000596	0.000251	0.000021	0.000009	0.000011	0.000190	0.001387	0.000029	0.000002	0.000027	0.001401	0.001061	0.000889	0.000309	0.000222	0.000690	0.000038	0.000016	0.000022	0.000021	0.000216	0.000107	0.001591	0.000039	0.000014	0.000111	0.000024	0.000023	0.000146	0.000921	0.000185	0.000215	0.000653	0.001440	0.000115	0.000087	0.000019	0.000014	0.000011	0.000010	0.000067	0.000004	0.000014	0.000010	0.000265	0.252813
impacts	0.027723	0.006450	0.000419	0.008305	0.006911	0.028762	0.026583	0.065870	0.047179	0.189709	0.012295	0.010902	0.000195	0.008853	0.015496	0.010953	0.000136	0.000035	0.000079	0.002607	0.000701	0.002993	0.004300	0.000668	0.000044	0.003185	0.003164	0.000941	0.000040	0.000059	0.000007	0.000228	0.000669	0.000062	0.000011	0.000076	0.000266	0.000477	0.000498	0.000478	0.000586	0.000276	0.000047	0.000055	0.000030	0.000007	0.000067	0.000158	0.000278	0.000157	0.000083	0.000023	0.000007	0.000146	0.000141	0.000094	0.000011	0.000493	0.000721	0.001675	0.000061	0.000783	0.000083	0.000017	0.000019	0.000003	0.000059	0.000124	0.000088	0.000015	0.001756	0.503611
would	0.029024	0.023612	0.002344	0.008320	0.012907	0.020039	0.011517	0.024720	0.049709	0.054113	0.112962	0.118359	0.001156	0.023756	0.036402	0.025901	0.000142	0.000289	0.000473	0.002333	0.000493	0.003788	0.001200	0.000327	0.000243	0.001626	0.008799	0.000691	0.000122	0.000159	0.000032	0.000255	0.004075	0.000183	0.000011	0.000085	0.000054	0.000060	0.000117	0.000031	0.000136	0.000723	0.000082	0.000168	0.000037	0.000009	0.000041	0.000759	0.000321	0.000416	0.000062	0.000097	0.000034	0.000051	0.000319	0.000097	0.000138	0.001110	0.000822	0.001744	0.000958	0.000769	0.000052	0.000024	0.000030	0.000010	0.000072	0.000103	0.000007	0.000005	0.001626	0.408750
be	0.027784	0.008445	0.002569	0.004518	0.003505	0.016520	0.011937	0.015581	0.005210	0.088427	0.088446	0.225967	0.004501	0.051149	0.060155	0.031451	0.000339	0.000147	0.000836	0.005035	0.000432	0.001877	0.000749	0.000141	0.000337	0.000577	0.004429	0.001303	0.000445	0.000288	0.000100	0.000322	0.002297	0.000112	0.000007	0.000035	0.000036	0.000077	0.000012	0.000029	0.000130	0.001105	0.000040	0.000095	0.000015	0.000040	0.000017	0.000349	0.000231	0.000186	0.000045	0.000053	0.000008	0.000012	0.000105	0.000062	0.000016	0.000458	0.000493	0.002787	0.000649	0.001330	0.000283	0.000233	0.000126	0.000061	0.000224	0.000073	0.000025	0.000018	0.000836	0.323768
minimal	0.017449	0.001314	0.000475	0.001570	0.000915	0.011049	0.019946	0.009906	0.023717	0.018281	0.061048	0.096280	0.022572	0.013187	0.019081	0.006177	0.000183	0.000842	0.000389	0.001897	0.000173	0.001067	0.000642	0.000077	0.000126	0.000755	0.003042	0.000429	0.000164	0.000094	0.000335	0.000177	0.001024	0.000038	0.000002	0.000037	0.000039	0.000021	0.000006	0.000013	0.000040	0.000396	0.000007	0.000098	0.000010	0.000005	0.000065	0.000270	0.000151	0.000110	0.000014	0.000008	0.000001	0.000005	0.000125	0.000096	0.000003	0.000888	0.000456	0.000414	0.000156	0.000755	0.000113	0.000073	0.000032	0.000161	0.000107	0.000020	0.000008	0.000026	0.000348	0.660500
