TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.024181	0.026307	0.023624	0.019278	0.005938	0.008057	0.022509	0.017026	0.009389	0.007518	0.001379	0.003864	0.003287	0.003754	0.003483	0.006248	0.001348	0.003172	0.000884	0.006266	0.001328	0.002376	0.009047	0.001651	0.009910	0.003454	0.003037	0.001241	0.001020	0.000452	0.001439	0.002734	0.008254	0.002503	0.001602	0.003024	0.007190	0.002995	0.004021	0.001780	0.002229	0.013673	0.002744	0.001179	0.000616	0.003688	0.001715	0.003124	0.003628	0.007907	0.002489	0.008926	0.002511	0.002650	0.001873	0.002244	0.001684	0.002281	0.000870	0.003251	0.003220	0.004192	0.000606	0.001006	0.000437	0.001730	0.001843	0.002372	0.002871	0.000561	0.005652	0.639662
EPA	0.006406	0.012742	0.016926	0.002532	0.000921	0.003705	0.003682	0.003112	0.001075	0.000698	0.000342	0.001269	0.000286	0.000182	0.000322	0.001831	0.000249	0.000108	0.000020	0.000703	0.000264	0.000764	0.000316	0.000029	0.000265	0.000108	0.000386	0.000086	0.000201	0.000229	0.000498	0.000518	0.000788	0.000139	0.000054	0.000313	0.000649	0.000086	0.000099	0.000092	0.000064	0.000070	0.000249	0.000230	0.000163	0.000024	0.000140	0.001190	0.002127	0.001211	0.000466	0.000321	0.000245	0.000150	0.000245	0.000068	0.000011	0.000177	0.000045	0.000119	0.000273	0.003078	0.000070	0.000321	0.000332	0.000604	0.000162	0.000037	0.000026	0.000024	0.000960	0.923804
has	0.033803	0.028010	0.019328	0.676618	0.022802	0.011550	0.002118	0.003914	0.002798	0.009011	0.007447	0.000700	0.000537	0.007352	0.001502	0.013861	0.003001	0.003323	0.002439	0.011544	0.001984	0.002100	0.000289	0.000327	0.000026	0.001225	0.001572	0.000093	0.000010	0.000139	0.000124	0.000040	0.000532	0.010440	0.001056	0.002475	0.000050	0.002046	0.002625	0.000451	0.000027	0.000580	0.000691	0.000899	0.001728	0.004331	0.000695	0.001845	0.001155	0.000986	0.003045	0.000264	0.001248	0.000186	0.000803	0.000011	0.000037	0.000331	0.000012	0.000039	0.000045	0.000034	0.000005	0.000003	0.000037	0.000053	0.000011	0.000033	0.000011	0.000003	0.000796	0.090791
determined	0.024356	0.052377	0.019973	0.008796	0.067377	0.032658	0.009072	0.032415	0.005108	0.022740	0.011012	0.012494	0.005396	0.013540	0.023815	0.010302	0.001015	0.006313	0.006012	0.002010	0.001567	0.003659	0.010353	0.000276	0.000788	0.001067	0.001446	0.000292	0.000275	0.003295	0.000056	0.000840	0.002235	0.000444	0.000212	0.001223	0.001596	0.002489	0.000039	0.000141	0.000031	0.000169	0.000175	0.000315	0.000269	0.000071	0.000368	0.000972	0.000293	0.001858	0.000278	0.000353	0.000336	0.000059	0.000295	0.000087	0.000015	0.000276	0.000284	0.000776	0.000264	0.000090	0.000032	0.000200	0.001681	0.000041	0.000088	0.000040	0.000039	0.000026	0.000530	0.590617
that	0.020258	0.031078	0.042868	0.038168	0.003240	0.015643	0.023397	0.115117	0.022802	0.069189	0.021494	0.006199	0.004168	0.013430	0.015429	0.006602	0.000934	0.002193	0.000610	0.005115	0.000538	0.001019	0.000748	0.000212	0.000445	0.000355	0.000529	0.000109	0.000211	0.000568	0.000485	0.000228	0.000524	0.003558	0.000104	0.000259	0.000260	0.000196	0.000232	0.000232	0.000124	0.000663	0.000691	0.000114	0.000318	0.000055	0.000166	0.000375	0.000677	0.007027	0.002755	0.000879	0.000556	0.000632	0.000348	0.000367	0.000128	0.000271	0.000103	0.000817	0.000189	0.000358	0.000019	0.000116	0.000328	0.000395	0.000053	0.000225	0.000041	0.000012	0.001233	0.511216
the	0.051038	0.064670	0.008026	0.026339	0.005751	0.023168	0.255256	0.026407	0.011158	0.033991	0.006977	0.008972	0.019961	0.040154	0.014917	0.002724	0.002430	0.001784	0.000170	0.000912	0.001044	0.000865	0.006545	0.001220	0.003774	0.002259	0.000928	0.000194	0.000245	0.000718	0.000642	0.000913	0.004918	0.000846	0.000038	0.000209	0.001591	0.000778	0.000705	0.000614	0.000209	0.000631	0.000488	0.000103	0.000471	0.000214	0.000424	0.000418	0.006548	0.001106	0.000669	0.000103	0.000415	0.000378	0.000254	0.001728	0.000552	0.000201	0.000905	0.001680	0.000211	0.000073	0.000025	0.000105	0.000486	0.000272	0.000563	0.000024	0.000296	0.000127	0.001575	0.344894
impacts	0.006824	0.008353	0.000612	0.000469	0.002145	0.014470	0.161091	0.006034	0.005520	0.002407	0.000807	0.006881	0.004635	0.007952	0.002073	0.002490	0.000832	0.000034	0.000147	0.000190	0.000523	0.001286	0.000644	0.000143	0.003239	0.000250	0.000629	0.000392	0.000118	0.000188	0.000095	0.000230	0.000651	0.000030	0.000010	0.000088	0.001096	0.000078	0.000004	0.000028	0.000272	0.000232	0.000091	0.000055	0.000017	0.000010	0.000022	0.000174	0.000072	0.000129	0.000028	0.000032	0.000018	0.000102	0.000090	0.000085	0.000035	0.000173	0.000224	0.000201	0.000116	0.000094	0.000119	0.000078	0.000119	0.000161	0.000168	0.000047	0.001505	0.000131	0.000925	0.750787
would	0.034546	0.001728	0.003273	0.012918	0.007945	0.017812	0.288132	0.016071	0.034081	0.069862	0.016662	0.042457	0.015350	0.224038	0.092813	0.005330	0.000976	0.000634	0.003598	0.002729	0.002262	0.003744	0.001488	0.000385	0.001557	0.001012	0.001692	0.000320	0.000465	0.000260	0.000133	0.000075	0.000619	0.000569	0.000052	0.000172	0.000141	0.000140	0.000042	0.000136	0.000106	0.000094	0.000162	0.000103	0.000221	0.000040	0.000111	0.000267	0.000057	0.000578	0.001515	0.000133	0.000097	0.001695	0.000426	0.001040	0.000136	0.000808	0.000460	0.000696	0.000419	0.000131	0.000052	0.000238	0.000131	0.000226	0.000043	0.000247	0.000475	0.000057	0.002432	0.080579
be	0.018580	0.001105	0.000247	0.001840	0.002539	0.006839	0.039312	0.014860	0.001472	0.201476	0.004079	0.139662	0.008897	0.366057	0.125557	0.006801	0.001537	0.000304	0.000233	0.003317	0.000310	0.001509	0.002561	0.000607	0.000839	0.000321	0.000681	0.000282	0.000268	0.000430	0.000146	0.000155	0.001931	0.000132	0.000023	0.000055	0.000128	0.000138	0.000214	0.000108	0.000042	0.000052	0.000068	0.000027	0.000033	0.000028	0.000020	0.000063	0.000009	0.000211	0.000081	0.000024	0.000056	0.000053	0.000088	0.000292	0.000112	0.000190	0.000120	0.000914	0.000813	0.001293	0.000105	0.000171	0.000341	0.000174	0.000214	0.000284	0.000469	0.000064	0.000930	0.037109
minimal	0.019961	0.001108	0.001032	0.000338	0.000215	0.010679	0.742548	0.002215	0.001243	0.000316	0.000952	0.010536	0.001626	0.036899	0.002746	0.000484	0.000198	0.000034	0.000011	0.000176	0.000111	0.001068	0.001119	0.000075	0.000055	0.000144	0.000433	0.000092	0.000231	0.000029	0.000014	0.000246	0.013236	0.000010	0.000002	0.000048	0.000678	0.003558	0.000018	0.000006	0.000004	0.000355	0.000032	0.000033	0.000007	0.000002	0.000010	0.000069	0.000130	0.000062	0.000081	0.000005	0.000011	0.000006	0.000051	0.000102	0.000002	0.000099	0.000008	0.000218	0.000062	0.000050	0.000030	0.000088	0.000013	0.000009	0.000253	0.000006	0.000055	0.000566	0.001138	0.141951
