TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.006211	0.050780	0.005005	0.007581	0.004705	0.011556	0.006457	0.004580	0.003697	0.001559	0.000744	0.001033	0.001611	0.001058	0.000746	0.007242	0.002050	0.009602	0.003463	0.009722	0.002561	0.007736	0.015843	0.003025	0.006612	0.010434	0.018241	0.015831	0.002951	0.004337	0.000750	0.027643	0.009550	0.005425	0.003170	0.006986	0.030055	0.005831	0.003548	0.006200	0.005233	0.019602	0.008030	0.007435	0.003344	0.001190	0.003205	0.014314	0.039678	0.064776	0.040856	0.042080	0.009213	0.010687	0.006817	0.016862	0.002144	0.007084	0.009137	0.013309	0.015860	0.017596	0.015857	0.009955	0.011370	0.001965	0.027921	0.022605	0.005861	0.013192	0.066945	0.139747
EPA	0.126364	0.149626	0.004615	0.003877	0.001855	0.001592	0.000275	0.000280	0.000218	0.000025	0.000085	0.000038	0.000020	0.000063	0.000021	0.001559	0.000572	0.000106	0.000354	0.002182	0.000551	0.000693	0.000198	0.000497	0.000124	0.000901	0.003750	0.006392	0.000083	0.000122	0.000034	0.001499	0.002585	0.000211	0.000275	0.000962	0.002447	0.000563	0.000146	0.001733	0.000857	0.003076	0.000487	0.001437	0.000039	0.000056	0.000407	0.007812	0.012252	0.001228	0.000283	0.001454	0.000329	0.000164	0.000622	0.000166	0.000192	0.002047	0.000477	0.002509	0.001849	0.003960	0.007598	0.000166	0.000319	0.000050	0.001395	0.000279	0.000182	0.000100	0.023680	0.607042
has	0.058057	0.106546	0.017861	0.020543	0.011237	0.004313	0.000513	0.001908	0.001745	0.000185	0.000134	0.000136	0.000082	0.000125	0.000060	0.004551	0.002658	0.001028	0.001057	0.001850	0.002424	0.002541	0.000421	0.001553	0.000530	0.002275	0.004094	0.002310	0.000105	0.000057	0.000062	0.000758	0.001986	0.000478	0.000998	0.001106	0.000946	0.000233	0.000108	0.000480	0.000046	0.000091	0.000830	0.001626	0.000088	0.000077	0.001264	0.004778	0.002170	0.005377	0.000788	0.002110	0.000538	0.000503	0.000398	0.000158	0.000062	0.000432	0.000162	0.000159	0.000412	0.000286	0.001481	0.000195	0.000103	0.000067	0.000209	0.000347	0.000085	0.000148	0.017467	0.699494
determined	0.075775	0.006872	0.003980	0.040132	0.059963	0.017186	0.001650	0.007730	0.016347	0.001556	0.000193	0.000474	0.000159	0.000209	0.000544	0.037559	0.001060	0.000254	0.000835	0.005297	0.002077	0.010412	0.000642	0.001217	0.002691	0.006468	0.011923	0.003383	0.000406	0.000203	0.000373	0.002305	0.008866	0.000440	0.001388	0.005317	0.001960	0.001802	0.000255	0.000306	0.000016	0.000047	0.000590	0.001093	0.000087	0.000126	0.000531	0.005505	0.004166	0.007179	0.003327	0.002085	0.002024	0.002327	0.001933	0.000957	0.000232	0.000726	0.000442	0.000108	0.000536	0.000201	0.000881	0.000486	0.000341	0.000270	0.000756	0.000839	0.000159	0.000197	0.005987	0.615640
that	0.088560	0.001490	0.002368	0.010884	0.098866	0.027400	0.002060	0.028330	0.043983	0.003770	0.000577	0.001192	0.000512	0.000967	0.001875	0.034265	0.001681	0.000367	0.000670	0.004634	0.006724	0.018717	0.000165	0.000881	0.000379	0.004317	0.006826	0.002811	0.001064	0.000115	0.000679	0.001236	0.001951	0.000808	0.005225	0.006717	0.001683	0.001856	0.000189	0.000474	0.000030	0.000033	0.000627	0.000958	0.000030	0.000053	0.000380	0.002528	0.000508	0.008660	0.002420	0.002992	0.002501	0.001793	0.003213	0.000277	0.000550	0.001216	0.000237	0.000109	0.000875	0.000251	0.000839	0.001006	0.000130	0.000367	0.000637	0.001528	0.000212	0.000194	0.008713	0.538862
the	0.072666	0.003172	0.005733	0.018190	0.054883	0.059606	0.005485	0.013212	0.027559	0.002570	0.001149	0.000451	0.000324	0.000568	0.001672	0.007734	0.000811	0.000370	0.002041	0.008176	0.005644	0.032673	0.000587	0.001754	0.001681	0.014452	0.014103	0.002926	0.000362	0.000240	0.000352	0.002989	0.006701	0.004595	0.015843	0.015575	0.004126	0.003608	0.001145	0.002753	0.000177	0.000843	0.004022	0.005901	0.000285	0.000297	0.001561	0.008375	0.001857	0.018656	0.006139	0.010792	0.006564	0.004400	0.014589	0.000958	0.000999	0.006165	0.001794	0.001065	0.006747	0.000938	0.001837	0.000331	0.000384	0.000240	0.003508	0.002602	0.000422	0.000552	0.008982	0.459536
impacts	0.018174	0.000678	0.000377	0.001426	0.002839	0.014138	0.001622	0.002042	0.004900	0.001195	0.000671	0.000073	0.000376	0.000068	0.000603	0.003165	0.000132	0.000034	0.000308	0.002911	0.000735	0.005280	0.000257	0.000540	0.001016	0.004252	0.004355	0.000744	0.000274	0.000176	0.000149	0.001083	0.003395	0.000638	0.002493	0.004984	0.003726	0.002694	0.001092	0.001392	0.000164	0.000342	0.001908	0.002406	0.000198	0.000159	0.001820	0.006226	0.002324	0.002710	0.002224	0.002722	0.001552	0.001836	0.004805	0.001016	0.000548	0.002586	0.000862	0.000442	0.003250	0.000681	0.000662	0.000578	0.000538	0.000186	0.001489	0.002140	0.000348	0.000282	0.006669	0.851316
would	0.071241	0.001257	0.004417	0.006193	0.023811	0.013747	0.002116	0.053442	0.082094	0.006136	0.002066	0.001972	0.002816	0.001219	0.004651	0.017011	0.000883	0.000276	0.000695	0.003053	0.003300	0.006267	0.000157	0.001374	0.000661	0.003185	0.002887	0.001421	0.000416	0.000073	0.000335	0.000536	0.002966	0.000924	0.003501	0.005035	0.003568	0.002572	0.000668	0.000510	0.000020	0.000066	0.001183	0.001315	0.000127	0.000205	0.001497	0.003417	0.001250	0.018972	0.003368	0.006237	0.006403	0.004388	0.007024	0.001395	0.001414	0.001641	0.000634	0.000249	0.001495	0.000311	0.001014	0.000671	0.000150	0.000289	0.001320	0.002475	0.000106	0.000268	0.006325	0.585315
be	0.066915	0.000836	0.003489	0.004883	0.025162	0.012496	0.001543	0.087193	0.190638	0.010415	0.001530	0.003118	0.001240	0.001419	0.010303	0.016797	0.000203	0.000105	0.000416	0.001849	0.004408	0.008761	0.000166	0.001400	0.000261	0.002800	0.003453	0.001228	0.000451	0.000130	0.000481	0.001320	0.002088	0.000746	0.003761	0.004542	0.001503	0.001918	0.000454	0.000401	0.000046	0.000071	0.000525	0.000726	0.000049	0.000051	0.000327	0.001494	0.000845	0.013566	0.004148	0.006300	0.003566	0.004352	0.006757	0.001419	0.002099	0.002269	0.001577	0.000252	0.001340	0.000368	0.000941	0.000587	0.000228	0.000386	0.002441	0.002051	0.000154	0.000362	0.007783	0.452099
minimal	0.031540	0.000502	0.000950	0.005890	0.011545	0.023790	0.004044	0.032283	0.084236	0.073587	0.016445	0.005144	0.017636	0.001088	0.047731	0.033791	0.000497	0.000737	0.002642	0.006530	0.002388	0.008148	0.000378	0.005227	0.000649	0.001883	0.004040	0.001901	0.000805	0.000214	0.001316	0.000869	0.004580	0.001868	0.007132	0.009655	0.004538	0.011578	0.000708	0.000410	0.000305	0.000106	0.001307	0.001602	0.000963	0.000166	0.000502	0.002930	0.002877	0.004279	0.002005	0.005589	0.002590	0.005156	0.006728	0.004701	0.001597	0.002228	0.002647	0.000603	0.000993	0.001430	0.001167	0.000930	0.000249	0.000706	0.000901	0.007322	0.001562	0.003510	0.005656	0.457798
