TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.006109	0.003483	0.001177	0.001193	0.000402	0.000824	0.000659	0.001368	0.001115	0.002106	0.000192	0.000475	0.000055	0.000109	0.000496	0.001494	0.000183	0.000057	0.000117	0.000520	0.000142	0.000731	0.000477	0.000130	0.000189	0.000322	0.000424	0.000147	0.000052	0.000016	0.000033	0.000099	0.000139	0.000281	0.000267	0.000380	0.000225	0.000297	0.000121	0.000034	0.000382	0.000444	0.000157	0.000088	0.000349	0.000177	0.000105	0.000338	0.000651	0.002480	0.000250	0.000436	0.000102	0.000392	0.000161	0.000139	0.000110	0.000113	0.000187	0.000131	0.000042	0.000330	0.000101	0.000064	0.000015	0.000030	0.000089	0.000736	0.000601	0.000993	0.385547	0.577621
EPA	0.000749	0.026270	0.000957	0.000253	0.000312	0.001812	0.000151	0.000520	0.000283	0.000586	0.000742	0.000403	0.000024	0.000024	0.000099	0.000521	0.000272	0.000164	0.000101	0.000155	0.000043	0.000274	0.000144	0.000041	0.000033	0.000018	0.000202	0.000375	0.000092	0.000034	0.000057	0.000077	0.000049	0.000038	0.000036	0.000090	0.000156	0.000177	0.000028	0.000085	0.001201	0.001147	0.000157	0.000147	0.000205	0.000278	0.000044	0.000327	0.000456	0.000816	0.000076	0.002192	0.000075	0.000044	0.000154	0.000012	0.000045	0.000096	0.000038	0.000056	0.000012	0.000197	0.000319	0.000084	0.000031	0.000067	0.000117	0.000102	0.000064	0.000216	0.385109	0.569669
has	0.001045	0.001668	0.023401	0.001489	0.001423	0.001056	0.000042	0.000458	0.000089	0.000047	0.000226	0.000100	0.000018	0.000003	0.000013	0.000752	0.000174	0.000083	0.000739	0.000213	0.000008	0.000034	0.000004	0.000010	0.000002	0.000011	0.000225	0.000338	0.000059	0.000035	0.000008	0.000032	0.000034	0.000017	0.000010	0.000027	0.000041	0.000045	0.000003	0.000006	0.000266	0.000176	0.000102	0.000095	0.000239	0.000075	0.000033	0.000235	0.000276	0.000310	0.000007	0.000192	0.000020	0.000007	0.000039	0.000001	0.000009	0.000024	0.000037	0.000024	0.000025	0.000134	0.000282	0.000085	0.000021	0.000005	0.000080	0.000139	0.000044	0.000047	0.385221	0.577764
determined	0.000741	0.001217	0.002484	0.030079	0.009979	0.002108	0.000142	0.000658	0.000577	0.000519	0.000699	0.000263	0.000019	0.000006	0.000098	0.000634	0.000145	0.000088	0.000530	0.000216	0.000025	0.000040	0.000011	0.000008	0.000007	0.000027	0.000262	0.000096	0.000066	0.000021	0.000006	0.000038	0.000034	0.000015	0.000020	0.000061	0.000078	0.000054	0.000011	0.000014	0.000129	0.000072	0.000053	0.000030	0.000176	0.000061	0.000041	0.000197	0.000279	0.000160	0.000022	0.000142	0.000016	0.000030	0.000056	0.000010	0.000022	0.000026	0.000026	0.000019	0.000007	0.000127	0.000058	0.000059	0.000011	0.000005	0.000028	0.000038	0.000037	0.000057	0.368014	0.577892
that	0.001356	0.002097	0.001010	0.013339	0.081745	0.008448	0.000304	0.000438	0.000336	0.000196	0.000794	0.000105	0.000003	0.000008	0.000112	0.001304	0.000130	0.000039	0.000300	0.000223	0.000097	0.000048	0.000015	0.000019	0.000005	0.000038	0.000494	0.000111	0.000080	0.000022	0.000004	0.000104	0.000073	0.000022	0.000022	0.000037	0.000071	0.000060	0.000016	0.000012	0.000126	0.000069	0.000125	0.000035	0.000226	0.000049	0.000124	0.000230	0.000570	0.000062	0.000019	0.000115	0.000014	0.000036	0.000044	0.000009	0.000043	0.000021	0.000098	0.000047	0.000044	0.000688	0.000110	0.000117	0.000016	0.000005	0.000115	0.000148	0.000033	0.000033	0.341082	0.541906
the	0.001778	0.006561	0.000179	0.001228	0.009461	0.138746	0.004309	0.000541	0.000629	0.000987	0.003390	0.000525	0.000020	0.000048	0.000698	0.001032	0.000396	0.000113	0.000648	0.000254	0.000447	0.000518	0.000106	0.000102	0.000031	0.000059	0.001727	0.000903	0.000619	0.000404	0.000054	0.000674	0.000358	0.000110	0.000126	0.000294	0.000641	0.000273	0.000068	0.000027	0.001419	0.000445	0.000539	0.000257	0.001678	0.000307	0.000099	0.000714	0.002505	0.000103	0.000023	0.000333	0.000040	0.000086	0.000159	0.000034	0.000150	0.000102	0.000496	0.000316	0.000084	0.002716	0.000663	0.000737	0.000330	0.000065	0.000609	0.000330	0.000309	0.000312	0.317649	0.487312
impacts	0.001162	0.004023	0.000016	0.000114	0.000191	0.011279	0.017826	0.001114	0.001028	0.003957	0.000374	0.003632	0.000112	0.000329	0.002345	0.000295	0.000105	0.000035	0.000058	0.000300	0.000050	0.000260	0.000339	0.000049	0.000105	0.000034	0.000414	0.000699	0.000100	0.000071	0.000053	0.000314	0.001182	0.000089	0.000063	0.000239	0.000797	0.001136	0.000249	0.000019	0.001459	0.000516	0.000163	0.000092	0.001668	0.000351	0.000023	0.000104	0.001456	0.000143	0.000013	0.000180	0.000010	0.000018	0.000032	0.000172	0.000124	0.000055	0.000810	0.000775	0.000004	0.000417	0.000199	0.000046	0.000036	0.000053	0.000142	0.000035	0.000159	0.000167	0.375842	0.560179
would	0.000965	0.002332	0.000376	0.000755	0.005789	0.009281	0.001142	0.028255	0.002126	0.000790	0.001206	0.000175	0.000017	0.000036	0.000293	0.002272	0.000076	0.000029	0.000128	0.000172	0.000066	0.000181	0.000035	0.000026	0.000012	0.000032	0.001018	0.000405	0.000171	0.000035	0.000058	0.000302	0.000783	0.000039	0.000054	0.000116	0.000165	0.000106	0.000056	0.000041	0.000468	0.000357	0.000235	0.000143	0.000279	0.000192	0.000095	0.000423	0.001253	0.003003	0.000044	0.000384	0.000129	0.000037	0.000102	0.000012	0.000128	0.000121	0.000251	0.000155	0.000061	0.001133	0.000469	0.000220	0.000024	0.000086	0.000292	0.000342	0.000027	0.000034	0.377109	0.552475
be	0.002157	0.001988	0.000133	0.001613	0.003559	0.009098	0.001969	0.002339	0.017153	0.006670	0.006869	0.001516	0.000094	0.000143	0.001729	0.001530	0.000339	0.000063	0.000486	0.000556	0.000209	0.000538	0.000224	0.000039	0.000035	0.000059	0.001031	0.000123	0.000259	0.000037	0.000014	0.000124	0.000273	0.000094	0.000067	0.000465	0.000294	0.000302	0.000159	0.000025	0.000068	0.000124	0.000220	0.000157	0.000297	0.000227	0.000096	0.000348	0.000966	0.000481	0.000158	0.000213	0.000117	0.000294	0.000189	0.000090	0.000137	0.000386	0.000247	0.000260	0.000073	0.000582	0.000112	0.000433	0.000024	0.000013	0.000134	0.000928	0.000201	0.000482	0.373478	0.554090
minimal	0.000931	0.000330	0.000078	0.000443	0.000499	0.000800	0.000457	0.000719	0.003883	0.017990	0.001533	0.029542	0.000342	0.007301	0.023602	0.001253	0.000086	0.000052	0.001275	0.001435	0.000046	0.000090	0.000091	0.000051	0.000035	0.000009	0.000072	0.000161	0.000469	0.000144	0.000053	0.000092	0.000054	0.000172	0.000092	0.000329	0.000327	0.000710	0.000266	0.000003	0.000054	0.000163	0.000076	0.000032	0.000109	0.000072	0.000039	0.000058	0.000232	0.000270	0.000061	0.000181	0.000047	0.000045	0.000104	0.000100	0.000043	0.000185	0.000400	0.000384	0.000032	0.000662	0.000177	0.000350	0.000058	0.000073	0.000227	0.000164	0.000278	0.000437	0.367394	0.531677
