TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.463916	0.007828	0.012659	0.020077	0.008057	0.012600	0.014544	0.012767	0.013415	0.002029	0.006108	0.000436	0.000507	0.000780	0.001148	0.005648	0.005928	0.004666	0.009770	0.006379	0.001906	0.002258	0.002007	0.001070	0.001528	0.002603	0.007520	0.001284	0.000344	0.000113	0.000749	0.006193	0.002931	0.001017	0.000840	0.001162	0.001413	0.000657	0.000801	0.000918	0.001942	0.004291	0.005214	0.001663	0.000673	0.001729	0.001649	0.005848	0.011026	0.008528	0.000918	0.003738	0.000512	0.001305	0.001113	0.003089	0.000816	0.001352	0.005122	0.001504	0.001611	0.004029	0.001450	0.000710	0.000153	0.000685	0.006837	0.003955	0.002260	0.002658	0.129647	0.137397
EPA	0.043694	0.028900	0.014026	0.012441	0.007216	0.010272	0.005451	0.006165	0.004191	0.001147	0.005719	0.000301	0.000327	0.000294	0.000334	0.006239	0.005404	0.002254	0.002712	0.001839	0.003698	0.012043	0.003698	0.003172	0.002060	0.004950	0.016501	0.001417	0.001152	0.000463	0.000970	0.006096	0.003874	0.002891	0.002850	0.003157	0.004875	0.003080	0.001881	0.002631	0.004181	0.005568	0.006038	0.007792	0.002805	0.001001	0.003626	0.021146	0.013284	0.007989	0.003343	0.007251	0.002437	0.001962	0.005437	0.001693	0.000835	0.003785	0.003442	0.002608	0.003282	0.008468	0.001724	0.001258	0.000486	0.000795	0.005955	0.001231	0.000995	0.001017	0.299645	0.328528
has	0.007630	0.014031	0.003922	0.002685	0.001358	0.000629	0.000401	0.000835	0.000161	0.000124	0.000908	0.000096	0.000078	0.000022	0.000033	0.002592	0.000670	0.000318	0.000096	0.000218	0.000286	0.000679	0.000540	0.001914	0.001071	0.000388	0.000617	0.000320	0.000211	0.000189	0.000130	0.000641	0.000284	0.000150	0.000073	0.000107	0.000481	0.000285	0.000075	0.000659	0.000676	0.001288	0.001624	0.000984	0.000399	0.000066	0.000432	0.001560	0.001791	0.000402	0.000132	0.000649	0.000243	0.000069	0.000244	0.000083	0.000078	0.000173	0.000120	0.000198	0.000770	0.001112	0.000269	0.000318	0.000128	0.000088	0.000597	0.000046	0.000056	0.000029	0.441125	0.498346
determined	0.002421	0.007235	0.006083	0.003694	0.003604	0.001122	0.000448	0.003100	0.000664	0.000332	0.001819	0.000145	0.000081	0.000026	0.000082	0.004179	0.001812	0.001148	0.000232	0.000349	0.000434	0.000687	0.000190	0.000648	0.000687	0.000420	0.000502	0.000080	0.000034	0.000020	0.000033	0.000134	0.000251	0.000266	0.000188	0.000241	0.000302	0.000156	0.000052	0.000422	0.000438	0.000642	0.001846	0.001057	0.000354	0.000051	0.000580	0.001048	0.000922	0.001025	0.000202	0.000877	0.000271	0.000051	0.000193	0.000081	0.000059	0.000157	0.000110	0.000076	0.000153	0.000243	0.000055	0.000044	0.000013	0.000020	0.000129	0.000098	0.000027	0.000026	0.445516	0.499315
that	0.000839	0.007532	0.002369	0.002718	0.001883	0.000944	0.000258	0.001438	0.000235	0.000168	0.000894	0.000059	0.000043	0.000027	0.000024	0.001951	0.002471	0.000441	0.000064	0.000165	0.000469	0.000756	0.000212	0.000592	0.000818	0.000588	0.000285	0.000025	0.000016	0.000013	0.000026	0.000089	0.000158	0.000221	0.000191	0.000228	0.000238	0.000176	0.000088	0.000551	0.000226	0.000567	0.000775	0.000823	0.000201	0.000022	0.000338	0.000746	0.000435	0.000453	0.000099	0.000490	0.000264	0.000058	0.000189	0.000050	0.000027	0.000099	0.000103	0.000077	0.000232	0.000159	0.000022	0.000031	0.000013	0.000028	0.000051	0.000068	0.000023	0.000017	0.451723	0.511330
the	0.002089	0.012173	0.002309	0.002428	0.001978	0.002411	0.001256	0.003390	0.000426	0.000318	0.001063	0.000077	0.000091	0.000060	0.000074	0.001793	0.001747	0.000293	0.000077	0.000220	0.000538	0.001396	0.000249	0.001322	0.000787	0.000830	0.000736	0.000063	0.000052	0.000040	0.000051	0.000321	0.000444	0.000361	0.000275	0.000291	0.000514	0.000322	0.000137	0.000582	0.000260	0.000669	0.001260	0.000842	0.000206	0.000031	0.000424	0.001032	0.000618	0.000816	0.000188	0.000854	0.000328	0.000108	0.000403	0.000073	0.000039	0.000152	0.000187	0.000198	0.000417	0.000300	0.000047	0.000080	0.000040	0.000048	0.000250	0.000095	0.000177	0.000150	0.444153	0.501969
impacts	0.000817	0.007994	0.003529	0.005166	0.003954	0.002914	0.003491	0.004912	0.001489	0.000537	0.001560	0.000179	0.000063	0.000181	0.000169	0.002124	0.004416	0.000707	0.000359	0.000681	0.000976	0.001694	0.000401	0.001394	0.001151	0.001028	0.001123	0.000115	0.000062	0.000033	0.000110	0.000509	0.000744	0.000373	0.000502	0.000667	0.000774	0.000294	0.000225	0.000654	0.000410	0.001055	0.000910	0.000915	0.000246	0.000112	0.000531	0.001835	0.001034	0.003224	0.001033	0.001504	0.000996	0.000478	0.000848	0.000375	0.000187	0.000342	0.000471	0.000226	0.000223	0.000280	0.000069	0.000080	0.000030	0.000084	0.000453	0.000353	0.000204	0.000355	0.433243	0.489822
would	0.005561	0.021421	0.001825	0.003074	0.002476	0.001469	0.001048	0.005054	0.000675	0.000979	0.002972	0.000387	0.000323	0.000139	0.000229	0.003369	0.003903	0.000626	0.000099	0.000354	0.000890	0.002006	0.000769	0.001398	0.000817	0.000623	0.000614	0.000338	0.000262	0.000143	0.000202	0.000622	0.000558	0.000547	0.000327	0.000578	0.001473	0.000640	0.000287	0.001166	0.001657	0.004166	0.001794	0.001023	0.000558	0.000095	0.000449	0.001068	0.001670	0.000851	0.000293	0.001416	0.000433	0.000100	0.000215	0.000157	0.000056	0.000162	0.000201	0.000620	0.000716	0.000959	0.000270	0.000383	0.000143	0.000204	0.000816	0.000123	0.000230	0.000174	0.427952	0.480806
be	0.003314	0.008633	0.002591	0.002925	0.001411	0.000683	0.000735	0.002069	0.000453	0.000425	0.003018	0.000162	0.000088	0.000048	0.000047	0.002804	0.002265	0.000499	0.000113	0.000162	0.000444	0.001097	0.000666	0.001164	0.000976	0.000442	0.000381	0.000062	0.000044	0.000042	0.000039	0.000217	0.000356	0.000195	0.000113	0.000242	0.000619	0.000376	0.000109	0.000378	0.000353	0.000846	0.000679	0.000720	0.000317	0.000048	0.000405	0.000841	0.000761	0.000746	0.000197	0.000779	0.000528	0.000114	0.000259	0.000081	0.000026	0.000098	0.000112	0.000188	0.000243	0.000397	0.000056	0.000063	0.000036	0.000038	0.000217	0.000055	0.000091	0.000063	0.442183	0.508056
minimal	0.008527	0.006594	0.007588	0.007553	0.003910	0.002039	0.004017	0.005101	0.001252	0.009303	0.012986	0.001399	0.000408	0.000427	0.000761	0.005711	0.001755	0.003860	0.001856	0.001917	0.000470	0.006430	0.001566	0.005853	0.008101	0.002864	0.001663	0.000366	0.000130	0.000127	0.000049	0.000305	0.001451	0.000776	0.000739	0.002563	0.000971	0.001929	0.000736	0.001497	0.001309	0.002341	0.001959	0.002815	0.001964	0.000500	0.001393	0.002345	0.002409	0.003131	0.000709	0.001291	0.001459	0.000408	0.000597	0.000277	0.000080	0.000182	0.000332	0.000547	0.000367	0.000873	0.000245	0.000132	0.000067	0.000028	0.000197	0.000269	0.000427	0.000262	0.396262	0.449276
