TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.442555	0.007421	0.009772	0.007523	0.007668	0.005376	0.004385	0.007961	0.006369	0.004589	0.006826	0.009201	0.008493	0.008091	0.009368	0.003709	0.007726	0.010559	0.007769	0.008828	0.008502	0.004548	0.006579	0.011748	0.006229	0.011486	0.004557	0.010406	0.016260	0.008864	0.007795	0.009581	0.004199	0.011718	0.008385	0.003646	0.009105	0.005913	0.003214	0.011551	0.003651	0.002967	0.005364	0.002637	0.004864	0.003671	0.006422	0.002616	0.003874	0.010937	0.004966	0.003338	0.009382	0.002851	0.002747	0.004362	0.009792	0.003003	0.007067	0.003886	0.008142	0.007528	0.007180	0.011642	0.007287	0.005609	0.016835	0.006599	0.007498	0.013189	0.005909	0.055710
EPA	0.056010	0.284023	0.002842	0.004810	0.004058	0.007515	0.012558	0.004300	0.005970	0.002287	0.005362	0.013134	0.006591	0.005004	0.001291	0.010595	0.004981	0.017157	0.012241	0.010552	0.005777	0.020720	0.004311	0.006465	0.015604	0.010826	0.025619	0.007572	0.001143	0.004860	0.019046	0.008807	0.006974	0.001795	0.010138	0.019799	0.039577	0.007776	0.010133	0.017403	0.005172	0.010366	0.012374	0.021266	0.004318	0.002253	0.008188	0.014252	0.005440	0.001864	0.024924	0.018021	0.010308	0.003165	0.015809	0.015214	0.014274	0.012087	0.007157	0.010379	0.014541	0.013241	0.003776	0.000652	0.002573	0.009523	0.001602	0.005395	0.004713	0.001590	0.004795	0.005141
has	0.136201	0.003180	0.014524	0.010776	0.003659	0.003198	0.008255	0.046538	0.039314	0.004891	0.033026	0.022550	0.021121	0.004174	0.003489	0.043500	0.007255	0.017549	0.005329	0.024081	0.013002	0.006829	0.016995	0.004391	0.025384	0.008358	0.006179	0.015590	0.005730	0.005397	0.002662	0.007286	0.017579	0.008818	0.010854	0.004234	0.006083	0.012394	0.020243	0.014607	0.010904	0.020660	0.013133	0.005917	0.008834	0.007630	0.005514	0.003321	0.010342	0.037307	0.020832	0.008451	0.009823	0.047566	0.004741	0.008069	0.016795	0.004110	0.010613	0.013723	0.015146	0.006997	0.005508	0.004327	0.003665	0.002680	0.003906	0.005204	0.006322	0.001287	0.002173	0.009277
determined	0.099137	0.004188	0.011115	0.065503	0.003100	0.004024	0.009856	0.025731	0.011761	0.021689	0.009303	0.026715	0.001506	0.003691	0.001107	0.009311	0.003519	0.013493	0.015777	0.037943	0.004690	0.016528	0.022237	0.003388	0.004412	0.007583	0.011140	0.010627	0.003787	0.006512	0.015939	0.019752	0.033172	0.036136	0.005492	0.007047	0.028154	0.015296	0.023762	0.004096	0.027638	0.007552	0.004355	0.004745	0.011001	0.006902	0.002630	0.005286	0.006541	0.039449	0.020079	0.008089	0.005190	0.046398	0.008126	0.015313	0.005246	0.009078	0.008791	0.004080	0.004359	0.025496	0.007453	0.001537	0.004219	0.011897	0.008303	0.007336	0.016695	0.003404	0.002111	0.002483
that	0.213666	0.003871	0.005867	0.006200	0.003915	0.002133	0.004809	0.010479	0.006290	0.003706	0.020370	0.029435	0.004682	0.003917	0.002627	0.038925	0.005268	0.019946	0.007588	0.024337	0.007607	0.005950	0.035946	0.006544	0.026410	0.024367	0.010450	0.015293	0.006893	0.007050	0.009664	0.012601	0.022033	0.009172	0.023323	0.003734	0.006992	0.008358	0.020700	0.012092	0.006441	0.011249	0.032393	0.005049	0.005687	0.010062	0.018091	0.003516	0.004897	0.018478	0.011301	0.012322	0.006471	0.015465	0.004677	0.011537	0.014208	0.004576	0.011018	0.007033	0.024434	0.008778	0.008117	0.005020	0.002867	0.005312	0.003521	0.011353	0.005822	0.001748	0.005372	0.009980
the	0.107254	0.006396	0.008250	0.007514	0.005501	0.003552	0.003371	0.005091	0.005801	0.006963	0.007173	0.035125	0.004557	0.009634	0.004356	0.031288	0.014877	0.009476	0.035015	0.018290	0.017341	0.012807	0.017599	0.015264	0.012721	0.022970	0.024590	0.040513	0.021528	0.005348	0.008767	0.013541	0.015790	0.016800	0.015211	0.018495	0.003192	0.004373	0.011670	0.015151	0.018236	0.005737	0.022385	0.013444	0.014463	0.009593	0.014113	0.020174	0.007542	0.016010	0.004399	0.017601	0.008524	0.005399	0.012636	0.009456	0.010916	0.010281	0.021649	0.012536	0.013528	0.009361	0.016487	0.012680	0.004146	0.002251	0.006995	0.011660	0.009370	0.003775	0.004683	0.006817
impacts	0.120134	0.021938	0.005971	0.013157	0.001766	0.006017	0.097116	0.002213	0.011123	0.015770	0.008850	0.005760	0.007927	0.006051	0.000976	0.015137	0.005097	0.016633	0.008069	0.014171	0.006160	0.013739	0.019738	0.003081	0.014697	0.009996	0.014032	0.016270	0.005333	0.009943	0.012460	0.025587	0.028645	0.051843	0.012532	0.012120	0.049951	0.021173	0.010561	0.004605	0.026208	0.011459	0.007186	0.010675	0.025697	0.006986	0.005574	0.009220	0.007043	0.004296	0.005164	0.003603	0.003289	0.005692	0.005046	0.030248	0.006009	0.006695	0.003126	0.014850	0.006063	0.014778	0.005371	0.001699	0.004426	0.006546	0.004469	0.007399	0.013026	0.003208	0.002116	0.006490
would	0.111499	0.005691	0.016433	0.022211	0.002926	0.001385	0.007142	0.071210	0.031255	0.004719	0.015168	0.018713	0.004387	0.003334	0.001098	0.027962	0.003129	0.013725	0.004825	0.017204	0.004623	0.003343	0.016086	0.001519	0.008103	0.006767	0.002627	0.013357	0.003610	0.004676	0.008123	0.008083	0.051932	0.014448	0.012991	0.002110	0.009770	0.018630	0.006832	0.006569	0.003393	0.004872	0.009480	0.001336	0.006712	0.007009	0.004044	0.001892	0.008880	0.185913	0.025496	0.002498	0.007235	0.060834	0.001733	0.003041	0.004812	0.001848	0.002788	0.003935	0.008379	0.010639	0.009354	0.002409	0.003118	0.006708	0.004535	0.006856	0.004247	0.003143	0.001085	0.003559
be	0.178141	0.003030	0.015530	0.017951	0.004814	0.002586	0.002621	0.020054	0.020750	0.005897	0.006461	0.029129	0.005233	0.007637	0.003580	0.012060	0.004357	0.013722	0.018097	0.020116	0.003646	0.006453	0.013939	0.002584	0.005207	0.006242	0.006586	0.039910	0.005592	0.012707	0.016358	0.013013	0.036960	0.027195	0.014407	0.009060	0.011727	0.009347	0.013807	0.005951	0.012046	0.002969	0.007891	0.003790	0.006082	0.007448	0.005531	0.006213	0.005032	0.065378	0.035048	0.005856	0.006643	0.037954	0.003379	0.004698	0.002983	0.003118	0.005003	0.002840	0.007165	0.006362	0.045463	0.003386	0.009428	0.009325	0.009465	0.012876	0.003980	0.006312	0.002334	0.001542
minimal	0.086194	0.005324	0.020378	0.049966	0.002336	0.004475	0.010025	0.004374	0.004637	0.157362	0.005634	0.014988	0.001432	0.003456	0.000755	0.025885	0.007192	0.002572	0.027003	0.021709	0.009892	0.005580	0.031149	0.001500	0.001868	0.001794	0.008426	0.023436	0.000659	0.002325	0.003829	0.005799	0.035285	0.042475	0.013891	0.012872	0.019421	0.032064	0.011875	0.002666	0.042374	0.003300	0.003402	0.005723	0.049622	0.004927	0.003237	0.008441	0.004211	0.010203	0.006201	0.005843	0.001463	0.002568	0.005202	0.009120	0.002236	0.002392	0.012608	0.005226	0.001633	0.008359	0.014282	0.000984	0.001613	0.001903	0.006478	0.022337	0.023448	0.002149	0.003172	0.002841
