TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.277103	0.067322	0.008916	0.006883	0.008033	0.008856	0.029200	0.004697	0.001678	0.003542	0.000918	0.001013	0.001763	0.002282	0.005822	0.003709	0.002297	0.001141	0.000754	0.003845	0.004968	0.003421	0.007218	0.000554	0.001512	0.002275	0.005297	0.002424	0.002558	0.001998	0.003697	0.011892	0.026832	0.001827	0.001729	0.004904	0.025263	0.017008	0.002211	0.003946	0.009236	0.014418	0.001331	0.002787	0.004533	0.007159	0.001277	0.007405	0.059925	0.004702	0.002681	0.001867	0.001830	0.002198	0.002426	0.003754	0.000743	0.002838	0.005579	0.012917	0.001499	0.015193	0.001651	0.001572	0.001069	0.001672	0.006085	0.002397	0.001528	0.002447	0.016492	0.227481
EPA	0.089714	0.027307	0.034229	0.002565	0.007126	0.020286	0.019429	0.004216	0.003196	0.002423	0.003895	0.000666	0.005471	0.003335	0.008843	0.005313	0.021626	0.000804	0.001481	0.002571	0.036710	0.013585	0.005252	0.005778	0.003855	0.009186	0.021865	0.004090	0.008392	0.006981	0.000839	0.011282	0.011813	0.002686	0.001185	0.010411	0.010526	0.007360	0.001681	0.010153	0.055536	0.082154	0.003798	0.010579	0.004181	0.004003	0.007260	0.022761	0.052843	0.012667	0.005340	0.010163	0.005021	0.002657	0.009212	0.004018	0.002424	0.013283	0.017856	0.051208	0.005662	0.006722	0.003643	0.005343	0.003151	0.000420	0.003706	0.001315	0.012798	0.008506	0.047979	0.075670
has	0.027142	0.143039	0.013262	0.029674	0.018061	0.011184	0.023426	0.078292	0.008992	0.005968	0.008074	0.002045	0.004931	0.002720	0.007721	0.043821	0.005906	0.003977	0.008355	0.016543	0.008793	0.007045	0.022165	0.003919	0.003106	0.002331	0.005202	0.006383	0.001133	0.003162	0.005899	0.004890	0.037565	0.006209	0.002702	0.004090	0.015158	0.017805	0.001783	0.002377	0.001714	0.003577	0.003206	0.002488	0.011180	0.002039	0.001822	0.004878	0.054920	0.060591	0.022772	0.021294	0.003946	0.001306	0.001805	0.003963	0.001036	0.001786	0.010666	0.017163	0.002219	0.002548	0.003537	0.000533	0.001542	0.002117	0.001630	0.006797	0.000574	0.000630	0.004727	0.116141
determined	0.017444	0.010962	0.018810	0.003935	0.010156	0.011221	0.036408	0.086208	0.013013	0.008530	0.008571	0.002824	0.001508	0.003746	0.005429	0.037181	0.006071	0.000826	0.007594	0.035652	0.014027	0.006021	0.059123	0.002069	0.003410	0.001889	0.004991	0.009656	0.002636	0.001298	0.002586	0.004472	0.028090	0.009971	0.007610	0.005575	0.021651	0.083172	0.002122	0.005758	0.002554	0.006257	0.002902	0.001377	0.022014	0.002830	0.001263	0.003351	0.005933	0.044885	0.040521	0.004498	0.003913	0.009088	0.002159	0.028333	0.004961	0.001718	0.015485	0.040384	0.003210	0.002342	0.005035	0.001010	0.000530	0.000621	0.001198	0.025104	0.004506	0.002499	0.005795	0.101507
that	0.022579	0.025474	0.006731	0.016589	0.010537	0.016311	0.060638	0.049019	0.014707	0.037718	0.015313	0.006360	0.001527	0.002389	0.007345	0.025828	0.006095	0.010565	0.007835	0.020545	0.011244	0.008101	0.032836	0.003140	0.007500	0.005644	0.007086	0.010692	0.003031	0.002197	0.007936	0.008402	0.025442	0.008594	0.006963	0.005340	0.026881	0.040949	0.006297	0.007777	0.007021	0.009945	0.008161	0.002425	0.014585	0.006515	0.001925	0.004861	0.008498	0.027027	0.014503	0.007955	0.004071	0.007671	0.003821	0.027973	0.006135	0.003441	0.018006	0.015523	0.005725	0.008579	0.004643	0.001342	0.001036	0.002127	0.002885	0.026144	0.003884	0.002122	0.007777	0.133514
the	0.028957	0.078875	0.017356	0.025434	0.030859	0.025629	0.052824	0.019851	0.010590	0.024956	0.008999	0.005665	0.004542	0.003861	0.005775	0.046281	0.009926	0.011331	0.006607	0.014027	0.012866	0.010567	0.016583	0.005562	0.005031	0.006657	0.008839	0.003601	0.003583	0.001753	0.003234	0.016279	0.016314	0.003142	0.003525	0.007129	0.034991	0.009614	0.003119	0.009126	0.013697	0.022817	0.004561	0.003681	0.005935	0.006211	0.002974	0.008109	0.028651	0.007085	0.004297	0.006409	0.004092	0.004156	0.004972	0.005637	0.002142	0.004565	0.010368	0.016597	0.004505	0.027345	0.001911	0.001747	0.000787	0.001153	0.003852	0.008236	0.003170	0.001621	0.009877	0.154978
impacts	0.080987	0.010667	0.002618	0.002073	0.003191	0.014343	0.011411	0.008143	0.005424	0.009579	0.007237	0.005807	0.004030	0.002598	0.006134	0.009305	0.008202	0.001189	0.000781	0.009262	0.011311	0.003423	0.009679	0.002698	0.003283	0.002933	0.005777	0.006288	0.007475	0.001993	0.002952	0.009531	0.067625	0.001158	0.001081	0.003577	0.068202	0.024962	0.003170	0.016474	0.031751	0.054610	0.003327	0.001775	0.007464	0.010833	0.001725	0.006673	0.054108	0.001941	0.002784	0.003434	0.003608	0.004136	0.004053	0.014163	0.004184	0.003259	0.011884	0.043136	0.004445	0.030423	0.003966	0.004146	0.000989	0.000828	0.008066	0.007692	0.023632	0.005914	0.017419	0.167053
would	0.027854	0.005429	0.030098	0.028390	0.019902	0.018538	0.070515	0.016384	0.037945	0.042545	0.021174	0.016725	0.004787	0.003767	0.015753	0.041472	0.013082	0.021763	0.018465	0.020746	0.015678	0.009547	0.010943	0.005217	0.010750	0.011554	0.010106	0.005940	0.004220	0.003695	0.005976	0.010337	0.017251	0.014952	0.010893	0.008650	0.016216	0.009687	0.014068	0.012891	0.008767	0.008904	0.009923	0.004511	0.011907	0.011359	0.003858	0.006454	0.012894	0.008372	0.006614	0.006412	0.004822	0.008608	0.005385	0.017780	0.007473	0.003419	0.012696	0.012342	0.007051	0.005864	0.001859	0.001299	0.001117	0.001248	0.002656	0.009081	0.006326	0.002218	0.009885	0.094991
be	0.022399	0.011042	0.007017	0.016984	0.011551	0.014810	0.075734	0.054207	0.013313	0.035603	0.009740	0.015200	0.005949	0.004115	0.007089	0.030334	0.004883	0.009781	0.009520	0.023487	0.010156	0.005686	0.020232	0.003760	0.006844	0.005264	0.005927	0.005870	0.004938	0.001952	0.005942	0.006765	0.017660	0.011549	0.009554	0.004615	0.028176	0.024389	0.009046	0.008042	0.004250	0.009505	0.012581	0.001704	0.019393	0.006810	0.001483	0.002916	0.014348	0.010761	0.005947	0.008095	0.003537	0.008031	0.002959	0.016424	0.008415	0.002176	0.012232	0.011049	0.004530	0.006982	0.002125	0.002020	0.000801	0.001448	0.004704	0.016057	0.003727	0.002741	0.006091	0.207031
minimal	0.031426	0.014056	0.003239	0.018493	0.015715	0.021642	0.050685	0.059645	0.012536	0.011310	0.031676	0.017181	0.009915	0.006942	0.015290	0.022543	0.009443	0.017987	0.011046	0.031746	0.016878	0.007934	0.026246	0.003496	0.010404	0.006822	0.008348	0.005715	0.006860	0.005803	0.005377	0.012173	0.020003	0.005598	0.006257	0.005838	0.018346	0.008222	0.004330	0.009003	0.001886	0.005247	0.007043	0.001876	0.006782	0.005484	0.002069	0.004510	0.012651	0.008159	0.002816	0.002483	0.004342	0.006757	0.004493	0.011545	0.004644	0.002905	0.005135	0.009652	0.005226	0.009978	0.002545	0.003437	0.002887	0.002144	0.004601	0.007082	0.006084	0.003328	0.011814	0.224223
