TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.320403	0.013236	0.014032	0.007050	0.008894	0.020413	0.007461	0.006410	0.007238	0.004127	0.005372	0.006339	0.009040	0.013653	0.021718	0.004446	0.010092	0.006863	0.003348	0.008718	0.008512	0.015685	0.006410	0.004422	0.005743	0.008557	0.018752	0.007747	0.006446	0.014645	0.031050	0.012033	0.004737	0.007026	0.010942	0.017155	0.009833	0.004395	0.008648	0.009231	0.004419	0.002904	0.005003	0.015022	0.003957	0.006317	0.009716	0.015724	0.007145	0.004811	0.007712	0.004824	0.006469	0.005014	0.013723	0.004276	0.004414	0.013463	0.005693	0.004805	0.006384	0.006315	0.008684	0.006753	0.012256	0.024530	0.015294	0.003350	0.004597	0.006829	0.020142	0.028634
EPA	0.928850	0.000705	0.037733	0.003871	0.001213	0.015973	0.000252	0.000093	0.000001	0.000092	0.000423	0.000010	0.000015	0.000029	0.000407	0.000059	0.000095	0.000014	0.000016	0.000004	0.000003	0.000222	0.000027	0.000001	0.000000	0.000008	0.000388	0.000005	0.000031	0.000002	0.000691	0.000002	0.000009	0.000347	0.000501	0.000638	0.000504	0.000007	0.000029	0.000001	0.000002	0.000000	0.000014	0.000086	0.000002	0.000038	0.000223	0.000872	0.000052	0.000179	0.000080	0.000014	0.000002	0.000001	0.000185	0.000001	0.000000	0.000174	0.000056	0.000001	0.000015	0.001092	0.000853	0.000204	0.000003	0.000803	0.000016	0.000044	0.000002	0.000134	0.001146	0.000433
has	0.103502	0.000038	0.006203	0.854875	0.019204	0.000903	0.007920	0.001644	0.000343	0.000007	0.000142	0.000694	0.000074	0.000031	0.000456	0.000804	0.000057	0.000021	0.000002	0.000195	0.000010	0.000001	0.000000	0.000001	0.000000	0.000000	0.000002	0.000005	0.000000	0.000001	0.000000	0.000116	0.000053	0.000162	0.000381	0.000192	0.000086	0.000007	0.000179	0.000050	0.000000	0.000000	0.000001	0.000017	0.000003	0.000000	0.000046	0.000083	0.000031	0.000056	0.000268	0.000178	0.000007	0.000010	0.000002	0.000030	0.000000	0.000000	0.000001	0.000001	0.000000	0.000003	0.000008	0.000011	0.000006	0.000000	0.000107	0.000084	0.000015	0.000001	0.000059	0.000610
determined	0.328330	0.000044	0.000725	0.000067	0.592663	0.007552	0.000084	0.001623	0.057285	0.000282	0.000001	0.000023	0.000007	0.000002	0.000001	0.000085	0.001879	0.000056	0.000002	0.002389	0.001785	0.000023	0.000004	0.000004	0.000003	0.000003	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000131	0.000000	0.000008	0.000489	0.000871	0.000013	0.000005	0.000516	0.000022	0.000000	0.000000	0.000004	0.000001	0.000000	0.000001	0.000052	0.000004	0.000076	0.000012	0.000049	0.002183	0.000014	0.000003	0.000002	0.000004	0.000001	0.000000	0.000001	0.000006	0.000000	0.000000	0.000001	0.000019	0.000001	0.000001	0.000018	0.000097	0.000013	0.000035	0.000422
that	0.571673	0.001131	0.011555	0.003794	0.053285	0.264044	0.018704	0.022241	0.034799	0.001475	0.000353	0.000008	0.000088	0.000319	0.000011	0.000013	0.000287	0.001290	0.000016	0.000652	0.000473	0.000545	0.000046	0.000000	0.000024	0.000029	0.000001	0.000000	0.000001	0.000014	0.000000	0.000000	0.000030	0.000453	0.000186	0.000014	0.001749	0.003242	0.000169	0.000042	0.000042	0.000009	0.000001	0.000001	0.000006	0.000006	0.000005	0.000001	0.000199	0.000938	0.000143	0.000023	0.000597	0.001223	0.000007	0.000008	0.000026	0.000010	0.000004	0.000000	0.000003	0.000001	0.000000	0.000000	0.000011	0.000096	0.000013	0.000024	0.000106	0.003043	0.000612	0.000085
the	0.462586	0.002895	0.018452	0.006632	0.010206	0.040960	0.376696	0.044073	0.006677	0.002114	0.011988	0.000211	0.000039	0.000053	0.000284	0.000014	0.000016	0.000061	0.001794	0.000090	0.000095	0.000301	0.000769	0.000045	0.000004	0.000159	0.000013	0.000001	0.000000	0.000004	0.000007	0.000001	0.000005	0.000025	0.000048	0.000047	0.000048	0.004656	0.001056	0.000242	0.000005	0.000064	0.000302	0.000003	0.000005	0.000016	0.000062	0.000003	0.000003	0.000556	0.000086	0.000035	0.000025	0.000216	0.001549	0.000044	0.000005	0.000034	0.000030	0.000006	0.000000	0.000001	0.000001	0.000000	0.000001	0.000003	0.000246	0.000008	0.000002	0.000232	0.001426	0.001665
impacts	0.954181	0.000049	0.000055	0.008193	0.000567	0.010213	0.001579	0.011134	0.006945	0.000053	0.000490	0.000030	0.000003	0.000000	0.000174	0.000001	0.000023	0.000001	0.000000	0.000059	0.000024	0.000107	0.000061	0.000014	0.000013	0.000007	0.000065	0.000023	0.000000	0.000000	0.000007	0.000000	0.000002	0.000000	0.000007	0.000140	0.000104	0.000001	0.000013	0.000260	0.000006	0.000000	0.000002	0.000148	0.000000	0.000000	0.000004	0.000014	0.000000	0.000000	0.000002	0.000004	0.000008	0.000015	0.000255	0.000084	0.000034	0.000021	0.000003	0.000003	0.000000	0.000000	0.000003	0.000000	0.000000	0.000003	0.000001	0.000001	0.000007	0.000003	0.000633	0.004144
would	0.033492	0.000003	0.000003	0.000083	0.000945	0.000679	0.001948	0.003880	0.956177	0.000262	0.001542	0.000122	0.000079	0.000003	0.000000	0.000004	0.000020	0.000001	0.000000	0.000001	0.000098	0.000007	0.000004	0.000032	0.000059	0.000012	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.000002	0.000001	0.000237	0.000006	0.000001	0.000001	0.000012	0.000002	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000003	0.000006	0.000019	0.000005	0.000008	0.000039	0.000005	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000186
be	0.627420	0.000193	0.000184	0.000843	0.002040	0.036338	0.003954	0.018398	0.111653	0.104017	0.073496	0.000865	0.005080	0.000096	0.001505	0.000003	0.000241	0.000022	0.000000	0.000000	0.000076	0.001711	0.000007	0.000007	0.000426	0.003236	0.000109	0.000012	0.000009	0.000040	0.000000	0.000000	0.000000	0.000051	0.000000	0.000001	0.000039	0.000009	0.000157	0.000038	0.001711	0.000290	0.000056	0.000069	0.000020	0.000043	0.000004	0.000002	0.000000	0.000005	0.000001	0.000000	0.000032	0.000036	0.000133	0.000077	0.000127	0.004789	0.000172	0.000009	0.000019	0.000038	0.000002	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000008	0.000025	0.000055
minimal	0.804964	0.000016	0.000342	0.000015	0.000003	0.003558	0.018033	0.004605	0.018923	0.002038	0.139981	0.000557	0.000722	0.000270	0.000214	0.000009	0.000005	0.000037	0.000014	0.000028	0.000002	0.000276	0.000096	0.000001	0.000023	0.000522	0.002393	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000033	0.000012	0.000001	0.000029	0.000119	0.000210	0.000005	0.000009	0.000165	0.000002	0.000000	0.000001	0.000001	0.000000	0.000000	0.000002	0.000377	0.000003	0.000001	0.000909	0.000194	0.000006	0.000001	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000067	0.000187
or	0.311854	0.000032	0.000223	0.000087	0.000339	0.000021	0.000051	0.029314	0.005104	0.001254	0.089140	0.525781	0.016321	0.000251	0.001672	0.012028	0.000878	0.000015	0.000341	0.000016	0.000013	0.000003	0.000017	0.000276	0.000010	0.000044	0.000271	0.000549	0.000002	0.000001	0.000000	0.000001	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000005	0.000053	0.000002	0.000004	0.000738	0.002198	0.000065	0.000101	0.000109	0.000308	0.000000	0.000005	0.000000	0.000001	0.000000	0.000000	0.000026	0.000002	0.000012	0.000052	0.000038	0.000225	0.000051	0.000001	0.000011	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000078
none	0.059305	0.000011	0.000028	0.000003	0.000075	0.000082	0.000004	0.000632	0.000859	0.000018	0.009804	0.000400	0.911064	0.001720	0.004022	0.000613	0.004872	0.000040	0.000165	0.000000	0.000052	0.000025	0.000001	0.000006	0.000174	0.000033	0.000146	0.000206	0.000406	0.000034	0.000000	0.000006	0.000000	0.000002	0.000000	0.000001	0.000000	0.000000	0.000001	0.000002	0.000001	0.000000	0.000010	0.000797	0.000072	0.000008	0.000031	0.000102	0.000028	0.000006	0.000000	0.000007	0.000003	0.000001	0.000002	0.000001	0.000023	0.000113	0.000005	0.000011	0.003869	0.000000	0.000018	0.000040	0.000022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000016
##xi	0.044919	0.000096	0.000027	0.000002	0.000020	0.000245	0.000002	0.000002	0.000034	0.000238	0.002703	0.000081	0.001220	0.938775	0.008659	0.000122	0.001278	0.000105	0.000011	0.000000	0.000029	0.000099	0.000003	0.000000	0.000001	0.000099	0.000055	0.000027	0.000139	0.000452	0.000038	0.000002	0.000000	0.000002	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000001	0.000000	0.000002	0.000009	0.000034	0.000004	0.000026	0.000031	0.000003	0.000035	0.000000	0.000000	0.000000	0.000001	0.000003	0.000000	0.000003	0.000144	0.000002	0.000001	0.000016	0.000015	0.000060	0.000009	0.000074	0.000016	0.000023	0.000000	0.000000	0.000001	0.000000	0.000001
##sten	0.777139	0.000080	0.000559	0.000006	0.000005	0.000225	0.000002	0.000010	0.000002	0.000049	0.001226	0.000030	0.001065	0.000199	0.194082	0.001685	0.006459	0.000102	0.000376	0.000047	0.000018	0.000798	0.000004	0.000002	0.000001	0.000042	0.005210	0.000140	0.000051	0.000376	0.000283	0.000073	0.000004	0.000011	0.000002	0.000019	0.000004	0.000000	0.000001	0.000000	0.000000	0.000000	0.000014	0.000647	0.000001	0.000062	0.000937	0.002893	0.000001	0.000026	0.000014	0.000000	0.000000	0.000002	0.000074	0.000000	0.000000	0.000484	0.000103	0.000003	0.000045	0.000123	0.003923	0.000058	0.000053	0.000029	0.000094	0.000000	0.000000	0.000000	0.000020	0.000008
##t	0.641628	0.000073	0.000124	0.000103	0.000025	0.000054	0.000004	0.000015	0.000036	0.000001	0.000536	0.006230	0.013533	0.009141	0.056787	0.186510	0.018376	0.001344	0.005808	0.024397	0.000282	0.000074	0.000122	0.000021	0.000003	0.000003	0.000268	0.000091	0.000112	0.000810	0.000127	0.000950	0.000011	0.000000	0.000002	0.000040	0.000004	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000319	0.000014	0.000002	0.000595	0.012231	0.000067	0.000010	0.000030	0.000403	0.000001	0.000001	0.000028	0.000001	0.000001	0.000009	0.000003	0.000029	0.000069	0.000046	0.000062	0.014451	0.003514	0.000007	0.000388	0.000001	0.000000	0.000000	0.000001	0.000073
