TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.607513	0.010415	0.002458	0.002561	0.001544	0.004897	0.003803	0.001971	0.001298	0.001066	0.001670	0.001407	0.002913	0.002468	0.009464	0.001728	0.017079	0.002624	0.001405	0.005863	0.017094	0.008098	0.009241	0.008282	0.008483	0.014671	0.009210	0.003359	0.004390	0.002043	0.003481	0.004136	0.005731	0.006665	0.004953	0.008416	0.004355	0.003270	0.003023	0.010534	0.003319	0.003964	0.002652	0.007064	0.002028	0.005724	0.010692	0.008002	0.008909	0.003264	0.001019	0.001598	0.009089	0.001169	0.006149	0.001744	0.003881	0.006691	0.001712	0.009420	0.004134	0.004904	0.002937	0.003762	0.001824	0.003710	0.006372	0.001942	0.004547	0.003845	0.013877	0.026472
EPA	0.004809	0.019872	0.012823	0.012295	0.004739	0.005113	0.020546	0.020480	0.006577	0.007658	0.005421	0.002829	0.008019	0.012853	0.011938	0.005017	0.005888	0.006119	0.002957	0.016143	0.006406	0.006152	0.035209	0.007660	0.006927	0.004792	0.006617	0.015020	0.030013	0.006983	0.016105	0.007595	0.027991	0.008131	0.004984	0.007665	0.013365	0.010202	0.009045	0.004870	0.024432	0.049465	0.019722	0.011730	0.020807	0.023280	0.006619	0.010745	0.049286	0.018494	0.006664	0.046894	0.004958	0.009560	0.009908	0.009682	0.011629	0.010013	0.010240	0.053440	0.006034	0.028765	0.014182	0.036334	0.007610	0.021269	0.006433	0.005112	0.008798	0.014434	0.010446	0.005184
has	0.068095	0.033084	0.014053	0.022541	0.008005	0.005286	0.014002	0.030642	0.010856	0.009482	0.010825	0.005098	0.006359	0.004990	0.015031	0.012364	0.021955	0.006730	0.002746	0.023822	0.023290	0.007408	0.025443	0.024425	0.012767	0.018423	0.007955	0.007954	0.016171	0.001919	0.004696	0.008140	0.029335	0.021213	0.008294	0.008263	0.009926	0.012170	0.009824	0.014236	0.013552	0.022847	0.008399	0.009621	0.010441	0.010991	0.017920	0.008864	0.030329	0.054294	0.006945	0.015918	0.013129	0.009050	0.006861	0.006937	0.016128	0.006523	0.007988	0.019713	0.008726	0.012941	0.005571	0.017909	0.001681	0.004829	0.006800	0.005368	0.002938	0.011591	0.022028	0.005349
determined	0.036171	0.024966	0.016396	0.038365	0.012915	0.004519	0.016395	0.018424	0.011805	0.009143	0.015271	0.004103	0.005762	0.003883	0.017093	0.015654	0.018103	0.009264	0.005473	0.034293	0.019788	0.007037	0.027740	0.058863	0.030885	0.034996	0.006827	0.004326	0.013283	0.001446	0.005728	0.011672	0.023615	0.025208	0.018949	0.006658	0.011482	0.008210	0.013181	0.017699	0.008774	0.010765	0.015951	0.006633	0.007482	0.017272	0.026118	0.005881	0.015055	0.043714	0.010132	0.018697	0.016450	0.014613	0.004833	0.005998	0.021026	0.004509	0.006356	0.004218	0.011695	0.006386	0.002247	0.009552	0.001061	0.004173	0.003285	0.005564	0.003623	0.006713	0.012522	0.003107
that	0.045758	0.014027	0.013783	0.014375	0.008973	0.009348	0.008523	0.013986	0.008644	0.005967	0.007609	0.003737	0.003698	0.004037	0.021490	0.008201	0.032083	0.006621	0.004417	0.017452	0.035086	0.015459	0.015088	0.043786	0.033592	0.042267	0.015881	0.006737	0.011884	0.002524	0.003607	0.008669	0.012472	0.025482	0.020791	0.016296	0.006713	0.007833	0.010854	0.023641	0.013102	0.006718	0.008359	0.018148	0.005086	0.010817	0.042835	0.017547	0.017191	0.029602	0.006559	0.010517	0.024207	0.012481	0.014495	0.004857	0.020479	0.013837	0.006269	0.005734	0.014708	0.004223	0.005226	0.010929	0.002115	0.003411	0.007956	0.006330	0.003181	0.011581	0.024304	0.005807
the	0.037733	0.025451	0.006408	0.007285	0.007264	0.018610	0.009812	0.007079	0.003858	0.004082	0.005927	0.002985	0.009480	0.006061	0.030161	0.004815	0.040653	0.006167	0.004106	0.012917	0.041116	0.029467	0.013144	0.047716	0.038769	0.049354	0.026619	0.008728	0.013551	0.003310	0.003437	0.006201	0.009705	0.011591	0.013809	0.022679	0.006003	0.006520	0.008259	0.019572	0.008039	0.006801	0.006239	0.023764	0.003710	0.008469	0.044774	0.024554	0.011980	0.007816	0.002891	0.009786	0.022156	0.005429	0.021759	0.003861	0.014263	0.021608	0.004388	0.008862	0.011624	0.009243	0.006811	0.013845	0.003225	0.003872	0.008586	0.004660	0.003688	0.008311	0.027791	0.006790
impacts	0.045686	0.082627	0.011535	0.017085	0.004175	0.004331	0.010285	0.007983	0.002257	0.002709	0.003233	0.001432	0.006766	0.008673	0.020483	0.003411	0.018433	0.002101	0.002260	0.020129	0.022188	0.006851	0.040875	0.030968	0.023081	0.025267	0.006293	0.006099	0.021552	0.002185	0.007038	0.007224	0.018316	0.010725	0.005528	0.006821	0.010137	0.005010	0.003516	0.009231	0.005764	0.022224	0.014860	0.007722	0.006578	0.013394	0.027980	0.008967	0.027463	0.017081	0.001965	0.024848	0.015387	0.006912	0.008590	0.004562	0.016917	0.008607	0.006364	0.023123	0.008619	0.019715	0.007062	0.033897	0.003050	0.011637	0.008347	0.005068	0.005620	0.018070	0.044458	0.020650
would	0.028239	0.023435	0.031799	0.028520	0.007657	0.005094	0.014086	0.018263	0.007516	0.008190	0.011198	0.003062	0.005924	0.007562	0.021751	0.006101	0.023160	0.004475	0.005490	0.021428	0.025531	0.007508	0.013928	0.057129	0.033992	0.043356	0.006773	0.005681	0.018852	0.002873	0.003094	0.006971	0.018512	0.024350	0.015314	0.008282	0.006818	0.010909	0.007971	0.019054	0.008332	0.010050	0.014390	0.008998	0.007110	0.013536	0.045925	0.008580	0.015098	0.031551	0.005662	0.019684	0.020047	0.012940	0.007309	0.004471	0.019768	0.006665	0.006344	0.004919	0.011475	0.004353	0.004208	0.018357	0.002600	0.002889	0.006112	0.007382	0.003097	0.013493	0.026868	0.007944
be	0.042952	0.023159	0.014616	0.018161	0.009612	0.012286	0.014580	0.012810	0.003923	0.006035	0.007844	0.003352	0.004363	0.005495	0.021696	0.006957	0.042386	0.003897	0.005227	0.012793	0.047031	0.018172	0.011536	0.059425	0.031864	0.047144	0.016573	0.004531	0.012703	0.001499	0.002904	0.007265	0.011754	0.017745	0.016151	0.017612	0.005723	0.007972	0.007455	0.020560	0.009272	0.007420	0.010953	0.016797	0.004626	0.009076	0.043167	0.015664	0.014363	0.018429	0.003843	0.015187	0.021094	0.010396	0.013602	0.004055	0.016150	0.012482	0.005807	0.003784	0.009692	0.005108	0.002884	0.011658	0.001227	0.002584	0.005823	0.004952	0.002855	0.016541	0.034969	0.007778
minimal	0.064708	0.028781	0.008398	0.026197	0.007611	0.009119	0.009796	0.008394	0.003301	0.003074	0.006542	0.001615	0.006528	0.006450	0.035007	0.008572	0.061998	0.003384	0.003905	0.018758	0.069514	0.015046	0.013272	0.077233	0.049668	0.063358	0.011961	0.003258	0.011059	0.001016	0.003505	0.008778	0.012450	0.020460	0.016197	0.012724	0.004305	0.004586	0.004134	0.018431	0.004849	0.010070	0.004372	0.009852	0.002153	0.007681	0.042608	0.009507	0.009565	0.012444	0.001270	0.010765	0.017830	0.007394	0.007542	0.003092	0.008031	0.006598	0.003311	0.003151	0.006259	0.005521	0.001584	0.008209	0.000707	0.002790	0.003045	0.002086	0.001970	0.006437	0.030809	0.005405
or	0.044968	0.007766	0.009105	0.014922	0.012831	0.016263	0.007108	0.014447	0.006780	0.008470	0.009400	0.004951	0.004273	0.008881	0.028091	0.006374	0.049118	0.005495	0.005268	0.015015	0.046552	0.022611	0.007996	0.052374	0.043839	0.067955	0.018983	0.005392	0.006541	0.002320	0.003045	0.007079	0.006762	0.014058	0.021868	0.017949	0.003227	0.007811	0.005318	0.026151	0.006389	0.004078	0.006092	0.017888	0.004055	0.005512	0.054728	0.016721	0.011948	0.013722	0.003210	0.009594	0.025218	0.007542	0.013384	0.002485	0.016283	0.012765	0.004085	0.003402	0.010865	0.002865	0.003269	0.005269	0.001760	0.002478	0.004901	0.006271	0.001556	0.009747	0.037555	0.007003
none	0.150737	0.006826	0.005078	0.025219	0.008343	0.014894	0.004600	0.014048	0.004485	0.002811	0.006175	0.001813	0.001597	0.002522	0.020654	0.009511	0.056580	0.002516	0.004552	0.010817	0.052378	0.020766	0.005221	0.051782	0.032149	0.043869	0.018912	0.002254	0.006378	0.000915	0.001386	0.008398	0.005634	0.048412	0.022541	0.021023	0.002897	0.004763	0.005572	0.031076	0.008417	0.002123	0.006779	0.015664	0.002133	0.005036	0.030912	0.013866	0.006058	0.009421	0.002806	0.005177	0.025878	0.007018	0.011727	0.001598	0.010642	0.010791	0.002509	0.001088	0.009285	0.001396	0.001287	0.004657	0.000647	0.000964	0.004797	0.003366	0.002771	0.005337	0.034047	0.011697
