TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.060549	0.007660	0.022012	0.017991	0.015857	0.011053	0.008620	0.016617	0.016414	0.006889	0.010216	0.014232	0.011417	0.010598	0.010887	0.015770	0.016695	0.011192	0.014911	0.018263	0.016609	0.009445	0.007628	0.008052	0.008195	0.008329	0.009788	0.015015	0.013468	0.015301	0.011257	0.016934	0.011420	0.014289	0.009386	0.011860	0.017938	0.013953	0.014762	0.008583	0.015885	0.008188	0.011007	0.010804	0.016252	0.007974	0.008266	0.010864	0.009959	0.018426	0.016782	0.012255	0.008362	0.017720	0.009545	0.008523	0.009642	0.009778	0.009198	0.016584	0.011582	0.010698	0.014824	0.012716	0.015732	0.011553	0.019283	0.021435	0.014345	0.011613	0.020928	0.039221
EPA	0.018309	0.017198	0.011056	0.005238	0.003164	0.008854	0.083264	0.009758	0.006327	0.010551	0.030292	0.000577	0.001972	0.004370	0.005850	0.012904	0.037303	0.002949	0.002411	0.030925	0.035681	0.010260	0.003361	0.028884	0.013610	0.018414	0.009247	0.007477	0.004612	0.001094	0.005149	0.002850	0.155725	0.013693	0.006505	0.010608	0.030469	0.009156	0.005252	0.008101	0.008597	0.009784	0.001842	0.009440	0.005144	0.005555	0.011474	0.009955	0.010344	0.003070	0.010155	0.004964	0.008185	0.002845	0.008541	0.009339	0.004935	0.007869	0.012175	0.003590	0.022945	0.055112	0.004364	0.003424	0.000899	0.003168	0.003864	0.015711	0.011673	0.016291	0.030348	0.000984
has	0.136682	0.046086	0.062349	0.014774	0.017127	0.011539	0.012392	0.012492	0.020489	0.005333	0.011994	0.003624	0.000671	0.001471	0.003341	0.030697	0.013344	0.004105	0.009640	0.108605	0.013512	0.012816	0.003445	0.007240	0.003256	0.004763	0.013053	0.009764	0.000992	0.002015	0.002999	0.001330	0.077946	0.008654	0.002394	0.014048	0.006088	0.008386	0.005990	0.003824	0.002438	0.009887	0.006075	0.011031	0.007285	0.011630	0.003360	0.010252	0.009711	0.020157	0.028854	0.014770	0.002522	0.016758	0.008231	0.004781	0.002454	0.006980	0.009293	0.019697	0.002154	0.010822	0.005166	0.000778	0.001424	0.001982	0.002793	0.003820	0.004615	0.002397	0.025077	0.003533
determined	0.335199	0.013203	0.014190	0.008126	0.008785	0.008211	0.008256	0.007818	0.004154	0.005619	0.004617	0.001244	0.003118	0.001010	0.000536	0.018104	0.021936	0.002147	0.006313	0.040547	0.024236	0.011122	0.020656	0.004353	0.002424	0.006451	0.009576	0.005814	0.000678	0.000758	0.002103	0.006465	0.108526	0.009806	0.003097	0.009233	0.036487	0.019135	0.004657	0.002759	0.001634	0.003103	0.001591	0.006374	0.005630	0.013578	0.003537	0.007149	0.024309	0.021437	0.007302	0.005878	0.002205	0.004494	0.006834	0.003062	0.000458	0.006002	0.005923	0.005223	0.001199	0.012893	0.003565	0.000428	0.000556	0.001294	0.003547	0.001953	0.002294	0.001839	0.027192	0.006044
that	0.462421	0.005867	0.018655	0.012425	0.008515	0.004972	0.001634	0.015709	0.007682	0.001929	0.006501	0.003956	0.000378	0.001008	0.002504	0.022241	0.012038	0.005702	0.008940	0.069498	0.012642	0.005284	0.009142	0.005202	0.002353	0.003470	0.006384	0.008210	0.001877	0.002165	0.002848	0.001930	0.029039	0.008669	0.002712	0.005927	0.010598	0.009431	0.018151	0.001963	0.001481	0.001124	0.009778	0.005108	0.006265	0.003631	0.002845	0.004692	0.007665	0.017009	0.014240	0.008825	0.001193	0.008227	0.004226	0.001388	0.001265	0.003542	0.004707	0.004185	0.001444	0.010672	0.005421	0.001584	0.001435	0.001711	0.003688	0.004588	0.005145	0.002188	0.022043	0.008113
the	0.126095	0.011531	0.019087	0.012240	0.014804	0.008411	0.006765	0.015057	0.006938	0.008694	0.012149	0.010493	0.003682	0.003419	0.010151	0.018105	0.016755	0.011861	0.015984	0.023639	0.018673	0.012120	0.018850	0.017447	0.018653	0.017451	0.013955	0.010861	0.002854	0.006503	0.007672	0.004478	0.020284	0.009487	0.016446	0.014798	0.015408	0.014419	0.021641	0.015070	0.007259	0.002556	0.023196	0.011887	0.009755	0.004300	0.014222	0.011694	0.012342	0.015706	0.026212	0.006943	0.012900	0.010904	0.012849	0.008374	0.013001	0.010930	0.007415	0.008407	0.012710	0.008409	0.008763	0.002295	0.005634	0.004921	0.005251	0.021243	0.007943	0.005884	0.025637	0.027530
impacts	0.258523	0.028805	0.011569	0.005782	0.003423	0.013769	0.038036	0.002672	0.003454	0.027325	0.007601	0.000994	0.000924	0.004218	0.005818	0.006621	0.025795	0.000535	0.002364	0.034557	0.024422	0.013039	0.002453	0.012940	0.002573	0.014749	0.014703	0.007116	0.001746	0.000475	0.005852	0.002959	0.061287	0.015072	0.005788	0.016224	0.030881	0.014090	0.003669	0.005626	0.006838	0.011003	0.000465	0.012225	0.003824	0.002591	0.011045	0.012005	0.007881	0.002892	0.009362	0.005285	0.004185	0.001826	0.008930	0.004273	0.000997	0.007899	0.016303	0.008808	0.004494	0.030615	0.003891	0.001505	0.000280	0.003148	0.001438	0.004544	0.018043	0.016968	0.036167	0.001817
would	0.256763	0.020334	0.016374	0.009479	0.012270	0.007089	0.005112	0.021528	0.008385	0.002459	0.012895	0.003453	0.001727	0.001464	0.001766	0.015041	0.012131	0.003949	0.011181	0.055049	0.014560	0.007297	0.020628	0.008255	0.006153	0.013180	0.007787	0.013192	0.000924	0.001103	0.001801	0.001549	0.060394	0.008409	0.006333	0.007452	0.010540	0.018622	0.023336	0.005502	0.001265	0.002417	0.005963	0.006731	0.010314	0.002974	0.009795	0.006722	0.009673	0.034291	0.024556	0.012076	0.004146	0.013983	0.007077	0.003868	0.005274	0.005786	0.015050	0.011562	0.004061	0.017266	0.009541	0.000988	0.000932	0.001310	0.003041	0.009414	0.003930	0.004122	0.025138	0.011266
be	0.175087	0.010818	0.007241	0.007048	0.005876	0.004973	0.001686	0.016946	0.001593	0.001444	0.005368	0.001232	0.000346	0.000681	0.001597	0.006638	0.007881	0.001215	0.004701	0.031842	0.006985	0.005798	0.020133	0.004616	0.002454	0.003720	0.007026	0.006263	0.000639	0.000209	0.000866	0.000941	0.330480	0.003994	0.002675	0.006632	0.017940	0.022372	0.027655	0.003397	0.000883	0.000704	0.003072	0.006102	0.003871	0.002041	0.003896	0.007009	0.014048	0.025423	0.050946	0.004479	0.003333	0.005775	0.006071	0.001553	0.001922	0.004673	0.006949	0.003147	0.002251	0.033336	0.007862	0.000881	0.000211	0.000750	0.002410	0.004481	0.002111	0.001274	0.016639	0.002885
minimal	0.293061	0.004986	0.008864	0.001654	0.006933	0.038801	0.004170	0.002843	0.002219	0.035735	0.014965	0.002913	0.001403	0.002734	0.008760	0.006501	0.015014	0.002971	0.004052	0.011630	0.014128	0.039050	0.010146	0.006551	0.006290	0.015422	0.047701	0.005127	0.002026	0.000466	0.001575	0.002482	0.048571	0.003408	0.017490	0.034772	0.002935	0.017514	0.006602	0.012767	0.003583	0.002155	0.001417	0.028356	0.001900	0.002149	0.008545	0.025277	0.002823	0.001985	0.004804	0.001413	0.008336	0.002550	0.023324	0.004327	0.002432	0.020703	0.002343	0.002890	0.006056	0.004284	0.002941	0.001554	0.000277	0.001005	0.003001	0.005231	0.005783	0.003779	0.043627	0.005915
