TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.187958	0.004767	0.001556	0.000573	0.000334	0.000160	0.000475	0.000066	0.000087	0.000039	0.000063	0.000028	0.000020	0.000010	0.000036	0.000341	0.000112	0.000135	0.000043	0.000074	0.000123	0.000069	0.000087	0.000023	0.000032	0.000058	0.000170	0.000029	0.000037	0.000018	0.000033	0.000189	0.000327	0.000014	0.000025	0.000095	0.001336	0.000084	0.000032	0.000193	0.000373	0.000937	0.000165	0.000085	0.000110	0.000224	0.000135	0.000177	0.000496	0.000225	0.000208	0.000128	0.000198	0.000265	0.000261	0.000224	0.000103	0.000158	0.000283	0.000493	0.000134	0.000522	0.000111	0.000051	0.000026	0.000059	0.000877	0.000337	0.000040	0.000058	0.017751	0.774938
EPA	0.004148	0.038093	0.039580	0.014774	0.012227	0.028755	0.003393	0.003471	0.001246	0.000883	0.006231	0.001521	0.000533	0.000485	0.001634	0.021466	0.000847	0.000583	0.002221	0.001223	0.006166	0.003048	0.000300	0.000195	0.000224	0.000432	0.004364	0.000960	0.000118	0.000423	0.000263	0.000809	0.000190	0.000159	0.000285	0.000563	0.001048	0.000033	0.000059	0.000392	0.000743	0.000591	0.000283	0.000325	0.000152	0.000045	0.000120	0.002703	0.000797	0.000339	0.000248	0.001845	0.000219	0.000346	0.001418	0.000452	0.000316	0.000718	0.002006	0.000150	0.000516	0.000440	0.000165	0.000032	0.000105	0.000207	0.000126	0.000055	0.000101	0.000092	0.057307	0.723694
has	0.000589	0.038464	0.082599	0.100863	0.052570	0.021749	0.002208	0.009731	0.003892	0.002479	0.001214	0.000306	0.000038	0.000227	0.000765	0.154016	0.001732	0.001915	0.001334	0.003699	0.003369	0.003125	0.000141	0.000023	0.000017	0.000060	0.005933	0.000060	0.000037	0.000034	0.000044	0.000202	0.000576	0.000097	0.000109	0.000577	0.000339	0.000033	0.000034	0.000027	0.000136	0.000189	0.000052	0.000216	0.000062	0.000043	0.000062	0.005688	0.001686	0.001435	0.000361	0.000357	0.000027	0.000042	0.000234	0.000016	0.000004	0.000118	0.000136	0.000043	0.000047	0.000256	0.000025	0.000018	0.000013	0.000063	0.000105	0.000058	0.000010	0.000015	0.058247	0.435011
determined	0.000352	0.049588	0.092909	0.082007	0.055688	0.036973	0.007309	0.012901	0.003939	0.009057	0.001158	0.000341	0.000012	0.000414	0.000656	0.184510	0.001271	0.001243	0.002282	0.004569	0.000945	0.002005	0.000156	0.000033	0.000036	0.000076	0.005565	0.000020	0.000027	0.000038	0.000028	0.000204	0.000613	0.000065	0.000083	0.000349	0.000474	0.000026	0.000015	0.000004	0.000022	0.000075	0.000025	0.000144	0.000032	0.000063	0.000074	0.007650	0.001211	0.001765	0.000156	0.000076	0.000041	0.000020	0.000145	0.000007	0.000003	0.000062	0.000030	0.000042	0.000010	0.000087	0.000003	0.000009	0.000010	0.000033	0.000026	0.000088	0.000011	0.000023	0.020911	0.409205
that	0.000164	0.045928	0.049494	0.067893	0.157660	0.061971	0.020736	0.010907	0.006972	0.019172	0.002412	0.000446	0.000037	0.001090	0.002311	0.404237	0.000938	0.001700	0.002488	0.004763	0.001512	0.001935	0.000136	0.000019	0.000019	0.000035	0.006774	0.000067	0.000043	0.000011	0.000050	0.000251	0.001198	0.000102	0.000062	0.000198	0.000280	0.000010	0.000002	0.000005	0.000020	0.000085	0.000014	0.000046	0.000022	0.000066	0.000017	0.002654	0.000903	0.004416	0.000178	0.000060	0.000024	0.000012	0.000168	0.000006	0.000009	0.000114	0.000057	0.000098	0.000015	0.000176	0.000009	0.000011	0.000003	0.000032	0.000067	0.000089	0.000009	0.000012	0.013063	0.103520
the	0.000332	0.018119	0.007318	0.015912	0.033653	0.166124	0.101530	0.030732	0.133494	0.078092	0.026527	0.007559	0.001510	0.005214	0.030189	0.143622	0.001288	0.007199	0.007384	0.011732	0.006169	0.013050	0.002828	0.000146	0.000695	0.003013	0.030471	0.001406	0.000313	0.000161	0.000314	0.001293	0.002924	0.001664	0.001138	0.001077	0.001480	0.000078	0.000022	0.000140	0.000073	0.000364	0.000092	0.000351	0.000057	0.000052	0.000077	0.002362	0.002223	0.005039	0.001254	0.000130	0.000300	0.000133	0.000861	0.000075	0.000118	0.000484	0.000175	0.000133	0.000183	0.000796	0.000092	0.000029	0.000020	0.000061	0.000138	0.000151	0.000019	0.000025	0.009463	0.078759
impacts	0.002170	0.005187	0.002440	0.007548	0.012355	0.138638	0.075759	0.010139	0.064848	0.033455	0.007076	0.013285	0.001189	0.007132	0.014314	0.043211	0.001800	0.008848	0.009126	0.006336	0.002794	0.003904	0.001908	0.000396	0.001276	0.004881	0.013505	0.003134	0.000796	0.000519	0.000913	0.002371	0.002502	0.000624	0.001271	0.000451	0.001641	0.000275	0.000080	0.000039	0.000025	0.000080	0.000052	0.000198	0.000035	0.000026	0.000090	0.000992	0.000697	0.001649	0.001048	0.000089	0.001409	0.000345	0.001189	0.000170	0.000295	0.000299	0.000174	0.000055	0.000401	0.002039	0.000240	0.000111	0.000072	0.000161	0.000099	0.000311	0.000051	0.000100	0.015474	0.463886
would	0.000344	0.007886	0.021964	0.013012	0.041670	0.043716	0.051806	0.015881	0.039141	0.007320	0.025596	0.004091	0.001493	0.001320	0.005012	0.224795	0.000646	0.009253	0.001641	0.003950	0.003317	0.002396	0.001128	0.000047	0.000135	0.000740	0.008559	0.000309	0.000231	0.000066	0.000215	0.000979	0.002195	0.000911	0.001232	0.000417	0.000603	0.000016	0.000018	0.000018	0.000022	0.000103	0.000061	0.000088	0.000069	0.000086	0.000060	0.000970	0.000894	0.028990	0.003808	0.000153	0.001109	0.000208	0.000447	0.000073	0.000022	0.000101	0.000025	0.000060	0.000077	0.000595	0.000022	0.000022	0.000005	0.000040	0.000123	0.001350	0.000021	0.000041	0.037519	0.378769
be	0.000180	0.001912	0.003443	0.005446	0.019091	0.146389	0.081600	0.013381	0.033174	0.013888	0.008872	0.002559	0.000457	0.002343	0.004638	0.389971	0.001385	0.011614	0.007459	0.020394	0.004245	0.004812	0.000730	0.000019	0.000217	0.001612	0.031101	0.000315	0.000296	0.000042	0.000146	0.000607	0.002514	0.000940	0.001164	0.000568	0.000605	0.000015	0.000013	0.000005	0.000004	0.000045	0.000047	0.000079	0.000042	0.000019	0.000099	0.002076	0.001102	0.029038	0.004114	0.000137	0.000485	0.000198	0.001018	0.000080	0.000035	0.000216	0.000021	0.000041	0.000068	0.000468	0.000035	0.000045	0.000006	0.000037	0.000114	0.001573	0.000057	0.000124	0.024862	0.115551
minimal	0.001371	0.000639	0.001125	0.001880	0.003848	0.074527	0.026522	0.004132	0.014684	0.031698	0.024961	0.008088	0.002636	0.023705	0.024667	0.181442	0.001386	0.002324	0.005294	0.011116	0.004309	0.005680	0.000593	0.000076	0.000351	0.000518	0.009515	0.001383	0.001040	0.000237	0.000464	0.000245	0.000533	0.001865	0.003113	0.000929	0.000517	0.000028	0.000008	0.000004	0.000012	0.000010	0.000048	0.000077	0.000045	0.000014	0.000012	0.000382	0.000067	0.001536	0.000728	0.000051	0.000125	0.000169	0.000558	0.000080	0.000073	0.000198	0.000076	0.000026	0.000014	0.000588	0.000028	0.000089	0.000020	0.000065	0.000016	0.001112	0.000178	0.000055	0.025062	0.491035
