TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.060999	0.031507	0.072668	0.013798	0.014253	0.081993	0.013555	0.004776	0.018496	0.001642	0.003005	0.000883	0.000235	0.000609	0.001652	0.002993	0.002124	0.000521	0.001029	0.001032	0.006487	0.022146	0.004012	0.003227	0.000661	0.006422	0.009881	0.001429	0.000417	0.000472	0.002421	0.008684	0.002113	0.001501	0.006799	0.005952	0.002159	0.022568	0.002915	0.005843	0.005224	0.000997	0.025986	0.024182	0.014959	0.001586	0.006454	0.038661	0.021727	0.019078	0.009855	0.015052	0.022200	0.025098	0.055813	0.003633	0.004667	0.012907	0.006736	0.008476	0.032361	0.008708	0.005288	0.001179	0.001561	0.002535	0.021529	0.012730	0.007453	0.020947	0.054293	0.064246
EPA	0.000030	0.108470	0.000044	0.000044	0.000031	0.001268	0.006857	0.000139	0.000111	0.000050	0.000014	0.000033	0.000079	0.000116	0.000032	0.000025	0.000006	0.000002	0.000007	0.000016	0.000029	0.000261	0.000275	0.000046	0.000090	0.000106	0.000389	0.019655	0.000644	0.001544	0.002214	0.002927	0.000251	0.000016	0.000084	0.000099	0.004011	0.000091	0.000012	0.000307	0.001874	0.002109	0.000076	0.000042	0.000088	0.000055	0.000071	0.000143	0.000319	0.000106	0.000056	0.000213	0.000131	0.000093	0.000423	0.000141	0.000141	0.000101	0.000176	0.000319	0.000744	0.005509	0.034005	0.000758	0.005677	0.004132	0.007073	0.000104	0.000821	0.000835	0.351312	0.431927
has	0.000144	0.008514	0.173553	0.033092	0.018577	0.086633	0.008770	0.015044	0.012456	0.000516	0.000064	0.000140	0.000009	0.000200	0.000143	0.000365	0.000766	0.000105	0.000597	0.002280	0.003595	0.014574	0.001842	0.000815	0.000383	0.000996	0.005492	0.000025	0.000002	0.000002	0.000002	0.000186	0.000191	0.000154	0.000639	0.004507	0.000692	0.001090	0.000127	0.001281	0.000055	0.000029	0.000245	0.000440	0.000281	0.000188	0.001039	0.006129	0.001278	0.172804	0.001359	0.000399	0.000972	0.000372	0.011231	0.001039	0.000141	0.003038	0.002205	0.000209	0.000783	0.000132	0.000018	0.000011	0.000004	0.000004	0.000035	0.000659	0.000176	0.001368	0.179347	0.215448
determined	0.000130	0.056113	0.013503	0.188647	0.025924	0.103867	0.231848	0.113621	0.038522	0.003137	0.000189	0.000760	0.000015	0.000424	0.000493	0.000301	0.000067	0.000012	0.000344	0.003917	0.000768	0.016621	0.003920	0.000929	0.000962	0.001852	0.008579	0.000066	0.000003	0.000003	0.000002	0.000794	0.000999	0.000088	0.000371	0.002737	0.002130	0.003404	0.000177	0.001212	0.000077	0.000034	0.000102	0.000193	0.000490	0.000135	0.000397	0.003150	0.001390	0.034199	0.000875	0.000747	0.000650	0.000276	0.002904	0.001760	0.000076	0.000707	0.002560	0.000313	0.001265	0.000398	0.000087	0.000017	0.000008	0.000007	0.000228	0.001034	0.000538	0.002270	0.052219	0.063445
that	0.001009	0.070779	0.007211	0.073086	0.023284	0.099322	0.116166	0.113244	0.035546	0.004400	0.000169	0.000558	0.000003	0.000118	0.000455	0.000263	0.000053	0.000022	0.000287	0.004977	0.000516	0.008789	0.001767	0.000498	0.000530	0.000685	0.007909	0.000063	0.000003	0.000002	0.000001	0.000984	0.001348	0.000065	0.000271	0.001250	0.007514	0.004519	0.000096	0.000824	0.000129	0.000056	0.000085	0.000132	0.000287	0.000116	0.000292	0.004036	0.004913	0.042200	0.000425	0.000510	0.000498	0.000395	0.002155	0.002006	0.000041	0.000587	0.001421	0.000449	0.001000	0.001364	0.000101	0.000022	0.000005	0.000003	0.000297	0.001245	0.000437	0.002478	0.152279	0.191456
the	0.000088	0.101816	0.001341	0.004061	0.001344	0.131162	0.420181	0.013521	0.018775	0.001137	0.000036	0.000371	0.000016	0.000450	0.000475	0.000050	0.000011	0.000004	0.000070	0.000697	0.000239	0.008181	0.003211	0.000307	0.000943	0.000908	0.032667	0.001580	0.000015	0.000008	0.000027	0.004047	0.002657	0.000018	0.000119	0.001026	0.014038	0.002581	0.000048	0.000923	0.000136	0.000158	0.000125	0.000212	0.000577	0.000134	0.000589	0.010329	0.005196	0.009170	0.000292	0.000571	0.000587	0.000752	0.006762	0.004639	0.000138	0.000798	0.002345	0.000467	0.001896	0.001740	0.001265	0.000050	0.000030	0.000068	0.001654	0.000331	0.001880	0.013189	0.072744	0.092028
impacts	0.000128	0.208588	0.000293	0.000624	0.000551	0.033133	0.369162	0.007066	0.003178	0.001628	0.000061	0.000702	0.000100	0.001224	0.000820	0.000072	0.000016	0.000002	0.000050	0.000107	0.000361	0.003714	0.001610	0.000166	0.000740	0.000593	0.009805	0.024894	0.000794	0.000934	0.000576	0.018574	0.000980	0.000078	0.000952	0.001058	0.019422	0.003147	0.000042	0.000866	0.003279	0.009424	0.000323	0.000180	0.000342	0.000112	0.000535	0.002529	0.004634	0.002441	0.000246	0.002624	0.000810	0.001349	0.005397	0.003006	0.000324	0.001622	0.002567	0.005210	0.004396	0.004913	0.029081	0.001949	0.003148	0.001138	0.016449	0.000558	0.005681	0.007910	0.072226	0.088783
would	0.000108	0.014063	0.002338	0.016277	0.012670	0.064727	0.089576	0.301665	0.032676	0.002028	0.000156	0.000281	0.000011	0.000086	0.000943	0.000463	0.000037	0.000011	0.000254	0.001180	0.001034	0.009062	0.001391	0.000607	0.002026	0.000824	0.004383	0.000043	0.000002	0.000002	0.000001	0.000388	0.000078	0.000036	0.000212	0.000868	0.000733	0.001009	0.000030	0.000728	0.000130	0.000065	0.000089	0.000083	0.000191	0.000018	0.000275	0.001195	0.000327	0.019888	0.000825	0.000589	0.000952	0.001121	0.004861	0.002139	0.000095	0.001368	0.002677	0.000232	0.000802	0.000094	0.000050	0.000014	0.000006	0.000002	0.000122	0.001235	0.000597	0.004646	0.176037	0.216266
be	0.000341	0.037427	0.000700	0.005546	0.001321	0.044702	0.591075	0.014804	0.020889	0.005334	0.000167	0.000825	0.000007	0.000193	0.002487	0.000088	0.000010	0.000006	0.000056	0.001168	0.000280	0.004318	0.002520	0.000097	0.000689	0.000501	0.007930	0.000580	0.000009	0.000004	0.000005	0.003207	0.002203	0.000040	0.000076	0.000317	0.013439	0.002011	0.000045	0.000458	0.000203	0.000091	0.000118	0.000096	0.000274	0.000339	0.000232	0.002100	0.004175	0.011659	0.000307	0.000466	0.000531	0.001569	0.004365	0.007994	0.000095	0.000510	0.002093	0.000746	0.000886	0.003173	0.000565	0.000045	0.000015	0.000016	0.001135	0.000751	0.002865	0.032253	0.066359	0.088099
minimal	0.000370	0.013164	0.002225	0.005893	0.001875	0.039615	0.492908	0.006525	0.013001	0.009180	0.000186	0.003396	0.000140	0.003531	0.007143	0.000191	0.000022	0.000030	0.000168	0.000924	0.000493	0.005537	0.002696	0.000432	0.000807	0.001001	0.004425	0.000336	0.000024	0.000017	0.000046	0.002527	0.001579	0.000099	0.000279	0.000941	0.003955	0.004612	0.000105	0.000960	0.000227	0.000083	0.000483	0.000441	0.000393	0.000206	0.000396	0.001190	0.001115	0.002765	0.000124	0.000418	0.000443	0.001339	0.004751	0.007871	0.000122	0.000713	0.002185	0.000339	0.000578	0.000746	0.000267	0.000082	0.000051	0.000065	0.000774	0.000799	0.003651	0.014211	0.138738	0.183076
