TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.471978	0.014726	0.003656	0.001116	0.000345	0.001619	0.003413	0.000369	0.000376	0.000817	0.000164	0.000182	0.000177	0.000340	0.000246	0.000790	0.000418	0.000330	0.000354	0.000361	0.000122	0.000466	0.001065	0.000179	0.000234	0.000341	0.001089	0.000506	0.000279	0.000144	0.000467	0.001581	0.002640	0.000395	0.000563	0.001157	0.008449	0.004333	0.001132	0.001552	0.004082	0.011305	0.003371	0.002591	0.004944	0.005190	0.001239	0.005278	0.013523	0.003616	0.002029	0.001405	0.000520	0.000818	0.000822	0.000734	0.000626	0.001673	0.000934	0.004635	0.000558	0.003210	0.000253	0.000249	0.000130	0.000368	0.001937	0.001006	0.000591	0.000293	0.003930	0.389670
EPA	0.012348	0.186411	0.044547	0.008377	0.005709	0.024856	0.006261	0.004766	0.000524	0.000901	0.000247	0.000436	0.000082	0.000288	0.000268	0.006851	0.001852	0.001148	0.001593	0.007327	0.000733	0.002780	0.000317	0.000584	0.000084	0.000333	0.003761	0.000576	0.000114	0.000122	0.000221	0.000571	0.001437	0.000410	0.000839	0.002594	0.003472	0.000725	0.000098	0.000501	0.001876	0.001528	0.000222	0.001247	0.000449	0.000203	0.000166	0.005251	0.003163	0.007128	0.001264	0.020735	0.000346	0.000104	0.000990	0.000042	0.000081	0.000653	0.000615	0.000498	0.000260	0.003618	0.000149	0.000127	0.000105	0.000171	0.000529	0.000149	0.000119	0.000046	0.012097	0.601003
has	0.006324	0.149542	0.045174	0.041216	0.021533	0.066198	0.012781	0.087892	0.006581	0.002786	0.001221	0.001257	0.000253	0.000396	0.000435	0.029182	0.062893	0.011438	0.007155	0.037755	0.008131	0.015688	0.000500	0.002932	0.000173	0.001943	0.004218	0.000246	0.000084	0.000047	0.000104	0.000134	0.003565	0.005117	0.003070	0.005357	0.001185	0.000575	0.000528	0.000480	0.000443	0.000432	0.000387	0.001404	0.000676	0.000411	0.000921	0.002920	0.000883	0.020733	0.001368	0.013861	0.000786	0.000153	0.000879	0.000031	0.000026	0.000318	0.000337	0.000133	0.000101	0.000492	0.000026	0.000052	0.000020	0.000049	0.000052	0.000044	0.000040	0.000010	0.006159	0.299763
determined	0.007797	0.029649	0.060291	0.151381	0.029351	0.016456	0.013282	0.030724	0.014128	0.011351	0.002096	0.002669	0.000453	0.003193	0.002655	0.182899	0.029758	0.015856	0.003548	0.066194	0.005064	0.005585	0.000878	0.005961	0.002067	0.000715	0.001215	0.000128	0.000038	0.000167	0.000162	0.000556	0.003953	0.005153	0.002039	0.002069	0.001216	0.004016	0.000949	0.001360	0.000194	0.000449	0.000431	0.000233	0.000565	0.000138	0.000049	0.000345	0.000309	0.006590	0.012504	0.003806	0.000643	0.000849	0.000540	0.000292	0.000209	0.000222	0.000325	0.001554	0.000226	0.000436	0.000019	0.000020	0.000070	0.000066	0.000128	0.000207	0.000064	0.000095	0.007013	0.244389
that	0.002665	0.013497	0.014026	0.032567	0.064420	0.059842	0.015417	0.025327	0.009881	0.006517	0.002347	0.003936	0.000439	0.001105	0.003571	0.381100	0.040184	0.003715	0.002910	0.033571	0.008159	0.032269	0.001139	0.014884	0.002113	0.007776	0.015619	0.000352	0.000057	0.000137	0.000122	0.000954	0.013555	0.001985	0.001246	0.005525	0.001966	0.003424	0.000381	0.000863	0.000167	0.000591	0.000852	0.000878	0.000229	0.000125	0.000175	0.002300	0.000459	0.009070	0.005333	0.002897	0.000816	0.000303	0.001715	0.000145	0.000423	0.001156	0.000559	0.001367	0.000940	0.001310	0.000041	0.000019	0.000044	0.000031	0.000470	0.000278	0.000088	0.000076	0.009936	0.127644
the	0.005319	0.019081	0.008514	0.009598	0.039379	0.257110	0.060233	0.045912	0.026385	0.033057	0.010001	0.008099	0.000890	0.002640	0.009219	0.078873	0.008163	0.001846	0.002329	0.013113	0.003541	0.068654	0.002495	0.008903	0.001589	0.004531	0.041600	0.001796	0.000200	0.000158	0.000163	0.006775	0.009533	0.002964	0.001172	0.008863	0.013929	0.004199	0.000479	0.000924	0.002061	0.004829	0.000710	0.002556	0.000246	0.000235	0.000107	0.007726	0.001055	0.004175	0.002085	0.002448	0.000414	0.000342	0.004090	0.000299	0.000448	0.003623	0.001651	0.002755	0.001502	0.005295	0.000151	0.000075	0.000089	0.000116	0.000887	0.000480	0.000092	0.000074	0.003176	0.123983
impacts	0.009051	0.008646	0.002171	0.022510	0.025322	0.144511	0.040943	0.057234	0.039210	0.043892	0.014090	0.012659	0.002908	0.004296	0.016312	0.027574	0.005427	0.004722	0.003448	0.071208	0.001291	0.037303	0.022881	0.007417	0.007415	0.003556	0.013717	0.010600	0.001523	0.001498	0.003274	0.006970	0.028075	0.001454	0.000638	0.003221	0.010288	0.008911	0.000292	0.000269	0.000952	0.001624	0.000151	0.000226	0.000206	0.000227	0.000025	0.000599	0.001490	0.000306	0.000579	0.000711	0.000562	0.000253	0.001042	0.001692	0.000501	0.000711	0.001852	0.006826	0.001416	0.007792	0.001370	0.000542	0.000938	0.001324	0.003624	0.000394	0.000285	0.000175	0.001940	0.232935
would	0.001943	0.010864	0.025644	0.026175	0.048793	0.045108	0.032551	0.049901	0.060273	0.042229	0.007106	0.014114	0.002011	0.001402	0.010050	0.140741	0.009940	0.003807	0.005903	0.039042	0.004352	0.033403	0.003997	0.022914	0.001288	0.013795	0.015922	0.004122	0.000480	0.000420	0.000860	0.013096	0.048816	0.008898	0.003165	0.005714	0.005051	0.003734	0.001524	0.000576	0.000242	0.000668	0.000417	0.000368	0.000271	0.000158	0.000233	0.001496	0.003186	0.031959	0.007310	0.003466	0.002307	0.000642	0.002250	0.000508	0.000539	0.001272	0.001654	0.002752	0.002081	0.004669	0.000606	0.000144	0.000169	0.000259	0.005351	0.000546	0.000132	0.000167	0.008043	0.146408
be	0.004837	0.003523	0.005556	0.017448	0.021684	0.052227	0.048917	0.092514	0.105754	0.040884	0.022793	0.006468	0.001851	0.005164	0.010390	0.104630	0.010346	0.003373	0.003007	0.040522	0.005559	0.027698	0.003516	0.007625	0.003825	0.007901	0.014737	0.003657	0.000715	0.000396	0.002788	0.008859	0.039575	0.004604	0.001738	0.002770	0.003307	0.002967	0.000515	0.000476	0.000258	0.001170	0.001160	0.000333	0.000466	0.000109	0.000187	0.001185	0.003552	0.014920	0.012746	0.001979	0.001111	0.002084	0.002866	0.001131	0.001444	0.001906	0.002013	0.005393	0.003259	0.001233	0.000703	0.000249	0.000242	0.001026	0.009745	0.001748	0.000170	0.000533	0.012855	0.167106
minimal	0.008014	0.005315	0.002851	0.011307	0.012512	0.054342	0.043351	0.049238	0.027731	0.089258	0.074582	0.023387	0.015649	0.004493	0.022757	0.067076	0.010321	0.003043	0.012238	0.050367	0.002377	0.022904	0.020247	0.006456	0.002381	0.002283	0.009352	0.005432	0.002005	0.002255	0.002323	0.002685	0.006820	0.005453	0.001224	0.004081	0.005796	0.007263	0.000377	0.000127	0.000710	0.000890	0.000471	0.000308	0.001086	0.000181	0.000081	0.000941	0.000791	0.001697	0.002247	0.001451	0.000379	0.001122	0.002677	0.002396	0.001574	0.001899	0.005398	0.010017	0.001229	0.010488	0.001292	0.000791	0.001212	0.000999	0.001015	0.002037	0.003099	0.000869	0.007506	0.233474
