TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.330454	0.000668	0.000401	0.000371	0.000301	0.000185	0.000217	0.000298	0.000137	0.000316	0.000660	0.000117	0.000062	0.000197	0.000146	0.000760	0.000048	0.000105	0.000016	0.000110	0.000093	0.000068	0.000205	0.000056	0.000198	0.000094	0.000060	0.000048	0.000037	0.000033	0.000035	0.000190	0.000092	0.000020	0.000049	0.000121	0.000217	0.000126	0.000047	0.000101	0.000120	0.000196	0.000089	0.000073	0.000096	0.000318	0.000113	0.000088	0.000083	0.001084	0.000449	0.000722	0.000824	0.001360	0.000502	0.000414	0.000287	0.000279	0.001073	0.000149	0.000134	0.000458	0.000106	0.000063	0.000070	0.000065	0.000126	0.000446	0.000118	0.000065	0.005630	0.646943
EPA	0.000792	0.014020	0.004179	0.002616	0.001207	0.003901	0.001902	0.001330	0.000843	0.001338	0.000668	0.000688	0.000194	0.000208	0.000685	0.002881	0.000470	0.000514	0.000169	0.000146	0.000100	0.000313	0.000179	0.000049	0.000130	0.000049	0.000213	0.000069	0.000057	0.000029	0.000036	0.000097	0.000085	0.000048	0.000073	0.000126	0.000558	0.000067	0.000039	0.000068	0.000119	0.000098	0.000110	0.000047	0.000027	0.000008	0.000012	0.000241	0.000271	0.000128	0.000118	0.003257	0.000239	0.000350	0.000242	0.000032	0.000092	0.000172	0.000049	0.000028	0.000025	0.000189	0.000011	0.000018	0.000011	0.000034	0.000017	0.000403	0.000140	0.000068	0.021773	0.930537
has	0.000751	0.022531	0.054395	0.274613	0.082039	0.036538	0.005435	0.032287	0.013388	0.036949	0.012987	0.001225	0.000109	0.000304	0.001761	0.110225	0.003225	0.007184	0.009806	0.003137	0.000921	0.002480	0.001145	0.000121	0.001287	0.000168	0.001669	0.000063	0.000019	0.000009	0.000019	0.000117	0.000170	0.000943	0.000546	0.000884	0.000798	0.000099	0.000040	0.000199	0.000614	0.000290	0.000441	0.000134	0.000112	0.000033	0.000009	0.000776	0.000215	0.005024	0.002646	0.004842	0.001117	0.001512	0.002958	0.000172	0.000136	0.000776	0.000263	0.000044	0.000016	0.000203	0.000003	0.000005	0.000002	0.000009	0.000017	0.004018	0.000050	0.000033	0.015438	0.237510
determined	0.000325	0.006856	0.003579	0.013736	0.023999	0.031247	0.014717	0.306792	0.059554	0.214285	0.106107	0.005225	0.000221	0.000252	0.003553	0.032670	0.001108	0.004073	0.001052	0.001138	0.000779	0.000359	0.000543	0.000090	0.000403	0.000028	0.000395	0.000037	0.000011	0.000003	0.000008	0.000038	0.000102	0.000368	0.000388	0.000174	0.000482	0.000050	0.000006	0.000115	0.000140	0.000104	0.000034	0.000014	0.000007	0.000003	0.000001	0.000137	0.000077	0.030500	0.006466	0.001844	0.000570	0.000906	0.003215	0.000586	0.000107	0.000509	0.000176	0.000054	0.000014	0.000108	0.000008	0.000005	0.000002	0.000003	0.000017	0.001443	0.000028	0.000012	0.010002	0.108040
that	0.000042	0.001768	0.000976	0.005798	0.004551	0.018224	0.011612	0.142738	0.039683	0.556256	0.094366	0.021271	0.000218	0.000884	0.009352	0.047723	0.000840	0.001588	0.000320	0.000775	0.000230	0.000233	0.000446	0.000033	0.000368	0.000022	0.000295	0.000040	0.000007	0.000003	0.000008	0.000044	0.000036	0.000045	0.000055	0.000073	0.000225	0.000025	0.000003	0.000031	0.000102	0.000033	0.000017	0.000012	0.000005	0.000002	0.000001	0.000098	0.000036	0.009190	0.003585	0.000622	0.000233	0.000763	0.002974	0.000599	0.000073	0.000413	0.000238	0.000024	0.000008	0.000084	0.000007	0.000002	0.000001	0.000003	0.000009	0.001801	0.000016	0.000004	0.002101	0.015736
the	0.000269	0.007927	0.000619	0.000555	0.001691	0.042473	0.060616	0.035810	0.016212	0.033270	0.008963	0.005401	0.000670	0.001709	0.009870	0.005738	0.000944	0.001450	0.000060	0.000652	0.000315	0.000306	0.001597	0.000243	0.002526	0.002479	0.001472	0.000423	0.000066	0.000031	0.000055	0.001091	0.000972	0.000209	0.000129	0.000115	0.000650	0.000081	0.000513	0.000184	0.000087	0.000094	0.000345	0.000112	0.000030	0.000043	0.000175	0.000506	0.000321	0.000541	0.000493	0.000974	0.000098	0.000190	0.000226	0.000206	0.000081	0.000152	0.000439	0.000149	0.000174	0.000341	0.000033	0.000018	0.000013	0.000035	0.000083	0.000228	0.000059	0.000010	0.011993	0.733396
impacts	0.000331	0.005021	0.000335	0.000114	0.000558	0.017500	0.025125	0.004250	0.002530	0.001926	0.002637	0.001288	0.001043	0.000950	0.004125	0.001673	0.000161	0.000163	0.000024	0.000098	0.000136	0.000098	0.000680	0.000382	0.000529	0.001165	0.000712	0.000865	0.000067	0.000039	0.000128	0.001468	0.000594	0.000017	0.000019	0.000028	0.000532	0.000017	0.000030	0.000026	0.000053	0.000080	0.000108	0.000031	0.000010	0.000011	0.000027	0.000065	0.000217	0.000137	0.000101	0.000689	0.000041	0.000089	0.000049	0.000040	0.000072	0.000134	0.000210	0.000148	0.000562	0.000377	0.000153	0.000019	0.000019	0.000096	0.000190	0.000107	0.000128	0.000008	0.012261	0.906390
would	0.000199	0.028902	0.001942	0.007968	0.005834	0.058969	0.052852	0.018640	0.009986	0.161653	0.194741	0.038298	0.004874	0.023582	0.038862	0.053092	0.005135	0.036127	0.005387	0.012978	0.005687	0.004982	0.001319	0.000120	0.001412	0.000779	0.003740	0.000475	0.000083	0.000042	0.000102	0.000404	0.000265	0.001280	0.001648	0.000743	0.001341	0.000126	0.000216	0.000040	0.000196	0.000296	0.000279	0.000141	0.000050	0.000039	0.000034	0.000332	0.000181	0.004579	0.006251	0.002621	0.000469	0.001480	0.002581	0.000908	0.000272	0.000413	0.000692	0.000100	0.000067	0.000607	0.000022	0.000010	0.000006	0.000015	0.000041	0.007157	0.000020	0.000020	0.008377	0.176919
be	0.000317	0.003182	0.000838	0.000604	0.002167	0.023819	0.027322	0.008768	0.006780	0.125976	0.165789	0.177996	0.016008	0.032120	0.106458	0.023936	0.005592	0.021624	0.001579	0.005370	0.001181	0.000834	0.000527	0.000153	0.000695	0.001114	0.001424	0.000790	0.000052	0.000058	0.000072	0.000191	0.000291	0.001380	0.002091	0.000358	0.000244	0.000035	0.000197	0.000099	0.000099	0.000065	0.000243	0.000046	0.000040	0.000007	0.000016	0.000096	0.000085	0.001455	0.001924	0.000226	0.000119	0.000210	0.000313	0.000279	0.000161	0.000262	0.000981	0.000077	0.000153	0.000574	0.000038	0.000009	0.000012	0.000014	0.000024	0.002377	0.000087	0.000012	0.019053	0.202912
minimal	0.000363	0.012946	0.001233	0.000400	0.000581	0.034645	0.105988	0.004022	0.003074	0.013387	0.003747	0.007389	0.003406	0.009110	0.012561	0.005146	0.000846	0.001158	0.000097	0.002778	0.000620	0.000887	0.000848	0.000516	0.000683	0.003772	0.002769	0.000809	0.000080	0.000060	0.000126	0.000977	0.001530	0.000068	0.000116	0.000216	0.000540	0.000125	0.000212	0.000062	0.000122	0.000217	0.000240	0.000067	0.000012	0.000015	0.000029	0.000074	0.000226	0.000463	0.000529	0.000258	0.000065	0.000331	0.000105	0.000198	0.000076	0.000165	0.000269	0.000230	0.000411	0.000606	0.000191	0.000018	0.000025	0.000047	0.000218	0.000235	0.000153	0.000028	0.011727	0.744757
