TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.030382	0.008025	0.008706	0.009411	0.002364	0.005717	0.001021	0.002912	0.000627	0.000185	0.000358	0.000136	0.000204	0.000248	0.000126	0.013300	0.001570	0.003333	0.001708	0.004545	0.004399	0.003348	0.000640	0.000621	0.000219	0.000967	0.003238	0.000704	0.000466	0.000168	0.000519	0.000510	0.001108	0.001475	0.001505	0.001319	0.000539	0.000358	0.001567	0.000507	0.003486	0.000941	0.001009	0.000634	0.000746	0.000839	0.000983	0.004490	0.004996	0.008658	0.004212	0.002840	0.001000	0.004089	0.001091	0.001049	0.000432	0.001092	0.004415	0.001975	0.001153	0.003418	0.002937	0.003048	0.000663	0.001286	0.002405	0.007676	0.001492	0.001401	0.395675	0.410813
EPA	0.012276	0.019763	0.121706	0.069157	0.012322	0.017223	0.018432	0.010184	0.001302	0.004939	0.003932	0.002793	0.000930	0.001890	0.001537	0.019758	0.001264	0.005921	0.003418	0.014834	0.001369	0.004269	0.005257	0.000353	0.001016	0.001074	0.014236	0.006900	0.004291	0.001176	0.002962	0.007791	0.005073	0.000456	0.000543	0.000857	0.006717	0.002181	0.000091	0.000157	0.004356	0.009298	0.000290	0.000582	0.000814	0.001134	0.000337	0.006483	0.014193	0.002315	0.001467	0.020457	0.001243	0.005909	0.002284	0.003096	0.001705	0.003096	0.002762	0.001401	0.000823	0.010417	0.003584	0.001726	0.000577	0.002365	0.007394	0.000774	0.001940	0.002932	0.119502	0.354398
has	0.004382	0.003241	0.102312	0.249000	0.099842	0.004571	0.002446	0.015234	0.001619	0.003032	0.003248	0.000871	0.000120	0.000679	0.000319	0.095068	0.004270	0.030286	0.005505	0.022748	0.000476	0.001111	0.000660	0.000083	0.000105	0.000063	0.000452	0.000104	0.000033	0.000040	0.000155	0.000196	0.000111	0.000099	0.000086	0.000149	0.000177	0.000065	0.000013	0.000002	0.000301	0.000311	0.000058	0.000078	0.000118	0.000059	0.000016	0.000601	0.000364	0.000787	0.000182	0.002854	0.000034	0.000434	0.000370	0.000469	0.000028	0.000159	0.000188	0.000074	0.000011	0.000381	0.000033	0.000023	0.000024	0.000162	0.000097	0.001208	0.000103	0.000174	0.170185	0.167139
determined	0.002466	0.004700	0.024225	0.059194	0.134421	0.012039	0.007807	0.037655	0.008231	0.018557	0.008805	0.004716	0.000621	0.003183	0.004601	0.146247	0.009895	0.069670	0.011632	0.027242	0.000548	0.000809	0.001475	0.000259	0.000389	0.000202	0.000898	0.000306	0.000063	0.000034	0.000161	0.000617	0.000244	0.000067	0.000055	0.000071	0.000765	0.000075	0.000013	0.000004	0.000133	0.000676	0.000023	0.000022	0.000072	0.000028	0.000010	0.000184	0.000239	0.001088	0.000416	0.001181	0.000146	0.000377	0.000626	0.000795	0.000051	0.000169	0.000246	0.000198	0.000023	0.000568	0.000076	0.000031	0.000016	0.000096	0.000105	0.000677	0.000034	0.000044	0.144465	0.244222
that	0.001648	0.001556	0.007372	0.013798	0.028672	0.018850	0.024175	0.122567	0.027814	0.024852	0.021013	0.012426	0.000526	0.007524	0.014490	0.397619	0.003110	0.052959	0.007392	0.026219	0.009587	0.006198	0.000933	0.000124	0.000239	0.000329	0.002271	0.000284	0.000035	0.000010	0.000113	0.000544	0.000220	0.000320	0.000214	0.000142	0.000293	0.000033	0.000007	0.000005	0.000148	0.000384	0.000018	0.000021	0.000017	0.000017	0.000005	0.000192	0.000169	0.002061	0.000762	0.001117	0.000138	0.000354	0.000552	0.000371	0.000023	0.000191	0.000144	0.000122	0.000013	0.000213	0.000028	0.000008	0.000003	0.000039	0.000052	0.000705	0.000029	0.000035	0.079469	0.076118
the	0.001579	0.003473	0.002264	0.007893	0.014343	0.042323	0.036677	0.091656	0.109297	0.066960	0.013744	0.096575	0.001721	0.046030	0.132854	0.059035	0.001261	0.023319	0.006959	0.020172	0.016180	0.010782	0.002400	0.000329	0.000798	0.003532	0.005881	0.001343	0.000148	0.000059	0.000181	0.000551	0.000947	0.001670	0.001359	0.000494	0.000205	0.000061	0.000022	0.000027	0.000138	0.000296	0.000077	0.000103	0.000059	0.000034	0.000053	0.000567	0.000379	0.002368	0.001122	0.000608	0.000109	0.000479	0.000351	0.000500	0.000202	0.000417	0.000383	0.000227	0.000117	0.000330	0.000094	0.000027	0.000012	0.000056	0.000092	0.001052	0.000089	0.000104	0.096906	0.067546
impacts	0.001506	0.005531	0.000897	0.002829	0.007276	0.045572	0.031581	0.024641	0.059166	0.059760	0.006690	0.162364	0.009821	0.130124	0.247734	0.021214	0.000709	0.003028	0.003912	0.006304	0.004171	0.002969	0.002234	0.000408	0.000884	0.001403	0.008452	0.004258	0.000933	0.000398	0.000755	0.002042	0.001828	0.000341	0.000324	0.000267	0.000716	0.000064	0.000020	0.000018	0.000164	0.000656	0.000033	0.000055	0.000046	0.000013	0.000026	0.000353	0.000676	0.003003	0.002503	0.000497	0.000187	0.000516	0.000395	0.000400	0.000193	0.000272	0.000459	0.000430	0.000283	0.000813	0.000252	0.000139	0.000076	0.000162	0.000269	0.001019	0.000214	0.000250	0.050281	0.072222
would	0.001722	0.002094	0.002837	0.005418	0.005319	0.025647	0.027215	0.038918	0.013713	0.032040	0.110430	0.050987	0.002587	0.026810	0.053445	0.211797	0.002981	0.033062	0.016023	0.026132	0.006048	0.001800	0.000572	0.000070	0.000148	0.000180	0.002701	0.000175	0.000041	0.000023	0.000111	0.000498	0.000432	0.000361	0.000095	0.000135	0.000258	0.000019	0.000006	0.000003	0.000211	0.000584	0.000012	0.000023	0.000056	0.000029	0.000006	0.000164	0.000201	0.016605	0.009944	0.001323	0.000178	0.000288	0.001860	0.000962	0.000030	0.000230	0.000151	0.000289	0.000036	0.000505	0.000046	0.000013	0.000008	0.000046	0.000136	0.006464	0.000050	0.000054	0.096829	0.159817
be	0.000728	0.000387	0.000592	0.001492	0.002477	0.006040	0.012216	0.038572	0.009401	0.014096	0.043255	0.068082	0.002657	0.052400	0.023299	0.323776	0.003791	0.062994	0.018076	0.115389	0.003617	0.001773	0.000809	0.000082	0.000147	0.000245	0.000658	0.000264	0.000056	0.000034	0.000134	0.000303	0.000231	0.000209	0.000162	0.000184	0.000191	0.000022	0.000012	0.000007	0.000101	0.000342	0.000029	0.000016	0.000050	0.000008	0.000005	0.000077	0.000072	0.004148	0.001881	0.000829	0.000084	0.000411	0.000776	0.000498	0.000058	0.000271	0.000149	0.000260	0.000039	0.000312	0.000044	0.000021	0.000010	0.000038	0.000055	0.008831	0.000105	0.000143	0.116460	0.055014
minimal	0.000955	0.001817	0.000547	0.000965	0.003430	0.007577	0.017382	0.012642	0.005462	0.017615	0.087012	0.173093	0.079143	0.181511	0.067538	0.039975	0.013201	0.040992	0.022682	0.034817	0.001533	0.000753	0.001588	0.000684	0.000587	0.000418	0.001561	0.002793	0.001127	0.000232	0.000973	0.002666	0.001316	0.000096	0.000110	0.000081	0.000914	0.000066	0.000011	0.000003	0.000208	0.002268	0.000013	0.000014	0.000080	0.000014	0.000010	0.000052	0.000220	0.001224	0.000623	0.000097	0.000048	0.000113	0.000243	0.000314	0.000055	0.000157	0.000467	0.000800	0.000137	0.000632	0.000525	0.000225	0.000062	0.000191	0.000451	0.000353	0.000159	0.000115	0.065112	0.099148
