TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.149748	0.416083	0.024775	0.009527	0.016933	0.005447	0.005802	0.001604	0.007060	0.002771	0.000850	0.000473	0.000189	0.000409	0.002617	0.013054	0.000084	0.000336	0.000424	0.008558	0.000290	0.000898	0.000524	0.000156	0.000150	0.000425	0.001021	0.017282	0.001274	0.002606	0.001193	0.017966	0.003405	0.001087	0.000500	0.000343	0.012259	0.004034	0.000383	0.000560	0.002849	0.015284	0.000662	0.000230	0.000635	0.000596	0.000665	0.003076	0.022086	0.004296	0.003287	0.008795	0.002815	0.001070	0.000572	0.001032	0.000916	0.000719	0.001643	0.008059	0.003785	0.013110	0.016362	0.001396	0.003476	0.000986	0.077373	0.001940	0.010811	0.009565	0.019483	0.029324
EPA	0.000057	0.734751	0.000009	0.000014	0.000002	0.000023	0.000437	0.000023	0.000012	0.000024	0.000003	0.000011	0.000001	0.000003	0.000008	0.000011	0.000000	0.000004	0.000002	0.000002	0.000004	0.000015	0.000019	0.000001	0.000007	0.000005	0.000009	0.000236	0.000002	0.000005	0.000013	0.000016	0.000056	0.000017	0.000008	0.000005	0.000395	0.000007	0.000005	0.000006	0.000026	0.000053	0.000018	0.000002	0.000003	0.000007	0.000001	0.000011	0.000731	0.000007	0.000009	0.000001	0.000001	0.000002	0.000001	0.000002	0.000000	0.000000	0.000011	0.000029	0.000015	0.001449	0.000948	0.000006	0.000020	0.000038	0.000036	0.000009	0.000230	0.000080	0.059322	0.200707
has	0.000374	0.000133	0.058798	0.000982	0.000046	0.000075	0.000017	0.000165	0.000015	0.000004	0.000007	0.000003	0.000002	0.000006	0.000004	0.000054	0.000003	0.000102	0.000053	0.000024	0.000008	0.000026	0.000008	0.000003	0.000002	0.000003	0.000007	0.000000	0.000000	0.000000	0.000000	0.000001	0.000015	0.000021	0.000017	0.000025	0.000001	0.000001	0.000020	0.000003	0.000001	0.000002	0.000090	0.000008	0.000008	0.000030	0.000004	0.000015	0.000016	0.000329	0.000003	0.000004	0.000011	0.000002	0.000003	0.000003	0.000001	0.000002	0.000002	0.000001	0.000003	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.000032	0.000010	0.000020	0.248320	0.690046
determined	0.000893	0.000908	0.003812	0.415455	0.003041	0.000799	0.001327	0.002886	0.000463	0.001064	0.000068	0.000210	0.000014	0.000149	0.000707	0.000190	0.000012	0.000669	0.000666	0.000655	0.000241	0.000301	0.001078	0.000012	0.000098	0.000201	0.000112	0.000004	0.000004	0.000002	0.000005	0.000080	0.006241	0.000207	0.000167	0.000256	0.000609	0.001189	0.001254	0.000249	0.000023	0.000025	0.000070	0.000032	0.000343	0.000123	0.000041	0.000054	0.000190	0.001774	0.000276	0.000058	0.000210	0.000623	0.000077	0.000439	0.000097	0.000033	0.000094	0.000161	0.000060	0.000264	0.000006	0.000011	0.000006	0.000014	0.000043	0.000402	0.000725	0.000295	0.189914	0.357218
that	0.001206	0.000306	0.001906	0.032875	0.126926	0.002575	0.000790	0.010651	0.000957	0.000947	0.000057	0.000105	0.000008	0.000029	0.000197	0.001921	0.000107	0.000526	0.000297	0.000391	0.001985	0.000980	0.000045	0.000037	0.000038	0.000439	0.000395	0.000002	0.000004	0.000001	0.000001	0.000007	0.000456	0.000099	0.000258	0.000805	0.000084	0.000263	0.002785	0.000402	0.000020	0.000004	0.000149	0.000077	0.000168	0.000043	0.000137	0.000251	0.000104	0.006263	0.000748	0.000285	0.000377	0.000300	0.000380	0.000110	0.000034	0.000140	0.000104	0.000022	0.000024	0.000047	0.000002	0.000009	0.000002	0.000003	0.000011	0.000303	0.000235	0.000305	0.259103	0.538374
the	0.000348	0.001868	0.000400	0.002676	0.001396	0.025325	0.023144	0.004333	0.000722	0.000801	0.000116	0.000204	0.000010	0.000052	0.000486	0.000097	0.000010	0.000095	0.000180	0.000322	0.001608	0.006967	0.000838	0.000092	0.000276	0.001521	0.006215	0.000179	0.000009	0.000007	0.000004	0.000134	0.001615	0.000411	0.000749	0.003347	0.000370	0.000836	0.002301	0.000590	0.000096	0.000042	0.000297	0.000371	0.000426	0.000145	0.000161	0.001317	0.002162	0.003295	0.000846	0.000596	0.000748	0.001461	0.001620	0.000678	0.000107	0.000248	0.001562	0.000094	0.000334	0.000141	0.000208	0.000048	0.000053	0.000019	0.000345	0.000302	0.001153	0.000873	0.231488	0.658114
impacts	0.000163	0.004366	0.000013	0.000417	0.000020	0.000441	0.570362	0.003273	0.000183	0.001019	0.000003	0.000031	0.000002	0.000053	0.000206	0.000010	0.000000	0.000008	0.000027	0.000134	0.000023	0.000322	0.000769	0.000021	0.000172	0.000197	0.000082	0.000125	0.000002	0.000004	0.000003	0.000165	0.001607	0.000639	0.000222	0.000235	0.000690	0.000574	0.001465	0.000071	0.000017	0.000031	0.000170	0.000017	0.000199	0.000060	0.000009	0.000019	0.001088	0.000597	0.000249	0.000017	0.000157	0.001859	0.000076	0.000904	0.000021	0.000007	0.000316	0.000033	0.000025	0.000060	0.000097	0.000009	0.000018	0.000006	0.000062	0.000163	0.003115	0.001707	0.077120	0.323658
would	0.000145	0.000237	0.000091	0.001385	0.000452	0.000530	0.002547	0.790601	0.000820	0.000271	0.000066	0.000032	0.000002	0.000012	0.000051	0.000075	0.000009	0.000059	0.000144	0.000101	0.000506	0.000251	0.000015	0.000005	0.000057	0.000026	0.000022	0.000001	0.000001	0.000000	0.000000	0.000006	0.000117	0.000080	0.000052	0.000157	0.000004	0.000073	0.000143	0.000030	0.000001	0.000001	0.000012	0.000008	0.000027	0.000012	0.000005	0.000023	0.000053	0.060185	0.000426	0.000053	0.000460	0.000981	0.000300	0.000052	0.000021	0.000044	0.000039	0.000008	0.000015	0.000001	0.000000	0.000004	0.000001	0.000001	0.000006	0.000663	0.000057	0.000203	0.040711	0.096454
be	0.000664	0.001156	0.000376	0.018708	0.001227	0.005889	0.032824	0.024809	0.073057	0.054701	0.002653	0.016192	0.000499	0.010294	0.028003	0.000695	0.000014	0.000152	0.000778	0.001629	0.000455	0.003083	0.000802	0.000249	0.001138	0.000638	0.000391	0.000050	0.000027	0.000003	0.000003	0.000110	0.005402	0.000707	0.000310	0.003137	0.001609	0.022742	0.006959	0.003120	0.000270	0.000058	0.000342	0.000225	0.000549	0.000354	0.000046	0.000046	0.000255	0.006699	0.003067	0.000640	0.003190	0.009310	0.004241	0.004983	0.000790	0.000771	0.001752	0.000152	0.000221	0.000823	0.000040	0.000080	0.000008	0.000012	0.000167	0.019035	0.034674	0.023695	0.123972	0.434280
minimal	0.000098	0.000061	0.000045	0.000488	0.000050	0.000360	0.002222	0.000379	0.002613	0.592425	0.000159	0.063922	0.005142	0.025846	0.065999	0.000034	0.000008	0.000285	0.000441	0.000061	0.000217	0.001015	0.000894	0.000121	0.000630	0.000476	0.000057	0.000051	0.000020	0.000002	0.000006	0.000023	0.000453	0.000575	0.000450	0.001353	0.000251	0.012994	0.004972	0.005040	0.000622	0.000005	0.000528	0.000217	0.001129	0.000364	0.000041	0.000007	0.000020	0.000159	0.001215	0.000008	0.000623	0.002973	0.000187	0.001690	0.000202	0.000024	0.000244	0.000005	0.000030	0.000425	0.000034	0.000058	0.000003	0.000016	0.000021	0.006656	0.008086	0.008663	0.036294	0.139211
or	0.000080	0.000006	0.000034	0.000122	0.000009	0.000141	0.000066	0.000259	0.000207	0.000226	0.589719	0.001099	0.000096	0.000025	0.000632	0.000047	0.000004	0.000290	0.000391	0.000024	0.000042	0.000010	0.000017	0.000034	0.000008	0.000003	0.000002	0.000000	0.000000	0.000001	0.000000	0.000001	0.000034	0.000049	0.000031	0.000083	0.000001	0.000124	0.000025	0.000167	0.000104	0.000004	0.000099	0.000008	0.000010	0.000012	0.000001	0.000000	0.000000	0.000032	0.000005	0.000002	0.000012	0.000008	0.000014	0.000006	0.000025	0.000014	0.000005	0.000009	0.000052	0.000004	0.000000	0.000002	0.000002	0.000001	0.000004	0.000364	0.000141	0.000079	0.080395	0.324476
none	0.000207	0.000025	0.000058	0.000118	0.000004	0.000126	0.000092	0.000080	0.000240	0.004379	0.000551	0.517955	0.055174	0.027702	0.038311	0.000025	0.000001	0.000019	0.000015	0.000018	0.000079	0.000106	0.000014	0.000013	0.000041	0.000049	0.000015	0.000009	0.000002	0.000001	0.000001	0.000003	0.000021	0.000071	0.000044	0.001132	0.000009	0.001409	0.001728	0.000262	0.000324	0.000004	0.000021	0.000017	0.000054	0.000051	0.000010	0.000001	0.000000	0.000157	0.000119	0.000005	0.000374	0.000457	0.000062	0.000509	0.000379	0.000036	0.000157	0.000004	0.000040	0.000045	0.000003	0.000002	0.000001	0.000002	0.000003	0.001189	0.000408	0.000297	0.055834	0.289327
##xi	0.000041	0.000012	0.000002	0.000001	0.000000	0.000012	0.000009	0.000002	0.000014	0.000464	0.000048	0.028520	0.946009	0.010112	0.003493	0.000016	0.000000	0.000006	0.000002	0.000002	0.000004	0.000020	0.000002	0.000007	0.000025	0.000012	0.000004	0.000104	0.000087	0.000029	0.000002	0.000001	0.000003	0.000009	0.000009	0.000075	0.000005	0.000143	0.000156	0.000054	0.000127	0.000001	0.000039	0.000015	0.000014	0.000029	0.000017	0.000001	0.000001	0.000002	0.000018	0.000000	0.000028	0.000013	0.000005	0.000036	0.000037	0.000011	0.000172	0.000001	0.000027	0.000015	0.000040	0.000034	0.000019	0.000004	0.000001	0.000100	0.000482	0.000064	0.000880	0.008250
##sten	0.000389	0.000092	0.000055	0.000086	0.000003	0.000169	0.000548	0.000026	0.000105	0.005314	0.000021	0.039306	0.015872	0.370997	0.020065	0.000023	0.000001	0.000023	0.000019	0.000074	0.000022	0.000353	0.000258	0.000085	0.000167	0.000085	0.000023	0.000094	0.000032	0.000025	0.000018	0.000044	0.000060	0.000099	0.000136	0.000939	0.000176	0.003331	0.004363	0.001202	0.000206	0.000008	0.000279	0.000127	0.000160	0.000285	0.000069	0.000014	0.000030	0.000183	0.000651	0.000030	0.001049	0.000733	0.000148	0.001786	0.000491	0.000123	0.000619	0.000011	0.000062	0.000119	0.000062	0.000045	0.000040	0.000054	0.000046	0.002299	0.002710	0.001130	0.066949	0.454778
##t	0.000102	0.000091	0.000044	0.000339	0.000007	0.000310	0.002680	0.000126	0.000331	0.039262	0.000142	0.153428	0.024213	0.136929	0.415887	0.000038	0.000001	0.000098	0.000073	0.000150	0.000214	0.000683	0.000335	0.000043	0.000490	0.000226	0.000030	0.000028	0.000005	0.000004	0.000015	0.000074	0.000982	0.000249	0.000181	0.001613	0.000317	0.026527	0.009618	0.002542	0.000349	0.000004	0.000116	0.000023	0.000089	0.000136	0.000010	0.000002	0.000011	0.000186	0.000710	0.000023	0.001523	0.001027	0.000104	0.003185	0.000637	0.000026	0.000121	0.000010	0.000132	0.000152	0.000024	0.000007	0.000009	0.000049	0.000080	0.005802	0.012099	0.004570	0.040517	0.109842
because	0.000687	0.000273	0.000245	0.000527	0.000348	0.000135	0.000783	0.000759	0.000112	0.000214	0.000037	0.000064	0.000020	0.000124	0.000063	0.109590	0.000003	0.000394	0.000064	0.001647	0.000068	0.000088	0.000006	0.000003	0.000005	0.000003	0.000004	0.000000	0.000001	0.000001	0.000001	0.000003	0.000112	0.001533	0.000377	0.000105	0.000009	0.000073	0.001073	0.000051	0.000006	0.000004	0.000302	0.000006	0.000022	0.000024	0.000006	0.000015	0.000053	0.000668	0.000289	0.000060	0.000073	0.000065	0.000025	0.000047	0.000014	0.000017	0.000010	0.000021	0.000030	0.000009	0.000000	0.000001	0.000003	0.000004	0.000003	0.001886	0.000315	0.000272	0.279911	0.596236
,	0.000158	0.000002	0.000012	0.000006	0.000030	0.000027	0.000001	0.000053	0.000010	0.000002	0.000027	0.000002	0.000000	0.000000	0.000002	0.000022	0.876416	0.000511	0.000314	0.000004	0.001127	0.000016	0.000000	0.000003	0.000001	0.000003	0.000004	0.000000	0.000001	0.000000	0.000000	0.000001	0.000002	0.000019	0.000034	0.000060	0.000001	0.000000	0.000003	0.000030	0.000001	0.000002	0.000047	0.000011	0.000002	0.000006	0.000007	0.000021	0.000002	0.000012	0.000002	0.000014	0.000010	0.000005	0.000032	0.000003	0.000104	0.000147	0.000009	0.000011	0.000017	0.000002	0.000000	0.000002	0.000000	0.000000	0.000002	0.000003	0.000000	0.000007	0.029235	0.091375
among	0.000127	0.000011	0.000239	0.000121	0.000164	0.000213	0.000061	0.000341	0.000088	0.000940	0.001092	0.001494	0.000151	0.000124	0.000509	0.001105	0.000168	0.855538	0.034818	0.000841	0.000173	0.000198	0.000010	0.000008	0.000014	0.000036	0.000017	0.000000	0.000004	0.000021	0.000016	0.000006	0.000014	0.006004	0.004816	0.000726	0.000001	0.000011	0.000314	0.000691	0.000038	0.000010	0.001627	0.000073	0.000048	0.000011	0.000024	0.000018	0.000004	0.000164	0.000083	0.000036	0.000088	0.000018	0.000040	0.000002	0.000058	0.000080	0.000023	0.000037	0.000196	0.000002	0.000000	0.000009	0.000019	0.000015	0.000006	0.000195	0.000047	0.000100	0.023315	0.062390
other	0.000071	0.000096	0.000285	0.001145	0.000268	0.001354	0.003095	0.001735	0.000627	0.003082	0.000777	0.000819	0.000020	0.000234	0.001010	0.000361	0.000070	0.030891	0.301629	0.007255	0.000148	0.000886	0.000054	0.000013	0.000037	0.000037	0.000027	0.000000	0.000003	0.000003	0.000001	0.000003	0.000128	0.004073	0.004053	0.003263	0.000014	0.000137	0.000647	0.000518	0.000105	0.000056	0.000830	0.000071	0.000121	0.000031	0.000008	0.000019	0.000018	0.000196	0.000066	0.000026	0.000046	0.000063	0.000147	0.000011	0.000014	0.000099	0.000133	0.000048	0.000034	0.000011	0.000000	0.000011	0.000005	0.000001	0.000005	0.000261	0.001426	0.001283	0.096086	0.529898
reasons	0.000298	0.000375	0.000030	0.000551	0.000119	0.001248	0.015048	0.001659	0.000744	0.001361	0.000030	0.000556	0.000037	0.000444	0.000769	0.004452	0.000002	0.000560	0.001592	0.295256	0.000155	0.001465	0.000030	0.000004	0.000040	0.000019	0.000021	0.000001	0.000001	0.000000	0.000000	0.000005	0.000266	0.001016	0.002110	0.000492	0.000024	0.000222	0.000863	0.000411	0.000007	0.000008	0.000138	0.000020	0.000055	0.000040	0.000015	0.000021	0.000089	0.000463	0.001104	0.000021	0.000233	0.001117	0.000298	0.000151	0.000034	0.000069	0.000190	0.000010	0.000036	0.000005	0.000001	0.000001	0.000001	0.000001	0.000005	0.000859	0.002561	0.003454	0.097895	0.558819
,	0.001264	0.000280	0.000117	0.000995	0.010025	0.011649	0.001648	0.009945	0.000239	0.000404	0.000449	0.000064	0.000002	0.000023	0.000103	0.001992	0.003821	0.000450	0.000233	0.000198	0.456013	0.007293	0.000034	0.000069	0.000042	0.000555	0.001283	0.000005	0.000009	0.000001	0.000002	0.000018	0.000201	0.000983	0.001670	0.010178	0.000039	0.000433	0.003477	0.000586	0.000009	0.000019	0.000360	0.000068	0.000020	0.000032	0.000112	0.000806	0.000085	0.041122	0.012035	0.001549	0.001618	0.002206	0.003870	0.000135	0.000907	0.000907	0.000308	0.000124	0.000493	0.000050	0.000002	0.000014	0.000001	0.000004	0.000049	0.001303	0.000240	0.000238	0.098682	0.305839
the	0.000899	0.000420	0.000887	0.003472	0.003349	0.055554	0.013184	0.003498	0.004372	0.005178	0.000226	0.001541	0.000169	0.001124	0.003257	0.000944	0.000198	0.001143	0.003518	0.003087	0.004672	0.352829	0.003313	0.000411	0.007410	0.004643	0.019073	0.000118	0.000061	0.000006	0.000001	0.000046	0.000827	0.009816	0.018443	0.136649	0.000186	0.008215	0.012454	0.001803	0.000083	0.000057	0.025845	0.008316	0.002278	0.000675	0.001274	0.004102	0.001110	0.008154	0.011953	0.001869	0.006124	0.009746	0.030721	0.005323	0.001639	0.003994	0.013749	0.000140	0.000612	0.000214	0.000033	0.000159	0.000013	0.000003	0.000041	0.006801	0.015483	0.007882	0.030014	0.114593
phase	0.000343	0.000048	0.000006	0.000111	0.000001	0.000037	0.000233	0.000022	0.000015	0.000116	0.000003	0.000012	0.000013	0.000019	0.000028	0.000001	0.000000	0.000004	0.000002	0.000003	0.000004	0.000115	0.162357	0.000078	0.004043	0.000213	0.000077	0.000351	0.000026	0.000003	0.000001	0.000145	0.000382	0.000079	0.000039	0.000014	0.000051	0.001270	0.000016	0.000027	0.000010	0.000015	0.002644	0.000122	0.001681	0.001478	0.000097	0.000013	0.000522	0.000008	0.000118	0.000001	0.000045	0.000388	0.000024	0.004111	0.000223	0.000006	0.000542	0.000094	0.000042	0.000140	0.000200	0.000065	0.000003	0.000002	0.000018	0.000038	0.000148	0.000021	0.100494	0.716382
-	0.001121	0.000130	0.000047	0.000162	0.000033	0.000185	0.000724	0.000095	0.000152	0.000370	0.000242	0.000099	0.000493	0.000199	0.000202	0.000044	0.000016	0.000022	0.000019	0.000008	0.000010	0.000316	0.009506	0.246731	0.002349	0.000383	0.000135	0.000069	0.000064	0.000274	0.000004	0.000049	0.000088	0.000183	0.000095	0.000197	0.000050	0.002616	0.000448	0.002812	0.000244	0.000083	0.022514	0.002895	0.000837	0.000516	0.001086	0.000097	0.000209	0.000017	0.000091	0.000217	0.000482	0.000309	0.000559	0.001523	0.000580	0.000374	0.001738	0.000308	0.000450	0.000041	0.000073	0.000176	0.000383	0.000010	0.000042	0.001260	0.000626	0.000568	0.095589	0.595359
