TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.120460	0.000287	0.000218	0.000115	0.000121	0.000088	0.000536	0.000171	0.000056	0.000195	0.000006	0.000058	0.000005	0.000064	0.000044	0.000722	0.000102	0.000123	0.000159	0.002170	0.000320	0.000029	0.000028	0.000001	0.000010	0.000064	0.000164	0.000033	0.000009	0.000003	0.000024	0.000119	0.000423	0.000021	0.000035	0.000009	0.000070	0.000027	0.000045	0.000092	0.000022	0.000049	0.000199	0.000032	0.000168	0.000203	0.000711	0.000968	0.003015	0.002618	0.000838	0.000142	0.000329	0.000119	0.000018	0.000068	0.000122	0.000037	0.000206	0.000059	0.000454	0.001066	0.000092	0.000029	0.000006	0.000085	0.000276	0.000894	0.000076	0.000901	0.095864	0.763106
EPA	0.004481	0.044189	0.062064	0.006710	0.003290	0.001631	0.001293	0.000669	0.000046	0.000230	0.000143	0.000151	0.000101	0.000242	0.000646	0.002347	0.001562	0.000877	0.001155	0.002733	0.001062	0.000804	0.000590	0.000222	0.000197	0.000078	0.000591	0.000295	0.000083	0.000073	0.000147	0.000316	0.000788	0.000482	0.000316	0.000251	0.000111	0.000145	0.000012	0.000014	0.000176	0.001515	0.000053	0.000095	0.000085	0.000194	0.000065	0.000321	0.001484	0.000374	0.000133	0.000353	0.000030	0.000009	0.000030	0.000012	0.000004	0.000031	0.000079	0.000101	0.000007	0.000167	0.000087	0.000056	0.000037	0.000072	0.000284	0.000020	0.000040	0.000144	0.044297	0.808512
has	0.002274	0.012967	0.062317	0.009538	0.006301	0.000377	0.000186	0.000568	0.000023	0.000145	0.000009	0.000023	0.000006	0.000042	0.000157	0.006523	0.000743	0.000183	0.000286	0.001047	0.000464	0.000074	0.000014	0.000004	0.000012	0.000005	0.000018	0.000001	0.000003	0.000003	0.000002	0.000007	0.000027	0.000037	0.000027	0.000013	0.000003	0.000010	0.000002	0.000003	0.000002	0.000026	0.000003	0.000002	0.000006	0.000009	0.000003	0.000019	0.000099	0.000196	0.000027	0.000048	0.000007	0.000001	0.000002	0.000000	0.000000	0.000003	0.000003	0.000001	0.000000	0.000002	0.000000	0.000001	0.000001	0.000001	0.000004	0.000001	0.000002	0.000009	0.064075	0.830998
determined	0.000515	0.003315	0.331409	0.042139	0.006245	0.000196	0.000149	0.001316	0.000111	0.000140	0.000026	0.000012	0.000003	0.000013	0.000101	0.003423	0.000160	0.000073	0.000106	0.000160	0.000079	0.000006	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000001	0.000001	0.000001	0.000005	0.000011	0.000004	0.000001	0.000000	0.000001	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000002	0.000000	0.000003	0.000015	0.000398	0.000037	0.000025	0.000018	0.000003	0.000004	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.015349	0.594406
that	0.000864	0.006271	0.177213	0.460978	0.034737	0.002661	0.001784	0.006023	0.000503	0.002558	0.000177	0.000105	0.000020	0.000109	0.001199	0.016411	0.001117	0.000880	0.001562	0.001646	0.000394	0.000020	0.000013	0.000004	0.000017	0.000006	0.000004	0.000001	0.000004	0.000004	0.000003	0.000004	0.000021	0.000183	0.000035	0.000013	0.000009	0.000011	0.000024	0.000001	0.000000	0.000006	0.000002	0.000000	0.000005	0.000006	0.000002	0.000005	0.000063	0.001508	0.000271	0.000080	0.000131	0.000109	0.000037	0.000009	0.000014	0.000006	0.000010	0.000001	0.000001	0.000008	0.000000	0.000006	0.000004	0.000003	0.000003	0.000008	0.000003	0.000004	0.010675	0.269437
the	0.000389	0.009307	0.011027	0.058496	0.089324	0.101366	0.038212	0.014681	0.001445	0.008535	0.000475	0.000836	0.000086	0.000225	0.002128	0.016358	0.001765	0.005985	0.000969	0.003708	0.002699	0.000167	0.000264	0.000065	0.000259	0.000944	0.000204	0.000136	0.000044	0.000043	0.000056	0.000150	0.000299	0.001148	0.000650	0.000060	0.000131	0.000060	0.000182	0.000033	0.000015	0.000051	0.000035	0.000005	0.000041	0.000036	0.000025	0.000022	0.000371	0.000801	0.000727	0.000513	0.000772	0.000393	0.000043	0.000105	0.000057	0.000007	0.000064	0.000107	0.000054	0.000141	0.000061	0.000055	0.000059	0.000075	0.000063	0.000092	0.000018	0.000027	0.007843	0.614408
impacts	0.000306	0.004833	0.003474	0.016258	0.031019	0.289131	0.036012	0.014183	0.002833	0.033817	0.001060	0.005177	0.000688	0.000814	0.009102	0.005824	0.000201	0.001167	0.000671	0.002990	0.000958	0.000522	0.000493	0.000095	0.000174	0.000257	0.000175	0.000064	0.000036	0.000041	0.000053	0.000095	0.000167	0.000177	0.000289	0.000153	0.000219	0.000182	0.000169	0.000024	0.000043	0.000081	0.000011	0.000004	0.000013	0.000014	0.000003	0.000010	0.000225	0.000312	0.000237	0.000424	0.000385	0.000249	0.000112	0.000081	0.000053	0.000019	0.000104	0.000096	0.000019	0.000045	0.000039	0.000026	0.000046	0.000034	0.000048	0.000177	0.000043	0.000061	0.006051	0.527032
would	0.000319	0.006262	0.001813	0.154048	0.240691	0.101383	0.018673	0.043508	0.011923	0.014418	0.007308	0.000377	0.000064	0.000054	0.001289	0.013227	0.000612	0.000536	0.000536	0.001979	0.001152	0.000103	0.000070	0.000014	0.000166	0.000258	0.000139	0.000005	0.000010	0.000003	0.000010	0.000023	0.000072	0.000076	0.000070	0.000108	0.000078	0.000030	0.000083	0.000162	0.000110	0.000178	0.000009	0.000002	0.000007	0.000008	0.000005	0.000037	0.000150	0.000084	0.000044	0.000094	0.000022	0.000095	0.000078	0.000036	0.000072	0.000084	0.000126	0.000051	0.000005	0.000020	0.000002	0.000003	0.000002	0.000011	0.000015	0.000008	0.000009	0.000005	0.001646	0.375331
be	0.000122	0.000913	0.006517	0.162069	0.214460	0.023136	0.010466	0.398496	0.011406	0.010700	0.001257	0.000403	0.000095	0.000074	0.001233	0.023328	0.000093	0.000267	0.000287	0.001762	0.000694	0.000028	0.000018	0.000004	0.000007	0.000009	0.000008	0.000000	0.000002	0.000001	0.000001	0.000002	0.000011	0.000038	0.000034	0.000016	0.000012	0.000002	0.000036	0.000010	0.000004	0.000011	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000012	0.001647	0.000203	0.000105	0.000273	0.000149	0.000088	0.000039	0.000047	0.000025	0.000041	0.000005	0.000001	0.000002	0.000000	0.000001	0.000001	0.000001	0.000002	0.000012	0.000003	0.000003	0.007668	0.121638
minimal	0.000302	0.002013	0.006018	0.082811	0.087847	0.019332	0.018193	0.327049	0.097583	0.020433	0.016728	0.003970	0.001026	0.000794	0.010406	0.014156	0.001138	0.000347	0.000649	0.000944	0.000464	0.000044	0.000051	0.000023	0.000015	0.000011	0.000011	0.000002	0.000019	0.000006	0.000006	0.000003	0.000022	0.000045	0.000031	0.000032	0.000035	0.000006	0.000046	0.000008	0.000005	0.000029	0.000001	0.000001	0.000001	0.000001	0.000000	0.000002	0.000030	0.000915	0.000116	0.000253	0.000739	0.000361	0.000330	0.000072	0.000111	0.000116	0.000134	0.000014	0.000002	0.000004	0.000002	0.000009	0.000005	0.000005	0.000009	0.000087	0.000012	0.000018	0.007425	0.276572
