TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.087025	0.018069	0.065788	0.033419	0.016845	0.079165	0.007686	0.015965	0.011124	0.003190	0.001396	0.000254	0.000004	0.000437	0.001481	0.077155	0.014912	0.005061	0.005771	0.003056	0.007599	0.006982	0.003839	0.000446	0.000556	0.001827	0.019258	0.000167	0.000052	0.000010	0.000035	0.000404	0.001721	0.002307	0.000696	0.001870	0.000521	0.005425	0.000955	0.001523	0.001932	0.000392	0.004705	0.004039	0.017296	0.002139	0.001252	0.018150	0.006561	0.190793	0.012408	0.003252	0.004142	0.014458	0.019294	0.016977	0.006461	0.021835	0.040000	0.009158	0.001633	0.004449	0.000125	0.000253	0.000057	0.000034	0.000153	0.015377	0.003254	0.004927	0.033900	0.036604
EPA	0.015377	0.012494	0.001535	0.000906	0.001006	0.008690	0.002178	0.003955	0.000673	0.000239	0.002660	0.000167	0.000089	0.000362	0.000146	0.002005	0.000634	0.000265	0.000079	0.000379	0.001303	0.002979	0.001797	0.000221	0.000391	0.000687	0.008773	0.002567	0.001087	0.000508	0.000362	0.001292	0.000656	0.000296	0.000602	0.000683	0.001245	0.000534	0.000107	0.000488	0.003241	0.001473	0.003167	0.001966	0.001875	0.000966	0.000359	0.005263	0.004539	0.005168	0.000589	0.002173	0.000683	0.000514	0.001838	0.001280	0.000444	0.001938	0.012492	0.003893	0.001555	0.009795	0.000770	0.000942	0.000401	0.000291	0.000518	0.002079	0.000444	0.000429	0.372962	0.475534
has	0.003371	0.018731	0.077038	0.033631	0.029692	0.050634	0.004360	0.062751	0.014495	0.001977	0.004981	0.000209	0.000094	0.000286	0.000736	0.026636	0.014407	0.004239	0.006392	0.004538	0.007097	0.020521	0.001405	0.000761	0.000707	0.000742	0.014536	0.000172	0.000065	0.000077	0.000026	0.000289	0.000203	0.000744	0.000509	0.003124	0.000362	0.000120	0.000055	0.000332	0.000896	0.000234	0.002709	0.004549	0.004974	0.002743	0.001044	0.015898	0.000917	0.020649	0.001060	0.003486	0.000597	0.000670	0.004207	0.001307	0.000179	0.003543	0.002126	0.000172	0.000188	0.000444	0.000038	0.000053	0.000037	0.000014	0.000055	0.003922	0.000156	0.000160	0.222256	0.289672
determined	0.001407	0.028058	0.009491	0.007810	0.013084	0.047356	0.009676	0.087028	0.014783	0.003143	0.013409	0.000151	0.000021	0.000169	0.000444	0.011124	0.001906	0.000717	0.000958	0.002034	0.003005	0.005070	0.001126	0.000190	0.000249	0.000536	0.007654	0.000030	0.000007	0.000011	0.000008	0.000155	0.000539	0.000382	0.000376	0.000837	0.000325	0.000083	0.000026	0.000090	0.000243	0.000092	0.000404	0.000619	0.001354	0.001121	0.000518	0.006141	0.001831	0.008421	0.000454	0.001079	0.000163	0.000324	0.001045	0.000749	0.000149	0.001327	0.000958	0.000293	0.000091	0.000231	0.000006	0.000008	0.000008	0.000005	0.000025	0.000608	0.000019	0.000029	0.287322	0.410893
that	0.002353	0.094833	0.009894	0.020567	0.025233	0.132181	0.031922	0.171447	0.017902	0.002141	0.025238	0.000351	0.000033	0.000251	0.000480	0.012920	0.001927	0.001479	0.001017	0.001999	0.005297	0.004886	0.001553	0.000149	0.000278	0.000260	0.012037	0.000488	0.000057	0.000066	0.000140	0.001550	0.000831	0.000344	0.000279	0.000536	0.001519	0.000109	0.000014	0.000377	0.000790	0.000378	0.000583	0.001327	0.001591	0.001840	0.000632	0.017000	0.006997	0.012018	0.001078	0.002820	0.000628	0.000896	0.003097	0.002198	0.000769	0.005357	0.004325	0.002063	0.000576	0.001732	0.000183	0.000076	0.000072	0.000103	0.000275	0.000508	0.000042	0.000122	0.150570	0.194415
the	0.004270	0.038929	0.001844	0.003317	0.006689	0.143285	0.046974	0.082042	0.015475	0.000820	0.027615	0.000938	0.000127	0.000368	0.000817	0.002357	0.000924	0.000262	0.000183	0.000399	0.003049	0.005377	0.003146	0.000128	0.000792	0.000754	0.034159	0.014282	0.000597	0.000674	0.001052	0.010182	0.002015	0.000279	0.000542	0.000807	0.002690	0.000340	0.000106	0.000967	0.001929	0.000360	0.003672	0.003959	0.007963	0.001749	0.001607	0.030971	0.020713	0.007415	0.000787	0.001812	0.001060	0.001409	0.003507	0.004706	0.000871	0.004071	0.037734	0.002323	0.001464	0.010823	0.005485	0.000721	0.000947	0.000959	0.002128	0.000547	0.000266	0.001022	0.164407	0.213037
impacts	0.008874	0.016842	0.000550	0.001681	0.001918	0.018371	0.017055	0.016236	0.002692	0.001052	0.006520	0.000687	0.000208	0.000631	0.000533	0.002215	0.000136	0.000074	0.000063	0.000332	0.000932	0.001934	0.001668	0.000111	0.000430	0.001099	0.009297	0.002370	0.000243	0.000099	0.000336	0.003872	0.001374	0.000119	0.000412	0.000636	0.002032	0.000425	0.000088	0.000341	0.000802	0.000755	0.001778	0.001232	0.001069	0.000494	0.000894	0.004743	0.009610	0.002888	0.000557	0.001494	0.000691	0.000773	0.001237	0.001059	0.000596	0.000838	0.002301	0.001488	0.000585	0.004255	0.001090	0.000230	0.000166	0.000356	0.001367	0.000328	0.000111	0.000320	0.348618	0.482786
would	0.000553	0.013528	0.001125	0.002237	0.003313	0.025729	0.006820	0.056065	0.005424	0.000434	0.034232	0.000252	0.000151	0.000216	0.000245	0.005309	0.000431	0.000620	0.000525	0.000902	0.002845	0.003694	0.000729	0.000068	0.000231	0.000284	0.004969	0.000197	0.000033	0.000024	0.000060	0.000621	0.000226	0.000228	0.000656	0.000688	0.000270	0.000029	0.000025	0.000732	0.000315	0.000090	0.001033	0.001655	0.001397	0.000973	0.000800	0.007589	0.001381	0.008811	0.000545	0.000611	0.000266	0.000184	0.000973	0.001091	0.000231	0.001612	0.003624	0.000542	0.000270	0.000508	0.000045	0.000048	0.000026	0.000046	0.000100	0.000568	0.000039	0.000048	0.320996	0.468867
be	0.003310	0.029135	0.005075	0.006440	0.007326	0.206159	0.064777	0.152731	0.020157	0.001714	0.055608	0.001460	0.000410	0.001242	0.002365	0.007015	0.000562	0.000514	0.000550	0.003382	0.005845	0.013739	0.003238	0.000144	0.000815	0.000701	0.021409	0.001140	0.000082	0.000076	0.000183	0.003033	0.000701	0.000198	0.000513	0.001349	0.001015	0.000118	0.000060	0.000861	0.000794	0.000269	0.004299	0.006403	0.008902	0.002513	0.001794	0.033124	0.007177	0.018588	0.000705	0.001395	0.000689	0.001481	0.003695	0.007347	0.000609	0.004404	0.013890	0.001640	0.000616	0.002264	0.000296	0.000137	0.000136	0.000140	0.000441	0.002055	0.000250	0.000946	0.107762	0.140084
minimal	0.000164	0.001349	0.000168	0.000839	0.000834	0.007971	0.008560	0.011869	0.001888	0.001479	0.010090	0.001485	0.000094	0.000907	0.001439	0.001011	0.000077	0.000194	0.000310	0.000882	0.001457	0.001006	0.000471	0.000053	0.000125	0.000278	0.000765	0.000069	0.000012	0.000014	0.000015	0.000203	0.000330	0.000324	0.000928	0.000221	0.000202	0.000078	0.000045	0.000142	0.000126	0.000069	0.001163	0.000749	0.001336	0.000253	0.000347	0.000508	0.000523	0.001599	0.000220	0.000268	0.000187	0.000341	0.000690	0.001417	0.000404	0.000653	0.002083	0.000529	0.000194	0.000529	0.000043	0.000028	0.000026	0.000023	0.000110	0.000482	0.000051	0.000055	0.373264	0.553378
