TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.317949	0.002148	0.000471	0.000284	0.000323	0.000399	0.000508	0.000289	0.000386	0.000335	0.000053	0.000108	0.000105	0.000077	0.000128	0.000636	0.000219	0.000545	0.000074	0.000065	0.000040	0.000117	0.000231	0.000010	0.000248	0.000149	0.000177	0.000054	0.000025	0.000018	0.000067	0.000830	0.000901	0.000041	0.000260	0.000152	0.001964	0.000566	0.000069	0.000161	0.000690	0.000672	0.000298	0.000164	0.000182	0.000120	0.000198	0.000613	0.001667	0.002912	0.002194	0.000247	0.000315	0.001213	0.000320	0.000313	0.000170	0.000442	0.000223	0.000494	0.000618	0.001059	0.000132	0.000046	0.000042	0.000207	0.002236	0.000938	0.000372	0.000285	0.015325	0.634108
EPA	0.014721	0.058459	0.059939	0.103986	0.056256	0.038701	0.008008	0.010629	0.007942	0.014683	0.003656	0.015984	0.001100	0.002855	0.005092	0.053159	0.007074	0.003569	0.011793	0.005007	0.006543	0.011054	0.003197	0.000483	0.001663	0.002090	0.003936	0.000785	0.000427	0.000275	0.000411	0.000747	0.000849	0.000928	0.004167	0.002024	0.002598	0.000604	0.000219	0.000187	0.000390	0.000417	0.000280	0.000373	0.000522	0.000063	0.000214	0.001101	0.000413	0.001749	0.001320	0.001362	0.000733	0.001194	0.000914	0.000218	0.000427	0.001472	0.000360	0.000258	0.000650	0.002959	0.000110	0.000179	0.000102	0.000154	0.000102	0.000267	0.000351	0.000185	0.013978	0.441385
has	0.007489	0.051282	0.034279	0.146227	0.133592	0.041470	0.001820	0.007552	0.002661	0.007243	0.001960	0.002732	0.000275	0.000346	0.000948	0.240294	0.033384	0.006006	0.007406	0.005815	0.014858	0.016512	0.000870	0.000106	0.000833	0.000461	0.002538	0.000351	0.000075	0.000032	0.000025	0.000205	0.000390	0.000155	0.000443	0.001312	0.000682	0.000408	0.000080	0.000026	0.000336	0.000593	0.000370	0.000432	0.000209	0.000062	0.000074	0.000892	0.000169	0.003133	0.001497	0.000238	0.000059	0.000111	0.000104	0.000040	0.000017	0.000174	0.000154	0.000036	0.000056	0.001317	0.000046	0.000022	0.000009	0.000011	0.000041	0.000209	0.000130	0.000074	0.026767	0.189475
determined	0.002729	0.028053	0.015721	0.054064	0.115029	0.036407	0.007712	0.057558	0.026166	0.051239	0.008484	0.008386	0.001183	0.001263	0.004010	0.367855	0.021664	0.012197	0.009935	0.006060	0.010612	0.011012	0.003063	0.000141	0.002507	0.001156	0.002955	0.000544	0.000131	0.000044	0.000049	0.000239	0.000659	0.000192	0.000502	0.000878	0.000888	0.000525	0.000100	0.000070	0.000509	0.000526	0.000466	0.000382	0.000203	0.000075	0.000093	0.000538	0.000233	0.004881	0.002048	0.000092	0.000114	0.000151	0.000094	0.000124	0.000044	0.000216	0.000246	0.000107	0.000075	0.000418	0.000026	0.000018	0.000006	0.000014	0.000021	0.000222	0.000092	0.000040	0.004435	0.111505
that	0.002080	0.024787	0.010640	0.016998	0.034845	0.077299	0.033735	0.097460	0.062743	0.113694	0.021497	0.017253	0.003017	0.003427	0.011854	0.273820	0.011349	0.008078	0.009073	0.002242	0.005575	0.013037	0.006293	0.000149	0.001929	0.001586	0.005618	0.001692	0.000263	0.000069	0.000097	0.000622	0.000610	0.000329	0.000819	0.000604	0.001211	0.000211	0.000054	0.000109	0.001014	0.000866	0.001051	0.001268	0.000440	0.000080	0.000109	0.000924	0.000469	0.005038	0.001905	0.000197	0.000103	0.000271	0.000215	0.000257	0.000109	0.000830	0.000859	0.000225	0.000240	0.001094	0.000077	0.000043	0.000012	0.000021	0.000066	0.000134	0.000094	0.000043	0.004715	0.100463
the	0.000824	0.005733	0.000894	0.005942	0.008780	0.030979	0.050138	0.095658	0.142481	0.241729	0.008469	0.043809	0.001269	0.009364	0.158006	0.103568	0.000773	0.001667	0.001850	0.003890	0.005700	0.005156	0.003252	0.000151	0.002100	0.006102	0.003806	0.000735	0.000096	0.000064	0.000049	0.000685	0.000840	0.000610	0.000945	0.000218	0.000257	0.000280	0.000091	0.000351	0.000191	0.000417	0.000240	0.000196	0.000027	0.000031	0.000135	0.000245	0.000186	0.000965	0.001664	0.000088	0.000038	0.000114	0.000080	0.000115	0.000444	0.000522	0.000200	0.000318	0.000698	0.000300	0.000021	0.000015	0.000014	0.000012	0.000108	0.000088	0.000029	0.000030	0.002392	0.042769
impacts	0.001415	0.002327	0.000585	0.004318	0.008963	0.013894	0.020154	0.066263	0.212858	0.152277	0.020647	0.026272	0.002206	0.015886	0.163191	0.116977	0.000773	0.002201	0.002771	0.003308	0.006468	0.003403	0.001870	0.000163	0.000680	0.002104	0.001332	0.000725	0.000130	0.000078	0.000160	0.000567	0.000871	0.001102	0.001514	0.000205	0.000150	0.000170	0.000070	0.000224	0.000112	0.000267	0.000221	0.000089	0.000023	0.000015	0.000039	0.000102	0.000122	0.000944	0.001621	0.000127	0.000115	0.000164	0.000091	0.000081	0.000603	0.000379	0.000165	0.000305	0.001615	0.000432	0.000032	0.000035	0.000023	0.000052	0.000144	0.000525	0.000034	0.000027	0.002299	0.129926
would	0.002305	0.004436	0.000792	0.001847	0.004135	0.014630	0.022246	0.016239	0.017900	0.031814	0.025318	0.010633	0.003807	0.006799	0.018275	0.340285	0.007075	0.009365	0.005118	0.003828	0.010336	0.010615	0.002365	0.000278	0.001608	0.002601	0.006205	0.002840	0.000467	0.000061	0.000196	0.003383	0.002337	0.000613	0.001253	0.000554	0.000423	0.000079	0.000024	0.000080	0.000369	0.000407	0.000882	0.001207	0.000203	0.000086	0.000166	0.001215	0.000265	0.009335	0.001820	0.000112	0.000061	0.000080	0.000128	0.000090	0.000062	0.000376	0.000169	0.000334	0.001215	0.001707	0.000101	0.000087	0.000008	0.000044	0.000313	0.000916	0.000094	0.000036	0.008759	0.376188
be	0.001481	0.003671	0.000659	0.001323	0.003143	0.012468	0.012313	0.017022	0.007871	0.019230	0.066592	0.019300	0.011370	0.013203	0.040731	0.489759	0.008515	0.010687	0.003381	0.013938	0.025142	0.012274	0.001116	0.000121	0.000996	0.003971	0.004776	0.002755	0.000300	0.000127	0.000105	0.003271	0.003848	0.000438	0.001022	0.000479	0.000187	0.000074	0.000037	0.000065	0.000231	0.000631	0.001920	0.000737	0.000102	0.000083	0.000248	0.000950	0.000225	0.007282	0.002385	0.000085	0.000032	0.000076	0.000097	0.000038	0.000059	0.000302	0.000125	0.000638	0.001781	0.001939	0.000247	0.000094	0.000031	0.000028	0.000857	0.001663	0.000125	0.000063	0.006884	0.152280
minimal	0.002396	0.006749	0.000840	0.001137	0.003449	0.018393	0.026390	0.027711	0.028821	0.016742	0.165392	0.027907	0.017520	0.018001	0.037826	0.292876	0.005656	0.005624	0.006277	0.013214	0.017164	0.009764	0.001431	0.000221	0.000691	0.001401	0.003643	0.008107	0.001299	0.000280	0.001028	0.003103	0.002946	0.000636	0.001087	0.000482	0.000448	0.000103	0.000063	0.000061	0.000558	0.001007	0.000947	0.000685	0.000098	0.000066	0.000085	0.000462	0.000274	0.003132	0.001166	0.000143	0.000082	0.000101	0.000155	0.000107	0.000103	0.000551	0.000337	0.001161	0.001392	0.003750	0.001075	0.000580	0.000115	0.000344	0.001249	0.001190	0.000303	0.000208	0.007525	0.194166
or	0.003840	0.001653	0.000408	0.001015	0.002973	0.005822	0.009426	0.010210	0.007637	0.011997	0.052985	0.011330	0.005808	0.009294	0.040089	0.511865	0.005103	0.004995	0.007399	0.005829	0.009107	0.003362	0.000552	0.000116	0.000370	0.002107	0.001598	0.000688	0.000132	0.000050	0.000086	0.001686	0.001993	0.000551	0.000953	0.000261	0.000041	0.000025	0.000011	0.000013	0.000098	0.000093	0.000374	0.000345	0.000237	0.000252	0.000074	0.000227	0.000159	0.002192	0.000626	0.000148	0.000013	0.000017	0.000026	0.000029	0.000021	0.000101	0.000102	0.000559	0.000561	0.001197	0.000101	0.000038	0.000008	0.000025	0.000521	0.001019	0.000146	0.000037	0.007581	0.249693
