TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.056468	0.007495	0.013264	0.003361	0.001512	0.005852	0.002210	0.001651	0.000845	0.001263	0.000357	0.000277	0.000069	0.000083	0.000701	0.000867	0.000178	0.000107	0.000038	0.000267	0.000149	0.000708	0.000246	0.000248	0.000254	0.000261	0.000309	0.000050	0.000022	0.000041	0.000097	0.000388	0.001399	0.000121	0.000207	0.000426	0.000368	0.000971	0.000479	0.000352	0.000661	0.001146	0.000883	0.000378	0.000248	0.000442	0.000225	0.000964	0.000508	0.003273	0.001386	0.003124	0.000728	0.000435	0.000228	0.000089	0.000381	0.000414	0.000220	0.000295	0.000661	0.000654	0.000040	0.000029	0.000047	0.000095	0.000884	0.000270	0.000085	0.000079	0.002701	0.874464
EPA	0.003501	0.025545	0.085345	0.232764	0.022235	0.021773	0.001487	0.007298	0.006250	0.004155	0.000627	0.001594	0.000641	0.000512	0.004188	0.027257	0.003649	0.002421	0.001402	0.002980	0.001402	0.005685	0.000237	0.000141	0.000177	0.000347	0.000717	0.000049	0.000090	0.000085	0.000144	0.000151	0.000772	0.001591	0.001026	0.005469	0.000242	0.000639	0.000498	0.000204	0.000199	0.000139	0.000957	0.000974	0.000116	0.000041	0.000214	0.001164	0.000330	0.005567	0.010068	0.003265	0.000616	0.003401	0.001310	0.000034	0.000062	0.000487	0.000039	0.000036	0.000202	0.000370	0.000051	0.000130	0.000100	0.000220	0.000139	0.000282	0.000226	0.000091	0.003129	0.490747
has	0.001537	0.023372	0.048172	0.476516	0.143166	0.028307	0.002094	0.004391	0.002927	0.002470	0.001473	0.000480	0.000824	0.000737	0.001180	0.058299	0.003430	0.002563	0.001792	0.003532	0.001816	0.002269	0.000120	0.000112	0.000156	0.000088	0.000153	0.000021	0.000023	0.000049	0.000027	0.000037	0.000171	0.000464	0.001087	0.002226	0.000106	0.000328	0.000080	0.000132	0.000072	0.000104	0.000143	0.000256	0.000021	0.000010	0.000026	0.000142	0.000035	0.001253	0.002533	0.000967	0.000216	0.000789	0.000437	0.000007	0.000013	0.000106	0.000004	0.000005	0.000031	0.000061	0.000006	0.000018	0.000044	0.000032	0.000025	0.000027	0.000017	0.000011	0.000412	0.175449
determined	0.003045	0.007842	0.008141	0.028181	0.063967	0.185837	0.036860	0.124945	0.040836	0.015313	0.002806	0.001254	0.001141	0.000494	0.002897	0.053943	0.001924	0.001169	0.000457	0.005718	0.005726	0.014229	0.002257	0.002010	0.000427	0.000721	0.000895	0.000100	0.000050	0.000070	0.000041	0.000073	0.000619	0.001109	0.000237	0.001777	0.000595	0.000771	0.000411	0.000218	0.000157	0.000117	0.000170	0.000089	0.000035	0.000017	0.000014	0.000129	0.000165	0.002121	0.001208	0.000594	0.000365	0.000538	0.000468	0.000111	0.000038	0.000166	0.000086	0.000091	0.000067	0.000081	0.000003	0.000013	0.000020	0.000018	0.000029	0.000031	0.000018	0.000006	0.000717	0.373212
that	0.001050	0.011602	0.005594	0.008301	0.006520	0.133370	0.160216	0.398095	0.126333	0.022565	0.005775	0.002112	0.000425	0.000245	0.005662	0.014191	0.000627	0.000835	0.000183	0.004616	0.002743	0.009314	0.002317	0.005507	0.002403	0.003187	0.001271	0.000108	0.000029	0.000019	0.000015	0.000043	0.000537	0.001038	0.000088	0.000186	0.000245	0.000264	0.000839	0.000218	0.000075	0.000112	0.000231	0.000049	0.000021	0.000021	0.000012	0.000039	0.000036	0.000502	0.000167	0.000134	0.000026	0.000119	0.000087	0.000085	0.000051	0.000110	0.000132	0.000149	0.000048	0.000030	0.000002	0.000003	0.000003	0.000003	0.000011	0.000007	0.000003	0.000001	0.000191	0.058851
the	0.001723	0.012434	0.003504	0.003739	0.005529	0.096904	0.287332	0.284091	0.093058	0.032475	0.007421	0.006019	0.000321	0.000142	0.003394	0.009214	0.000355	0.000170	0.000015	0.000475	0.000291	0.001742	0.002703	0.002873	0.001364	0.008868	0.000641	0.000084	0.000019	0.000012	0.000005	0.000015	0.000282	0.000200	0.000013	0.000015	0.000145	0.000144	0.002252	0.000597	0.000142	0.000091	0.000270	0.000019	0.000012	0.000009	0.000061	0.000026	0.000103	0.000159	0.000181	0.000060	0.000071	0.000158	0.000103	0.000644	0.000362	0.000127	0.000412	0.000520	0.000665	0.000053	0.000002	0.000003	0.000003	0.000002	0.000005	0.000009	0.000003	0.000001	0.000204	0.124939
impacts	0.000519	0.000583	0.000494	0.001388	0.001594	0.014135	0.016734	0.013933	0.009520	0.020373	0.017761	0.015620	0.000593	0.002207	0.012486	0.032940	0.000303	0.000105	0.000018	0.000330	0.000065	0.002578	0.000130	0.000269	0.000435	0.004146	0.001833	0.000083	0.000026	0.000046	0.000009	0.000032	0.000125	0.000051	0.000022	0.000021	0.000006	0.000020	0.000013	0.000389	0.000123	0.000048	0.000317	0.000019	0.000002	0.000001	0.000013	0.000035	0.000015	0.000118	0.000157	0.000010	0.000034	0.000068	0.000072	0.000138	0.000313	0.000260	0.000097	0.000155	0.002295	0.000136	0.000015	0.000014	0.000021	0.000009	0.000040	0.000091	0.000005	0.000004	0.000409	0.823028
would	0.000302	0.002657	0.000512	0.003233	0.003370	0.013727	0.028702	0.006911	0.013111	0.042583	0.082466	0.016489	0.002855	0.005618	0.022900	0.086648	0.000715	0.000255	0.000076	0.002513	0.000099	0.003175	0.000300	0.000250	0.001239	0.004795	0.003755	0.000420	0.000309	0.000228	0.000122	0.000386	0.000669	0.000333	0.000142	0.000071	0.000039	0.000025	0.000023	0.000305	0.000294	0.000411	0.000250	0.000103	0.000026	0.000011	0.000078	0.000125	0.000053	0.000408	0.001386	0.000069	0.000037	0.000080	0.000056	0.000052	0.000099	0.000272	0.000165	0.000680	0.001535	0.000474	0.000027	0.000051	0.000033	0.000031	0.000261	0.000103	0.000012	0.000006	0.000392	0.640089
be	0.000260	0.000963	0.000374	0.000535	0.001099	0.008974	0.034243	0.011401	0.011000	0.036981	0.199683	0.029323	0.007858	0.027809	0.056369	0.175320	0.000614	0.000203	0.000095	0.012055	0.000047	0.002284	0.000837	0.000801	0.002395	0.011000	0.003316	0.000516	0.000188	0.000401	0.000276	0.001140	0.001912	0.000236	0.000185	0.000063	0.000028	0.000120	0.000019	0.000227	0.000263	0.000270	0.000171	0.000023	0.000016	0.000015	0.000069	0.000076	0.000048	0.000372	0.000267	0.000049	0.000028	0.000023	0.000041	0.000102	0.000075	0.000202	0.000183	0.002908	0.003703	0.000611	0.000080	0.000054	0.000116	0.000093	0.002382	0.000330	0.000041	0.000038	0.000623	0.345582
minimal	0.000536	0.000564	0.000124	0.000638	0.000903	0.011481	0.011912	0.003920	0.007054	0.018585	0.094420	0.051673	0.019539	0.011922	0.060185	0.060861	0.001094	0.000406	0.000069	0.002736	0.000045	0.001612	0.000572	0.000127	0.000321	0.002209	0.003075	0.000416	0.000306	0.000175	0.000105	0.000364	0.001174	0.000052	0.000070	0.000078	0.000010	0.000027	0.000010	0.000118	0.000534	0.000227	0.000138	0.000079	0.000013	0.000012	0.000147	0.000161	0.000062	0.000205	0.000314	0.000030	0.000004	0.000029	0.000055	0.000038	0.000042	0.000329	0.000134	0.001199	0.001132	0.000657	0.000159	0.000167	0.000105	0.000122	0.001333	0.000237	0.000034	0.000042	0.000647	0.622126
or	0.000357	0.001471	0.000206	0.000397	0.000146	0.001306	0.004620	0.004266	0.007098	0.009738	0.218761	0.030477	0.010870	0.106117	0.170346	0.031946	0.001085	0.000741	0.000047	0.002945	0.000046	0.000392	0.000041	0.000035	0.000234	0.000977	0.000788	0.000108	0.000055	0.000060	0.000189	0.000366	0.000408	0.000024	0.000020	0.000007	0.000002	0.000002	0.000001	0.000003	0.000010	0.000045	0.000021	0.000024	0.000010	0.000056	0.000095	0.000050	0.000015	0.000157	0.000040	0.000015	0.000001	0.000002	0.000004	0.000005	0.000004	0.000031	0.000032	0.000594	0.000276	0.000132	0.000038	0.000019	0.000024	0.000103	0.000398	0.000037	0.000003	0.000010	0.000120	0.390932
none	0.000781	0.000232	0.000164	0.000429	0.000207	0.001006	0.002225	0.001033	0.001671	0.005174	0.021750	0.005029	0.005844	0.081476	0.127865	0.008411	0.000564	0.000284	0.000158	0.001290	0.000086	0.000903	0.000247	0.000117	0.000772	0.001847	0.002004	0.000327	0.000180	0.000294	0.000610	0.011675	0.003496	0.000189	0.000289	0.000064	0.000003	0.000007	0.000000	0.000006	0.000038	0.000040	0.000029	0.000019	0.000013	0.000057	0.000104	0.000131	0.000042	0.000747	0.000253	0.000011	0.000005	0.000020	0.000013	0.000010	0.000020	0.000037	0.000063	0.000231	0.000574	0.000542	0.000084	0.000098	0.000134	0.000725	0.007390	0.000255	0.000007	0.000070	0.000463	0.699064
