TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.236598	0.004330	0.009354	0.010241	0.017476	0.019868	0.005661	0.008617	0.010191	0.003626	0.007768	0.017393	0.004883	0.007141	0.010241	0.013926	0.012909	0.009264	0.016634	0.010510	0.013398	0.018670	0.006513	0.009167	0.012984	0.012627	0.016792	0.015629	0.010118	0.006681	0.007265	0.010296	0.006051	0.008060	0.012759	0.013998	0.004913	0.004307	0.007031	0.008851	0.005308	0.003061	0.005658	0.009263	0.003501	0.003627	0.006201	0.009421	0.003939	0.006808	0.005292	0.004620	0.007642	0.006368	0.012525	0.006662	0.008463	0.013277	0.006908	0.008068	0.012745	0.005621	0.015724	0.010957	0.008467	0.009884	0.014041	0.016955	0.013265	0.013885	0.028663	0.070441
EPA	0.051120	0.000640	0.009881	0.009021	0.314703	0.172354	0.007329	0.014311	0.024685	0.013368	0.016124	0.003418	0.001344	0.002675	0.004437	0.084077	0.034207	0.005820	0.025840	0.006452	0.019998	0.028147	0.003365	0.001988	0.005327	0.005676	0.012890	0.001392	0.001221	0.000597	0.000898	0.001138	0.003066	0.003264	0.009708	0.017781	0.001510	0.008801	0.001201	0.005356	0.004135	0.001627	0.003138	0.005543	0.000725	0.000453	0.001104	0.004049	0.000435	0.000478	0.001057	0.001152	0.001641	0.001049	0.003265	0.001419	0.000397	0.002589	0.001035	0.001411	0.001693	0.000060	0.000272	0.000333	0.000254	0.000372	0.000447	0.000977	0.001062	0.000646	0.018587	0.003466
has	0.049003	0.000105	0.005061	0.007221	0.109079	0.027109	0.007566	0.366328	0.112328	0.003833	0.034737	0.020005	0.004540	0.002404	0.002424	0.095221	0.022214	0.007615	0.023912	0.013269	0.010798	0.007712	0.001173	0.000679	0.003787	0.001955	0.002605	0.002301	0.000994	0.000486	0.000352	0.001503	0.005680	0.001186	0.005575	0.002886	0.002179	0.003423	0.003423	0.002257	0.000287	0.000241	0.001573	0.001043	0.000576	0.000277	0.000257	0.000486	0.000277	0.005140	0.001706	0.000938	0.000370	0.001127	0.000492	0.000508	0.000342	0.000340	0.000876	0.000109	0.000237	0.000052	0.000185	0.000110	0.000109	0.000086	0.000437	0.000892	0.000067	0.000596	0.002520	0.002813
determined	0.041206	0.000129	0.003898	0.001026	0.096878	0.011376	0.013001	0.118545	0.077820	0.013930	0.043282	0.045808	0.002949	0.001326	0.008457	0.373378	0.022251	0.010893	0.015155	0.020901	0.010293	0.007300	0.001058	0.000702	0.003548	0.001910	0.002007	0.004352	0.000515	0.001102	0.000156	0.002100	0.002612	0.001535	0.002405	0.001353	0.000929	0.003902	0.002112	0.003316	0.001702	0.000373	0.001329	0.000684	0.000515	0.000242	0.000294	0.000433	0.000353	0.002319	0.002108	0.001434	0.001094	0.002237	0.000524	0.000779	0.000887	0.000381	0.001357	0.000286	0.000536	0.000089	0.000484	0.000074	0.000313	0.000040	0.000452	0.000709	0.000196	0.000323	0.001299	0.000738
that	0.017530	0.000232	0.003010	0.003298	0.029126	0.012645	0.013253	0.249204	0.156206	0.018309	0.116692	0.053571	0.005239	0.004002	0.005583	0.196387	0.017606	0.010574	0.025071	0.013025	0.006512	0.004911	0.001216	0.001003	0.002889	0.001261	0.001406	0.002252	0.000317	0.000741	0.000243	0.000621	0.002559	0.001184	0.001308	0.000740	0.001091	0.001942	0.001656	0.001593	0.000840	0.000348	0.000882	0.000545	0.000653	0.000271	0.000140	0.000209	0.000312	0.002087	0.000766	0.000446	0.000302	0.000982	0.000270	0.000502	0.000413	0.000195	0.000665	0.000246	0.000158	0.000059	0.000138	0.000026	0.000130	0.000043	0.000101	0.000338	0.000045	0.000132	0.000913	0.000832
the	0.021601	0.000301	0.002771	0.003691	0.040753	0.031289	0.011785	0.116692	0.113793	0.029070	0.136826	0.107007	0.009886	0.007742	0.014092	0.172193	0.034922	0.016318	0.038782	0.018981	0.009488	0.011344	0.001408	0.002049	0.004343	0.003217	0.003473	0.002965	0.000767	0.000678	0.000446	0.000836	0.001307	0.000826	0.001267	0.001355	0.000971	0.001509	0.001168	0.003460	0.001758	0.000802	0.001356	0.001730	0.000815	0.000383	0.000505	0.000687	0.000268	0.001269	0.000390	0.000819	0.000835	0.000584	0.000760	0.000526	0.000617	0.000629	0.000504	0.000335	0.000379	0.000058	0.000209	0.000066	0.000126	0.000073	0.000243	0.000280	0.000061	0.000180	0.000606	0.000774
impacts	0.326872	0.000822	0.004568	0.003597	0.017498	0.019124	0.001735	0.021349	0.113975	0.010652	0.036267	0.083914	0.005747	0.005406	0.021288	0.147739	0.026570	0.007678	0.018885	0.029107	0.008554	0.009778	0.002248	0.001173	0.002493	0.004677	0.003442	0.005627	0.002435	0.000663	0.000812	0.001596	0.006270	0.001411	0.001691	0.001898	0.009919	0.003428	0.003236	0.001685	0.001317	0.002225	0.000849	0.001471	0.000560	0.000433	0.000732	0.000784	0.000664	0.001241	0.002862	0.001034	0.000317	0.001586	0.000509	0.000586	0.000164	0.000403	0.000602	0.000908	0.000149	0.000371	0.000413	0.000243	0.000132	0.000117	0.000436	0.000296	0.000156	0.000106	0.000824	0.001680
would	0.059318	0.000151	0.003868	0.002080	0.006527	0.005484	0.002364	0.041456	0.029386	0.007580	0.209646	0.085214	0.005081	0.010627	0.019605	0.299104	0.051089	0.022127	0.026021	0.025713	0.013407	0.009743	0.001288	0.001686	0.006271	0.004969	0.004520	0.004172	0.000855	0.001330	0.000441	0.000949	0.002523	0.001268	0.002342	0.001115	0.001277	0.001514	0.002309	0.003988	0.001069	0.000197	0.002644	0.001792	0.000945	0.000372	0.001000	0.000961	0.000393	0.003142	0.000844	0.000670	0.001067	0.000699	0.000530	0.000363	0.000534	0.000544	0.000562	0.000342	0.000680	0.000144	0.000299	0.000063	0.000165	0.000047	0.000105	0.000409	0.000040	0.000054	0.000410	0.000502
be	0.102619	0.000246	0.002321	0.001424	0.003939	0.003454	0.005212	0.050888	0.040999	0.003743	0.121992	0.039983	0.013356	0.006379	0.013573	0.264799	0.094490	0.028772	0.031527	0.060817	0.024113	0.014380	0.005152	0.002410	0.009999	0.005424	0.004669	0.005465	0.000381	0.000481	0.000414	0.001428	0.002739	0.000648	0.001472	0.000676	0.001016	0.000908	0.000882	0.002118	0.000443	0.000259	0.001690	0.001457	0.000825	0.000605	0.000983	0.001196	0.001228	0.003570	0.001752	0.000672	0.001331	0.001252	0.000680	0.000864	0.000687	0.000742	0.001205	0.000340	0.001110	0.000144	0.000520	0.000035	0.000086	0.000052	0.000202	0.000258	0.000024	0.000041	0.000227	0.000216
minimal	0.282952	0.001014	0.002444	0.001005	0.007099	0.017665	0.003827	0.009456	0.018983	0.002514	0.035418	0.046911	0.011881	0.034293	0.053094	0.081745	0.079208	0.030781	0.052214	0.058145	0.026035	0.038202	0.003986	0.006311	0.009413	0.012574	0.015476	0.007440	0.001743	0.004183	0.002781	0.006373	0.003471	0.001096	0.002034	0.002928	0.001299	0.001318	0.000694	0.001616	0.000662	0.000480	0.000546	0.002571	0.000437	0.001093	0.001210	0.002029	0.000727	0.000851	0.000262	0.000323	0.000529	0.000281	0.000884	0.000347	0.000184	0.001018	0.000512	0.000950	0.000516	0.000393	0.000401	0.000113	0.000499	0.000223	0.000785	0.000211	0.000089	0.000170	0.000464	0.000619
