TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.642574	0.005707	0.007117	0.005490	0.008687	0.011658	0.003081	0.011258	0.007008	0.003565	0.009812	0.007405	0.011222	0.006722	0.009885	0.003864	0.010634	0.006166	0.009830	0.006063	0.008700	0.009456	0.010635	0.008873	0.003223	0.005303	0.003828	0.007044	0.005972	0.005695	0.004544	0.001952	0.002598	0.002389	0.001996	0.002330	0.002989	0.001669	0.001217	0.002434	0.004998	0.000902	0.000740	0.001639	0.001214	0.001186	0.001413	0.001899	0.002714	0.003793	0.001636	0.000566	0.003224	0.002776	0.002052	0.002318	0.001375	0.003081	0.002005	0.001889	0.005301	0.001869	0.004970	0.003416	0.006922	0.006091	0.003333	0.002428	0.005572	0.003099	0.011037	0.023944
EPA	0.992433	0.001207	0.001434	0.003513	0.000276	0.000048	0.000001	0.000134	0.000035	0.000019	0.000000	0.000014	0.000102	0.000002	0.000002	0.000000	0.000005	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000043	0.000010	0.000002	0.000020	0.000082	0.000006	0.000000	0.000001	0.000045	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000002	0.000011	0.000003	0.000000	0.000002	0.000175	0.000007	0.000000	0.000001	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000012	0.000008	0.000001	0.000004	0.000038	0.000227	0.000015	0.000003	0.000000	0.000026	0.000001	0.000000	0.000008
has	0.829558	0.120016	0.034581	0.002932	0.002810	0.008475	0.000136	0.000001	0.000015	0.000029	0.000015	0.000002	0.000007	0.000117	0.000002	0.000000	0.000002	0.000059	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000248	0.000007	0.000001	0.000101	0.000141	0.000002	0.000000	0.000008	0.000012	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000002	0.000035	0.000002	0.000000	0.000020	0.000286	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000028	0.000011	0.000001	0.000094	0.000161	0.000057	0.000000	0.000006	0.000012	0.000001	0.000001
determined	0.239198	0.000646	0.729199	0.013085	0.000761	0.007374	0.006241	0.000098	0.000000	0.000063	0.000240	0.000042	0.000000	0.000001	0.000649	0.000002	0.000000	0.000011	0.001122	0.000002	0.000000	0.000003	0.000006	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000070	0.000005	0.000001	0.000080	0.000122	0.000022	0.000002	0.000011	0.000048	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000021	0.000005	0.000000	0.000004	0.000295	0.000000	0.000000	0.000002	0.000009	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000009	0.000000	0.000001	0.000023	0.000272	0.000007	0.000001	0.000002	0.000227	0.000007
that	0.006631	0.000012	0.001059	0.988985	0.001627	0.000078	0.000243	0.001161	0.000029	0.000000	0.000002	0.000012	0.000001	0.000000	0.000000	0.000012	0.000000	0.000000	0.000001	0.000035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000005	0.000013	0.000002	0.000000	0.000001	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000002	0.000022	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000008	0.000006	0.000002	0.000000	0.000000	0.000030
the	0.026353	0.000192	0.000207	0.009455	0.949166	0.004401	0.000643	0.000956	0.007951	0.000107	0.000000	0.000007	0.000037	0.000001	0.000000	0.000000	0.000027	0.000001	0.000000	0.000003	0.000031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000002	0.000000	0.000014	0.000320	0.000009	0.000001	0.000002	0.000027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000000	0.000001	0.000013	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000001	0.000012	0.000007	0.000000	0.000007
impacts	0.610363	0.000172	0.000333	0.000090	0.002938	0.377753	0.001714	0.003175	0.001459	0.001163	0.000132	0.000001	0.000009	0.000002	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000002	0.000070	0.000009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000003	0.000000	0.000000	0.000275	0.000124	0.000011	0.000001	0.000045	0.000019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000008	0.000001	0.000000	0.000001	0.000032	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000000	0.000010	0.000035	0.000026	0.000004
would	0.340310	0.000019	0.002090	0.001655	0.001856	0.011218	0.556859	0.025866	0.008488	0.001265	0.046504	0.000384	0.000001	0.000009	0.000005	0.000001	0.000000	0.000001	0.000063	0.000005	0.000002	0.000035	0.000864	0.000017	0.000000	0.000006	0.000002	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000005	0.000002	0.000003	0.000234	0.000654	0.000043	0.000006	0.000029	0.000050	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000002	0.000030	0.000001	0.000000	0.000022	0.001174	0.000006	0.000001	0.000005	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000007	0.000101	0.000085
be	0.003148	0.000000	0.000006	0.000079	0.000032	0.000046	0.000395	0.992106	0.003033	0.000016	0.000775	0.000151	0.000009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000001	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000010	0.000126	0.000006	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000017	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
minimal	0.211092	0.000006	0.000000	0.000018	0.000595	0.000473	0.000071	0.013914	0.762583	0.002620	0.000110	0.000784	0.006961	0.000012	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000004	0.000000	0.000002	0.000005	0.000010	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	0.000000	0.000000	0.000009	0.000622	0.000002	0.000000	0.000003	0.000005	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000029	0.000028	0.000000	0.000000	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012
