TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.006017	0.015325	0.014069	0.019353	0.015770	0.019402	0.016258	0.008003	0.041033	0.019272	0.011770	0.003940	0.000500	0.001629	0.021909	0.021848	0.004653	0.004761	0.011143	0.051449	0.007583	0.027688	0.013453	0.004863	0.003160	0.024008	0.030872	0.004862	0.000171	0.000368	0.000816	0.004696	0.026571	0.003683	0.011703	0.008234	0.006415	0.013428	0.003607	0.002012	0.001769	0.001971	0.017398	0.002969	0.002679	0.001555	0.002780	0.007492	0.011709	0.018228	0.009890	0.002920	0.001402	0.006205	0.002502	0.001587	0.003542	0.002827	0.004017	0.007228	0.011723	0.006370	0.001368	0.000165	0.000337	0.000334	0.003661	0.016960	0.048143	0.054607	0.112790	0.126573
EPA	0.013370	0.026831	0.032794	0.008676	0.003350	0.006883	0.001627	0.001511	0.000712	0.000336	0.000252	0.000570	0.000078	0.000433	0.000249	0.006524	0.003399	0.000387	0.000708	0.006043	0.005077	0.010364	0.001056	0.000757	0.002220	0.001227	0.003217	0.001121	0.000116	0.000050	0.000048	0.000387	0.000692	0.000478	0.000961	0.003623	0.004077	0.003896	0.001466	0.001907	0.001943	0.002324	0.006068	0.002809	0.001707	0.002237	0.000860	0.006846	0.009283	0.001188	0.000910	0.005453	0.002568	0.000730	0.001118	0.000176	0.000925	0.003086	0.004238	0.002135	0.000367	0.001322	0.000583	0.000100	0.000056	0.000062	0.000854	0.002449	0.003190	0.001869	0.349907	0.425167
has	0.015022	0.002120	0.033471	0.006204	0.000669	0.000148	0.000056	0.000187	0.000011	0.000018	0.000054	0.000022	0.000005	0.000032	0.000010	0.001398	0.000059	0.000038	0.000046	0.000059	0.000107	0.000065	0.000020	0.000014	0.000042	0.000007	0.000038	0.000012	0.000002	0.000002	0.000001	0.000006	0.000010	0.000032	0.000024	0.000040	0.000068	0.000100	0.000011	0.000010	0.000039	0.000051	0.000034	0.000007	0.000044	0.000019	0.000015	0.000075	0.000318	0.000241	0.000046	0.000063	0.000095	0.000008	0.000028	0.000005	0.000004	0.000010	0.000036	0.000021	0.000005	0.000051	0.000011	0.000004	0.000003	0.000001	0.000005	0.000014	0.000066	0.000044	0.406683	0.531715
determined	0.007111	0.001106	0.010063	0.043742	0.014318	0.002553	0.001501	0.002102	0.000459	0.000994	0.000385	0.000204	0.000032	0.000825	0.000250	0.022490	0.002246	0.001330	0.001423	0.005669	0.002814	0.000470	0.000496	0.000495	0.000317	0.000325	0.000154	0.000015	0.000021	0.000023	0.000019	0.000032	0.000158	0.000332	0.000447	0.000288	0.000386	0.000417	0.000222	0.000022	0.000027	0.000015	0.000157	0.000033	0.000299	0.000124	0.000132	0.000396	0.000348	0.000647	0.000315	0.000095	0.000143	0.000221	0.000152	0.000119	0.000061	0.000134	0.000127	0.000111	0.000018	0.000058	0.000008	0.000025	0.000024	0.000021	0.000017	0.000194	0.000394	0.000158	0.398626	0.470544
that	0.012235	0.002852	0.001808	0.008023	0.020839	0.021038	0.016011	0.003657	0.001830	0.002300	0.000665	0.000827	0.000021	0.000235	0.000907	0.010799	0.000507	0.000118	0.000086	0.003645	0.012062	0.002796	0.000527	0.000209	0.000387	0.000797	0.002374	0.000094	0.000026	0.000011	0.000012	0.000206	0.001473	0.000269	0.000443	0.000481	0.000774	0.001286	0.000185	0.000104	0.000229	0.000158	0.000470	0.000113	0.001033	0.000320	0.000382	0.001897	0.003022	0.001042	0.001534	0.000434	0.000526	0.001071	0.000648	0.000258	0.000153	0.000153	0.000252	0.000776	0.000089	0.000615	0.000072	0.000053	0.000022	0.000020	0.000221	0.000456	0.001697	0.000454	0.382252	0.466656
the	0.007058	0.000616	0.000160	0.001179	0.003624	0.331179	0.097770	0.005668	0.004675	0.014303	0.001533	0.017553	0.000283	0.001825	0.017394	0.003461	0.000330	0.000241	0.000443	0.003901	0.018473	0.018298	0.004211	0.000309	0.001694	0.002107	0.015977	0.001717	0.000183	0.000102	0.000417	0.002779	0.006797	0.000345	0.000938	0.002916	0.003567	0.003191	0.000716	0.000851	0.000733	0.000470	0.004351	0.003720	0.011679	0.001279	0.000650	0.002881	0.002558	0.006552	0.009216	0.002482	0.007886	0.017505	0.011823	0.001364	0.000446	0.000359	0.000539	0.000656	0.000770	0.002932	0.001183	0.000357	0.000457	0.000809	0.001434	0.003983	0.013014	0.003436	0.130927	0.154765
impacts	0.005593	0.000161	0.000076	0.001130	0.002406	0.065187	0.174309	0.004887	0.013600	0.089425	0.002638	0.016521	0.000622	0.018140	0.068363	0.004097	0.000298	0.000184	0.000972	0.010255	0.006397	0.006852	0.001881	0.001124	0.001544	0.004191	0.003092	0.000524	0.000054	0.000121	0.000088	0.001598	0.007575	0.001474	0.005470	0.003138	0.002491	0.005121	0.005133	0.000937	0.000279	0.000137	0.007169	0.002886	0.008914	0.002288	0.000958	0.000288	0.000246	0.002019	0.004002	0.001394	0.003963	0.017316	0.003054	0.001217	0.000811	0.000280	0.000258	0.000493	0.000341	0.000285	0.000129	0.000048	0.000380	0.000211	0.000977	0.001340	0.005919	0.003416	0.185633	0.205683
would	0.008644	0.000127	0.000644	0.001366	0.004297	0.007269	0.003474	0.025824	0.001993	0.001305	0.001097	0.000914	0.000049	0.000664	0.001033	0.006462	0.000292	0.000048	0.000120	0.001638	0.003654	0.000490	0.000051	0.000042	0.000108	0.000199	0.000513	0.000040	0.000006	0.000007	0.000016	0.000084	0.000268	0.000133	0.000575	0.000629	0.000311	0.000405	0.000325	0.000077	0.000022	0.000055	0.000306	0.000107	0.001411	0.000136	0.000276	0.000550	0.000859	0.019814	0.001791	0.000185	0.002235	0.000809	0.001219	0.000417	0.000181	0.000282	0.001013	0.000368	0.000086	0.000100	0.000021	0.000010	0.000015	0.000020	0.000048	0.000654	0.000243	0.000101	0.399066	0.492402
be	0.009535	0.000439	0.000144	0.001143	0.003141	0.020540	0.025586	0.004977	0.008217	0.012451	0.005700	0.006702	0.000090	0.002341	0.025620	0.003859	0.000139	0.000045	0.000125	0.003584	0.007399	0.005395	0.000561	0.000123	0.000285	0.000436	0.001375	0.000048	0.000013	0.000009	0.000008	0.000212	0.000994	0.000253	0.000587	0.001277	0.000946	0.002104	0.000472	0.000093	0.000046	0.000075	0.000849	0.000154	0.000819	0.000144	0.000130	0.000300	0.000527	0.004102	0.002770	0.000162	0.001526	0.005753	0.002273	0.000558	0.000217	0.000316	0.000389	0.000516	0.000172	0.000380	0.000019	0.000027	0.000017	0.000014	0.000105	0.003987	0.005691	0.003192	0.366274	0.441528
minimal	0.004735	0.000052	0.000035	0.001258	0.002044	0.015672	0.052005	0.002133	0.003372	0.106888	0.000564	0.028075	0.002149	0.014794	0.095102	0.009318	0.000254	0.000086	0.000750	0.006354	0.012857	0.007030	0.000901	0.000651	0.001293	0.000775	0.000338	0.000108	0.000021	0.000029	0.000010	0.000032	0.000360	0.000874	0.001229	0.004041	0.000778	0.002261	0.000669	0.000029	0.000024	0.000005	0.000203	0.000087	0.000622	0.000153	0.000027	0.000031	0.000017	0.001612	0.002644	0.000017	0.000351	0.001619	0.000857	0.000490	0.000042	0.000056	0.000115	0.000044	0.000007	0.000051	0.000014	0.000021	0.000028	0.000011	0.000005	0.001150	0.005392	0.001307	0.275687	0.327385
or	0.009491	0.000363	0.000424	0.001879	0.003586	0.010480	0.004214	0.004748	0.008386	0.012270	0.030444	0.043769	0.010436	0.001591	0.021851	0.017025	0.001522	0.001356	0.014476	0.026006	0.003064	0.001493	0.000141	0.000348	0.000115	0.000238	0.000786	0.000219	0.000150	0.000189	0.000167	0.000165	0.000169	0.000419	0.000444	0.001039	0.001635	0.000439	0.000307	0.000249	0.000299	0.000332	0.000555	0.000414	0.000540	0.000184	0.000118	0.000111	0.000072	0.001752	0.001522	0.000340	0.000640	0.000709	0.000915	0.000312	0.000215	0.000519	0.000375	0.000243	0.000951	0.000494	0.000144	0.000427	0.000321	0.000159	0.000227	0.011796	0.002009	0.002589	0.345150	0.389471
none	0.003114	0.000014	0.000002	0.000073	0.000110	0.001256	0.003466	0.000347	0.000398	0.012025	0.000464	0.079909	0.049474	0.008334	0.014191	0.000417	0.000062	0.000021	0.000156	0.000344	0.000469	0.000353	0.000392	0.000125	0.000166	0.000039	0.000032	0.000999	0.000190	0.000221	0.000116	0.000019	0.000038	0.000035	0.000065	0.000383	0.000779	0.000234	0.000066	0.000007	0.000060	0.000007	0.000029	0.000015	0.000063	0.000020	0.000002	0.000003	0.000002	0.000102	0.000378	0.000003	0.000066	0.000303	0.000541	0.000357	0.000028	0.000041	0.000063	0.000024	0.000009	0.000104	0.000428	0.000305	0.000319	0.000108	0.000005	0.000508	0.004342	0.000305	0.363283	0.449268
##xi	0.000309	0.000002	0.000004	0.000013	0.000007	0.000067	0.000236	0.000046	0.000024	0.000407	0.000145	0.017476	0.631295	0.001074	0.000205	0.000059	0.000003	0.000006	0.000114	0.000076	0.000015	0.000011	0.000004	0.000006	0.000003	0.000001	0.000003	0.000264	0.000276	0.000162	0.000004	0.000001	0.000002	0.000013	0.000013	0.000028	0.000075	0.000055	0.000011	0.000001	0.000030	0.000003	0.000007	0.000005	0.000010	0.000001	0.000000	0.000000	0.000000	0.000024	0.000022	0.000001	0.000006	0.000008	0.000033	0.000029	0.000001	0.000002	0.000010	0.000003	0.000000	0.000004	0.000216	0.000795	0.000252	0.000004	0.000001	0.000040	0.000535	0.000022	0.157559	0.187863
##sten	0.001463	0.000032	0.000010	0.000223	0.000089	0.000655	0.001557	0.000229	0.000094	0.003164	0.000082	0.002813	0.003815	0.086406	0.001373	0.000256	0.000027	0.000020	0.000054	0.000109	0.000116	0.000033	0.000079	0.000147	0.000055	0.000021	0.000018	0.000056	0.000055	0.000031	0.000054	0.000015	0.000092	0.000023	0.000015	0.000117	0.000477	0.000211	0.000110	0.000004	0.000007	0.000010	0.000008	0.000003	0.000015	0.000009	0.000002	0.000004	0.000004	0.000022	0.000083	0.000005	0.000022	0.000199	0.000218	0.000151	0.000031	0.000061	0.000032	0.000017	0.000002	0.000021	0.000025	0.000053	0.000055	0.000053	0.000004	0.000030	0.000500	0.000060	0.394124	0.499972
##t	0.002890	0.000031	0.000022	0.000286	0.000516	0.016211	0.031441	0.000898	0.001281	0.036538	0.000238	0.006274	0.001102	0.007062	0.048347	0.003580	0.000138	0.000055	0.001196	0.004344	0.004610	0.002081	0.000435	0.000157	0.000417	0.000391	0.000245	0.000013	0.000006	0.000014	0.000002	0.000020	0.000444	0.000450	0.000327	0.001693	0.000538	0.001273	0.000367	0.000031	0.000020	0.000006	0.000178	0.000080	0.000897	0.000122	0.000014	0.000021	0.000010	0.000629	0.002391	0.000021	0.000379	0.002456	0.001836	0.001282	0.000086	0.000179	0.000267	0.000094	0.000011	0.000048	0.000005	0.000011	0.000020	0.000003	0.000005	0.003589	0.003589	0.001036	0.352141	0.452613
because	0.035433	0.000486	0.001434	0.002091	0.004039	0.003203	0.002916	0.001915	0.000250	0.001028	0.000700	0.000199	0.000041	0.000037	0.000324	0.042425	0.001260	0.000167	0.000410	0.004551	0.009639	0.000927	0.000268	0.000146	0.000372	0.000235	0.000301	0.000056	0.000028	0.000021	0.000077	0.000090	0.000257	0.001251	0.001385	0.001592	0.000529	0.001222	0.000319	0.000061	0.000086	0.000072	0.000354	0.000079	0.001390	0.000269	0.000178	0.000453	0.001059	0.003045	0.000622	0.000080	0.000283	0.000062	0.000113	0.000097	0.000017	0.000033	0.000068	0.000195	0.000021	0.000321	0.000055	0.000047	0.000041	0.000191	0.000101	0.000323	0.000348	0.000286	0.397235	0.470791
,	0.007992	0.000478	0.000489	0.000785	0.000903	0.000405	0.000482	0.000216	0.000056	0.000056	0.000680	0.000027	0.000001	0.000020	0.000073	0.010288	0.002478	0.000571	0.001441	0.010467	0.004004	0.001426	0.000196	0.000171	0.000110	0.000240	0.000115	0.000002	0.000001	0.000001	0.000003	0.000041	0.000057	0.000779	0.000783	0.001309	0.000199	0.000323	0.000206	0.000030	0.000011	0.000029	0.000357	0.000106	0.000170	0.000147	0.000092	0.000125	0.000058	0.000419	0.000080	0.000097	0.000074	0.000019	0.000038	0.000013	0.000007	0.000040	0.000029	0.000029	0.000012	0.000016	0.000001	0.000001	0.000001	0.000002	0.000017	0.000681	0.000055	0.000344	0.418231	0.530792
among	0.000538	0.000007	0.000168	0.000115	0.000183	0.000225	0.000022	0.000067	0.000010	0.000043	0.000228	0.000040	0.000015	0.000027	0.000010	0.001457	0.000635	0.108412	0.044505	0.007022	0.000271	0.000044	0.000061	0.000061	0.000043	0.000033	0.000008	0.000001	0.000010	0.000020	0.000001	0.000001	0.000001	0.000779	0.000780	0.000093	0.000006	0.000003	0.000021	0.000001	0.000000	0.000000	0.000023	0.000013	0.000029	0.000010	0.000004	0.000001	0.000000	0.000024	0.000004	0.000000	0.000002	0.000002	0.000004	0.000006	0.000001	0.000002	0.000002	0.000000	0.000002	0.000001	0.000001	0.000021	0.000016	0.000002	0.000000	0.000421	0.000030	0.000039	0.357526	0.475845
other	0.001750	0.000182	0.002238	0.003230	0.001833	0.004740	0.000947	0.000712	0.000329	0.001073	0.000213	0.000432	0.000014	0.000132	0.000577	0.033712	0.002968	0.021502	0.271831	0.091621	0.004023	0.001525	0.000161	0.000129	0.000094	0.001173	0.000492	0.000005	0.000004	0.000016	0.000008	0.000017	0.000148	0.003038	0.002122	0.002747	0.000282	0.000151	0.000897	0.000027	0.000021	0.000008	0.000461	0.000205	0.000632	0.000200	0.000065	0.000032	0.000007	0.000788	0.000298	0.000015	0.000054	0.000073	0.000098	0.000070	0.000019	0.000109	0.000158	0.000043	0.000099	0.000027	0.000005	0.000007	0.000018	0.000006	0.000008	0.004694	0.000397	0.000803	0.229595	0.303893
reasons	0.002924	0.000983	0.002740	0.006146	0.003687	0.006075	0.003570	0.002651	0.001430	0.003011	0.000639	0.000212	0.000026	0.000441	0.000957	0.095675	0.002110	0.011013	0.021082	0.347356	0.016261	0.003506	0.000107	0.000445	0.000168	0.000746	0.000179	0.000002	0.000005	0.000018	0.000004	0.000017	0.000418	0.005016	0.020242	0.006792	0.000277	0.000738	0.005325	0.000108	0.000025	0.000025	0.000561	0.000068	0.000346	0.000109	0.000140	0.000080	0.000042	0.001733	0.001007	0.000104	0.000149	0.000089	0.000040	0.000024	0.000011	0.000028	0.000035	0.000045	0.000094	0.000010	0.000002	0.000004	0.000022	0.000007	0.000012	0.003271	0.000775	0.001467	0.190445	0.226128
