TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.057842	0.044992	0.061216	0.004928	0.003878	0.003693	0.000706	0.002937	0.001203	0.000524	0.000887	0.000131	0.000077	0.000308	0.000630	0.033546	0.005647	0.002084	0.002210	0.001215	0.003946	0.008331	0.000323	0.000539	0.000584	0.015118	0.008330	0.000353	0.000128	0.000315	0.000516	0.001572	0.001401	0.002538	0.002818	0.008392	0.001243	0.000977	0.003125	0.006659	0.004181	0.005117	0.005075	0.002394	0.000577	0.000909	0.000906	0.003992	0.001881	0.010526	0.002349	0.002625	0.001415	0.001630	0.002385	0.000812	0.000315	0.004833	0.002123	0.001027	0.005658	0.001092	0.000308	0.000180	0.000424	0.000560	0.001686	0.001102	0.000398	0.000602	0.020059	0.616996
EPA	0.047815	0.085798	0.060828	0.015206	0.014683	0.003052	0.003857	0.003345	0.001574	0.005493	0.012948	0.001509	0.000909	0.000481	0.000687	0.061074	0.010030	0.010228	0.012164	0.003639	0.004818	0.006295	0.009451	0.001372	0.001541	0.002563	0.003927	0.003530	0.000628	0.000516	0.000448	0.001615	0.004838	0.002457	0.001261	0.002404	0.012992	0.001533	0.000874	0.018818	0.045809	0.058598	0.003051	0.001338	0.001083	0.002531	0.000827	0.003029	0.037758	0.008154	0.009008	0.001687	0.001108	0.000905	0.001448	0.001390	0.000526	0.002901	0.003720	0.007036	0.002657	0.029954	0.002140	0.000441	0.000332	0.000259	0.001605	0.000823	0.000181	0.000128	0.012514	0.319859
has	0.122888	0.051456	0.087540	0.027722	0.031740	0.011148	0.014144	0.033861	0.007406	0.010067	0.019485	0.003184	0.000555	0.001188	0.001587	0.138845	0.014605	0.011488	0.011181	0.004334	0.005537	0.021644	0.010750	0.001043	0.000576	0.002008	0.009301	0.002893	0.000406	0.000163	0.000160	0.001038	0.005774	0.011419	0.001991	0.004295	0.004116	0.004125	0.001979	0.000798	0.002249	0.005698	0.001904	0.002412	0.001657	0.002679	0.001773	0.007680	0.014320	0.016282	0.004112	0.004752	0.002168	0.000539	0.001824	0.001298	0.000115	0.002168	0.008480	0.001667	0.000287	0.008637	0.000746	0.000401	0.000126	0.000144	0.000542	0.000523	0.000295	0.000388	0.043504	0.166187
determined	0.017656	0.017287	0.135793	0.081642	0.053853	0.018967	0.009970	0.071209	0.017109	0.020120	0.017943	0.005060	0.000929	0.002590	0.003830	0.157704	0.005620	0.007264	0.011459	0.010886	0.005812	0.027962	0.005966	0.000525	0.000810	0.004654	0.010773	0.001160	0.000259	0.000184	0.000123	0.000720	0.005969	0.014231	0.002699	0.005358	0.003600	0.007863	0.002601	0.001281	0.001019	0.002165	0.001879	0.002161	0.001809	0.001264	0.000670	0.003021	0.004933	0.016576	0.005715	0.003745	0.003108	0.001971	0.001625	0.001089	0.000186	0.001209	0.002384	0.000788	0.000619	0.003522	0.000199	0.000156	0.000092	0.000080	0.000426	0.000705	0.000120	0.000429	0.011469	0.155427
that	0.010308	0.005522	0.030471	0.022335	0.073674	0.037839	0.004963	0.091846	0.031585	0.017382	0.018209	0.005725	0.001056	0.004652	0.010509	0.258970	0.004408	0.004048	0.010926	0.014484	0.017394	0.059553	0.000736	0.000248	0.000510	0.007076	0.014848	0.000705	0.000172	0.000177	0.000156	0.000432	0.003203	0.011881	0.004446	0.009372	0.001282	0.005807	0.002522	0.000876	0.000299	0.000750	0.002351	0.002217	0.001342	0.000937	0.001366	0.003281	0.001515	0.019444	0.004429	0.005145	0.003501	0.001623	0.002665	0.000295	0.000222	0.001105	0.002237	0.000350	0.001329	0.001496	0.000113	0.000102	0.000100	0.000093	0.000342	0.001345	0.000107	0.000385	0.010836	0.128369
the	0.007289	0.011469	0.045065	0.021133	0.040360	0.052848	0.005171	0.036171	0.018354	0.009812	0.034597	0.001557	0.001225	0.003275	0.011409	0.208948	0.006475	0.005262	0.010369	0.008804	0.033039	0.070455	0.000599	0.000801	0.000922	0.028288	0.031573	0.000642	0.000208	0.000747	0.000391	0.001723	0.004338	0.006930	0.005699	0.020826	0.002679	0.003069	0.002162	0.004991	0.002634	0.004616	0.008236	0.007010	0.001075	0.002692	0.002106	0.008481	0.001754	0.036870	0.008378	0.002413	0.005502	0.005703	0.009229	0.000263	0.000485	0.004982	0.001753	0.000914	0.010642	0.001947	0.000135	0.000108	0.000358	0.000150	0.000790	0.002626	0.000081	0.000339	0.014125	0.093927
impacts	0.005322	0.018052	0.006468	0.007711	0.008773	0.010283	0.006987	0.008274	0.010168	0.013667	0.028304	0.000647	0.000827	0.000770	0.003124	0.030341	0.001280	0.001962	0.004195	0.011005	0.006674	0.013840	0.001010	0.001992	0.001771	0.011777	0.008515	0.003936	0.000617	0.000652	0.000452	0.002834	0.018438	0.005426	0.003138	0.003868	0.009578	0.003164	0.001138	0.005415	0.006362	0.014563	0.008626	0.002693	0.001237	0.006842	0.002702	0.004792	0.013379	0.008917	0.008762	0.000820	0.004209	0.010287	0.005431	0.002038	0.002429	0.002989	0.003952	0.004768	0.014162	0.013057	0.002052	0.000486	0.000507	0.000209	0.001558	0.003229	0.000295	0.000401	0.004503	0.561348
would	0.008920	0.007597	0.024532	0.026442	0.053803	0.021970	0.004941	0.019003	0.033107	0.017366	0.045864	0.006284	0.001912	0.001600	0.010796	0.084170	0.002963	0.002988	0.005910	0.006011	0.026836	0.041091	0.000479	0.001240	0.000777	0.004906	0.006147	0.000971	0.000336	0.000245	0.000086	0.000548	0.004608	0.015317	0.008000	0.005654	0.002184	0.002307	0.001545	0.003599	0.000980	0.001411	0.005324	0.004215	0.001067	0.001247	0.000892	0.002379	0.001388	0.045244	0.061236	0.005523	0.022543	0.017231	0.007660	0.000723	0.001875	0.003930	0.002204	0.000437	0.003339	0.002875	0.000206	0.000163	0.000132	0.000043	0.000401	0.004516	0.000368	0.000469	0.016900	0.270023
be	0.006406	0.001568	0.004476	0.010945	0.018688	0.031399	0.009527	0.040379	0.093013	0.027401	0.085016	0.009082	0.004369	0.003069	0.017118	0.041399	0.003243	0.006885	0.007921	0.006537	0.028367	0.038996	0.000629	0.001395	0.001301	0.016082	0.014876	0.002441	0.000833	0.000727	0.000171	0.001138	0.008653	0.033828	0.017643	0.009003	0.001960	0.004508	0.004082	0.002184	0.000609	0.000551	0.006654	0.005099	0.001600	0.000674	0.000665	0.001399	0.000788	0.025056	0.024677	0.003268	0.008720	0.009926	0.005142	0.000598	0.002416	0.004640	0.003892	0.000249	0.005193	0.002751	0.000317	0.000346	0.000294	0.000069	0.000441	0.005942	0.000639	0.000459	0.008891	0.250775
minimal	0.004788	0.004380	0.007172	0.020821	0.019400	0.022314	0.018858	0.024214	0.048560	0.059348	0.073715	0.018156	0.010308	0.010341	0.048889	0.020499	0.004066	0.005104	0.011353	0.010181	0.007852	0.016099	0.001007	0.004048	0.007424	0.026334	0.013404	0.003932	0.001070	0.002587	0.000440	0.002000	0.011243	0.007047	0.004802	0.008022	0.003290	0.005862	0.001601	0.000993	0.000706	0.000435	0.004299	0.004297	0.001395	0.000958	0.000571	0.000856	0.000917	0.005581	0.005358	0.000619	0.002990	0.006799	0.002761	0.001146	0.001287	0.002962	0.002234	0.000590	0.004756	0.004721	0.000561	0.000638	0.001112	0.000162	0.000381	0.003115	0.002717	0.001281	0.003805	0.358467
