TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.022697	0.004252	0.000313	0.001133	0.001399	0.000992	0.000089	0.000202	0.000212	0.000460	0.000044	0.000251	0.000036	0.000202	0.000349	0.000437	0.000056	0.000039	0.000012	0.000083	0.000123	0.000327	0.000409	0.000003	0.000329	0.000656	0.000148	0.000047	0.000067	0.000050	0.000095	0.001002	0.000164	0.000004	0.000067	0.000149	0.000176	0.000041	0.000043	0.000363	0.000362	0.000140	0.000037	0.000037	0.000037	0.000032	0.000034	0.000040	0.000079	0.000148	0.000317	0.000163	0.000062	0.000577	0.000060	0.000022	0.000165	0.000082	0.000040	0.000064	0.000194	0.000356	0.000040	0.000069	0.000044	0.000116	0.000835	0.000035	0.000023	0.000041	0.003908	0.954319
EPA	0.000676	0.001328	0.010195	0.005210	0.000528	0.001269	0.000932	0.000795	0.000504	0.000099	0.000137	0.000060	0.000067	0.000093	0.000063	0.002400	0.000190	0.000422	0.000372	0.000303	0.000536	0.000060	0.000037	0.000017	0.000033	0.000230	0.000114	0.000128	0.000041	0.000037	0.000083	0.000115	0.000237	0.000126	0.000185	0.000012	0.000044	0.000052	0.000023	0.000077	0.000051	0.000055	0.000153	0.000022	0.000026	0.000024	0.000025	0.000049	0.000118	0.000560	0.000234	0.000058	0.000086	0.000072	0.000003	0.000004	0.000003	0.000002	0.000005	0.000009	0.000069	0.000062	0.000069	0.000021	0.000024	0.000081	0.000044	0.000055	0.000010	0.000017	0.000901	0.969258
has	0.000209	0.018389	0.019363	0.247629	0.030981	0.003922	0.001052	0.003948	0.005156	0.004124	0.000524	0.000269	0.000091	0.000173	0.000336	0.009498	0.000203	0.002409	0.000931	0.000772	0.000189	0.000051	0.000043	0.000002	0.000016	0.000031	0.000037	0.000027	0.000024	0.000010	0.000031	0.000027	0.000085	0.000245	0.000308	0.000039	0.000215	0.000060	0.000021	0.000039	0.000021	0.000017	0.000018	0.000004	0.000007	0.000004	0.000005	0.000017	0.000064	0.000227	0.000349	0.000142	0.000039	0.000057	0.000012	0.000004	0.000003	0.000004	0.000003	0.000004	0.000006	0.000100	0.000002	0.000010	0.000003	0.000018	0.000004	0.000006	0.000004	0.000002	0.000063	0.647306
determined	0.000494	0.015009	0.007107	0.066786	0.180215	0.062812	0.010367	0.009830	0.015898	0.011922	0.002734	0.001097	0.000101	0.000072	0.001292	0.021583	0.000819	0.000613	0.002067	0.003287	0.001404	0.002137	0.000513	0.000073	0.000079	0.000266	0.000868	0.000070	0.000033	0.000013	0.000009	0.000056	0.000618	0.000170	0.000855	0.001544	0.001761	0.001399	0.000173	0.001066	0.000287	0.000320	0.000111	0.000062	0.000014	0.000012	0.000017	0.000157	0.000300	0.000282	0.000476	0.002285	0.000284	0.000292	0.000895	0.000116	0.000093	0.000713	0.000035	0.000257	0.000089	0.000344	0.000016	0.000024	0.000007	0.000008	0.000051	0.000016	0.000082	0.000027	0.000302	0.564813
that	0.000274	0.012685	0.002841	0.009854	0.031840	0.287014	0.091559	0.036347	0.011374	0.019640	0.002924	0.003875	0.000139	0.000342	0.002230	0.015926	0.000623	0.000212	0.000222	0.001786	0.001303	0.003629	0.001716	0.000030	0.000129	0.000575	0.001965	0.000160	0.000019	0.000012	0.000006	0.000037	0.000205	0.000015	0.000093	0.000361	0.001030	0.000501	0.000105	0.000653	0.001168	0.000388	0.000106	0.000067	0.000015	0.000007	0.000019	0.000148	0.000148	0.000130	0.000108	0.000704	0.000139	0.000124	0.000225	0.000111	0.000088	0.000501	0.000111	0.000184	0.000048	0.000223	0.000010	0.000005	0.000004	0.000003	0.000042	0.000011	0.000041	0.000005	0.000423	0.450441
the	0.000356	0.001907	0.000326	0.001369	0.002061	0.007937	0.730974	0.018922	0.003391	0.003001	0.000202	0.000211	0.000040	0.000134	0.000841	0.000897	0.000011	0.000010	0.000012	0.000493	0.000232	0.000041	0.001249	0.000105	0.000744	0.002859	0.000297	0.000345	0.000013	0.000004	0.000004	0.000066	0.000860	0.000009	0.000006	0.000003	0.000993	0.000607	0.000225	0.000377	0.000321	0.000474	0.000048	0.000003	0.000008	0.000012	0.000071	0.000016	0.000687	0.000035	0.000017	0.000007	0.000030	0.000089	0.000014	0.000807	0.000136	0.000015	0.000186	0.000380	0.000337	0.000116	0.000036	0.000005	0.000002	0.000002	0.000068	0.000005	0.000019	0.000008	0.000036	0.213873
impacts	0.002709	0.000636	0.000243	0.000273	0.002959	0.004190	0.005587	0.043903	0.018307	0.002056	0.002229	0.000249	0.000258	0.000247	0.001462	0.001779	0.000053	0.000046	0.000023	0.000044	0.001852	0.000151	0.000135	0.000629	0.000195	0.006803	0.000600	0.000065	0.000014	0.000005	0.000004	0.000033	0.000297	0.000041	0.000046	0.000014	0.000022	0.000030	0.000032	0.000308	0.000233	0.000157	0.000128	0.000030	0.000011	0.000008	0.000047	0.000035	0.000038	0.000104	0.000038	0.000016	0.000026	0.000057	0.000021	0.000021	0.000251	0.000116	0.000096	0.000177	0.001062	0.000063	0.000011	0.000003	0.000002	0.000002	0.000012	0.000022	0.000002	0.000002	0.000612	0.898067
would	0.000545	0.001997	0.000645	0.002678	0.004046	0.005836	0.012362	0.026411	0.184585	0.051603	0.031932	0.003948	0.003017	0.005225	0.008841	0.006907	0.000187	0.000363	0.000408	0.000293	0.002768	0.000333	0.000295	0.000359	0.001371	0.002157	0.000883	0.000152	0.000044	0.000020	0.000033	0.000043	0.000100	0.000090	0.000210	0.000015	0.000038	0.000029	0.000027	0.000193	0.000245	0.000219	0.000134	0.000046	0.000030	0.000047	0.000073	0.000090	0.000097	0.000248	0.000230	0.000048	0.000035	0.000158	0.000043	0.000049	0.000232	0.000166	0.000387	0.000185	0.000417	0.000110	0.000006	0.000004	0.000003	0.000008	0.000005	0.000018	0.000004	0.000003	0.000055	0.635616
be	0.000248	0.002456	0.000051	0.000594	0.000854	0.001237	0.005294	0.005693	0.010792	0.290611	0.043664	0.055754	0.001192	0.043289	0.288049	0.002832	0.000066	0.000056	0.000126	0.000369	0.000357	0.000214	0.000507	0.000312	0.001156	0.003081	0.000825	0.000073	0.000024	0.000087	0.000020	0.000486	0.000281	0.000015	0.000043	0.000012	0.000015	0.000106	0.000013	0.000062	0.000130	0.000554	0.000025	0.000009	0.000012	0.000033	0.000060	0.000043	0.000042	0.000021	0.000020	0.000022	0.000005	0.000036	0.000030	0.000055	0.000208	0.000300	0.000266	0.002233	0.001305	0.000678	0.000014	0.000006	0.000032	0.000008	0.000208	0.000022	0.000008	0.000029	0.000062	0.232608
minimal	0.004322	0.002174	0.000311	0.000230	0.000793	0.006162	0.027791	0.013117	0.008025	0.005015	0.085652	0.006002	0.005721	0.001550	0.015917	0.020226	0.000314	0.000049	0.000117	0.001447	0.003238	0.000779	0.000557	0.002871	0.000351	0.013063	0.004147	0.000754	0.000096	0.000074	0.000035	0.000418	0.001152	0.000054	0.000121	0.000045	0.000038	0.000179	0.000047	0.000306	0.000404	0.001648	0.000756	0.000257	0.000059	0.000528	0.000360	0.000796	0.000373	0.000258	0.000091	0.000184	0.000033	0.000016	0.000025	0.000050	0.000174	0.000821	0.000578	0.007743	0.008167	0.001214	0.000502	0.000034	0.000059	0.000027	0.000515	0.000178	0.000039	0.000056	0.002174	0.738621
or	0.000152	0.000673	0.000079	0.000540	0.000852	0.000504	0.001244	0.006291	0.021639	0.070934	0.050561	0.089671	0.008179	0.038499	0.345582	0.004139	0.000034	0.000064	0.000212	0.000103	0.000052	0.000071	0.000126	0.000221	0.001297	0.001545	0.000434	0.000037	0.000056	0.000058	0.000052	0.001229	0.000171	0.000014	0.000036	0.000006	0.000008	0.000048	0.000003	0.000023	0.000021	0.000057	0.000040	0.000012	0.000012	0.000015	0.000016	0.000009	0.000013	0.000062	0.000026	0.000010	0.000003	0.000014	0.000009	0.000025	0.000096	0.000097	0.000052	0.000436	0.001388	0.000903	0.000015	0.000024	0.000019	0.000012	0.000242	0.000045	0.000007	0.000046	0.000030	0.350802
