TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.023935	0.002523	0.004230	0.006935	0.003016	0.002956	0.001894	0.005009	0.001726	0.000662	0.000361	0.000097	0.000035	0.000501	0.000373	0.052140	0.004540	0.005131	0.005123	0.022778	0.005916	0.013992	0.003999	0.000412	0.001688	0.000860	0.001401	0.000243	0.000545	0.000084	0.000118	0.001518	0.001154	0.003269	0.005072	0.004040	0.001253	0.005655	0.000837	0.000746	0.000433	0.000304	0.000559	0.000117	0.000595	0.000511	0.000067	0.000300	0.000284	0.073697	0.016872	0.014618	0.019802	0.005193	0.003995	0.027510	0.007901	0.003727	0.006473	0.003541	0.000781	0.001320	0.000247	0.001538	0.000351	0.000419	0.000727	0.026589	0.013651	0.095165	0.286242	0.189703
EPA	0.002877	0.029213	0.074275	0.025911	0.011067	0.025750	0.027961	0.011224	0.005579	0.008429	0.002282	0.003371	0.000175	0.002370	0.004880	0.005382	0.001807	0.000734	0.000351	0.002226	0.002857	0.001471	0.000533	0.000581	0.000519	0.000253	0.002887	0.002750	0.002730	0.000295	0.000555	0.006394	0.005860	0.002092	0.000347	0.000555	0.001271	0.001592	0.000044	0.000198	0.003321	0.007957	0.000109	0.000185	0.000198	0.000116	0.000069	0.002944	0.003953	0.003179	0.000367	0.004635	0.000357	0.000131	0.000571	0.000473	0.000070	0.000491	0.000681	0.000228	0.000014	0.000627	0.001095	0.001406	0.000191	0.000485	0.002005	0.000123	0.001195	0.003442	0.176420	0.503309
has	0.001927	0.005948	0.004461	0.004952	0.000937	0.000278	0.000288	0.001598	0.000040	0.000255	0.000007	0.000057	0.000004	0.000043	0.000029	0.002189	0.000054	0.000141	0.000023	0.000367	0.000158	0.000016	0.000019	0.000003	0.000005	0.000007	0.000011	0.000004	0.000004	0.000001	0.000002	0.000010	0.000003	0.000039	0.000010	0.000002	0.000003	0.000002	0.000000	0.000001	0.000023	0.000046	0.000005	0.000001	0.000004	0.000001	0.000002	0.000032	0.000050	0.000472	0.000015	0.000057	0.000003	0.000001	0.000002	0.000002	0.000001	0.000003	0.000005	0.000001	0.000000	0.000005	0.000001	0.000001	0.000000	0.000001	0.000002	0.000002	0.000006	0.000010	0.111812	0.863537
determined	0.001480	0.006335	0.055873	0.106419	0.005601	0.000618	0.000499	0.009834	0.000763	0.002007	0.000092	0.000281	0.000015	0.000200	0.000354	0.007288	0.000112	0.000064	0.000050	0.000791	0.000141	0.000014	0.000027	0.000004	0.000006	0.000004	0.000004	0.000001	0.000002	0.000006	0.000006	0.000005	0.000005	0.000035	0.000005	0.000002	0.000005	0.000004	0.000002	0.000000	0.000006	0.000014	0.000000	0.000000	0.000001	0.000000	0.000000	0.000005	0.000031	0.001771	0.000085	0.000049	0.000009	0.000009	0.000004	0.000003	0.000001	0.000001	0.000005	0.000001	0.000000	0.000001	0.000001	0.000001	0.000002	0.000003	0.000001	0.000002	0.000014	0.000011	0.090222	0.708795
that	0.002921	0.010960	0.007777	0.206398	0.006886	0.001359	0.003242	0.038283	0.003373	0.037189	0.000212	0.003719	0.000067	0.002248	0.004828	0.006472	0.000071	0.000046	0.000031	0.008201	0.000413	0.000030	0.000222	0.000008	0.000038	0.000040	0.000006	0.000005	0.000002	0.000024	0.000008	0.000011	0.000022	0.000085	0.000023	0.000002	0.000017	0.000022	0.000004	0.000000	0.000003	0.000016	0.000001	0.000000	0.000001	0.000001	0.000000	0.000003	0.000093	0.001378	0.000334	0.000019	0.000009	0.000104	0.000008	0.000022	0.000009	0.000002	0.000022	0.000008	0.000000	0.000004	0.000001	0.000001	0.000010	0.000003	0.000003	0.000003	0.000030	0.000023	0.076077	0.576546
the	0.001677	0.002033	0.000928	0.036060	0.011085	0.015354	0.083341	0.095976	0.016173	0.287626	0.000796	0.101773	0.000825	0.026809	0.093582	0.005434	0.000078	0.000055	0.000015	0.015643	0.001403	0.000437	0.004296	0.000080	0.000824	0.000824	0.000137	0.000172	0.000025	0.000074	0.000058	0.000172	0.000605	0.001367	0.000339	0.000019	0.000243	0.000619	0.000016	0.000003	0.000008	0.000115	0.000038	0.000002	0.000013	0.000006	0.000006	0.000011	0.000263	0.001562	0.000330	0.000090	0.000051	0.000123	0.000022	0.000254	0.000025	0.000004	0.000163	0.000109	0.000003	0.000063	0.000020	0.000011	0.000037	0.000025	0.000045	0.000026	0.000688	0.000494	0.042337	0.146077
impacts	0.000418	0.000873	0.001167	0.020756	0.011387	0.065169	0.012081	0.034161	0.041896	0.249985	0.008364	0.085476	0.002854	0.037893	0.371584	0.003242	0.000108	0.000083	0.000113	0.002237	0.001865	0.002034	0.001401	0.000255	0.001118	0.001020	0.000746	0.000064	0.000036	0.000142	0.000060	0.000067	0.000356	0.000502	0.000499	0.000313	0.000052	0.000440	0.000352	0.000012	0.000037	0.000047	0.000010	0.000005	0.000004	0.000001	0.000001	0.000014	0.000075	0.000863	0.000359	0.000128	0.000091	0.000207	0.000101	0.000116	0.000044	0.000035	0.000570	0.000078	0.000008	0.000035	0.000007	0.000008	0.000043	0.000016	0.000017	0.000110	0.000306	0.000138	0.009344	0.025998
would	0.001700	0.002700	0.004111	0.039811	0.031729	0.020106	0.001777	0.028181	0.005694	0.014356	0.001921	0.004273	0.000383	0.004916	0.004342	0.007321	0.000143	0.000076	0.000162	0.001141	0.001942	0.000350	0.000293	0.000074	0.000058	0.000140	0.000323	0.000009	0.000014	0.000013	0.000032	0.000033	0.000056	0.000079	0.000080	0.000118	0.000081	0.000037	0.000019	0.000001	0.000018	0.000060	0.000002	0.000001	0.000002	0.000001	0.000000	0.000017	0.000084	0.000562	0.000207	0.000209	0.000031	0.000047	0.000117	0.000063	0.000007	0.000016	0.000080	0.000011	0.000000	0.000004	0.000002	0.000002	0.000003	0.000007	0.000005	0.000004	0.000008	0.000008	0.113836	0.705993
be	0.002998	0.002849	0.002527	0.090004	0.028673	0.011692	0.013275	0.154968	0.009677	0.062554	0.000857	0.023968	0.000904	0.013736	0.022517	0.015951	0.000056	0.000009	0.000031	0.004256	0.001979	0.000328	0.001897	0.000100	0.000143	0.000062	0.000115	0.000010	0.000004	0.000015	0.000026	0.000048	0.000194	0.000082	0.000046	0.000036	0.000125	0.000105	0.000035	0.000000	0.000006	0.000028	0.000001	0.000000	0.000002	0.000000	0.000000	0.000004	0.000078	0.007185	0.001144	0.000206	0.000080	0.000108	0.000102	0.000195	0.000020	0.000010	0.000134	0.000027	0.000000	0.000009	0.000001	0.000001	0.000004	0.000005	0.000004	0.000019	0.000052	0.000046	0.101143	0.422530
minimal	0.004213	0.004421	0.009139	0.063938	0.030458	0.054746	0.009411	0.079336	0.057981	0.057351	0.082049	0.045186	0.005846	0.015033	0.063925	0.004923	0.000793	0.000168	0.000675	0.004590	0.000624	0.000275	0.001096	0.000637	0.000104	0.000075	0.000307	0.000082	0.000076	0.000159	0.000140	0.000100	0.000355	0.000030	0.000019	0.000029	0.000143	0.000084	0.000092	0.000001	0.000026	0.000087	0.000001	0.000001	0.000004	0.000001	0.000000	0.000020	0.000101	0.001284	0.000391	0.000382	0.000065	0.000243	0.000124	0.000070	0.000017	0.000023	0.000290	0.000057	0.000002	0.000033	0.000020	0.000017	0.000048	0.000029	0.000025	0.000084	0.000097	0.000037	0.074889	0.322922
