TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.485906	0.004146	0.015005	0.002363	0.011257	0.013482	0.001276	0.007669	0.003706	0.001093	0.002900	0.005059	0.001579	0.001457	0.003472	0.005003	0.010572	0.010836	0.003679	0.002468	0.011202	0.012740	0.003315	0.008984	0.008343	0.013402	0.013794	0.014832	0.004189	0.004330	0.002417	0.002872	0.001569	0.009535	0.011514	0.013471	0.003584	0.002155	0.004154	0.010826	0.003106	0.001829	0.007244	0.013674	0.003843	0.003040	0.011476	0.014475	0.002818	0.008467	0.006353	0.002559	0.008873	0.004753	0.012359	0.003533	0.008255	0.014831	0.004390	0.002818	0.013996	0.002734	0.015889	0.004534	0.005247	0.002764	0.001979	0.005204	0.003186	0.002644	0.026109	0.026861
EPA	0.982917	0.007693	0.001117	0.002013	0.003647	0.001938	0.000002	0.000025	0.000016	0.000016	0.000009	0.000004	0.000008	0.000004	0.000012	0.000002	0.000055	0.000005	0.000002	0.000001	0.000005	0.000003	0.000001	0.000000	0.000003	0.000003	0.000003	0.000001	0.000022	0.000002	0.000001	0.000028	0.000033	0.000008	0.000002	0.000019	0.000002	0.000001	0.000000	0.000003	0.000001	0.000000	0.000000	0.000007	0.000001	0.000003	0.000004	0.000027	0.000011	0.000003	0.000000	0.000000	0.000002	0.000000	0.000001	0.000000	0.000002	0.000005	0.000000	0.000009	0.000022	0.000015	0.000003	0.000037	0.000016	0.000002	0.000006	0.000003	0.000009	0.000002	0.000023	0.000158
has	0.940846	0.003687	0.013499	0.002159	0.034533	0.004314	0.000007	0.000174	0.000020	0.000017	0.000003	0.000003	0.000002	0.000001	0.000008	0.000005	0.000104	0.000073	0.000000	0.000000	0.000005	0.000002	0.000000	0.000000	0.000001	0.000009	0.000001	0.000000	0.000001	0.000001	0.000003	0.000001	0.000005	0.000036	0.000081	0.000011	0.000002	0.000001	0.000000	0.000008	0.000000	0.000000	0.000001	0.000001	0.000000	0.000002	0.000029	0.000015	0.000001	0.000119	0.000002	0.000000	0.000016	0.000001	0.000000	0.000000	0.000003	0.000001	0.000000	0.000000	0.000026	0.000001	0.000003	0.000001	0.000005	0.000017	0.000018	0.000006	0.000002	0.000003	0.000023	0.000081
determined	0.125410	0.001070	0.868398	0.000041	0.002381	0.002048	0.000043	0.000012	0.000243	0.000001	0.000000	0.000001	0.000000	0.000000	0.000004	0.000001	0.000004	0.000010	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	0.000004	0.000182	0.000007	0.000004	0.000002	0.000001	0.000002	0.000000	0.000001	0.000000	0.000000	0.000000	0.000002	0.000009	0.000001	0.000000	0.000006	0.000002	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000009	0.000000	0.000001	0.000003	0.000021	0.000001	0.000002	0.000002	0.000047	0.000012
that	0.761510	0.000314	0.024040	0.111549	0.071526	0.026763	0.000641	0.000614	0.000019	0.000001	0.000034	0.000112	0.000002	0.000000	0.000006	0.000058	0.000043	0.000011	0.000008	0.000025	0.000026	0.000006	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000016	0.000018	0.000007	0.000001	0.000329	0.000609	0.000003	0.000003	0.000017	0.000062	0.000000	0.000000	0.000002	0.000003	0.000000	0.000000	0.000012	0.000027	0.000001	0.000006	0.000019	0.000003	0.000008	0.000001	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000009	0.000026	0.000161	0.000007	0.000001	0.000390	0.000935
the	0.729958	0.000089	0.005889	0.005304	0.190708	0.062307	0.000335	0.002003	0.001009	0.000019	0.000018	0.000202	0.000009	0.000000	0.000002	0.000011	0.000088	0.000009	0.000004	0.000003	0.000052	0.000015	0.000006	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000002	0.000009	0.000020	0.000520	0.000041	0.000018	0.000007	0.000099	0.000002	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000006	0.000001	0.000002	0.000001	0.000003	0.000028	0.000000	0.000003	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000002	0.000006	0.000005	0.000004	0.000204	0.000964
impacts	0.862087	0.000293	0.000590	0.000742	0.029382	0.094698	0.000166	0.009662	0.001379	0.000277	0.000005	0.000000	0.000001	0.000000	0.000001	0.000000	0.000013	0.000012	0.000000	0.000000	0.000038	0.000029	0.000002	0.000001	0.000009	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000005	0.000007	0.000028	0.000007	0.000002	0.000059	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000	0.000000	0.000026	0.000007	0.000004	0.000000	0.000009	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000009	0.000012	0.000078	0.000340
would	0.747637	0.000025	0.002605	0.000218	0.095343	0.104366	0.005657	0.024830	0.009464	0.002828	0.003048	0.000732	0.000003	0.000001	0.000013	0.000005	0.000012	0.000029	0.000006	0.000002	0.000037	0.000141	0.000008	0.000010	0.000006	0.000039	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000026	0.000024	0.000015	0.000042	0.000088	0.001716	0.000015	0.000008	0.000015	0.000002	0.000000	0.000000	0.000002	0.000001	0.000000	0.000005	0.000009	0.000000	0.000156	0.000011	0.000134	0.000001	0.000008	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000002	0.000000	0.000009	0.000212	0.000423
be	0.111577	0.000000	0.000057	0.002547	0.002270	0.012718	0.000754	0.861450	0.000229	0.000443	0.007496	0.000126	0.000001	0.000000	0.000002	0.000000	0.000001	0.000001	0.000000	0.000000	0.000002	0.000008	0.000008	0.000016	0.000003	0.000002	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000021	0.000062	0.000002	0.000000	0.000024	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000018	0.000000	0.000003	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000017	0.000126
minimal	0.862404	0.000002	0.000089	0.000441	0.003982	0.004056	0.000370	0.019849	0.102716	0.002030	0.002003	0.000817	0.000186	0.000001	0.000009	0.000011	0.000018	0.000000	0.000000	0.000000	0.000017	0.000005	0.000003	0.000018	0.000020	0.000015	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000003	0.000001	0.000004	0.000273	0.000020	0.000001	0.000007	0.000015	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000004	0.000003	0.000015	0.000003	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000574
