TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.013716	0.010451	0.023235	0.009817	0.007592	0.003763	0.002539	0.009537	0.001906	0.002160	0.005067	0.004112	0.000383	0.001622	0.001260	0.009291	0.002088	0.020914	0.002560	0.005287	0.000832	0.001388	0.001839	0.000560	0.000547	0.001280	0.000985	0.001032	0.000248	0.000181	0.000328	0.002127	0.000698	0.001812	0.002044	0.001773	0.001145	0.003934	0.000892	0.001746	0.004347	0.001635	0.003107	0.001580	0.004532	0.000655	0.000558	0.001458	0.004966	0.007914	0.002329	0.001513	0.000598	0.002926	0.001812	0.002316	0.000549	0.000455	0.003131	0.001417	0.005852	0.011848	0.003761	0.001106	0.000494	0.000482	0.003107	0.003773	0.006579	0.001705	0.325410	0.425393
EPA	0.009264	0.105312	0.000326	0.000227	0.000272	0.001470	0.003257	0.000862	0.000310	0.000450	0.001978	0.000231	0.000055	0.000037	0.000078	0.001902	0.000316	0.000243	0.000056	0.000094	0.000736	0.002507	0.000951	0.000114	0.000766	0.000307	0.001145	0.003826	0.000959	0.000685	0.001087	0.003261	0.000944	0.001162	0.000550	0.000458	0.007808	0.001332	0.000308	0.000272	0.022059	0.006548	0.001059	0.000686	0.000765	0.000927	0.000363	0.001212	0.005380	0.006018	0.001321	0.005607	0.002066	0.000919	0.002431	0.000997	0.000103	0.000337	0.001858	0.001595	0.002690	0.025821	0.007024	0.001511	0.002013	0.002149	0.004413	0.003724	0.004073	0.002953	0.322443	0.403015
has	0.003243	0.086729	0.010972	0.004856	0.021465	0.021174	0.006560	0.017023	0.010504	0.003184	0.008000	0.001142	0.000113	0.000128	0.000383	0.065577	0.004931	0.000715	0.000811	0.002060	0.009196	0.033260	0.000867	0.000543	0.000698	0.000275	0.007763	0.000415	0.000145	0.000077	0.000027	0.000439	0.000620	0.002970	0.000763	0.003330	0.002229	0.001185	0.000246	0.001095	0.014379	0.002978	0.002110	0.003789	0.002652	0.000478	0.000484	0.011333	0.006562	0.075049	0.013073	0.041974	0.009336	0.004351	0.029184	0.002524	0.000221	0.002771	0.011132	0.000810	0.001624	0.002741	0.000521	0.000371	0.000117	0.000052	0.000578	0.016922	0.002179	0.007743	0.175054	0.221193
determined	0.002459	0.074293	0.003483	0.006930	0.005521	0.006456	0.007840	0.008629	0.004906	0.002460	0.008614	0.001074	0.000079	0.000249	0.000184	0.007591	0.000854	0.000188	0.000242	0.001030	0.001110	0.006172	0.000626	0.000101	0.000260	0.000150	0.002138	0.000349	0.000090	0.000086	0.000038	0.000476	0.000843	0.000789	0.000212	0.000455	0.002028	0.001006	0.000082	0.000189	0.004597	0.001476	0.000229	0.000360	0.000476	0.000089	0.000070	0.002563	0.004432	0.020220	0.002252	0.007696	0.001458	0.001140	0.003921	0.000948	0.000058	0.000538	0.003028	0.000569	0.001312	0.004624	0.000462	0.000224	0.000152	0.000076	0.000725	0.002158	0.000853	0.001909	0.321959	0.449142
that	0.002985	0.168399	0.003814	0.014455	0.014396	0.035389	0.037601	0.031297	0.017878	0.005186	0.008875	0.001765	0.000040	0.000144	0.000395	0.013338	0.000964	0.000474	0.000215	0.001613	0.002108	0.016609	0.002972	0.000156	0.000698	0.000398	0.012041	0.001104	0.000124	0.000062	0.000060	0.004324	0.002914	0.001479	0.000202	0.000745	0.010648	0.003633	0.000191	0.000406	0.008375	0.006243	0.000528	0.001494	0.001509	0.000257	0.000271	0.016062	0.027173	0.059400	0.007679	0.018789	0.008238	0.006375	0.032899	0.004368	0.000339	0.003214	0.009682	0.003492	0.004613	0.008658	0.001167	0.000324	0.000134	0.000108	0.003174	0.006956	0.001970	0.010513	0.133631	0.192265
the	0.002078	0.138844	0.001388	0.002106	0.002537	0.014693	0.028034	0.018357	0.002521	0.000591	0.002274	0.000453	0.000012	0.000041	0.000100	0.003140	0.000328	0.000167	0.000057	0.000497	0.000777	0.008623	0.001911	0.000036	0.000686	0.000555	0.010107	0.012405	0.001286	0.000244	0.001336	0.023232	0.003877	0.000593	0.000292	0.000501	0.016606	0.002689	0.000118	0.000136	0.011960	0.010947	0.000475	0.000892	0.001749	0.000455	0.000330	0.011450	0.032634	0.037715	0.003382	0.025553	0.004599	0.003670	0.015707	0.001697	0.000151	0.000953	0.003676	0.003974	0.005413	0.031660	0.019538	0.002937	0.000854	0.002546	0.024325	0.002954	0.004061	0.010539	0.181390	0.237585
impacts	0.002643	0.031312	0.000133	0.000722	0.000511	0.002211	0.017322	0.002369	0.001092	0.000952	0.001600	0.000251	0.000042	0.000113	0.000083	0.000957	0.000098	0.000034	0.000035	0.000241	0.000228	0.000909	0.000581	0.000026	0.000136	0.000103	0.000971	0.000921	0.000451	0.000065	0.000116	0.001850	0.002922	0.000139	0.000103	0.000192	0.005542	0.001642	0.000084	0.000144	0.003029	0.003860	0.000404	0.000516	0.000920	0.000472	0.000111	0.001105	0.004686	0.002020	0.000763	0.005435	0.001070	0.000963	0.001690	0.001185	0.000088	0.000311	0.000579	0.001905	0.001328	0.013506	0.002545	0.001247	0.000234	0.000288	0.003497	0.001225	0.003384	0.004278	0.375643	0.481866
would	0.000799	0.015644	0.003319	0.007122	0.010393	0.006464	0.009926	0.029375	0.004509	0.001688	0.008973	0.000921	0.000044	0.000149	0.000210	0.013153	0.001307	0.000750	0.000323	0.002252	0.001465	0.008133	0.001889	0.000383	0.001141	0.000394	0.003435	0.000294	0.000065	0.000040	0.000030	0.000994	0.001882	0.000658	0.000225	0.000499	0.001452	0.001387	0.000104	0.000466	0.002112	0.000675	0.000795	0.001080	0.002554	0.000584	0.000327	0.003995	0.004501	0.039732	0.005861	0.006280	0.006215	0.004050	0.012828	0.004913	0.000358	0.001477	0.005667	0.001138	0.002330	0.002180	0.000318	0.000202	0.000093	0.000054	0.000571	0.006389	0.003887	0.006826	0.319346	0.410407
be	0.001179	0.074556	0.005770	0.036325	0.023315	0.065679	0.077184	0.026675	0.027819	0.009692	0.013753	0.001671	0.000046	0.000197	0.000759	0.008881	0.000868	0.000291	0.000376	0.003716	0.001962	0.021116	0.001877	0.000105	0.000638	0.000640	0.028831	0.001428	0.000235	0.000071	0.000080	0.004913	0.005770	0.000683	0.000244	0.001113	0.010449	0.007097	0.000271	0.000563	0.006043	0.002273	0.001517	0.003588	0.002779	0.000501	0.000545	0.027032	0.016197	0.032608	0.005819	0.025712	0.003592	0.005125	0.022929	0.004663	0.000294	0.002671	0.010702	0.001827	0.002626	0.020649	0.002078	0.000753	0.000265	0.000232	0.004926	0.003958	0.002769	0.016467	0.126607	0.175412
minimal	0.000666	0.002243	0.000153	0.000554	0.000224	0.000633	0.002854	0.000350	0.000388	0.001668	0.000852	0.000509	0.000062	0.000221	0.000142	0.000530	0.000047	0.000037	0.000055	0.000298	0.000120	0.000565	0.000174	0.000027	0.000091	0.000086	0.000172	0.000058	0.000085	0.000048	0.000017	0.000234	0.000426	0.000169	0.000138	0.000110	0.000396	0.001259	0.000076	0.000057	0.000557	0.000152	0.000254	0.000222	0.000207	0.000047	0.000030	0.000120	0.000316	0.001168	0.000345	0.000666	0.000225	0.000327	0.000559	0.000327	0.000028	0.000084	0.000144	0.000071	0.000271	0.001272	0.000113	0.000203	0.000096	0.000033	0.000178	0.001548	0.000684	0.000839	0.393299	0.578821
