TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.329826	0.010001	0.004336	0.003773	0.002008	0.005820	0.006193	0.002030	0.000983	0.002209	0.001006	0.001816	0.006119	0.001825	0.004402	0.001368	0.012628	0.001625	0.001519	0.004070	0.018876	0.006255	0.007921	0.003563	0.003502	0.010338	0.007274	0.003409	0.003360	0.004430	0.004706	0.003008	0.002415	0.002416	0.003276	0.005198	0.001735	0.005317	0.002185	0.003075	0.004011	0.003255	0.001088	0.002748	0.001700	0.002713	0.004245	0.003024	0.002767	0.002999	0.000563	0.001093	0.003147	0.000780	0.003250	0.001822	0.000984	0.004850	0.002946	0.004632	0.002311	0.002139	0.002293	0.003040	0.004192	0.003912	0.005466	0.005788	0.003380	0.003014	0.031368	0.374665
EPA	0.276044	0.004027	0.007951	0.005837	0.002055	0.015093	0.003994	0.003058	0.002885	0.001992	0.001694	0.001035	0.002092	0.001015	0.005991	0.000885	0.012053	0.000326	0.000441	0.005419	0.015594	0.005180	0.005959	0.000981	0.002058	0.006732	0.008712	0.001238	0.002199	0.000732	0.000712	0.000804	0.002217	0.002088	0.000475	0.004798	0.001867	0.002286	0.002303	0.000991	0.002547	0.002184	0.000332	0.006226	0.003101	0.004223	0.008517	0.014113	0.017355	0.002152	0.001864	0.001941	0.001275	0.000552	0.006367	0.002424	0.000874	0.009491	0.004496	0.005313	0.001366	0.004891	0.001274	0.001818	0.000849	0.000900	0.001123	0.000855	0.001475	0.002463	0.015133	0.450693
has	0.093447	0.070182	0.021960	0.066283	0.016064	0.029497	0.037184	0.010484	0.005521	0.019943	0.002203	0.009218	0.004277	0.004764	0.011375	0.019664	0.005756	0.011776	0.007702	0.035418	0.006026	0.012357	0.009752	0.006380	0.003665	0.008413	0.012685	0.005155	0.002394	0.005126	0.005489	0.005675	0.002421	0.019025	0.003407	0.007762	0.002710	0.012826	0.006096	0.002064	0.005119	0.009400	0.004565	0.006225	0.011328	0.043955	0.004385	0.006059	0.010838	0.006650	0.000777	0.003329	0.001924	0.001505	0.003409	0.009000	0.001159	0.003371	0.006699	0.006120	0.001133	0.000950	0.001062	0.000708	0.001953	0.001130	0.001782	0.004125	0.000531	0.002005	0.002726	0.213933
determined	0.019273	0.136476	0.073706	0.029354	0.022707	0.010281	0.065271	0.011276	0.008295	0.064387	0.001822	0.004277	0.004373	0.005017	0.016481	0.019154	0.001290	0.013550	0.001412	0.076887	0.001373	0.002808	0.013735	0.001530	0.005047	0.003545	0.003394	0.009183	0.003186	0.010422	0.004944	0.021969	0.014900	0.014755	0.003703	0.002543	0.013275	0.031802	0.005648	0.002729	0.004751	0.006185	0.005744	0.002396	0.014026	0.023059	0.003772	0.003800	0.014476	0.010908	0.003188	0.008169	0.003287	0.007766	0.002365	0.004775	0.004091	0.002118	0.005560	0.016416	0.004590	0.004844	0.004302	0.001964	0.009181	0.002251	0.010870	0.007311	0.001881	0.004824	0.000976	0.044375
that	0.028218	0.046187	0.051666	0.064855	0.010490	0.026591	0.032612	0.060316	0.030935	0.050538	0.008378	0.008396	0.015072	0.009942	0.047505	0.026419	0.011390	0.029549	0.017126	0.048504	0.008874	0.010132	0.016019	0.007614	0.018664	0.012988	0.013642	0.005699	0.005010	0.011198	0.014739	0.010165	0.010204	0.015471	0.005606	0.005116	0.002772	0.012115	0.008322	0.004698	0.004365	0.003619	0.002562	0.003647	0.005771	0.002616	0.003371	0.004248	0.006050	0.013738	0.001925	0.002459	0.003532	0.002279	0.003154	0.008646	0.002766	0.004294	0.003170	0.007687	0.002114	0.001013	0.001184	0.001098	0.003609	0.002860	0.005246	0.003884	0.001148	0.002626	0.002477	0.059108
the	0.076309	0.056416	0.017878	0.015419	0.013557	0.035948	0.044806	0.024818	0.009351	0.026425	0.011279	0.014951	0.018218	0.010939	0.032879	0.013240	0.013923	0.023837	0.009041	0.021873	0.013365	0.012173	0.012930	0.008355	0.013118	0.013093	0.013194	0.006291	0.008553	0.009711	0.009220	0.008472	0.005115	0.009469	0.004308	0.006407	0.004724	0.005272	0.005322	0.004238	0.006459	0.006302	0.003613	0.004648	0.003174	0.005533	0.005141	0.006461	0.006493	0.004972	0.000981	0.003251	0.004787	0.002966	0.005851	0.007084	0.002600	0.006447	0.005508	0.008293	0.002141	0.001939	0.002223	0.003204	0.005299	0.003461	0.005769	0.003539	0.002094	0.005584	0.005797	0.193950
impacts	0.049486	0.031173	0.011095	0.004423	0.007642	0.045536	0.037474	0.009020	0.012125	0.048380	0.007698	0.034419	0.066843	0.035652	0.035212	0.013548	0.004401	0.004038	0.004311	0.011945	0.003699	0.009481	0.012861	0.001568	0.011555	0.005112	0.015186	0.010233	0.018201	0.009260	0.005537	0.005859	0.002581	0.006365	0.002781	0.006573	0.009069	0.001997	0.005715	0.002674	0.011257	0.013053	0.005992	0.003931	0.006262	0.006224	0.003052	0.005845	0.007668	0.001404	0.001111	0.004112	0.004569	0.002396	0.007110	0.005853	0.003250	0.007534	0.009631	0.009319	0.003171	0.007897	0.005646	0.009649	0.006749	0.003896	0.001740	0.002603	0.017083	0.003014	0.003426	0.194827
would	0.006886	0.039153	0.006517	0.081611	0.021202	0.028004	0.084624	0.005344	0.014686	0.095281	0.015245	0.043085	0.003799	0.020940	0.012692	0.057720	0.003787	0.014898	0.012654	0.090090	0.003324	0.006812	0.008929	0.002472	0.002457	0.002159	0.005795	0.004691	0.003810	0.002356	0.001141	0.005522	0.005142	0.003777	0.001062	0.002212	0.002056	0.003214	0.006477	0.000565	0.004202	0.007588	0.024706	0.004036	0.026356	0.071408	0.001902	0.004715	0.004961	0.001564	0.003939	0.001700	0.001305	0.004383	0.004204	0.015755	0.002509	0.003453	0.033477	0.009239	0.001813	0.001918	0.001783	0.001438	0.001010	0.000329	0.001411	0.003453	0.000986	0.003058	0.000790	0.018418
be	0.007369	0.036852	0.002784	0.049983	0.013069	0.013310	0.125538	0.011090	0.004234	0.134525	0.009483	0.082770	0.008215	0.022517	0.020864	0.067407	0.003220	0.034855	0.017193	0.053176	0.002664	0.004992	0.017623	0.003466	0.004811	0.004574	0.005155	0.005491	0.004042	0.004203	0.004176	0.009734	0.008716	0.010990	0.001362	0.000997	0.004875	0.003814	0.004278	0.000735	0.003600	0.006351	0.006683	0.001324	0.008991	0.017205	0.001275	0.001536	0.005226	0.000628	0.001622	0.001110	0.000750	0.004329	0.001815	0.033462	0.002084	0.002244	0.006326	0.019595	0.001743	0.006867	0.001713	0.001165	0.001528	0.000784	0.003904	0.002501	0.002830	0.007183	0.000923	0.017549
minimal	0.054420	0.039328	0.010438	0.010555	0.021682	0.037127	0.062622	0.014193	0.013652	0.037809	0.060487	0.026330	0.038628	0.008682	0.057662	0.059590	0.011042	0.012228	0.008617	0.020199	0.008683	0.014415	0.013641	0.006251	0.006773	0.013962	0.023162	0.008125	0.015284	0.004702	0.005455	0.010947	0.013027	0.013701	0.003840	0.006069	0.006773	0.002453	0.006690	0.003506	0.002979	0.010818	0.003475	0.005331	0.001182	0.002567	0.004015	0.004947	0.017892	0.002138	0.001875	0.001934	0.001398	0.001070	0.003088	0.001947	0.001561	0.005273	0.001474	0.009760	0.002481	0.002553	0.001841	0.003108	0.001342	0.001424	0.003244	0.001923	0.001068	0.002559	0.004417	0.096567
