TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.039786	0.025074	0.013713	0.011294	0.010008	0.012344	0.004151	0.005581	0.004143	0.000905	0.003904	0.000350	0.000158	0.000384	0.000150	0.002610	0.008162	0.013413	0.018347	0.013010	0.001176	0.002830	0.004833	0.003958	0.001501	0.001180	0.012101	0.002275	0.000479	0.000145	0.000293	0.005967	0.005777	0.000693	0.000853	0.000703	0.003255	0.003407	0.000498	0.003366	0.012691	0.020069	0.002372	0.001277	0.002881	0.000666	0.001449	0.017601	0.018086	0.018360	0.002900	0.022489	0.000671	0.002506	0.002878	0.001785	0.001562	0.002536	0.003965	0.003446	0.002044	0.023343	0.003391	0.000933	0.000251	0.000439	0.008029	0.003034	0.022367	0.006401	0.261437	0.285366
EPA	0.014884	0.023734	0.001974	0.003412	0.001622	0.005243	0.007247	0.002481	0.002023	0.001998	0.005599	0.002011	0.001174	0.001327	0.003127	0.001653	0.000904	0.002763	0.006697	0.006577	0.000659	0.001509	0.005927	0.000754	0.002523	0.006003	0.014782	0.014821	0.002340	0.000903	0.003977	0.016832	0.022712	0.000387	0.000631	0.000726	0.012940	0.009585	0.001827	0.006217	0.025229	0.038135	0.001965	0.001734	0.002100	0.005189	0.003384	0.010293	0.054234	0.002920	0.001160	0.005459	0.001487	0.003414	0.001521	0.002813	0.001053	0.001284	0.003572	0.008446	0.004658	0.084332	0.017937	0.002717	0.002059	0.004961	0.034741	0.001057	0.009661	0.004980	0.207465	0.227535
has	0.006164	0.023598	0.000955	0.002190	0.000519	0.000516	0.002865	0.001432	0.000575	0.001202	0.001723	0.000162	0.000061	0.000266	0.000172	0.000472	0.000514	0.000885	0.000734	0.002900	0.000124	0.000397	0.000807	0.000699	0.000589	0.000477	0.000509	0.000129	0.000083	0.000156	0.000075	0.000523	0.000460	0.000206	0.000337	0.000252	0.002010	0.000823	0.000193	0.000165	0.000489	0.001290	0.000102	0.000114	0.000161	0.000141	0.000207	0.000493	0.003187	0.000704	0.000274	0.000548	0.000183	0.001210	0.000268	0.001997	0.000258	0.000195	0.000710	0.000746	0.000564	0.003978	0.000148	0.000133	0.000123	0.000100	0.000435	0.000558	0.000465	0.000331	0.434492	0.488481
determined	0.002598	0.042348	0.001359	0.007137	0.000800	0.001361	0.025015	0.002692	0.001202	0.004081	0.003123	0.000466	0.000120	0.000524	0.000306	0.000435	0.000195	0.000602	0.000648	0.004435	0.000100	0.000222	0.001592	0.000303	0.000971	0.000670	0.000480	0.000048	0.000014	0.000049	0.000014	0.000210	0.001296	0.000226	0.000196	0.000129	0.003348	0.001274	0.000086	0.000041	0.000160	0.000574	0.000035	0.000039	0.000080	0.000106	0.000105	0.000287	0.003351	0.000550	0.000249	0.000128	0.000079	0.000364	0.000126	0.003553	0.000109	0.000084	0.000594	0.000642	0.000172	0.002181	0.000046	0.000026	0.000041	0.000016	0.000107	0.000238	0.000448	0.000471	0.406558	0.467768
that	0.000788	0.010751	0.000227	0.000819	0.000208	0.000436	0.007141	0.001132	0.000430	0.000852	0.001193	0.000217	0.000053	0.000202	0.000123	0.000079	0.000095	0.000212	0.000111	0.000788	0.000038	0.000077	0.000234	0.000087	0.000137	0.000095	0.000126	0.000031	0.000011	0.000030	0.000011	0.000121	0.000410	0.000059	0.000062	0.000050	0.001061	0.000411	0.000030	0.000014	0.000105	0.000161	0.000007	0.000010	0.000010	0.000019	0.000017	0.000065	0.000657	0.000104	0.000064	0.000057	0.000023	0.000073	0.000028	0.000376	0.000015	0.000016	0.000141	0.000134	0.000091	0.001441	0.000025	0.000018	0.000022	0.000014	0.000066	0.000050	0.000103	0.000129	0.445020	0.521993
the	0.000461	0.008892	0.000030	0.000110	0.000032	0.000179	0.003770	0.000202	0.000082	0.000353	0.000176	0.000103	0.000078	0.000183	0.000142	0.000011	0.000058	0.000047	0.000034	0.000158	0.000025	0.000028	0.000097	0.000012	0.000055	0.000048	0.000152	0.000263	0.000080	0.000117	0.000074	0.000891	0.000704	0.000008	0.000011	0.000018	0.002663	0.000351	0.000021	0.000045	0.000438	0.000743	0.000014	0.000015	0.000017	0.000020	0.000016	0.000093	0.001097	0.000081	0.000075	0.000145	0.000039	0.000107	0.000035	0.000455	0.000018	0.000020	0.000167	0.000164	0.000361	0.009764	0.000251	0.000144	0.000204	0.000132	0.000595	0.000030	0.000249	0.000231	0.442490	0.521027
impacts	0.001746	0.037831	0.000162	0.001094	0.000552	0.002959	0.015310	0.001505	0.001243	0.002221	0.000901	0.000598	0.000139	0.000669	0.002060	0.000119	0.000405	0.000018	0.000125	0.000789	0.000200	0.000378	0.000381	0.000104	0.000332	0.001176	0.002465	0.001107	0.000189	0.000311	0.000385	0.004229	0.012403	0.000077	0.000094	0.000260	0.013691	0.002562	0.000337	0.000443	0.001721	0.007829	0.000223	0.000210	0.000127	0.000143	0.000288	0.001008	0.012158	0.000345	0.000596	0.000846	0.000340	0.000769	0.000521	0.002121	0.000218	0.000327	0.000778	0.004584	0.003464	0.032118	0.001164	0.000277	0.000568	0.000436	0.004189	0.000114	0.001183	0.001321	0.376353	0.432087
would	0.000529	0.014483	0.000085	0.000287	0.000050	0.000293	0.007009	0.000500	0.000179	0.000427	0.000323	0.000083	0.000084	0.000223	0.000111	0.000013	0.000064	0.000030	0.000021	0.000202	0.000012	0.000077	0.000259	0.000051	0.000147	0.000049	0.000094	0.000112	0.000028	0.000130	0.000028	0.000420	0.000239	0.000025	0.000023	0.000030	0.001875	0.000072	0.000008	0.000027	0.000188	0.000550	0.000012	0.000016	0.000016	0.000020	0.000018	0.000064	0.001631	0.000075	0.000063	0.000128	0.000068	0.000117	0.000096	0.001499	0.000021	0.000035	0.000213	0.000250	0.000256	0.002918	0.000098	0.000035	0.000104	0.000030	0.000197	0.000023	0.000209	0.000209	0.442522	0.519614
be	0.000185	0.002756	0.000093	0.000465	0.000145	0.000278	0.002924	0.000482	0.000222	0.001039	0.000164	0.000217	0.000077	0.000266	0.000119	0.000024	0.000062	0.000069	0.000041	0.000369	0.000031	0.000083	0.000335	0.000032	0.000180	0.000108	0.000104	0.000014	0.000006	0.000045	0.000004	0.000073	0.000164	0.000038	0.000020	0.000026	0.000314	0.000135	0.000028	0.000021	0.000046	0.000064	0.000016	0.000013	0.000018	0.000009	0.000019	0.000044	0.000276	0.000063	0.000060	0.000038	0.000021	0.000057	0.000041	0.001076	0.000016	0.000018	0.000166	0.000077	0.000066	0.000553	0.000014	0.000010	0.000033	0.000005	0.000016	0.000029	0.000115	0.000071	0.453097	0.532094
minimal	0.000115	0.004726	0.000200	0.002052	0.000148	0.000654	0.052221	0.000979	0.000544	0.014429	0.000448	0.001761	0.000539	0.004081	0.001833	0.000090	0.000130	0.000092	0.000215	0.003005	0.000067	0.000205	0.001809	0.000023	0.000950	0.000435	0.000161	0.000032	0.000012	0.000054	0.000008	0.000111	0.001571	0.000097	0.000063	0.000075	0.002891	0.000794	0.000088	0.000028	0.000041	0.000109	0.000031	0.000013	0.000035	0.000028	0.000038	0.000032	0.000537	0.000091	0.000126	0.000059	0.000053	0.000227	0.000078	0.005082	0.000051	0.000030	0.000390	0.000111	0.000092	0.000931	0.000015	0.000014	0.000042	0.000007	0.000013	0.000040	0.000582	0.000626	0.410314	0.482424
