TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.032645	0.001091	0.003447	0.001614	0.001680	0.001434	0.000261	0.000145	0.000277	0.000801	0.000074	0.000140	0.000163	0.000157	0.000165	0.000485	0.000716	0.005484	0.007324	0.000420	0.001027	0.000424	0.000610	0.000416	0.000092	0.000203	0.000423	0.000059	0.000058	0.000078	0.000095	0.000210	0.000586	0.001384	0.001067	0.001052	0.001143	0.000963	0.000398	0.000509	0.003011	0.000298	0.000333	0.000722	0.001991	0.001217	0.000547	0.002792	0.001228	0.004934	0.000852	0.001171	0.000684	0.000295	0.000758	0.000366	0.000332	0.000679	0.000929	0.000405	0.000337	0.000515	0.000103	0.000155	0.000184	0.000212	0.000336	0.000274	0.002698	0.001383	0.008562	0.892377
EPA	0.000433	0.005398	0.002048	0.000716	0.000437	0.000529	0.001896	0.000334	0.000211	0.002341	0.000093	0.001033	0.000140	0.000261	0.001038	0.001203	0.000167	0.000698	0.000286	0.000070	0.000126	0.000205	0.000318	0.000017	0.000707	0.000068	0.000075	0.000275	0.000111	0.000044	0.000104	0.000170	0.000062	0.000187	0.000121	0.000084	0.000250	0.000181	0.000016	0.000011	0.000017	0.000076	0.000027	0.000028	0.000061	0.000229	0.000036	0.000111	0.000148	0.000697	0.000044	0.000130	0.000087	0.000036	0.000032	0.000105	0.000018	0.000016	0.000012	0.000011	0.000017	0.000188	0.000141	0.000223	0.000073	0.000128	0.000063	0.000042	0.000002	0.000015	0.000439	0.974287
has	0.001606	0.062051	0.061565	0.117311	0.015499	0.004280	0.003002	0.012032	0.000791	0.052407	0.003837	0.005632	0.000347	0.000742	0.040748	0.013250	0.001131	0.010068	0.004908	0.005162	0.000527	0.000533	0.000142	0.000005	0.000074	0.000099	0.000239	0.000127	0.000059	0.000134	0.000054	0.000107	0.000315	0.001245	0.000799	0.000512	0.000090	0.000521	0.000082	0.000123	0.000140	0.000262	0.000273	0.000278	0.000941	0.000246	0.000113	0.000612	0.000490	0.003269	0.000416	0.000054	0.000102	0.000029	0.000044	0.000137	0.000008	0.000031	0.000082	0.000066	0.000013	0.000109	0.000017	0.000017	0.000021	0.000014	0.000020	0.000012	0.000008	0.000014	0.000538	0.569469
determined	0.000398	0.007327	0.070053	0.054767	0.009190	0.004257	0.001477	0.002306	0.000614	0.013604	0.000353	0.003674	0.000320	0.002411	0.004536	0.006967	0.001654	0.012293	0.011712	0.002049	0.000499	0.000534	0.000050	0.000005	0.000253	0.000063	0.000133	0.000053	0.000020	0.000022	0.000019	0.000039	0.000093	0.000502	0.000569	0.000319	0.000025	0.000305	0.000012	0.000052	0.000018	0.000050	0.000041	0.000058	0.000080	0.000037	0.000028	0.000176	0.000041	0.000378	0.000113	0.000035	0.000042	0.000011	0.000025	0.000009	0.000006	0.000007	0.000005	0.000007	0.000004	0.000011	0.000010	0.000015	0.000011	0.000007	0.000008	0.000011	0.000006	0.000029	0.000085	0.785105
that	0.000596	0.008387	0.152581	0.343495	0.017343	0.006528	0.003570	0.017990	0.005389	0.090979	0.004997	0.019950	0.000468	0.003433	0.012809	0.031996	0.002187	0.035563	0.004253	0.001433	0.000607	0.000773	0.000164	0.000023	0.000157	0.000056	0.000050	0.000010	0.000016	0.000017	0.000019	0.000006	0.000066	0.001998	0.000731	0.000271	0.000015	0.000196	0.000178	0.000051	0.000006	0.000013	0.000031	0.000015	0.000045	0.000011	0.000006	0.000027	0.000008	0.001824	0.001000	0.000049	0.000181	0.000163	0.000040	0.000026	0.000009	0.000008	0.000009	0.000004	0.000003	0.000007	0.000005	0.000016	0.000018	0.000015	0.000004	0.000044	0.000003	0.000043	0.000351	0.226666
the	0.000760	0.004533	0.020076	0.103086	0.026720	0.030628	0.035299	0.032473	0.005467	0.140353	0.006942	0.007359	0.000427	0.002670	0.027121	0.012314	0.000892	0.004375	0.002523	0.004091	0.000720	0.000592	0.000947	0.000046	0.000343	0.000071	0.000049	0.000028	0.000012	0.000024	0.000017	0.000018	0.000256	0.001370	0.000361	0.000154	0.000086	0.001018	0.000377	0.000148	0.000043	0.000064	0.000134	0.000012	0.000132	0.000028	0.000025	0.000029	0.000037	0.001718	0.000506	0.000106	0.000622	0.000481	0.000168	0.000244	0.000116	0.000033	0.000140	0.000045	0.000029	0.000038	0.000019	0.000007	0.000020	0.000012	0.000034	0.000041	0.000025	0.000114	0.000445	0.519787
impacts	0.000372	0.002040	0.000508	0.003457	0.002431	0.008165	0.047730	0.005785	0.004398	0.273162	0.000977	0.005336	0.001402	0.003093	0.010605	0.000721	0.000138	0.000336	0.001178	0.003321	0.000354	0.000258	0.002187	0.000047	0.001041	0.000098	0.000041	0.000049	0.000014	0.000011	0.000007	0.000082	0.000332	0.000280	0.000016	0.000010	0.000327	0.000391	0.000159	0.000024	0.000046	0.000079	0.000036	0.000002	0.000030	0.000017	0.000003	0.000005	0.000050	0.000082	0.000034	0.000030	0.000010	0.000044	0.000030	0.000542	0.000050	0.000021	0.000451	0.000212	0.000038	0.000202	0.000027	0.000011	0.000015	0.000011	0.000065	0.000049	0.000074	0.000054	0.000181	0.616615
would	0.000417	0.000846	0.004200	0.073108	0.137164	0.027330	0.002791	0.026155	0.016784	0.339728	0.008979	0.009361	0.000267	0.001509	0.015910	0.047506	0.000363	0.001142	0.003602	0.006239	0.002715	0.003347	0.000980	0.000115	0.000211	0.000159	0.000236	0.000020	0.000008	0.000004	0.000002	0.000002	0.000026	0.000388	0.000204	0.000257	0.000013	0.000088	0.000099	0.000168	0.000025	0.000081	0.000134	0.000018	0.000037	0.000007	0.000003	0.000012	0.000003	0.000765	0.002653	0.000259	0.000254	0.000395	0.000437	0.000080	0.000086	0.000131	0.000161	0.000037	0.000058	0.000017	0.000004	0.000001	0.000001	0.000001	0.000003	0.000032	0.000002	0.000006	0.000256	0.261595
be	0.000661	0.000965	0.002755	0.032011	0.033458	0.015409	0.006172	0.079765	0.005410	0.446866	0.037810	0.123586	0.004310	0.010212	0.056994	0.017362	0.000917	0.001351	0.000948	0.004822	0.001934	0.003256	0.000678	0.000053	0.000333	0.000448	0.000264	0.000038	0.000015	0.000018	0.000012	0.000007	0.000051	0.000464	0.000126	0.000109	0.000009	0.000065	0.000071	0.000234	0.000018	0.000041	0.000030	0.000017	0.000015	0.000003	0.000006	0.000020	0.000004	0.000510	0.000492	0.000029	0.000088	0.000239	0.000361	0.000221	0.000217	0.000270	0.000179	0.000220	0.000084	0.000081	0.000014	0.000005	0.000010	0.000011	0.000020	0.000063	0.000015	0.000039	0.000440	0.106273
minimal	0.000454	0.000420	0.000806	0.002278	0.001396	0.001496	0.002252	0.006014	0.002903	0.030450	0.002088	0.006913	0.003074	0.005825	0.004340	0.002297	0.000068	0.000310	0.000230	0.000315	0.000151	0.000309	0.000142	0.000060	0.000115	0.000044	0.000050	0.000009	0.000037	0.000021	0.000012	0.000002	0.000047	0.000102	0.000023	0.000016	0.000003	0.000073	0.000212	0.000051	0.000038	0.000018	0.000027	0.000008	0.000014	0.000002	0.000002	0.000005	0.000004	0.000362	0.000079	0.000009	0.000069	0.000039	0.000024	0.000038	0.000067	0.000051	0.000099	0.000073	0.000027	0.000031	0.000003	0.000014	0.000012	0.000010	0.000003	0.000018	0.000011	0.000024	0.000306	0.923103
