TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.074628	0.012547	0.013551	0.009097	0.012176	0.014695	0.012460	0.010931	0.011027	0.011502	0.008605	0.011987	0.010289	0.005135	0.012128	0.012982	0.021952	0.014142	0.009841	0.015633	0.028592	0.020961	0.022488	0.015438	0.017599	0.018184	0.021426	0.016914	0.009815	0.017310	0.008962	0.014631	0.015198	0.017549	0.014581	0.015970	0.014031	0.010088	0.011170	0.011554	0.010261	0.007873	0.010991	0.012033	0.010546	0.010430	0.011180	0.012801	0.014013	0.014090	0.007572	0.008299	0.010088	0.007714	0.009880	0.008370	0.008327	0.011309	0.007646	0.013817	0.008515	0.012579	0.010110	0.005932	0.010290	0.006041	0.008865	0.005996	0.008743	0.004843	0.025877	0.057194
EPA	0.067391	0.252276	0.016290	0.006505	0.013159	0.022725	0.021129	0.016901	0.003823	0.007533	0.002921	0.001571	0.005058	0.005489	0.011240	0.005542	0.021403	0.003081	0.004976	0.008283	0.020301	0.023415	0.008253	0.006483	0.018810	0.016888	0.042579	0.013395	0.003347	0.010643	0.005760	0.009025	0.030273	0.007499	0.008420	0.022157	0.038454	0.004797	0.004228	0.016109	0.001032	0.003323	0.003792	0.014885	0.003818	0.003336	0.008186	0.016296	0.019116	0.008857	0.001867	0.002283	0.007949	0.001563	0.004413	0.003347	0.001154	0.005948	0.001482	0.007585	0.003346	0.012480	0.003250	0.000730	0.002432	0.001509	0.001450	0.001451	0.000432	0.000924	0.012041	0.031590
has	0.038375	0.009392	0.062568	0.021664	0.038391	0.026415	0.032524	0.066506	0.058819	0.010461	0.005266	0.007188	0.010303	0.005950	0.014853	0.015269	0.027237	0.005707	0.008099	0.023431	0.026057	0.031901	0.010336	0.013862	0.015145	0.012505	0.030522	0.016430	0.007466	0.011404	0.015939	0.013346	0.025135	0.011131	0.011292	0.018371	0.013244	0.006286	0.009769	0.010678	0.001927	0.005502	0.003931	0.011017	0.004350	0.005703	0.007474	0.013084	0.023470	0.036274	0.005236	0.005256	0.006337	0.006259	0.005317	0.002362	0.001524	0.004698	0.001927	0.002623	0.002935	0.000970	0.003118	0.001272	0.002039	0.002594	0.002032	0.000700	0.000395	0.000557	0.004290	0.025595
determined	0.017360	0.010997	0.020121	0.288650	0.035352	0.016666	0.020277	0.034150	0.030544	0.020088	0.003699	0.007002	0.011376	0.002365	0.026361	0.031278	0.015071	0.005799	0.005508	0.047726	0.014852	0.012018	0.013443	0.007207	0.005209	0.010706	0.010939	0.011011	0.003580	0.003633	0.004178	0.014540	0.029917	0.008507	0.007906	0.008678	0.014830	0.006218	0.017508	0.013345	0.000501	0.001017	0.001908	0.006160	0.003060	0.002463	0.007691	0.008312	0.007039	0.015365	0.007609	0.004786	0.007063	0.008085	0.004066	0.001847	0.003038	0.002980	0.001670	0.001106	0.003830	0.003099	0.003235	0.000918	0.000931	0.000887	0.002786	0.001102	0.000365	0.000290	0.002447	0.015731
that	0.025568	0.008636	0.029653	0.027138	0.064324	0.032283	0.022197	0.035272	0.038312	0.018467	0.007136	0.008919	0.009191	0.002305	0.014602	0.060726	0.026385	0.011925	0.023345	0.065167	0.031532	0.043143	0.008309	0.014491	0.013016	0.017553	0.035700	0.020506	0.005703	0.004632	0.008194	0.010953	0.019790	0.010666	0.012703	0.015199	0.009091	0.003056	0.014113	0.010946	0.001364	0.002017	0.003019	0.007936	0.004353	0.002647	0.007549	0.012857	0.012670	0.017339	0.006534	0.005601	0.005919	0.005559	0.005827	0.001306	0.002663	0.005496	0.002870	0.002846	0.005727	0.001771	0.003924	0.000959	0.000878	0.001096	0.001223	0.001221	0.000314	0.000262	0.003080	0.022325
the	0.013613	0.011530	0.015162	0.006893	0.015671	0.033803	0.021990	0.017720	0.014153	0.017394	0.008067	0.014084	0.009356	0.006562	0.011686	0.024173	0.025590	0.015846	0.035192	0.051389	0.032680	0.062758	0.029471	0.018912	0.019082	0.019408	0.053584	0.025853	0.008332	0.005377	0.007933	0.006261	0.017123	0.009667	0.011002	0.023081	0.012100	0.008040	0.010210	0.007730	0.003582	0.005234	0.005809	0.015546	0.006578	0.004448	0.010981	0.025488	0.015406	0.012299	0.005811	0.008784	0.006847	0.003967	0.017576	0.006316	0.005808	0.016496	0.005779	0.006797	0.006205	0.002901	0.008216	0.001875	0.001657	0.001727	0.002145	0.002104	0.001504	0.000476	0.003833	0.019328
impacts	0.016179	0.013674	0.023123	0.007463	0.011244	0.009881	0.218403	0.016121	0.006282	0.006974	0.001726	0.002606	0.001184	0.002823	0.004774	0.025724	0.012461	0.004919	0.008107	0.126747	0.021224	0.021783	0.025809	0.015501	0.015267	0.009431	0.020365	0.008903	0.002015	0.002578	0.007809	0.006450	0.013657	0.010395	0.011464	0.009079	0.032677	0.010655	0.007439	0.004890	0.001032	0.003230	0.005493	0.008465	0.005815	0.004469	0.005162	0.011196	0.021080	0.027257	0.003264	0.004968	0.006689	0.006942	0.008553	0.013681	0.003863	0.008730	0.005589	0.005322	0.004561	0.002522	0.002841	0.000632	0.000796	0.002468	0.003029	0.004742	0.001691	0.002300	0.007218	0.028594
would	0.014076	0.013120	0.041026	0.013371	0.019478	0.013172	0.024175	0.100550	0.043697	0.011857	0.005354	0.006221	0.009308	0.004133	0.009341	0.013204	0.020438	0.005704	0.011737	0.029100	0.033350	0.031495	0.026854	0.022567	0.020319	0.016235	0.025397	0.018982	0.003583	0.009035	0.008170	0.013588	0.025281	0.008827	0.009904	0.008432	0.007739	0.009170	0.008080	0.007514	0.001155	0.003593	0.004333	0.007084	0.003624	0.004787	0.005303	0.009724	0.016794	0.062165	0.006528	0.007537	0.008819	0.008513	0.007370	0.007325	0.004441	0.008182	0.005015	0.013746	0.009431	0.001615	0.006475	0.001003	0.002879	0.001691	0.003389	0.003226	0.001250	0.002143	0.006643	0.040633
be	0.016486	0.005050	0.031626	0.012567	0.019490	0.013106	0.012143	0.031374	0.107956	0.020120	0.008085	0.015335	0.014249	0.003280	0.011651	0.013661	0.016678	0.010575	0.014267	0.036705	0.030729	0.033099	0.021545	0.024951	0.022126	0.030175	0.029778	0.044314	0.007310	0.010704	0.019752	0.023741	0.021382	0.008094	0.012547	0.009762	0.006574	0.008622	0.010600	0.007245	0.002924	0.004259	0.002821	0.004541	0.002377	0.003115	0.006810	0.006236	0.008642	0.014610	0.011308	0.002775	0.004590	0.007826	0.005618	0.003087	0.006362	0.007059	0.005411	0.006566	0.013063	0.001338	0.011375	0.001367	0.002779	0.002410	0.003282	0.004747	0.001686	0.001255	0.005608	0.036700
minimal	0.022892	0.024166	0.014093	0.008510	0.007881	0.011359	0.012053	0.011423	0.011801	0.112079	0.006959	0.015593	0.008827	0.007943	0.018126	0.004163	0.015875	0.011916	0.025022	0.034795	0.032074	0.024139	0.046013	0.019247	0.020189	0.032635	0.029011	0.016542	0.004245	0.010688	0.013361	0.029138	0.047718	0.018191	0.012320	0.010483	0.016901	0.026091	0.009956	0.005155	0.011838	0.003828	0.003507	0.005858	0.003665	0.002693	0.007354	0.006026	0.009062	0.006429	0.002355	0.002415	0.002260	0.001732	0.003593	0.005774	0.001015	0.004245	0.003178	0.008083	0.005672	0.005649	0.003330	0.000590	0.001790	0.001455	0.004404	0.005852	0.002777	0.000822	0.005931	0.057242
or	0.014470	0.005270	0.010877	0.005326	0.020652	0.017663	0.005025	0.005334	0.011167	0.038964	0.093919	0.023825	0.007955	0.009525	0.006168	0.019003	0.030633	0.020836	0.034978	0.022334	0.055130	0.038698	0.009665	0.038849	0.035041	0.066874	0.053857	0.016071	0.020264	0.007975	0.015128	0.008665	0.005201	0.008125	0.021234	0.010541	0.002863	0.004098	0.005523	0.008842	0.010191	0.005085	0.006304	0.005055	0.001383	0.002553	0.007625	0.004303	0.002971	0.001671	0.001755	0.002136	0.002936	0.001222	0.003997	0.001178	0.003065	0.006248	0.001601	0.003310	0.012889	0.001656	0.002392	0.002343	0.001453	0.001338	0.001057	0.013662	0.002404	0.000980	0.005527	0.043144
none	0.029804	0.001268	0.006717	0.002396	0.006985	0.006362	0.002142	0.002151	0.005883	0.005917	0.011038	0.135141	0.024117	0.005255	0.004359	0.002642	0.012309	0.014857	0.013956	0.005063	0.021756	0.016656	0.006112	0.014008	0.014174	0.030807	0.027130	0.052398	0.042355	0.061957	0.103735	0.030741	0.006492	0.011641	0.022528	0.009914	0.005088	0.012418	0.003407	0.006116	0.009614	0.003350	0.001534	0.003369	0.000835	0.000904	0.004910	0.001925	0.003802	0.001140	0.001359	0.001263	0.001052	0.000886	0.001312	0.001243	0.001972	0.002138	0.001051	0.000691	0.003414	0.001285	0.007647	0.004809	0.008477	0.011733	0.005299	0.007805	0.009030	0.002172	0.004908	0.091278
##xi	0.054945	0.003699	0.007265	0.002111	0.009840	0.006763	0.001276	0.001466	0.003560	0.001418	0.004503	0.009221	0.084361	0.004206	0.014900	0.002202	0.018343	0.006898	0.006866	0.007100	0.028004	0.020398	0.003722	0.019558	0.019626	0.029334	0.036059	0.038398	0.031342	0.110657	0.062026	0.041089	0.014709	0.003583	0.018293	0.011549	0.006463	0.001946	0.004525	0.009265	0.002028	0.001556	0.000873	0.003678	0.001620	0.000722	0.004499	0.003404	0.005656	0.000986	0.001657	0.000456	0.003113	0.000856	0.002242	0.000780	0.002334	0.003550	0.001610	0.001463	0.007163	0.002212	0.010767	0.006201	0.029672	0.013297	0.008208	0.002304	0.006691	0.002676	0.013433	0.092802
##sten	0.047887	0.018792	0.010115	0.003312	0.006690	0.005066	0.009899	0.002263	0.001964	0.002190	0.002661	0.005609	0.005185	0.103881	0.007041	0.005172	0.005219	0.004426	0.004791	0.010901	0.008933	0.008485	0.004548	0.008539	0.017070	0.007614	0.014867	0.021075	0.023289	0.219071	0.101053	0.019381	0.004971	0.019386	0.017771	0.007972	0.010255	0.002561	0.006495	0.004099	0.001490	0.001327	0.001611	0.001789	0.000723	0.000778	0.000967	0.001297	0.000604	0.002019	0.000916	0.000963	0.001464	0.000922	0.000816	0.000605	0.000707	0.000950	0.000768	0.001582	0.002094	0.002652	0.004212	0.004070	0.044969	0.021342	0.004528	0.014155	0.008365	0.002008	0.008516	0.070292
##t	0.049848	0.008919	0.012578	0.011001	0.016488	0.013218	0.004143	0.007648	0.006752	0.003342	0.004309	0.002079	0.009575	0.004339	0.088556	0.003497	0.014608	0.004470	0.003922	0.006625	0.024819	0.013103	0.008881	0.017028	0.012307	0.028401	0.028264	0.011589	0.018094	0.042435	0.010859	0.080819	0.039003	0.008003	0.024729	0.018903	0.011109	0.010289	0.016886	0.012821	0.001824	0.003994	0.002953	0.005348	0.000836	0.001080	0.005893	0.006115	0.004129	0.002870	0.002115	0.002127	0.004039	0.002661	0.002864	0.001400	0.001254	0.003677	0.001411	0.003653	0.007199	0.003671	0.003960	0.003586	0.009406	0.001756	0.022859	0.008256	0.002574	0.002012	0.019535	0.140688
