TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.004670	0.001708	0.033048	0.002778	0.008717	0.008781	0.001391	0.004541	0.008243	0.003795	0.138586	0.011442	0.003239	0.010139	0.010713	0.005649	0.084306	0.004924	0.014916	0.002615	0.039575	0.012302	0.001970	0.033773	0.064251	0.019262	0.010196	0.013984	0.003643	0.001029	0.001976	0.003067	0.002185	0.004332	0.055404	0.005703	0.001811	0.000749	0.005170	0.019768	0.004704	0.003661	0.010508	0.007674	0.001109	0.006530	0.031298	0.008375	0.002992	0.013972	0.003139	0.009399	0.027097	0.004216	0.006613	0.001117	0.014858	0.009853	0.002103	0.001038	0.024472	0.002032	0.014483	0.003836	0.001151	0.002531	0.002848	0.010052	0.002839	0.000564	0.017274	0.083312
EPA	0.040246	0.013759	0.002289	0.081436	0.006364	0.017342	0.026092	0.001568	0.004892	0.057515	0.004022	0.016901	0.015035	0.010201	0.001498	0.009361	0.002449	0.028603	0.016943	0.053267	0.002074	0.014339	0.035644	0.001385	0.002109	0.003871	0.012723	0.004927	0.003499	0.002847	0.019894	0.019728	0.064844	0.016037	0.002023	0.010398	0.083491	0.025420	0.009549	0.001403	0.017620	0.003035	0.005459	0.008814	0.024653	0.008210	0.002232	0.008171	0.010336	0.002798	0.012049	0.008030	0.001268	0.003268	0.006852	0.018001	0.002732	0.007455	0.009138	0.010840	0.003368	0.017768	0.003364	0.002201	0.002117	0.016185	0.005251	0.004848	0.015165	0.004466	0.002348	0.005969
has	0.003549	0.030681	0.029336	0.070686	0.038187	0.013765	0.099478	0.039271	0.022341	0.030208	0.004562	0.028162	0.011008	0.005582	0.003033	0.023177	0.006212	0.026615	0.013713	0.049527	0.006556	0.007638	0.007090	0.011725	0.004153	0.005442	0.006562	0.003536	0.002182	0.021580	0.006743	0.010283	0.016806	0.033650	0.004721	0.006095	0.009299	0.011659	0.012514	0.005093	0.008167	0.005027	0.007421	0.005117	0.027453	0.003212	0.003069	0.005272	0.006580	0.007649	0.010106	0.008046	0.003575	0.005160	0.004631	0.022023	0.010394	0.004373	0.008321	0.015449	0.003099	0.016911	0.002072	0.001491	0.016554	0.004450	0.004884	0.012910	0.009044	0.003413	0.006562	0.005146
determined	0.157439	0.005959	0.004601	0.012087	0.010472	0.031487	0.026551	0.012508	0.006741	0.027263	0.008419	0.027259	0.016584	0.005356	0.005205	0.041096	0.007324	0.044560	0.028072	0.044380	0.005763	0.022116	0.012288	0.013426	0.003605	0.004199	0.019857	0.000561	0.002090	0.003156	0.011218	0.027664	0.014134	0.010111	0.007649	0.016629	0.007767	0.005701	0.007879	0.007563	0.005532	0.001892	0.004600	0.015392	0.023889	0.003219	0.003020	0.016091	0.003587	0.003042	0.012753	0.014252	0.007215	0.003797	0.015502	0.006138	0.009183	0.015810	0.003121	0.004448	0.008693	0.007146	0.000425	0.001633	0.002820	0.009665	0.006367	0.013896	0.009006	0.004455	0.004017	0.032653
that	0.012487	0.003280	0.038336	0.019347	0.020584	0.051759	0.014624	0.013183	0.024372	0.022335	0.016165	0.016846	0.007248	0.006734	0.007858	0.025069	0.022609	0.023558	0.030007	0.029000	0.016803	0.041696	0.006802	0.031159	0.010896	0.011766	0.038820	0.005927	0.001830	0.005056	0.005448	0.007789	0.006801	0.010618	0.014005	0.023561	0.004832	0.003136	0.010909	0.008373	0.006318	0.001538	0.004447	0.027986	0.012879	0.003358	0.008845	0.027424	0.002971	0.006638	0.006081	0.029433	0.007382	0.004081	0.025448	0.001892	0.009319	0.029857	0.003824	0.004907	0.010402	0.002339	0.003964	0.001279	0.004137	0.004319	0.003604	0.010817	0.008527	0.001608	0.015685	0.037065
the	0.001422	0.004723	0.095969	0.011336	0.030048	0.009585	0.023822	0.029318	0.039525	0.016900	0.040359	0.019024	0.004031	0.004832	0.004581	0.034793	0.039862	0.016021	0.020425	0.019432	0.026615	0.007133	0.005549	0.032823	0.025531	0.022297	0.005926	0.005889	0.002323	0.002325	0.004576	0.008205	0.007027	0.007228	0.029985	0.005273	0.003668	0.004877	0.012145	0.026235	0.009306	0.004009	0.014106	0.005377	0.008822	0.007302	0.021067	0.005465	0.002368	0.017745	0.005349	0.010127	0.024639	0.005830	0.004409	0.002746	0.022963	0.004953	0.005499	0.004529	0.017647	0.002131	0.004954	0.001589	0.002064	0.003591	0.003682	0.018179	0.005392	0.003762	0.011541	0.027219
impacts	0.047379	0.040986	0.002032	0.097874	0.007141	0.025366	0.024677	0.006095	0.004812	0.068006	0.003947	0.028082	0.018953	0.026069	0.001505	0.007798	0.001869	0.028380	0.014935	0.027060	0.001580	0.016868	0.015324	0.002946	0.001741	0.002541	0.015927	0.005967	0.002404	0.008579	0.017303	0.015217	0.032021	0.012000	0.001960	0.015678	0.017479	0.015501	0.012566	0.002090	0.018415	0.007028	0.003426	0.014922	0.029405	0.003072	0.001853	0.014042	0.013429	0.004172	0.014019	0.006198	0.001533	0.005399	0.010375	0.026058	0.005211	0.010052	0.004068	0.016525	0.002662	0.023057	0.003454	0.001353	0.005574	0.011220	0.004308	0.008525	0.023044	0.002331	0.001468	0.005141
would	0.011932	0.010300	0.029012	0.023438	0.042812	0.042970	0.023110	0.019206	0.021905	0.017446	0.011445	0.016218	0.012882	0.006710	0.007332	0.036955	0.016324	0.018355	0.024951	0.030098	0.013958	0.032872	0.008867	0.032518	0.009652	0.012203	0.029545	0.005457	0.004558	0.007415	0.008712	0.019145	0.006977	0.015213	0.009298	0.019453	0.008040	0.008604	0.007496	0.012024	0.006024	0.003739	0.006888	0.018285	0.017512	0.002779	0.007488	0.016995	0.004430	0.005521	0.008021	0.025285	0.008803	0.005010	0.015302	0.008860	0.018052	0.016868	0.006008	0.007053	0.008123	0.003729	0.002750	0.002519	0.005016	0.005769	0.004684	0.014984	0.007003	0.002651	0.016013	0.022429
be	0.025608	0.004783	0.039755	0.031755	0.029710	0.046426	0.015741	0.017541	0.008526	0.043045	0.010144	0.024433	0.009735	0.008349	0.013059	0.020935	0.015559	0.015237	0.031073	0.019487	0.010207	0.035574	0.006287	0.022842	0.010407	0.012691	0.031315	0.004234	0.003462	0.007288	0.006113	0.012473	0.004603	0.017009	0.009164	0.018931	0.005392	0.004535	0.005881	0.008763	0.013687	0.002260	0.006365	0.021005	0.011300	0.002195	0.010422	0.020537	0.002526	0.007573	0.009551	0.011144	0.007192	0.006202	0.016291	0.006222	0.013199	0.019296	0.005582	0.002900	0.012957	0.002601	0.002582	0.002360	0.005421	0.004591	0.005446	0.010531	0.010834	0.002628	0.006971	0.069556
minimal	0.049914	0.009690	0.008650	0.071359	0.019493	0.055906	0.008438	0.006082	0.007831	0.025277	0.006117	0.071457	0.008538	0.006977	0.004642	0.011849	0.006956	0.023090	0.028207	0.027501	0.004388	0.044923	0.011214	0.007768	0.003177	0.005963	0.036104	0.004423	0.001481	0.002759	0.008389	0.010889	0.010575	0.017686	0.004889	0.021638	0.012675	0.010311	0.008531	0.003840	0.020334	0.003244	0.003762	0.023449	0.019510	0.002761	0.005672	0.024594	0.003557	0.005612	0.013164	0.008948	0.003710	0.004428	0.020490	0.012980	0.006322	0.023606	0.005662	0.005889	0.006403	0.004341	0.002965	0.001110	0.002459	0.007913	0.002832	0.012125	0.008633	0.002024	0.004737	0.037164
