TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.186863	0.032472	0.024650	0.026122	0.011264	0.007896	0.021093	0.008170	0.008372	0.005660	0.002800	0.001295	0.001598	0.004915	0.002764	0.008169	0.006248	0.002651	0.002076	0.008476	0.012598	0.009004	0.019155	0.003652	0.006162	0.004935	0.008234	0.006899	0.003382	0.002945	0.004105	0.006512	0.026569	0.010129	0.004243	0.006631	0.021373	0.024785	0.005011	0.005156	0.006195	0.013097	0.002289	0.004079	0.005376	0.004585	0.002937	0.007300	0.019656	0.022180	0.006343	0.004234	0.003396	0.003636	0.002804	0.005315	0.001398	0.002985	0.006466	0.008112	0.001748	0.006346	0.003524	0.001545	0.001114	0.001740	0.002488	0.003144	0.001566	0.002223	0.017783	0.259360
EPA	0.159017	0.007489	0.019554	0.006034	0.006726	0.009113	0.034087	0.009986	0.004005	0.004069	0.002334	0.000844	0.000592	0.001104	0.005779	0.002179	0.004397	0.004949	0.001815	0.002048	0.014360	0.006418	0.005893	0.002022	0.005305	0.009227	0.006584	0.002035	0.001787	0.003920	0.001027	0.003328	0.004219	0.004830	0.002430	0.003040	0.016155	0.019349	0.001067	0.001570	0.016510	0.022214	0.002655	0.002421	0.001839	0.004056	0.009092	0.014547	0.013901	0.015405	0.001478	0.002843	0.000673	0.000714	0.001788	0.007190	0.001399	0.002864	0.003433	0.013324	0.001286	0.001046	0.001440	0.001105	0.002704	0.000697	0.001263	0.001623	0.000513	0.001565	0.015152	0.432574
has	0.322518	0.015323	0.031058	0.123625	0.027895	0.005908	0.002366	0.043860	0.013259	0.001064	0.004690	0.001246	0.001178	0.002125	0.006290	0.042312	0.011191	0.020320	0.007933	0.003647	0.012579	0.003086	0.001823	0.009808	0.002784	0.000614	0.000660	0.000429	0.001195	0.000333	0.000583	0.000868	0.000690	0.005878	0.000742	0.000699	0.000371	0.000707	0.001343	0.000085	0.000244	0.000457	0.000907	0.000420	0.000252	0.000561	0.000626	0.001396	0.001015	0.025797	0.001471	0.001437	0.000149	0.000652	0.000168	0.000096	0.000140	0.000101	0.000192	0.000487	0.000056	0.000106	0.000140	0.000326	0.000113	0.000191	0.000168	0.000209	0.000028	0.000055	0.003277	0.225677
determined	0.274578	0.000823	0.063653	0.010332	0.061125	0.011726	0.003113	0.005544	0.016896	0.003589	0.001938	0.000652	0.001191	0.000377	0.007884	0.119055	0.011905	0.016922	0.013820	0.015304	0.020421	0.005336	0.001695	0.005566	0.004065	0.000828	0.001051	0.000538	0.002627	0.000860	0.000277	0.006936	0.001142	0.030106	0.003957	0.002224	0.000570	0.012815	0.008135	0.000271	0.000858	0.001553	0.001227	0.000415	0.000315	0.001376	0.000533	0.001276	0.002437	0.012060	0.016304	0.001326	0.000509	0.003319	0.000682	0.001412	0.000184	0.000134	0.000214	0.000820	0.000083	0.000108	0.000121	0.000492	0.000181	0.000061	0.000463	0.001456	0.000108	0.000257	0.003251	0.196615
that	0.188436	0.005807	0.008208	0.026660	0.036211	0.038356	0.007645	0.008456	0.018382	0.006099	0.030260	0.000627	0.000879	0.000471	0.007127	0.071640	0.015176	0.012539	0.008765	0.005618	0.015214	0.008729	0.002021	0.005629	0.003683	0.000872	0.001446	0.000425	0.000444	0.000285	0.000961	0.002935	0.002171	0.005254	0.002799	0.002401	0.000241	0.004725	0.003612	0.001813	0.000595	0.001020	0.000180	0.000355	0.000229	0.000797	0.000344	0.001882	0.002243	0.002793	0.002104	0.002105	0.001906	0.002247	0.001276	0.000995	0.000608	0.000398	0.000405	0.001731	0.000664	0.000100	0.000206	0.000207	0.000126	0.000318	0.000669	0.001480	0.000094	0.000213	0.009403	0.399285
the	0.123404	0.021056	0.028668	0.037155	0.065826	0.062516	0.037315	0.043282	0.059669	0.029191	0.015697	0.002556	0.002830	0.003369	0.004419	0.064394	0.016567	0.008901	0.016017	0.019753	0.024788	0.016925	0.010197	0.007673	0.004543	0.003312	0.003563	0.001400	0.000823	0.000761	0.000515	0.003300	0.004781	0.004012	0.003938	0.004476	0.002362	0.007996	0.002787	0.004600	0.001235	0.001886	0.000461	0.001092	0.000517	0.000889	0.001102	0.003383	0.002962	0.006472	0.002789	0.002223	0.004539	0.002450	0.003329	0.001718	0.000761	0.001476	0.001135	0.003814	0.000792	0.000375	0.000617	0.000316	0.000320	0.000223	0.000966	0.001503	0.000138	0.000293	0.009419	0.165467
impacts	0.026126	0.016293	0.002004	0.049664	0.029017	0.033492	0.026327	0.028972	0.020572	0.069455	0.011959	0.002800	0.003220	0.002932	0.013716	0.017339	0.021930	0.001269	0.003781	0.049018	0.040109	0.013745	0.070418	0.001895	0.007989	0.019868	0.007671	0.002786	0.000642	0.005822	0.002675	0.004338	0.030154	0.010413	0.002797	0.007153	0.025289	0.024800	0.047577	0.009386	0.003379	0.004692	0.002149	0.004115	0.006675	0.002829	0.008319	0.003867	0.032083	0.001784	0.009400	0.000913	0.004739	0.011696	0.007178	0.003355	0.002216	0.005796	0.004162	0.005098	0.005235	0.017355	0.000942	0.000283	0.003321	0.001549	0.007441	0.001221	0.001577	0.000740	0.016375	0.054100
would	0.035501	0.009369	0.411353	0.081942	0.060600	0.028339	0.116406	0.004918	0.031598	0.003814	0.002300	0.000486	0.005243	0.002263	0.001917	0.085807	0.010530	0.003744	0.003041	0.026702	0.009234	0.007444	0.008434	0.002253	0.003085	0.001099	0.001312	0.000112	0.000466	0.000054	0.000077	0.000343	0.001035	0.001239	0.000302	0.001037	0.000754	0.000298	0.000972	0.000350	0.000040	0.000322	0.000905	0.000551	0.000169	0.000161	0.000310	0.000605	0.000897	0.002472	0.001266	0.001085	0.000437	0.002965	0.001564	0.000372	0.000152	0.000582	0.000069	0.000302	0.000079	0.000056	0.000026	0.000115	0.000014	0.000028	0.000227	0.000208	0.000042	0.000105	0.003711	0.014396
be	0.080366	0.004042	0.009813	0.139155	0.158910	0.047598	0.019630	0.028428	0.100886	0.002417	0.006809	0.002387	0.002928	0.002795	0.007707	0.112651	0.026404	0.003963	0.013366	0.015582	0.017370	0.019555	0.002683	0.012529	0.003393	0.001072	0.001506	0.001041	0.000737	0.000315	0.000353	0.002237	0.000600	0.002770	0.000736	0.001555	0.000362	0.001304	0.001019	0.000709	0.000079	0.000457	0.000127	0.000528	0.000222	0.000136	0.000168	0.000434	0.000482	0.001743	0.001306	0.000568	0.000953	0.004594	0.001153	0.001211	0.000372	0.000503	0.000945	0.001764	0.000106	0.000128	0.000166	0.000100	0.000062	0.000060	0.000396	0.000544	0.000055	0.000150	0.003985	0.118821
minimal	0.060517	0.001660	0.002590	0.069098	0.029220	0.038022	0.022201	0.026068	0.109760	0.020019	0.067990	0.027572	0.004525	0.002748	0.027374	0.088966	0.034022	0.003884	0.010598	0.012397	0.015590	0.014613	0.004473	0.003766	0.004545	0.005653	0.005637	0.002311	0.001185	0.000613	0.000391	0.001770	0.002061	0.002723	0.001009	0.002270	0.000834	0.002429	0.004902	0.003308	0.000985	0.001579	0.000383	0.001681	0.002203	0.000833	0.000728	0.000678	0.000946	0.000588	0.000971	0.000192	0.001799	0.006491	0.002535	0.003800	0.002952	0.002936	0.011405	0.006206	0.001652	0.000914	0.000395	0.000185	0.000122	0.000073	0.000519	0.003660	0.000919	0.000289	0.004713	0.197352
