TOKEN	[CLS]	EPA	has	determined	that	the	impacts	would	be	minimal	or	none	##xi	##sten	##t	because	,	among	other	reasons	,	the	phase	-	in	of	the	re	##man	##uf	##act	##uring	requirements	combined	with	the	compliance	flexibility	given	to	small	businesses	during	the	initial	years	of	the	program	will	allow	them	to	make	the	transition	into	the	new	marketplace	for	certified	re	##man	##uf	##act	##ures	without	hard	##ship	.	[SEP]
[CLS]	0.003383	0.002435	0.003375	0.001761	0.001652	0.001978	0.000891	0.001251	0.000305	0.000181	0.000505	0.000082	0.000011	0.000075	0.000029	0.002003	0.000430	0.000544	0.000244	0.001016	0.000355	0.000815	0.000750	0.000252	0.000346	0.001355	0.001389	0.001040	0.000497	0.000096	0.000278	0.002581	0.003396	0.001373	0.000792	0.000195	0.001061	0.000903	0.000412	0.000068	0.000090	0.000115	0.000159	0.000084	0.000086	0.000028	0.000071	0.000417	0.001111	0.000822	0.000223	0.000371	0.000087	0.000294	0.000157	0.000473	0.000179	0.000144	0.000413	0.000386	0.001000	0.001566	0.002308	0.001367	0.000353	0.000779	0.001578	0.001859	0.000193	0.000447	0.562463	0.380269
EPA	0.003987	0.003794	0.026977	0.009585	0.005373	0.005064	0.001570	0.003199	0.000788	0.000268	0.000666	0.000108	0.000031	0.000035	0.000165	0.002884	0.000083	0.000078	0.000082	0.000661	0.000898	0.000554	0.000035	0.000063	0.000074	0.000141	0.001175	0.000289	0.000129	0.000045	0.000082	0.000137	0.000897	0.000344	0.000101	0.000182	0.000183	0.000441	0.000144	0.000175	0.000318	0.000289	0.000306	0.000062	0.000025	0.000012	0.000037	0.000953	0.001346	0.000297	0.000071	0.000355	0.000074	0.000109	0.000166	0.000047	0.000084	0.000150	0.000168	0.000078	0.000065	0.000227	0.000281	0.000058	0.000021	0.000044	0.000138	0.000152	0.000031	0.000019	0.196639	0.725895
has	0.000422	0.014958	0.020323	0.064127	0.005822	0.001316	0.000250	0.000835	0.000281	0.000302	0.000034	0.000008	0.000003	0.000020	0.000051	0.000350	0.000078	0.000076	0.000073	0.000170	0.000116	0.000087	0.000004	0.000004	0.000005	0.000007	0.000078	0.000006	0.000002	0.000001	0.000002	0.000018	0.000018	0.000028	0.000015	0.000026	0.000026	0.000009	0.000010	0.000001	0.000010	0.000009	0.000001	0.000001	0.000004	0.000002	0.000001	0.000056	0.000072	0.000045	0.000106	0.000148	0.000014	0.000032	0.000013	0.000002	0.000002	0.000004	0.000011	0.000001	0.000000	0.000040	0.000001	0.000001	0.000000	0.000001	0.000002	0.000011	0.000004	0.000006	0.085683	0.803759
determined	0.001358	0.019820	0.007654	0.038606	0.059871	0.052759	0.028339	0.011705	0.010048	0.007531	0.001091	0.000178	0.000103	0.000320	0.002094	0.001358	0.000115	0.000234	0.000056	0.001791	0.000268	0.000438	0.000251	0.000063	0.000223	0.000136	0.001610	0.000096	0.000020	0.000010	0.000015	0.000501	0.000829	0.000037	0.000047	0.000130	0.000619	0.000284	0.000019	0.000014	0.000078	0.000222	0.000003	0.000003	0.000014	0.000021	0.000007	0.000146	0.000768	0.000203	0.000298	0.003615	0.000123	0.000190	0.000145	0.000479	0.000024	0.000034	0.000071	0.000139	0.000003	0.000163	0.000026	0.000006	0.000003	0.000005	0.000077	0.000045	0.000010	0.000015	0.088043	0.654384
that	0.001051	0.018471	0.003493	0.007624	0.007296	0.134991	0.090230	0.011999	0.010256	0.015521	0.000689	0.000208	0.000013	0.000212	0.000718	0.000501	0.000038	0.000015	0.000011	0.000404	0.000316	0.001133	0.000301	0.000015	0.000050	0.000299	0.004935	0.000383	0.000027	0.000006	0.000013	0.000429	0.001138	0.000019	0.000011	0.000091	0.001660	0.000238	0.000017	0.000005	0.000194	0.000211	0.000001	0.000002	0.000008	0.000006	0.000001	0.000098	0.000334	0.000177	0.000151	0.000234	0.000031	0.000091	0.000043	0.000157	0.000009	0.000031	0.000071	0.000095	0.000002	0.000559	0.000041	0.000003	0.000001	0.000004	0.000040	0.000014	0.000005	0.000001	0.105764	0.576791
the	0.000785	0.002884	0.000195	0.000081	0.000191	0.029795	0.105969	0.004414	0.001020	0.001783	0.000676	0.000135	0.000037	0.000062	0.000550	0.000137	0.000020	0.000020	0.000015	0.000205	0.000163	0.000342	0.000343	0.000033	0.000218	0.000830	0.001202	0.000347	0.000094	0.000028	0.000014	0.000293	0.003906	0.000128	0.000013	0.000050	0.000737	0.000117	0.000100	0.000008	0.000043	0.000136	0.000007	0.000005	0.000013	0.000004	0.000011	0.000103	0.000537	0.000067	0.000017	0.000052	0.000010	0.000047	0.000037	0.000782	0.000037	0.000033	0.000478	0.000194	0.000016	0.000472	0.000086	0.000021	0.000006	0.000006	0.000075	0.000016	0.000008	0.000006	0.147111	0.691624
impacts	0.002508	0.000328	0.000768	0.000288	0.001041	0.007186	0.005841	0.016889	0.000499	0.000383	0.000939	0.000073	0.000081	0.000026	0.000691	0.001793	0.000033	0.000019	0.000042	0.000142	0.001471	0.000203	0.000014	0.000023	0.000031	0.001264	0.001350	0.000128	0.000169	0.000051	0.000026	0.000081	0.000706	0.000043	0.000010	0.000031	0.000075	0.000025	0.000014	0.000052	0.000051	0.000108	0.000060	0.000010	0.000002	0.000001	0.000048	0.000271	0.000253	0.000405	0.000043	0.000457	0.000090	0.000030	0.000164	0.000034	0.000191	0.000157	0.000075	0.000042	0.000349	0.000119	0.000026	0.000046	0.000014	0.000008	0.000052	0.000174	0.000007	0.000004	0.143817	0.807557
would	0.000496	0.002353	0.001499	0.012305	0.007335	0.029730	0.011735	0.018394	0.042134	0.036916	0.014952	0.014607	0.001703	0.003804	0.022233	0.000883	0.000173	0.000748	0.000446	0.000329	0.000340	0.000572	0.000156	0.000019	0.000040	0.000092	0.002614	0.000237	0.000193	0.000105	0.000045	0.000169	0.000196	0.000135	0.000067	0.000128	0.000634	0.000031	0.000010	0.000011	0.000087	0.000202	0.000004	0.000018	0.000013	0.000037	0.000008	0.000180	0.000408	0.000167	0.002496	0.000729	0.000167	0.001231	0.001887	0.001084	0.000185	0.001159	0.001872	0.000283	0.000043	0.001341	0.000077	0.000057	0.000036	0.000019	0.000149	0.000090	0.000025	0.000011	0.065486	0.691879
be	0.000266	0.002008	0.000155	0.000246	0.000119	0.012843	0.021653	0.000537	0.001816	0.019062	0.006144	0.008879	0.000468	0.002553	0.023862	0.000371	0.000046	0.000082	0.000061	0.000500	0.000045	0.000239	0.000134	0.000009	0.000023	0.000049	0.000750	0.000328	0.000192	0.000028	0.000020	0.000353	0.000342	0.000024	0.000007	0.000024	0.000486	0.000114	0.000008	0.000004	0.000096	0.000366	0.000003	0.000002	0.000002	0.000004	0.000000	0.000017	0.000075	0.000053	0.000160	0.000065	0.000023	0.000292	0.000419	0.000216	0.000078	0.000087	0.000145	0.000062	0.000013	0.004011	0.000201	0.000058	0.000009	0.000005	0.000211	0.000097	0.000060	0.000034	0.100348	0.787938
minimal	0.000955	0.001630	0.000121	0.000191	0.001098	0.060976	0.470279	0.001933	0.002550	0.003866	0.021389	0.001297	0.000511	0.001916	0.005909	0.003887	0.000556	0.000118	0.000135	0.003356	0.006149	0.006067	0.000988	0.000668	0.001029	0.005273	0.004278	0.000418	0.000381	0.000043	0.000063	0.000500	0.003678	0.000096	0.000122	0.000236	0.001695	0.000697	0.000016	0.000077	0.000043	0.000284	0.000023	0.000027	0.000005	0.000026	0.000037	0.000078	0.000135	0.000048	0.000071	0.000122	0.000033	0.000069	0.000302	0.000468	0.000191	0.000148	0.000152	0.000251	0.000087	0.000697	0.000273	0.000070	0.000009	0.000012	0.000075	0.000046	0.000084	0.000145	0.070745	0.310097
